Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16325350),Giannis Antetokounmpo,16325350,PF/C/F/UTIL,10800,MIL@CLE 02/05/2021 07:30PM ET,MIL,54.36
PG/SG,James Harden (16325354),James Harden,16325354,PG/SG/G/UTIL,10600,TOR@BKN 02/05/2021 07:30PM ET,BKN,54.13
C,Karl-Anthony Towns (16325358),Karl-Anthony Towns,16325358,C/UTIL,9700,MIN@OKC 02/05/2021 08:00PM ET,MIN,51.5
SF/PF,Kevin Durant (16325360),Kevin Durant,16325360,SF/PF/F/UTIL,9600,TOR@BKN 02/05/2021 07:30PM ET,BKN,52.44
SG,Bradley Beal (16325364),Bradley Beal,16325364,SG/G/UTIL,9500,WAS@MIA 02/05/2021 08:00PM ET,WAS,51.72
C,Bam Adebayo (16325367),Bam Adebayo,16325367,C/UTIL,9200,WAS@MIA 02/05/2021 08:00PM ET,MIA,42.57
PG,Kyrie Irving (16325369),Kyrie Irving,16325369,PG/G/UTIL,9100,TOR@BKN 02/05/2021 07:30PM ET,BKN,47.13
PG,Russell Westbrook (16325372),Russell Westbrook,16325372,PG/G/UTIL,9000,WAS@MIA 02/05/2021 08:00PM ET,WAS,50.15
PF,Jayson Tatum (16325375),Jayson Tatum,16325375,PF/F/UTIL,8900,BOS@LAC 02/05/2021 10:00PM ET,BOS,46.15
SF,Kawhi Leonard (16325378),Kawhi Leonard,16325378,SF/F/UTIL,8800,BOS@LAC 02/05/2021 10:00PM ET,LAC,46.16
SG,Paul George (16325381),Paul George,16325381,SG/G/UTIL,8700,BOS@LAC 02/05/2021 10:00PM ET,LAC,43.88
PF/C,Domantas Sabonis (16325384),Domantas Sabonis,16325384,PF/C/F/UTIL,8600,NO@IND 02/05/2021 07:00PM ET,IND,47.90
C,Nikola Vucevic (16325388),Nikola Vucevic,16325388,C/UTIL,8500,CHI@ORL 02/05/2021 07:00PM ET,ORL,46.34
SG,Zach LaVine (16325390),Zach LaVine,16325390,SG/G/UTIL,8400,CHI@ORL 02/05/2021 07:00PM ET,CHI,44.3
SF,Jimmy Butler (16325393),Jimmy Butler,16325393,SF/F/UTIL,8300,WAS@MIA 02/05/2021 08:00PM ET,MIA,39.97
C,Andre Drummond (16325396),Andre Drummond,16325396,C/UTIL,8200,MIL@CLE 02/05/2021 07:30PM ET,CLE,45.68
PF/C,Zion Williamson (16325398),Zion Williamson,16325398,PF/C/F/UTIL,8100,NO@IND 02/05/2021 07:00PM ET,NO,39.54
SF/PF,Brandon Ingram (16325402),Brandon Ingram,16325402,SF/PF/F/UTIL,8000,NO@IND 02/05/2021 07:00PM ET,NO,40.25
PG,Malcolm Brogdon (16325409),Malcolm Brogdon,16325409,PG/G/UTIL,8000,NO@IND 02/05/2021 07:00PM ET,IND,41.56
PG/SG,Fred VanVleet (16325412),Fred VanVleet,16325412,PG/SG/G/UTIL,7900,TOR@BKN 02/05/2021 07:30PM ET,TOR,41.11
PG,Chris Paul (16325406),Chris Paul,16325406,PG/G/UTIL,7900,DET@PHO 02/05/2021 09:00PM ET,PHO,37.16
PG,Kyle Lowry (16325416),Kyle Lowry,16325416,PG/G/UTIL,7800,TOR@BKN 02/05/2021 07:30PM ET,TOR,38.72
SF,Khris Middleton (16325419),Khris Middleton,16325419,SF/F/UTIL,7800,MIL@CLE 02/05/2021 07:30PM ET,MIL,40.25
PG/SG,Donovan Mitchell (16325422),Donovan Mitchell,16325422,PG/SG/G/UTIL,7700,UTA@CHA 02/05/2021 08:00PM ET,UTA,37.65
PG,Jrue Holiday (16325426),Jrue Holiday,16325426,PG/G/UTIL,7700,MIL@CLE 02/05/2021 07:30PM ET,MIL,35.45
PF/C,Pascal Siakam (16325429),Pascal Siakam,16325429,PF/C/F/UTIL,7600,TOR@BKN 02/05/2021 07:30PM ET,TOR,38.56
SF,Jaylen Brown (16325433),Jaylen Brown,16325433,SF/F/UTIL,7600,BOS@LAC 02/05/2021 10:00PM ET,BOS,42.7
SF/PF,Gordon Hayward (16325436),Gordon Hayward,16325436,SF/PF/F/UTIL,7500,UTA@CHA 02/05/2021 08:00PM ET,CHA,38.80
SG,Devin Booker (16325440),Devin Booker,16325440,SG/G/UTIL,7500,DET@PHO 02/05/2021 09:00PM ET,PHO,34.72
C,Rudy Gobert (16325443),Rudy Gobert,16325443,C/UTIL,7400,UTA@CHA 02/05/2021 08:00PM ET,UTA,38.43
PG/SG,Shai Gilgeous-Alexander (16325445),Shai Gilgeous-Alexander,16325445,PG/SG/G/UTIL,7300,MIN@OKC 02/05/2021 08:00PM ET,OKC,40.55
PG,Mike Conley (16325449),Mike Conley,16325449,PG/G/UTIL,7200,UTA@CHA 02/05/2021 08:00PM ET,UTA,33.54
PG,LaMelo Ball (16325455),LaMelo Ball,16325455,PG/G/UTIL,7100,UTA@CHA 02/05/2021 08:00PM ET,CHA,32.18
PG,Caris LeVert (16325452),Caris LeVert,16325452,PG/G/UTIL,7100,NO@IND 02/05/2021 07:00PM ET,IND,36.17
C,Deandre Ayton (16325458),Deandre Ayton,16325458,C/UTIL,7100,DET@PHO 02/05/2021 09:00PM ET,PHO,35.91
PG/SG,Collin Sexton (16325464),Collin Sexton,16325464,PG/SG/G/UTIL,7000,MIL@CLE 02/05/2021 07:30PM ET,CLE,35.44
SF/PF,Jerami Grant (16325460),Jerami Grant,16325460,SF/PF/F/UTIL,7000,DET@PHO 02/05/2021 09:00PM ET,DET,40.14
PG/SG,D'Angelo Russell (16325468),D'Angelo Russell,16325468,PG/SG/G/UTIL,6900,MIN@OKC 02/05/2021 08:00PM ET,MIN,34.68
PF/C,Kevin Love (16325472),Kevin Love,16325472,PF/C/F/UTIL,6800,MIL@CLE 02/05/2021 07:30PM ET,CLE,21.75
PF/C,Lauri Markkanen (16325476),Lauri Markkanen,16325476,PF/C/F/UTIL,6800,CHI@ORL 02/05/2021 07:00PM ET,CHI,31.54
SG/SF,Norman Powell (16325480),Norman Powell,16325480,SG/SF/F/G/UTIL,6700,TOR@BKN 02/05/2021 07:30PM ET,TOR,23.03
PG,Devonte' Graham (16325485),Devonte' Graham,16325485,PG/G/UTIL,6600,UTA@CHA 02/05/2021 08:00PM ET,CHA,30.69
SF/PF,OG Anunoby (16325488),OG Anunoby,16325488,SF/PF/F/UTIL,6600,TOR@BKN 02/05/2021 07:30PM ET,TOR,29.93
PG,Kemba Walker (16325501),Kemba Walker,16325501,PG/G/UTIL,6500,BOS@LAC 02/05/2021 10:00PM ET,BOS,29.43
PG/SG,Tyler Herro (16325497),Tyler Herro,16325497,PG/SG/G/UTIL,6500,WAS@MIA 02/05/2021 08:00PM ET,MIA,31.71
PG/SF,Aaron Gordon (16325492),Aaron Gordon,16325492,PG/SF/F/G/UTIL,6500,CHI@ORL 02/05/2021 07:00PM ET,ORL,32.09
PF/C,Larry Nance Jr. (16325507),Larry Nance Jr.,16325507,PF/C/F/UTIL,6400,MIL@CLE 02/05/2021 07:30PM ET,CLE,28.44
SG,Malik Beasley (16325504),Malik Beasley,16325504,SG/G/UTIL,6400,MIN@OKC 02/05/2021 08:00PM ET,MIN,32.07
C,Myles Turner (16325511),Myles Turner,16325511,C/UTIL,6300,NO@IND 02/05/2021 07:00PM ET,IND,34.5
SG,Evan Fournier (16325513),Evan Fournier,16325513,SG/G/UTIL,6200,CHI@ORL 02/05/2021 07:00PM ET,ORL,29.27
PF/C,Thaddeus Young (16325516),Thaddeus Young,16325516,PF/C/F/UTIL,6200,CHI@ORL 02/05/2021 07:00PM ET,CHI,26.70
C,Cody Zeller (16325520),Cody Zeller,16325520,C/UTIL,6100,UTA@CHA 02/05/2021 08:00PM ET,CHA,26.5
C,Jarrett Allen (16325524),Jarrett Allen,16325524,C/UTIL,6100,MIL@CLE 02/05/2021 07:30PM ET,CLE,30.17
C,Al Horford (16325522),Al Horford,16325522,C/UTIL,6100,MIN@OKC 02/05/2021 08:00PM ET,OKC,29.73
