Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (16824822),Nikola Jokic,16824822,C/UTIL,10400,ATL@DEN 03/28/2021 09:00PM ET,DEN,59.76
PG/SF,LeBron James (16824824),LeBron James,16824824,PG/SF/F/G/UTIL,10000,ORL@LAL 03/28/2021 10:00PM ET,LAL,50.71
PG,Damian Lillard (16824829),Damian Lillard,16824829,PG/G/UTIL,9800,POR@TOR 03/28/2021 07:00PM ET,POR,50.01
PG,Trae Young (16824832),Trae Young,16824832,PG/G/UTIL,8900,ATL@DEN 03/28/2021 09:00PM ET,ATL,46.75
C,Anthony Davis (16824835),Anthony Davis,16824835,C/UTIL,8300,ORL@LAL 03/28/2021 10:00PM ET,LAL,43.75
PG/SG,CJ McCollum (16824837),CJ McCollum,16824837,PG/SG/G/UTIL,8000,POR@TOR 03/28/2021 07:00PM ET,POR,40.15
PG/SG,Fred VanVleet (16824841),Fred VanVleet,16824841,PG/SG/G/UTIL,7800,POR@TOR 03/28/2021 07:00PM ET,TOR,40.64
PG,Jamal Murray (16824845),Jamal Murray,16824845,PG/G/UTIL,7700,ATL@DEN 03/28/2021 09:00PM ET,DEN,36.81
PF/C,Pascal Siakam (16824848),Pascal Siakam,16824848,PF/C/F/UTIL,7600,POR@TOR 03/28/2021 07:00PM ET,TOR,40.29
PG,Kyle Lowry (16824854),Kyle Lowry,16824854,PG/G/UTIL,7500,POR@TOR 03/28/2021 07:00PM ET,TOR,38.27
C,Clint Capela (16824852),Clint Capela,16824852,C/UTIL,7500,ATL@DEN 03/28/2021 09:00PM ET,ATL,40.24
C,Montrezl Harrell (16824857),Montrezl Harrell,16824857,C/UTIL,7400,ORL@LAL 03/28/2021 10:00PM ET,LAL,27.73
SG/SF,Terrence Ross (16824863),Terrence Ross,16824863,SG/SF/F/G/UTIL,7300,ORL@LAL 03/28/2021 10:00PM ET,ORL,27.15
PF/C,John Collins (16824859),John Collins,16824859,PF/C/F/UTIL,7300,ATL@DEN 03/28/2021 09:00PM ET,ATL,34.19
SF/PF,Kyle Kuzma (16824868),Kyle Kuzma,16824868,SF/PF/F/UTIL,7200,ORL@LAL 03/28/2021 10:00PM ET,LAL,25.5
PG,Dennis Schroder (16824872),Dennis Schroder,16824872,PG/G/UTIL,7100,ORL@LAL 03/28/2021 10:00PM ET,LAL,28.83
SF/PF,Aaron Gordon (16824875),Aaron Gordon,16824875,SF/PF/F/UTIL,7000,ATL@DEN 03/28/2021 09:00PM ET,DEN,31.84
SF/PF,Michael Porter Jr. (16824879),Michael Porter Jr.,16824879,SF/PF/F/UTIL,6800,ATL@DEN 03/28/2021 09:00PM ET,DEN,31.04
C,Enes Kanter (16824883),Enes Kanter,16824883,C/UTIL,6700,POR@TOR 03/28/2021 07:00PM ET,POR,31.75
SG/SF,Norman Powell (16824885),Norman Powell,16824885,SG/SF/F/G/UTIL,6600,POR@TOR 03/28/2021 07:00PM ET,POR,29.29
