Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56033-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,56.426829268292686,41,11400,BOS@MIL,MIL,BOS,GTD,Knee,,,,PF
56033-9644,SG,James,James Harden,Harden,52.828206380208336,39,11300,BKN@UTA,BKN,UTA,,,,,,SG
56033-84669,PG,Luka,Luka Doncic,Doncic,52.6076910556891,39,11000,DAL@MIN,DAL,MIN,,,,,,PG
56033-55062,C,Nikola,Nikola Jokic,Jokic,56.44090687144887,44,10800,DEN@TOR,DEN,TOR,,,,,,C
56033-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.84782608695652,23,10200,DAL@MIN,MIN,DAL,,,,,,C
56033-14514,C,Nikola,Nikola Vucevic,Vucevic,46.38636363636363,44,9800,PHO@ORL,ORL,PHO,,,,,,C
56033-14498,PG,Kyrie,Kyrie Irving,Irving,45.640625,32,9600,BKN@UTA,BKN,UTA,O,Personal,,,,PG
56033-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.099998680320944,37,9500,LAC@SA,LAC,SA,,,,,,SF
56033-80810,PG,De'Aaron,De'Aaron Fox,Fox,41.04285830543155,42,8900,ATL@SAC,SAC,ATL,,,,,,PG
56033-9714,SG,DeMar,DeMar DeRozan,DeRozan,39.18484774502841,33,8900,LAC@SA,SA,LAC,,,,,,SG
56033-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,8800,BKN@UTA,BKN,UTA,O,Hamstring,,,,SF
56033-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.939535451489824,43,8800,DET@IND,IND,DET,,,,,,PF
56033-84671,PG,Trae,Trae Young,Young,43.546342058879574,41,8700,ATL@SAC,ATL,SAC,,,,,,PG
56033-80808,PF,Jayson,Jayson Tatum,Tatum,42.51841976768092,38,8600,BOS@MIL,BOS,MIL,,,,,,PF
56033-66113,SG,Donovan,Donovan Mitchell,Mitchell,39.61951279058689,41,8400,BKN@UTA,UTA,BKN,,,,,,SG
56033-40203,C,Rudy,Rudy Gobert,Gobert,40.78371979469477,43,8300,BKN@UTA,UTA,BKN,,,,,,C
56033-9663,PG,Jrue,Jrue Holiday,Holiday,34.287498474121094,32,8300,BOS@MIL,MIL,BOS,,,,,,PG
56033-12341,SG,Paul,Paul George,George,38.994119083180145,34,8200,LAC@SA,LAC,SA,,,,,,SG
56033-24247,SG,Fred,Fred VanVleet,VanVleet,40.80000064247533,38,8200,DEN@TOR,TOR,DEN,,,,,,SG
56033-66236,PF,John,John Collins,Collins,33.35348723655523,43,8200,ATL@SAC,ATL,SAC,,,,,,PF
56033-42202,C,Christian,Christian Wood,Wood,40.890476771763396,21,8100,CHA@HOU,HOU,CHA,,,,,,C
56033-12332,PG,John,John Wall,Wall,36.13928658621652,28,8000,CHA@HOU,HOU,CHA,,,,,,PG
56033-40783,SG,Zach,Zach LaVine,LaVine,41.793022688045056,43,8000,CLE@CHI,CHI,CLE,,,,,,SG
56033-66108,PG,Jamal,Jamal Murray,Murray,35.44634265434451,41,7900,DEN@TOR,DEN,TOR,,,,,,PG
56033-60021,PF,Pascal,Pascal Siakam,Siakam,38.89411836511948,34,7900,DEN@TOR,TOR,DEN,,,,,,PF
56033-58460,SG,Devin,Devin Booker,Booker,36.67631450452303,38,7800,PHO@ORL,PHO,ORL,,,,,,SG
56033-15684,SG,Victor,Victor Oladipo,Oladipo,36.85172245420259,29,7800,CHA@HOU,HOU,CHA,,,,,,SG
56033-67026,SF,Jaylen,Jaylen Brown,Brown,39.697560380144814,41,7800,BOS@MIL,BOS,MIL,,,,,,SF
56033-9535,PG,Kyle,Kyle Lowry,Lowry,36.519443088107636,36,7700,DEN@TOR,TOR,DEN,,,,,,PG
56033-23447,C,Richaun,Richaun Holmes,Holmes,32.76666729266827,39,7700,ATL@SAC,SAC,ATL,,,,,,C
56033-145321,SG,Anthony,Anthony Edwards,Edwards,27.54883664153343,43,7700,DAL@MIN,MIN,DAL,,,,,,SG
56033-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.31428571428572,35,7600,MEM@OKC,MEM,OKC,,,,,,C
56033-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,36.52307598407452,26,7500,DAL@MIN,DAL,MIN,,,,,,PF
56033-9623,PG,Chris,Chris Paul,Paul,37.290475027901785,42,7500,PHO@ORL,PHO,ORL,,,,,,PG
56033-16293,SF,Norman,Norman Powell,Powell,27.897562166539632,41,7500,DEN@TOR,TOR,DEN,,,,,,SF
56033-110344,PG,Ja,Ja Morant,Morant,34.80937576293945,32,7400,MEM@OKC,MEM,OKC,,,,,,PG
56033-16261,SF,Khris,Khris Middleton,Middleton,36.895237513950896,42,7400,BOS@MIL,MIL,BOS,,,,,,SF
56033-84667,SG,Collin,Collin Sexton,Sexton,34.473684210526315,38,7300,CLE@CHI,CLE,CHI,,,,,,SG
56033-67708,PG,Dejounte,Dejounte Murray,Murray,34.65128267728365,39,7200,LAC@SA,SA,LAC,,,,,,PG
56033-55059,C,Clint,Clint Capela,Capela,40.08919050886824,37,7200,ATL@SAC,ATL,SAC,,,,,,C
56033-68203,C,Chris,Chris Boucher,Boucher,29.686046511627907,43,7100,DEN@TOR,TOR,DEN,,,,,,C
56033-12366,SF,Gordon,Gordon Hayward,Hayward,36.31842041015625,38,7000,CHA@HOU,CHA,HOU,,,,,,SF
56033-42677,PG,Terry,Terry Rozier,Rozier,32.9,40,7000,CHA@HOU,CHA,HOU,,,,,,PG
56033-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,MEM@OKC,OKC,MEM,,,,,,SG
56033-23831,PF,Jerami,Jerami Grant,Grant,36.92307692307692,39,7000,DET@IND,DET,IND,,,,,,PF
56033-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,38.04500122070313,40,6900,DET@IND,IND,DET,GTD,Back,,,,PG
56033-23798,SG,Caris,Caris LeVert,LeVert,33.06666734483507,18,6800,DET@IND,IND,DET,,,,,,SG
56033-110345,SF,Kevin,Kevin Porter,Porter,30.614286150251115,7,6800,CHA@HOU,HOU,CHA,GTD,Quadriceps,,,,SF
56033-80821,C,Jarrett,Jarrett Allen,Allen,31.980951218377974,42,6700,CLE@CHI,CLE,CHI,,,,,,C
56033-23096,SF,Evan,Evan Fournier,Fournier,30.9,25,6600,PHO@ORL,ORL,PHO,,,,,,SF
56033-84682,SF,Michael,Michael Porter,Porter,30.124241684422348,33,6500,DEN@TOR,DEN,TOR,,,,,,SF
56033-15590,C,Mason,Mason Plumlee,Plumlee,30.4375,40,6500,DET@IND,DET,IND,,,,,,C
56033-9666,PF,Thaddeus,Thaddeus Young,Young,30.360525030838815,38,6500,CLE@CHI,CHI,CLE,,,,,,PF
56033-23665,SG,Buddy,Buddy Hield,Hield,28.995349972747093,43,6400,ATL@SAC,SAC,ATL,,,,,,SG
56033-110347,SF,Keldon,Keldon Johnson,Johnson,27.118919578758447,37,6400,LAC@SA,SA,LAC,,,,,,SF
56033-41594,PF,Aaron,Aaron Gordon,Gordon,30.491666158040363,24,6300,PHO@ORL,ORL,PHO,,,,,,PF
56033-14507,PG,Kemba,Kemba Walker,Walker,30.92,25,6300,BOS@MIL,BOS,MIL,,,,,,PG
56033-110338,SF,De'Andre,De'Andre Hunter,Hunter,29.110525030838815,19,6300,ATL@SAC,ATL,SAC,,,,,,SF
56033-16405,SF,Terrence,Terrence Ross,Ross,26.552778455946182,36,6200,PHO@ORL,ORL,PHO,GTD,Knee,,,,SF
56033-84673,C,Deandre,Deandre Ayton,Ayton,32.914286295572914,42,6200,PHO@ORL,PHO,ORL,,,,,,C
56033-40830,PG,Delon,Delon Wright,Wright,28.314285714285713,35,6200,DET@IND,DET,IND,,,,,,PG
56033-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.04500122070313,20,6200,DAL@MIN,MIN,DAL,O,Knee,,,,SG
56033-9453,C,Al,Al Horford,Horford,31.51851851851852,27,6100,MEM@OKC,OKC,MEM,,,,,,C
56033-15946,SF,Harrison,Harrison Barnes,Barnes,30.817498779296876,40,6000,ATL@SAC,SAC,ATL,,,,,,SF
56033-14496,PG,Ricky,Ricky Rubio,Rubio,24.865853658536587,41,6000,DAL@MIN,MIN,DAL,,,,,,PG
56033-110352,PF,P.J.,P.J. Washington,Washington,28.8631591796875,38,6000,CHA@HOU,CHA,HOU,,,,,,PF
56033-84708,C,Robert,Robert Williams,Williams,24.36666700575087,36,5900,BOS@MIL,BOS,MIL,,,,,,C
56033-17333,SG,Will,Will Barton,Barton,24.9375,40,5900,DEN@TOR,DEN,TOR,,,,,,SG
56033-9575,PG,Mike,Mike Conley,Conley,30.56857212611607,35,5800,BKN@UTA,UTA,BKN,,,,,,PG
56033-66064,SF,Malik,Malik Beasley,Beasley,31.124241684422348,33,5700,DAL@MIN,MIN,DAL,O,Suspension,,,,SF
56033-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.433332170758927,42,5700,BOS@MIL,MIL,BOS,,,,,,SG
56033-58253,C,Myles,Myles Turner,Turner,34.15640963040865,39,5700,DET@IND,IND,DET,GTD,Ankle,,,,C
56033-9637,SF,Danilo,Danilo Gallinari,Gallinari,21.08709716796875,31,5700,ATL@SAC,ATL,SAC,GTD,Knee,,,,SF
56033-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.681079761402028,37,5700,ATL@SAC,SAC,ATL,,,,,,SG
