,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,predicted_points,actual_points
18,Jae Crowder,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,25.137666666666668,2.38324,1.65838,2.923782,5.706903,3.12932,0.26714000000000004,1.38738,1.35885,20.649,27.8123756,43.7
19,Paul George,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,25.30933333333333,3.987490000000001,2.10778,3.474749,5.632677,4.65244,0.49912,1.37604,2.0804300000000002,38.05100000000001,35.0559914,38.2
20,De'Andre Hunter,ATLANTA HAWKS,2020-02-09,HOME,NEW YORK KNICKS,32.51983333333333,3.055092,1.729,2.0981500000000004,5.115084,3.2014,0.46230000000000004,1.11666,1.4850700000000003,21.517,27.5873448,46.3
21,Ben Simmons,PHILADELPHIA 76ERS,2020-02-09,HOME,CHICAGO BULLS,37.02833333333333,6.028988000000002,0.7981,5.211004000000001,7.026597,6.08632,0.61318,1.63719,2.63722,43.476,41.338566400000005,51.0
22,Chris Paul,OKLAHOMA CITY THUNDER,2020-02-09,HOME,BOSTON CELTICS,31.316,4.557588000000001,1.6519599999999999,3.8627890000000003,5.529309,6.13784,0.4258799999999999,1.46745,2.3503799999999995,38.692,37.1053858,38.5
23,Kemba Walker,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,33.0455,3.4977240000000007,2.48014,3.541896,5.031867,5.02232,0.39727999999999997,1.44522,1.92686,38.346,35.150124399999996,32.3
24,Luke Kornet,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,22.368,2.7531740000000005,1.50644,2.082125,5.3421449999999995,2.83664,0.6811,1.1019,1.1898,17.61,26.932527000000007,29.4
25,Danilo Gallinari,OKLAHOMA CITY THUNDER,2020-02-09,HOME,BOSTON CELTICS,31.325499999999998,2.8198240000000006,2.35816,3.8150439999999994,5.583177,3.41128,0.19126000000000004,1.1526899999999998,1.4725000000000001,31.095999999999993,30.9052544,29.5
26,Jayson Tatum,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,33.6705,3.9131980000000004,2.69628,4.16957,5.938154999999999,4.1950400000000005,0.87068,1.3923,1.8742800000000004,46.93,38.417812,39.7
27,Bradley Beal,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,37.1705,6.236740000000002,2.58286,6.805568999999999,5.158467,5.3734,0.5787800000000001,1.2882,2.25579,53.611,44.6230394,43.3
28,Andre Drummond,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,35.37083333333333,8.43285,0.77884,3.802493,12.356961,3.8384400000000003,1.36404,1.4620199999999999,1.94665,51.983,50.12225620000001,45.3
29,Kyle Anderson,MEMPHIS GRIZZLIES,2020-02-09,AWAY,WASHINGTON WIZARDS,23.4045,3.74294,0.9243600000000001,1.8897670000000002,5.883822,3.5509600000000003,0.6948000000000001,1.15584,1.5441400000000003,20.255999999999997,28.5435334,28.0
30,Moritz Wagner,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,15.5445,2.943086000368421,0.8210277647368421,0.7016296421052632,3.896047299789474,1.929088812631579,0.27296142,0.8185406447368418,0.9167327968421052,12.703999999999999,18.977548313115793,31.799999999999997
31,Rudy Gobert,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,35.38966666666667,5.398263999999999,0.766,5.4450270000000005,10.301235,2.54552,1.53716,0.91353,1.5360199999999997,38.51,40.535367,35.0
32,Kevin Porter,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,25.5295,3.4732379999999994,1.66266,2.7493190000000003,4.407342,3.1050400000000002,0.34958000000000006,1.2300900000000001,1.7082599999999994,19.766000000000002,27.6608954,29.3
33,Gordon Hayward,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,34.8185,5.050114000000001,1.66052,3.0486350000000004,6.382116,4.316040000000001,0.4224200000000001,1.2230100000000002,1.8167699999999996,38.403,35.3825422,33.0
34,Mike Conley,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,27.367,3.433378000000001,1.97724,3.008966,4.919925,3.8156,0.322,1.01508,1.6503400000000001,25.88,29.795652000000004,33.0
35,Daniel Theis,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,24.903666666666666,3.625408,1.02708,2.222999,6.837153000000001,2.8200000000000003,0.93188,1.17096,1.3126800000000003,21.884,29.9854786,33.7
36,Donovan Mitchell,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,34.266333333333336,5.047632,2.27898,2.6289970000000005,5.166126,4.5338,0.22488000000000002,1.1643899999999998,2.15873,33.173,34.570332199999996,36.0
37,Bam Adebayo,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,36.42516666666667,6.984438000000001,0.78312,3.0802149999999995,7.713402,5.03816,0.97258,1.2232200000000002,2.04058,42.465999999999994,40.7585934,43.9
38,Duncan Robinson,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,34.034166666666664,0.28020399999999945,2.65562,2.270878,4.7041830000000004,3.5661600000000004,0.32930000000000004,0.9655800000000001,1.5318999999999998,23.803999999999995,24.145145600000003,32.7
39,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-02-09,HOME,BOSTON CELTICS,31.4155,5.453814,1.7525400000000002,3.786824,4.890816,5.02596,0.39654,1.2650400000000002,2.0949299999999997,37.772999999999996,36.2498012,36.9
40,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-09,HOME,MIAMI HEAT,32.509499999999996,5.935412000000001,0.766,2.8448120000000006,10.663086,2.1886,2.20662,1.04568,1.2718300000000005,47.013000000000005,41.5773092,44.4
41,Reggie Bullock,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,26.529999999999998,2.9291979999999995,1.5727799999999998,1.9451039999999997,4.873668,3.4166,0.33734000000000003,1.1716200000000003,1.3523499999999995,17.999,26.6696716,29.3
42,Tyus Jones,MEMPHIS GRIZZLIES,2020-02-09,AWAY,WASHINGTON WIZARDS,19.321,4.210839999999999,1.25392,1.100962,4.091748,4.5391200000000005,0.31774,1.305,1.5843000000000003,23.973999999999997,28.287099599999998,19.9
43,Tomáš Satoranský,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,28.1545,3.5293919999999996,1.51714,1.978057,5.342048999999999,4.5029200000000005,0.47121999999999997,1.3392,1.82829,24.547000000000004,30.356069799999997,28.3
44,Kevin Huerter,ATLANTA HAWKS,2020-02-09,HOME,NEW YORK KNICKS,38.45666666666667,2.620992,2.45446,1.548079,5.256873000000001,3.7576400000000003,0.559,1.06875,1.40477,30.089,29.5766306,29.6
45,Tobias Harris,PHILADELPHIA 76ERS,2020-02-09,HOME,CHICAGO BULLS,33.800666666666665,5.009184000000001,1.81888,1.805342,5.645811,3.8118800000000004,0.44204,1.0676700000000001,1.4749700000000001,32.903,32.8273032,22.6
46,Ivica Zubac,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,19.8435,4.205446,0.766,2.4530269999999996,7.889646,2.50288,1.12592,0.99024,1.2756800000000004,22.278000000000002,31.456614199999997,27.8
47,Wayne Ellington,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,17.495166666666666,1.8302209497017543,1.5132398368421052,1.5100814988596492,4.1642603426842095,2.553263039298246,0.3420581322807018,0.9862301689473686,1.0032465205263157,13.697999999999999,21.518868262115788,22.7
48,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-02-09,AWAY,WASHINGTON WIZARDS,28.5715,5.70748,0.98428,2.565194,8.302941,2.6048400000000003,1.38362,1.1355,1.2755299999999998,38.103,37.0856132,35.599999999999994
49,Bobby Portis,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,20.180999999999997,3.567081999999999,1.33738,1.395521,5.043972,2.81308,0.47023999999999994,1.0733100000000002,1.3608299999999995,13.630999999999998,26.0840314,23.2
50,Danuel House,HOUSTON ROCKETS,2020-02-09,HOME,UTAH JAZZ,32.476166666666664,2.0033080000000005,2.14844,1.4461110000000001,5.89527,3.129,0.60318,1.5553499999999998,1.2830500000000002,29.155,28.858411,28.0
51,Rodney McGruder,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,15.961333333333332,2.5030243706666666,0.7981002694736842,1.7160121874385965,3.8782259684210523,2.0078013221052635,0.24229304,0.9030670378947369,0.9700710350877196,8.215,19.24794408105263,20.3
52,Dāvis Bertāns,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,30.544666666666668,1.3431540000000002,2.37742,2.566663,5.392722,3.5226800000000003,0.55894,1.19328,1.4639099999999998,29.391000000000002,27.933267400000002,25.7
53,Robert Covington,HOUSTON ROCKETS,2020-02-09,HOME,UTAH JAZZ,29.677,1.719348,2.2896799999999997,1.3440290000000004,6.304164,2.71164,0.84128,1.40538,1.3660300000000003,28.197,28.658171799999998,28.0
54,Cristiano Felício,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,22.35033333333333,3.2952059999999994,0.7981,2.498407,7.614351,2.32748,0.94432,1.1358000000000001,1.13959,13.142999999999999,29.212330199999997,22.4
55,Frank Ntilikina,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,14.5165,2.441453732368421,0.768365985263158,0.9833698667631579,3.4567644832894735,2.133986622105263,0.2901771947368421,0.7812780300000001,0.9950296723684211,8.875000000000002,17.739808602236845,28.4
56,Jeff Teague,ATLANTA HAWKS,2020-02-09,HOME,NEW YORK KNICKS,24.687666666666665,4.159548,0.98428,3.026218,4.354197,4.31416,0.39742,1.34673,1.65298,20.616,29.5739004,23.6
57,P.J. Tucker,HOUSTON ROCKETS,2020-02-09,HOME,UTAH JAZZ,32.67483333333333,1.9239319999999998,1.729,1.027078,5.948463,2.8266000000000004,0.6412,1.3349999999999997,1.2944900000000001,20.819,26.074107599999998,18.6
58,Kevin Love,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,32.79066666666667,2.882106000000001,2.5807200000000003,1.684234,6.675312,4.33544,0.32112000000000007,1.14825,1.7962600000000004,38.73599999999999,32.315990400000004,25.799999999999997
59,Landry Shamet,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,32.02766666666667,1.5427300000000006,2.16556,2.333668,3.872682,3.69064,0.42662,1.1021100000000001,1.4194200000000001,20.466,25.2657564,23.3
60,Rui Hachimura,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,27.44066666666667,4.762706,1.2410800000000002,1.906294,5.845626,2.35792,0.19038000000000002,1.18695,1.4013199999999997,24.768,28.437247199999998,26.7
61,Ben McLemore,HOUSTON ROCKETS,2020-02-09,HOME,UTAH JAZZ,23.6735,1.7712240000000001,2.1142,1.759446,3.9584040000000003,2.60792,0.44752,1.1044799999999997,1.1368200000000002,17.401999999999997,23.825638799999997,17.1
62,Jaylen Brown,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,35.099666666666664,5.420856000000001,1.85954,3.5210079999999997,5.919498000000001,2.81732,0.46452000000000004,1.2246000000000001,1.61817,31.589000000000002,34.7199076,22.6
63,Elfrid Payton,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,32.205333333333336,6.105266,1.01424,2.193047,6.769944,7.07136,0.67372,1.85298,2.4579200000000005,42.702000000000005,41.2994518,35.3
64,Derrick Jones,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,28.97533333333333,2.69062,1.3973,4.084246,6.475479,2.6980800000000005,0.8615999999999999,1.2266100000000002,1.1175199999999998,25.252000000000002,30.622190800000006,14.6
65,Glenn Robinson,PHILADELPHIA 76ERS,2020-02-09,HOME,CHICAGO BULLS,30.1145,3.54253,1.78892,2.14105,5.336574,3.70868,0.64928,1.2582,1.5451699999999993,31.356999999999996,30.737048800000004,11.2
66,Amir Coffey,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,7.748166666666666,1.4598027201929822,0.39004270999999996,0.4888722070263158,1.8547801967631579,1.057013052631579,0.2165490243859649,0.39108259552631575,0.4399653712280703,7.272,9.77279108098421,20.3
67,Marcus Morris,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,33.84316666666667,4.275812000000002,2.29182,3.7980380000000005,5.6700539999999995,2.35256,0.52252,1.20918,1.4037400000000009,30.042000000000005,33.349386800000005,25.8
68,Thaddeus Young,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,30.770333333333333,3.900764,1.51286,1.7535010000000002,5.5575030000000005,2.99268,0.37700000000000006,1.5222600000000002,1.58185,25.909,29.367562600000003,23.0
69,JaMychal Green,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,19.143833333333337,1.8941420000000004,1.65624,1.398625,5.493906,2.41852,0.40098,1.1733,1.2166300000000008,16.372999999999998,23.882306200000002,18.9
70,Marcus Smart,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,32.14666666666667,2.876524,1.943,2.350085,5.240625,4.863080000000001,0.6111599999999999,1.35063,2.12413,29.245,31.276743000000003,20.0
71,Bojan Bogdanović,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,33.236333333333334,2.5400839999999993,2.67488,3.1723549999999996,4.990266,3.2478400000000005,0.29202000000000006,1.07286,1.53952,31.137999999999998,29.692362199999998,15.399999999999999
72,Jaren Jackson,MEMPHIS GRIZZLIES,2020-02-09,AWAY,WASHINGTON WIZARDS,26.711000000000002,3.049962,1.98794,2.866471,5.070609,2.6690400000000003,1.4683000000000002,1.0877400000000002,1.3998999999999997,28.112000000000002,31.286725800000003,29.7
73,Tristan Thompson,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,26.680166666666665,4.80527,0.80666,1.6844650000000003,9.2082,3.02604,1.0372999999999999,1.06974,1.5344700000000002,22.865,34.090535,16.2
74,Collin Sexton,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,35.184333333333335,5.908864000000001,1.8146,2.333418,5.0687940000000005,4.23244,0.5770000000000001,1.3041899999999997,1.7930700000000006,35.847,35.87665880000001,20.9
75,Enes Kanter,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,22.21216666666667,5.021957999999999,0.81736,3.0017450000000006,8.5734,2.5284400000000002,1.17484,0.95643,1.2448299999999999,25.595,34.727461,16.6
76,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-02-09,HOME,MIAMI HEAT,34.5715,4.375821999999999,1.5578,1.4621549999999999,6.632121000000001,3.09568,0.42512000000000005,0.94266,1.3878399999999997,22.348,30.2047642,21.2
77,Troy Brown,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,27.966,3.613696000000001,1.408,1.442751,5.093778,3.6491599999999997,0.36419999999999997,1.1729399999999999,1.3578899999999998,22.479000000000003,27.7339466,20.5
78,Johnathan Motley,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,4.398666666666667,0.7254688522105263,0.17733571929824563,0.4288605081403509,0.8969501776842106,0.5508056701754387,0.0645539059649123,0.2148517157894737,0.24081542456140356,6.283999999999999,4.911755529642106,8.9
79,Brad Wanamaker,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,21.070666666666668,3.491306,1.2496399999999999,2.174882,4.064052,3.44,0.27496,1.44219,1.5335199999999998,18.446,26.5612064,15.8
80,Andre Iguodala,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7
81,Georges Niang,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,13.881499999999999,1.6889811007368412,1.0521446394736842,1.2893758214473685,3.0921413858684206,1.8004451621052628,0.22530405105263157,0.6897205926315788,0.8269282610526312,9.598,16.1531550175421,8.2
82,Nerlens Noel,OKLAHOMA CITY THUNDER,2020-02-09,HOME,BOSTON CELTICS,21.203833333333332,4.450274,0.81308,1.3409110000000002,6.2062230000000005,2.5534800000000004,1.02564,1.4691,1.3355299999999999,25.039,30.107076600000003,14.0
83,RJ Barrett,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,24.410833333333336,4.1452279999999995,1.36734,4.441358,5.097567000000001,3.2174,0.36784,1.1240100000000002,1.44611,20.561,30.806454400000003,17.3
84,Chandler Hutchison,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,25.186500000000002,4.805892,1.23038,4.012262,6.4101479999999995,2.59496,0.5786200000000001,1.41039,1.3039,25.054000000000002,33.5629336,22.4
85,Joe Ingles,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,30.924666666666667,2.532781999999999,1.59204,1.590111,4.728138,4.81636,0.39070000000000005,0.91014,1.9312899999999997,19.538999999999998,26.301330599999996,18.5
86,Ish Smith,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,26.613999999999997,4.47757,1.16404,1.4431250000000002,5.12955,4.82888,0.56004,1.21362,1.8371399999999998,25.520000000000003,30.773005000000005,21.3
87,Shabazz Napier,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,27.568666666666665,2.283588,1.91946,2.212168,5.775075,5.75032,0.63214,1.3906200000000002,2.1752599999999997,31.949999999999996,31.986313999999993,16.4
88,Taj Gibson,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,17.156,4.417307015157895,0.7071161431578947,1.5580519372631578,5.5441763014736845,2.0434782484210525,0.8131402231578948,0.8742517010526317,0.996005124210526,17.593999999999998,26.298413979873686,9.3
89,Shake Milton,PHILADELPHIA 76ERS,2020-02-09,HOME,CHICAGO BULLS,26.139166666666664,2.8570320000000002,1.5492400000000002,1.859289,4.611717,3.50172,0.28896,1.21344,1.3825100000000003,18.561000000000003,26.132403399999998,11.2
90,Shaquille Harrison,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,8.985333333333333,1.55319809922807,0.4553577768421052,0.9003379665964913,1.9222664096842106,1.2433998849122807,0.1548598554385965,0.5694100315789473,0.522620090526316,10.991,11.194816585094737,11.2
91,Matisse Thybulle,PHILADELPHIA 76ERS,2020-02-09,HOME,CHICAGO BULLS,24.842,2.0433000000000003,1.35664,1.076934,4.042665,2.48564,0.82212,1.3626,1.0609300000000004,14.775,23.306342,8.7
92,Alfonzo McKinnie,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,20.345166666666668,3.1552180000000005,1.23894,1.81589,5.407605,2.35236,0.48948,1.22955,1.1557300000000006,14.415000000000001,25.862171999999997,12.2
93,Mfiondu Kabengele,LOS ANGELES CLIPPERS,2020-02-09,AWAY,CLEVELAND CAVALIERS,10.011166666666666,0.99885835822807,0.8794441084210525,0.9866183897192983,2.0595899416842105,1.193921198596491,0.24281821298245612,0.671264532105263,0.6287012666666666,11.498,11.998604127950877,11.2
94,Kelly Olynyk,MIAMI HEAT,2020-02-09,AWAY,PORTLAND TRAIL BLAZERS,20.85033333333333,2.341132000000001,1.51928,2.212307,5.459097,2.7396000000000003,0.47734,1.0119000000000002,1.2026600000000003,17.806,25.377787400000003,13.6
95,Isaac Bonga,WASHINGTON WIZARDS,2020-02-09,HOME,MEMPHIS GRIZZLIES,20.388333333333332,2.9340779999999995,1.06988,1.5229409999999999,5.091882,2.5708400000000005,0.7880799999999999,1.09158,1.2407099999999995,11.431000000000001,24.9655254,10.9
96,Ryan Arcidiacono,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,17.92983333333333,1.7535546861578937,1.4498629438596489,1.4297909672807017,3.9266306689736834,3.136588422807017,0.330512885614035,1.0366369060526315,1.2017423607894735,14.821,21.603035622364906,9.3
97,Tony Bradley,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,10.950833333333332,2.1230737926315784,0.4414914912280701,0.8051052666666665,3.3369875002631573,1.258677256140351,0.3023121631578947,0.48651094342105267,0.6024341596491231,10.318,14.032163370228067,5.6
98,Grant Williams,BOSTON CELTICS,2020-02-09,AWAY,OKLAHOMA CITY THUNDER,22.567833333333333,3.2488100000000006,1.16832,1.5230890000000001,5.900036999999999,2.81204,1.1617600000000001,1.24557,1.3908899999999997,20.451,28.654873400000007,5.4
99,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-02-09,HOME,MIAMI HEAT,34.853500000000004,4.691900000000001,2.30252,1.7357169999999997,4.80633,3.8391200000000003,0.55802,1.0411200000000003,1.6207000000000003,31.700000000000003,32.73007300000001,19.3
100,Dewayne Dedmon,ATLANTA HAWKS,2020-02-09,HOME,NEW YORK KNICKS,25.64966666666667,3.4221439999999994,1.2368000000000001,1.209983,7.38339,2.47628,1.48006,1.36728,1.3459500000000002,27.245000000000005,31.535229,30.6
101,Cedi Osman,CLEVELAND CAVALIERS,2020-02-09,HOME,LOS ANGELES CLIPPERS,26.759833333333333,2.5878320000000015,1.836,1.304113,4.737306,3.98688,0.33288,1.1685899999999998,1.7200000000000004,21.587999999999997,26.437274200000004,14.3
102,Dennis Smith,NEW YORK KNICKS,2020-02-09,AWAY,ATLANTA HAWKS,17.266166666666667,3.757963000087719,0.8964048485964914,2.3088408941228074,4.478051207157895,3.6975041543859644,0.39388669894736844,1.2537963236842105,1.7019351357894736,17.474,26.675013052361408,6.2
103,Coby White,CHICAGO BULLS,2020-02-09,AWAY,PHILADELPHIA 76ERS,25.0115,2.197268,2.23832,1.8840600000000003,4.785987,4.00816,0.39716,0.99681,1.59336,20.366,27.3375304,16.7
104,Brandon Clarke,MEMPHIS GRIZZLIES,2020-02-09,AWAY,WASHINGTON WIZARDS,23.521,4.791775999999999,0.96716,2.508987,6.335103,2.70616,0.81718,1.22673,1.26174,25.043999999999997,31.5253726,14.2
105,Juwan Morgan,UTAH JAZZ,2020-02-09,AWAY,HOUSTON ROCKETS,3.6511666666666667,0.5502830860000001,0.15994800333333334,0.2539532463333333,0.8468237325000001,0.39586333333333334,0.0855526,0.156029725,0.19471095333333344,3.2299999999999995,3.9743829290000003,6.6
106,Thabo Sefolosha,HOUSTON ROCKETS,2020-02-09,HOME,UTAH JAZZ,14.189333333333334,1.985553740912281,0.7878067228070175,0.8920109463859651,3.877738681263158,1.763539963508772,0.5651536785964912,0.9134420673684209,0.8446387368421058,12.301999999999998,18.116283460463155,11.6
