slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
oladivi01,Victor Oladipo,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,2220,14,28,4,13,4,5,0,7,4,3,1,2,2,27.4
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,ORLANDO MAGIC,WIN,1907,11,20,1,6,6,8,4,11,2,1,1,0,4,26.2
georgpa01,Paul George,OKLAHOMA CITY THUNDER,AWAY,PORTLAND TRAIL BLAZERS,WIN,2204,10,23,5,9,12,14,0,8,2,1,0,3,1,25.5
conlemi01,Mike Conley,MEMPHIS GRIZZLIES,HOME,BROOKLYN NETS,LOSS,2265,10,20,3,6,8,9,0,3,2,4,0,2,2,24.1
teaguje01,Jeff Teague,MINNESOTA TIMBERWOLVES,HOME,ORLANDO MAGIC,WIN,1709,8,10,3,3,4,8,1,1,10,1,0,2,2,23.8
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,ATLANTA HAWKS,WIN,1164,6,8,0,1,4,6,1,7,10,1,2,0,2,23.4
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1833,9,13,0,0,5,5,4,8,3,1,0,2,1,23.4
gallida01,Danilo Gallinari,LOS ANGELES CLIPPERS,AWAY,PHOENIX SUNS,WIN,2195,6,11,1,4,8,9,2,5,6,2,0,2,0,22.4
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,MIAMI HEAT,LOSS,2402,10,25,4,11,9,11,2,7,7,0,0,5,1,21.7
whiteha01,Hassan Whiteside,MIAMI HEAT,HOME,WASHINGTON WIZARDS,WIN,1772,9,13,0,0,3,5,4,14,0,1,2,2,1,21.7
dunnkr01,Kris Dunn,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,2416,6,9,2,2,2,3,0,5,17,0,0,2,4,21.5
lavinza01,Zach LaVine,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,2077,12,21,5,9,2,2,1,4,3,2,0,4,4,21.5
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,PORTLAND TRAIL BLAZERS,WIN,2229,13,28,0,2,5,6,0,9,7,1,0,3,3,20.6
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,ATLANTA HAWKS,WIN,1327,7,8,4,4,1,2,0,1,4,3,0,1,1,20.5
cartewe01,Wendell Carter,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,2550,6,9,0,1,3,4,4,4,3,3,1,0,1,20.1
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,HOME,OKLAHOMA CITY THUNDER,LOSS,1814,9,14,0,0,4,6,1,7,1,3,1,2,1,19.8
jordade01,DeAndre Jordan,DALLAS MAVERICKS,AWAY,BOSTON CELTICS,LOSS,1838,5,6,0,0,2,2,5,10,2,1,2,0,1,19.7
vucevni01,Nikola Vučević,ORLANDO MAGIC,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1637,10,16,1,4,1,1,2,5,3,1,1,1,2,19.7
russeda01,D'Angelo Russell,BROOKLYN NETS,AWAY,MEMPHIS GRIZZLIES,WIN,2130,7,16,3,7,6,6,0,4,10,1,0,4,1,19.4
gortama01,Marcin Gortat,LOS ANGELES CLIPPERS,AWAY,PHOENIX SUNS,WIN,1513,8,10,0,0,2,2,5,8,1,0,1,2,3,18.3
