Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
54973-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.43000081380208,30,11300,MIN@MIL,MIL,MIN,,,,,
54973-84669,PG,Luka,Luka Doncic,Doncic,53.875,28,11200,BOS@DAL,DAL,BOS,,,,,
54973-9644,SG,James,James Harden,Harden,51.79615196814904,26,11000,SAC@BKN,BKN,SAC,,,,,
54973-49111,C,Joel,Joel Embiid,Embiid,53.1360009765625,25,10800,PHI@TOR,PHI,TOR,,,,,
54973-55062,C,Nikola,Nikola Jokic,Jokic,56.2933349609375,30,10500,POR@DEN,DEN,POR,,,,,
54973-20848,PG,Damian,Damian Lillard,Lillard,47.3448275862069,29,10300,POR@DEN,POR,DEN,,,,,
54973-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,10200,SAC@BKN,BKN,SAC,O,Hamstring,,,
54973-9524,PG,Stephen,Stephen Curry,Curry,46.28000081380208,30,10000,GS@NY,GS,NY,GTD,Illness,,,
54973-14514,C,Nikola,Nikola Vucevic,Vucevic,47.13871125252016,31,9900,DET@ORL,ORL,DET,,,,,
54973-14513,SF,Kawhi,Kawhi Leonard,Leonard,46.5839990234375,25,9800,WAS@LAC,LAC,WAS,,,,,
54973-15595,SG,Bradley,Bradley Beal,Beal,48.6576913686899,26,9800,WAS@LAC,WAS,LAC,,,,,
54973-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,46.32727328213778,11,9700,MIN@MIL,MIN,MIL,,,,,
54973-84671,PG,Trae,Trae Young,Young,44.982142857142854,28,9600,ATL@CLE,ATL,CLE,,,,,
54973-66115,PG,Ben,Ben Simmons,Simmons,41.58461350661058,26,9400,PHI@TOR,PHI,TOR,,,,,
54973-80808,PF,Jayson,Jayson Tatum,Tatum,44.3039990234375,25,9400,BOS@DAL,BOS,DAL,,,,,
54973-9642,PG,Russell,Russell Westbrook,Westbrook,44.44285656156994,21,9200,WAS@LAC,WAS,LAC,,,,,
54973-60021,SF,Pascal,Pascal Siakam,Siakam,40.25714111328125,28,8900,PHI@TOR,TOR,PHI,,,,,
54973-14498,PG,Kyrie,Kyrie Irving,Irving,44.66363525390625,22,8800,SAC@BKN,BKN,SAC,,,,,
54973-42669,PF,Julius,Julius Randle,Randle,44.03225806451613,31,8800,GS@NY,NY,GS,,,,,
54973-19067,SG,CJ,CJ McCollum,McCollum,42.74615478515625,13,8700,POR@DEN,POR,DEN,O,Foot,,,
54973-12341,SG,Paul,Paul George,George,41.57727328213778,22,8500,WAS@LAC,LAC,WAS,,,,,
