Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (16234019),Nikola Jokic,16234019,C/UTIL,10800,DEN@DAL 01/25/2021 08:30PM ET,DEN,60.91
PG,Luka Doncic (16234021),Luka Doncic,16234021,PG/G/UTIL,10700,DEN@DAL 01/25/2021 08:30PM ET,DAL,57.25
SF/PF,Kevin Durant (16234024),Kevin Durant,16234024,SF/PF/F/UTIL,10400,MIA@BKN 01/25/2021 07:30PM ET,BKN,53.42
PG,Damian Lillard (16234028),Damian Lillard,16234028,PG/G/UTIL,10300,OKC@POR 01/25/2021 10:00PM ET,POR,47.11
PG/SG,James Harden (16234031),James Harden,16234031,PG/SG/G/UTIL,10200,MIA@BKN 01/25/2021 07:30PM ET,BKN,52.36
C,Karl-Anthony Towns (16234035),Karl-Anthony Towns,16234035,C/UTIL,9900,MIN@GS 01/25/2021 10:00PM ET,MIN,51.5
PF/C,Domantas Sabonis (16234037),Domantas Sabonis,16234037,PF/C/F/UTIL,9800,TOR@IND 01/25/2021 07:00PM ET,IND,48.98
C,Joel Embiid (16234041),Joel Embiid,16234041,C/UTIL,9700,PHI@DET 01/25/2021 07:00PM ET,PHI,51.66
PG/SF,LeBron James (16234043),LeBron James,16234043,PG/SF/F/G/UTIL,9300,LAL@CLE 01/25/2021 08:00PM ET,LAL,47.72
PF/C,Anthony Davis (16234051),Anthony Davis,16234051,PF/C/F/UTIL,9200,LAL@CLE 01/25/2021 08:00PM ET,LAL,44.97
PG,Stephen Curry (16234048),Stephen Curry,16234048,PG/G/UTIL,9200,MIN@GS 01/25/2021 10:00PM ET,GS,47.58
PG,Kyrie Irving (16234055),Kyrie Irving,16234055,PG/G/UTIL,9000,MIA@BKN 01/25/2021 07:30PM ET,BKN,48.5
PF,Jayson Tatum (16234058),Jayson Tatum,16234058,PF/F/UTIL,8900,BOS@CHI 01/25/2021 09:00PM ET,BOS,46.08
C,Andre Drummond (16234061),Andre Drummond,16234061,C/UTIL,8800,LAL@CLE 01/25/2021 08:00PM ET,CLE,45.98
C,Nikola Vucevic (16234063),Nikola Vucevic,16234063,C/UTIL,8700,CHA@ORL 01/25/2021 07:00PM ET,ORL,47.43
SG,Zach LaVine (16234065),Zach LaVine,16234065,SG/G/UTIL,8600,BOS@CHI 01/25/2021 09:00PM ET,CHI,45.05
SG/SF,Jaylen Brown (16234070),Jaylen Brown,16234070,SG/SF/F/G/UTIL,8500,BOS@CHI 01/25/2021 09:00PM ET,BOS,44.05
C,Bam Adebayo (16234068),Bam Adebayo,16234068,C/UTIL,8500,MIA@BKN 01/25/2021 07:30PM ET,MIA,42.27
PG,Malcolm Brogdon (16234075),Malcolm Brogdon,16234075,PG/G/UTIL,8500,TOR@IND 01/25/2021 07:00PM ET,IND,41.39
PG/SF,Ben Simmons (16234078),Ben Simmons,16234078,PG/SF/F/G/UTIL,8400,PHI@DET 01/25/2021 07:00PM ET,PHI,40.42
PG/SG,D'Angelo Russell (16234083),D'Angelo Russell,16234083,PG/SG/G/UTIL,8300,MIN@GS 01/25/2021 10:00PM ET,MIN,36.21
PF/C,Kristaps Porzingis (16234087),Kristaps Porzingis,16234087,PF/C/F/UTIL,8200,DEN@DAL 01/25/2021 08:30PM ET,DAL,38
PF/C,Pascal Siakam (16234094),Pascal Siakam,16234094,PF/C/F/UTIL,8100,TOR@IND 01/25/2021 07:00PM ET,TOR,38.68
