slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,ORLANDO MAGIC,WIN,2151,13,19,1,2,3,5,3,8,5,3,1,2,2,30.0
bledser01,Eric Bledsoe,PHOENIX SUNS,HOME,UTAH JAZZ,LOSS,2219,11,20,2,6,7,7,2,7,9,1,0,2,1,29.8
jordade01,DeAndre Jordan,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,WIN,1781,7,8,0,0,5,8,5,10,2,2,4,0,1,27.3
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,WIN,1715,7,11,3,3,8,8,1,1,5,3,0,1,2,25.8
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,CLEVELAND CAVALIERS,WIN,2086,4,6,0,0,3,4,2,11,11,1,5,0,1,24.5
thomais02,Isaiah Thomas,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1871,14,25,7,15,0,0,1,4,4,0,0,3,1,24.4
schrode01,Dennis Schröder,ATLANTA HAWKS,AWAY,NEW YORK KNICKS,WIN,2017,13,16,1,2,1,1,1,2,3,0,0,2,0,23.4
morrima02,Markieff Morris,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,WIN,2006,6,9,1,2,4,4,0,13,5,2,2,0,3,22.7
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,HOME,CLEVELAND CAVALIERS,WIN,1720,9,16,3,7,0,0,1,5,5,2,3,1,0,22.2
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,AWAY,MILWAUKEE BUCKS,WIN,1671,4,9,1,3,13,18,3,10,2,2,5,4,3,22.1
youngth01,Thaddeus Young,INDIANA PACERS,HOME,NEW ORLEANS PELICANS,WIN,2202,8,9,0,0,1,1,0,3,2,6,0,0,2,21.4
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,PHOENIX SUNS,WIN,2187,8,12,0,0,2,5,6,11,1,1,4,2,1,21.2
walljo01,John Wall,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,WIN,1679,10,17,2,3,2,2,1,3,7,2,0,4,0,20.6
anthoca01,Carmelo Anthony,NEW YORK KNICKS,HOME,ATLANTA HAWKS,LOSS,2073,10,16,2,4,8,11,2,5,2,1,0,5,5,19.9
farieke01,Kenneth Faried,DENVER NUGGETS,HOME,ORLANDO MAGIC,WIN,1985,10,12,0,1,0,0,1,4,2,1,1,0,2,19.8
speigma01,Marreese Speights,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,WIN,1644,8,15,3,7,4,4,2,8,3,1,0,2,4,19.0
mudiaem01,Emmanuel Mudiay,DENVER NUGGETS,HOME,ORLANDO MAGIC,WIN,2217,6,12,2,4,4,4,0,2,13,2,1,4,4,18.8
horfoal01,Al Horford,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,2024,8,14,1,5,5,5,2,4,4,0,0,2,1,18.4
paytoel01,Elfrid Payton,ORLANDO MAGIC,AWAY,DENVER NUGGETS,LOSS,1727,9,17,0,0,2,3,2,2,12,0,0,3,1,18.3
nelsoja01,Jameer Nelson,DENVER NUGGETS,HOME,ORLANDO MAGIC,WIN,1942,7,10,2,5,2,2,1,3,4,1,0,1,2,17.4
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,HOME,CLEVELAND CAVALIERS,WIN,1470,5,5,2,2,2,2,1,2,5,0,1,1,0,17.0
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,CLEVELAND CAVALIERS,WIN,1855,7,20,5,12,1,2,0,2,11,4,0,3,2,16.9
feltora01,Raymond Felton,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,WIN,1622,7,7,0,0,1,2,0,3,6,1,1,2,1,16.9
olynyke01,Kelly Olynyk,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1571,6,9,2,2,1,2,3,6,4,1,0,1,2,16.6
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,WASHINGTON WIZARDS,LOSS,1700,6,17,4,8,6,6,2,5,4,0,1,2,1,16.5
redicjj01,J.J. Redick,LOS ANGELES CLIPPERS,HOME,OKLAHOMA CITY THUNDER,WIN,1649,7,15,5,10,1,1,0,1,2,2,0,0,0,16.0
hardati02,Tim Hardaway,ATLANTA HAWKS,AWAY,NEW YORK KNICKS,WIN,2088,9,16,2,7,0,0,1,2,4,1,0,1,2,15.7
oubreke01,Kelly Oubre,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,WIN,1666,5,8,3,4,5,5,3,1,2,0,1,2,3,15.7
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,LOSS,1732,10,19,0,1,3,5,2,4,2,2,3,3,6,15.6
saricda01,Dario Šarić,PHILADELPHIA 76ERS,AWAY,MILWAUKEE BUCKS,WIN,1430,6,11,2,5,3,3,2,7,4,1,0,3,1,15.6
crowdja01,Jae Crowder,BOSTON CELTICS,HOME,CHARLOTTE HORNETS,WIN,1787,5,11,3,8,2,2,0,7,3,1,1,0,0,15.2
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,CLEVELAND CAVALIERS,WIN,1875,8,17,5,11,5,5,0,4,0,0,1,2,5,15.2
willima02,Marvin Williams,CHARLOTTE HORNETS,AWAY,BOSTON CELTICS,LOSS,1724,8,14,3,6,2,2,0,5,0,0,0,0,2,15.1
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,LOS ANGELES CLIPPERS,LOSS,1757,7,19,2,7,8,9,1,4,4,2,0,4,2,15.0
parkeja01,Jabari Parker,MILWAUKEE BUCKS,HOME,PHILADELPHIA 76ERS,LOSS,2118,9,17,2,4,3,5,0,5,1,2,0,2,3,14.9
noahjo01,Joakim Noah,NEW YORK KNICKS,HOME,ATLANTA HAWKS,LOSS,2004,2,3,0,0,3,5,7,10,3,1,2,1,5,14.3
