team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,44,102,10,33,22,25,22,33,24,8,3,12,15
LOS ANGELES LAKERS,240,44,87,8,28,9,14,9,30,28,5,5,19,23
NEW ORLEANS PELICANS,240,49,101,10,36,8,12,8,34,34,7,6,12,16
OKLAHOMA CITY THUNDER,240,50,101,14,32,8,16,14,43,33,8,2,14,15
PORTLAND TRAIL BLAZERS,240,44,94,12,26,20,20,14,39,25,8,8,16,24
PHOENIX SUNS,240,36,88,13,38,21,27,9,30,19,9,4,16,22
GOLDEN STATE WARRIORS,240,50,88,7,20,19,21,8,42,34,5,6,15,21
WASHINGTON WIZARDS,240,44,95,15,42,15,21,9,27,29,7,2,10,22
