Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16035324),Giannis Antetokounmpo,16035324,PF/C/F/UTIL,10900,GS@MIL 12/25/2020 02:30PM ET,MIL,58.90
PG,Luka Doncic (16035328),Luka Doncic,16035328,PG/G/UTIL,10700,DAL@LAL 12/25/2020 08:00PM ET,DAL,57.59
PF/C,Anthony Davis (16035331),Anthony Davis,16035331,PF/C/F/UTIL,10300,DAL@LAL 12/25/2020 08:00PM ET,LAL,50.26
PG,Stephen Curry (16035335),Stephen Curry,16035335,PG/G/UTIL,10200,GS@MIL 12/25/2020 02:30PM ET,GS,39.9
C,Nikola Jokic (16035338),Nikola Jokic,16035338,C/UTIL,10100,LAC@DEN 12/25/2020 10:30PM ET,DEN,47.18
PG/SF,LeBron James (16035340),LeBron James,16035340,PG/SF/F/G/UTIL,10000,DAL@LAL 12/25/2020 08:00PM ET,LAL,55.74
SF,Kawhi Leonard (16035345),Kawhi Leonard,16035345,SF/F/UTIL,9800,LAC@DEN 12/25/2020 10:30PM ET,LAC,49.42
PF,Kevin Durant (16035348),Kevin Durant,16035348,PF/F/UTIL,9400,BKN@BOS 12/25/2020 05:00PM ET,BKN,0
SF/PF,Jayson Tatum (16035351),Jayson Tatum,16035351,SF/PF/F/UTIL,9300,BKN@BOS 12/25/2020 05:00PM ET,BOS,43.61
PG,Kyrie Irving (16035355),Kyrie Irving,16035355,PG/G/UTIL,8900,BKN@BOS 12/25/2020 05:00PM ET,BKN,47.61
SG,Paul George (16035358),Paul George,16035358,SG/G/UTIL,8700,LAC@DEN 12/25/2020 10:30PM ET,LAC,38.32
PG,Jamal Murray (16035361),Jamal Murray,16035361,PG/G/UTIL,8500,LAC@DEN 12/25/2020 10:30PM ET,DEN,36.42
SF/PF,Brandon Ingram (16035364),Brandon Ingram,16035364,SF/PF/F/UTIL,8300,NO@MIA 12/25/2020 12:00PM ET,NO,40.85
PF/C,Zion Williamson (16035368),Zion Williamson,16035368,PF/C/F/UTIL,8100,NO@MIA 12/25/2020 12:00PM ET,NO,34.54
PG/SF,Jimmy Butler (16035372),Jimmy Butler,16035372,PG/SF/F/G/UTIL,8000,NO@MIA 12/25/2020 12:00PM ET,MIA,42.28
PF/C,Kristaps Porzingis (16035377),Kristaps Porzingis,16035377,PF/C/F/UTIL,7900,DAL@LAL 12/25/2020 08:00PM ET,DAL,41.39
C,Bam Adebayo (16035381),Bam Adebayo,16035381,C/UTIL,7800,NO@MIA 12/25/2020 12:00PM ET,MIA,40.73
PG,Jrue Holiday (16035383),Jrue Holiday,16035383,PG/G/UTIL,7500,GS@MIL 12/25/2020 02:30PM ET,MIL,39.78
SG/SF,Khris Middleton (16035386),Khris Middleton,16035386,SG/SF/F/G/UTIL,7400,GS@MIL 12/25/2020 02:30PM ET,MIL,37.64
SG/SF,Caris LeVert (16035391),Caris LeVert,16035391,SG/SF/F/G/UTIL,7200,BKN@BOS 12/25/2020 05:00PM ET,BKN,34.10
SF/PF,Kelly Oubre Jr. (16035396),Kelly Oubre Jr.,16035396,SF/PF/F/UTIL,7100,GS@MIL 12/25/2020 02:30PM ET,GS,33.44
SG/SF,Jaylen Brown (16035400),Jaylen Brown,16035400,SG/SF/F/G/UTIL,7000,BKN@BOS 12/25/2020 05:00PM ET,BOS,35.62
SG/SF,Andrew Wiggins (16035405),Andrew Wiggins,16035405,SG/SF/F/G/UTIL,6800,GS@MIL 12/25/2020 02:30PM ET,GS,37.20
PG/SG,Marcus Smart (16035410),Marcus Smart,16035410,PG/SG/G/UTIL,6700,BKN@BOS 12/25/2020 05:00PM ET,BOS,30.01
SF/PF,Michael Porter Jr. (16035414),Michael Porter Jr.,16035414,SF/PF/F/UTIL,6700,LAC@DEN 12/25/2020 10:30PM ET,DEN,19.90
PG,Kemba Walker (16035418),Kemba Walker,16035418,PG/G/UTIL,6600,BKN@BOS 12/25/2020 05:00PM ET,BOS,35.66
PG,Lonzo Ball (16035421),Lonzo Ball,16035421,PG/G/UTIL,6500,NO@MIA 12/25/2020 12:00PM ET,NO,33.92
PF/C,Draymond Green (16035424),Draymond Green,16035424,PF/C/F/UTIL,6400,GS@MIL 12/25/2020 02:30PM ET,GS,29.01
C,Jarrett Allen (16035428),Jarrett Allen,16035428,C/UTIL,6400,BKN@BOS 12/25/2020 05:00PM ET,BKN,29.64
PG/SG,Dennis Schroder (16035430),Dennis Schroder,16035430,PG/SG/G/UTIL,6300,DAL@LAL 12/25/2020 08:00PM ET,LAL,30.74
SG/SF,Will Barton (16035434),Will Barton,16035434,SG/SF/F/G/UTIL,6300,LAC@DEN 12/25/2020 10:30PM ET,DEN,31.88
C,James Wiseman (16035439),James Wiseman,16035439,C/UTIL,6200,GS@MIL 12/25/2020 02:30PM ET,GS,0
C,Brook Lopez (16035441),Brook Lopez,16035441,C/UTIL,6000,GS@MIL 12/25/2020 02:30PM ET,MIL,26.64
PF/C,Montrezl Harrell (16035443),Montrezl Harrell,16035443,PF/C/F/UTIL,6000,DAL@LAL 12/25/2020 08:00PM ET,LAL,30.09
C,Steven Adams (16035447),Steven Adams,16035447,C/UTIL,5900,NO@MIA 12/25/2020 12:00PM ET,NO,29.24
SG,Tim Hardaway Jr. (16035449),Tim Hardaway Jr.,16035449,SG/G/UTIL,5900,DAL@LAL 12/25/2020 08:00PM ET,DAL,25.17
SF/PF,Kyle Kuzma (16035452),Kyle Kuzma,16035452,SF/PF/F/UTIL,5900,DAL@LAL 12/25/2020 08:00PM ET,LAL,20.68
PG/SG,Spencer Dinwiddie (16035456),Spencer Dinwiddie,16035456,PG/SG/G/UTIL,5700,BKN@BOS 12/25/2020 05:00PM ET,BKN,36.75
PG/SG,Eric Bledsoe (16035460),Eric Bledsoe,16035460,PG/SG/G/UTIL,5600,NO@MIA 12/25/2020 12:00PM ET,NO,30.73
PG/SG,Tyler Herro (16035464),Tyler Herro,16035464,PG/SG/G/UTIL,5600,NO@MIA 12/25/2020 12:00PM ET,MIA,25.20
C,DeAndre Jordan (16035468),DeAndre Jordan,16035468,C/UTIL,5600,BKN@BOS 12/25/2020 05:00PM ET,BKN,25.83
PF/C,Daniel Theis (16035470),Daniel Theis,16035470,PF/C/F/UTIL,5400,BKN@BOS 12/25/2020 05:00PM ET,BOS,23.58
SG/SF,Josh Richardson (16035476),Josh Richardson,16035476,SG/SF/F/G/UTIL,5400,DAL@LAL 12/25/2020 08:00PM ET,DAL,25.36
C,Serge Ibaka (16035474),Serge Ibaka,16035474,C/UTIL,5400,LAC@DEN 12/25/2020 10:30PM ET,LAC,30.50
PG,Goran Dragic (16035481),Goran Dragic,16035481,PG/G/UTIL,5300,NO@MIA 12/25/2020 12:00PM ET,MIA,30.16
SF,Joe Harris (16035486),Joe Harris,16035486,SF/F/UTIL,5300,BKN@BOS 12/25/2020 05:00PM ET,BKN,25.39
C,Ivica Zubac (16035484),Ivica Zubac,16035484,C/UTIL,5300,LAC@DEN 12/25/2020 10:30PM ET,LAC,21.34
C,Tristan Thompson (16035493),Tristan Thompson,16035493,C/UTIL,5200,BKN@BOS 12/25/2020 05:00PM ET,BOS,30.56
