Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56192-55062,C,Nikola,Nikola Jokic,Jokic,56.25217603600544,46,11300,ATL@DEN,DEN,ATL,,,,,,C
56192-9488,SF,LeBron,LeBron James,James,47.083333333333336,42,9900,ORL@LAL,LAL,ORL,O,Ankle,,,,SF
56192-20848,PG,Damian,Damian Lillard,Lillard,46.513635808771305,44,9100,POR@TOR,POR,TOR,,,,,,PG
56192-15755,PF,Anthony,Anthony Davis,Davis,44.54782502547555,23,9000,ORL@LAL,LAL,ORL,O,Calf,,,,PF
56192-84671,PG,Trae,Trae Young,Young,43.59534826944041,43,8700,ATL@DEN,ATL,DEN,,,,,,PG
56192-55059,C,Clint,Clint Capela,Capela,40.65897310697115,39,8500,ATL@DEN,ATL,DEN,,,,,,C
56192-60021,PF,Pascal,Pascal Siakam,Siakam,39.588887532552086,36,8500,POR@TOR,TOR,POR,,,,,,PF
56192-66236,PF,John,John Collins,Collins,33.67111002604167,45,8200,ATL@DEN,ATL,DEN,,,,,,PF
56192-66108,PG,Jamal,Jamal Murray,Murray,35.63488485646803,43,7900,ATL@DEN,DEN,ATL,,,,,,PG
56192-19067,SG,CJ,CJ McCollum,McCollum,38.26499938964844,20,7900,POR@TOR,POR,TOR,,,,,,SG
56192-40201,PG,Dennis,Dennis Schroder,Schroder,28.140476771763392,42,7700,ORL@LAL,LAL,ORL,,,,,,PG
56192-16293,SF,Norman,Norman Powell,Powell,28.13023199037064,43,7500,POR@TOR,POR,TOR,,,,,,SF
56192-24247,SG,Fred,Fred VanVleet,VanVleet,40.092498779296875,40,7400,POR@TOR,TOR,POR,,,,,,SG
56192-58377,SF,Kyle,Kyle Kuzma,Kuzma,24.00666775173611,45,7200,ORL@LAL,LAL,ORL,,,,,,SF
56192-23776,C,Montrezl,Montrezl Harrell,Harrell,28.050001061480977,46,7200,ORL@LAL,LAL,ORL,,,,,,C
56192-16405,SG,Terrence,Terrence Ross,Ross,26.552778455946182,36,6900,ORL@LAL,ORL,LAL,GTD,Knee,,,,SG
56192-14516,C,Enes,Enes Kanter,Kanter,30.982221137152777,45,6800,POR@TOR,POR,TOR,,,,,,C
56192-68090,SF,OG,OG Anunoby,Anunoby,29.69259304470486,27,6700,POR@TOR,TOR,POR,,,,,,SF
56192-9535,PG,Kyle,Kyle Lowry,Lowry,35.95263029399671,38,6600,POR@TOR,TOR,POR,,,,,,PG
56192-84682,SF,Michael,Michael Porter,Porter,30.191427176339285,35,6500,ATL@DEN,DEN,ATL,,,,,,SF
56192-20491,PF,Robert,Robert Covington,Covington,26.79302268804506,43,6400,POR@TOR,POR,TOR,,,,,,PF
56192-41594,PF,Aaron,Aaron Gordon,Gordon,30.46800048828125,25,6300,ATL@DEN,DEN,ATL,GTD,Not injury related,,,,PF
56192-17333,SG,Will,Will Barton,Barton,24.38095238095238,42,5900,ATL@DEN,DEN,ATL,,,,,,SG
56192-16081,C,Khem,Khem Birch,Birch,16.96136335893111,44,5800,ORL@LAL,ORL,LAL,,,,,,C
56192-9637,SF,Danilo,Danilo Gallinari,Gallinari,20.660605690696023,33,5700,ATL@DEN,ATL,DEN,,,,,,SF
56192-66061,SG,Dwayne,Dwayne Bacon,Bacon,16.424443901909722,45,5500,ORL@LAL,ORL,LAL,,,,,,SG
56192-84676,C,Wendell,Wendell Carter,Carter,25.890625,32,5500,ORL@LAL,ORL,LAL,GTD,Not injury related,,,,C
56192-110338,SF,De'Andre,De'Andre Hunter,Hunter,28.120001220703124,20,5400,ATL@DEN,ATL,DEN,GTD,Knee,,,,SF
56192-9508,SF,Carmelo,Carmelo Anthony,Anthony,24.143182927911933,44,5400,POR@TOR,POR,TOR,,,,,,SF
56192-110336,PF,Chuma,Chuma Okeke,Okeke,15.355171992860992,29,5300,ORL@LAL,ORL,LAL,,,,,,PF
56192-16201,PG,Michael,Michael Carter-Williams,Carter-Williams,21.729166666666668,24,5300,ORL@LAL,ORL,LAL,,,,,,PG
56192-68203,C,Chris,Chris Boucher,Boucher,29.140001085069443,45,5300,POR@TOR,TOR,POR,,,,,,C
56192-110337,SG,Talen,Talen Horton-Tucker,Horton-Tucker,17.295238676525297,42,5200,ORL@LAL,LAL,ORL,,,,,,SG
56192-55057,C,Jusuf,Jusuf Nurkic,Nurkic,26.423076923076923,13,5200,POR@TOR,POR,TOR,,,,,,C
56192-145327,PG,Cole,Cole Anthony,Anthony,23.28800048828125,25,5200,ORL@LAL,ORL,LAL,O,Ribs,,,,PG
56192-84695,SG,Gary,Gary Trent,Trent,21.861905052548362,42,5200,POR@TOR,TOR,POR,,,,,,SG
56192-84704,SG,Kevin,Kevin Huerter,Huerter,24.52000054253472,45,5200,ATL@DEN,ATL,DEN,,,,,,SG
56192-15628,SF,Otto,Otto Porter,Porter,20.424000244140625,25,5000,ORL@LAL,ORL,LAL,GTD,Not injury related,,,,SF
56192-17491,SF,James,James Ennis,Ennis,16.75714329310826,28,5000,ORL@LAL,ORL,LAL,,,,,,SF
56192-9729,PF,Paul,Paul Millsap,Millsap,22.47428501674107,35,4900,ATL@DEN,DEN,ATL,,,,,,PF
56192-110339,SG,Cam,Cam Reddish,Reddish,21.588461068960335,26,4800,ATL@DEN,ATL,DEN,O,Achilles,,,,SG
56192-15636,SF,Kentavious,Kentavious Caldwell-Pope,Caldwell-Pope,15.707143147786459,42,4800,ORL@LAL,LAL,ORL,,,,,,SF
56192-80811,SF,Jonathan,Jonathan Isaac,Isaac,32.2705867991728,34,4800,ORL@LAL,ORL,LAL,O,Knee,,,,SF
56192-9662,SG,Lou,Lou Williams,Williams,21.299999418712797,42,4800,ATL@DEN,ATL,DEN,O,Not injury related,,,,SG
56192-9446,PG,Jeff,Jeff Teague,Teague,13.849999820484834,34,4800,ORL@LAL,ORL,LAL,,,,,,PG
56192-15904,SG,Rodney,Rodney Hood,Hood,9.776922763922276,39,4500,POR@TOR,TOR,POR,,,,,,SG
56192-14511,PF,Markieff,Markieff Morris,Morris,13.805000305175781,40,4400,ORL@LAL,LAL,ORL,,,,,,PF
56192-84675,C,Mo,Mo Bamba,Bamba,12.58695652173913,23,4400,ORL@LAL,ORL,LAL,,,,,,C
56192-66968,SF,Derrick,Derrick Jones,Jones,19.24878078553735,41,4300,POR@TOR,POR,TOR,,,,,,SF
56192-55060,SF,Bogdan,Bogdan Bogdanovic,Bogdanovic,18.875,20,4200,ATL@DEN,ATL,DEN,,,,,,SF
56192-16197,SG,Chasson,Chasson Randle,Randle,12.087499618530273,16,4000,ORL@LAL,ORL,LAL,,,,,,SG
56192-101331,PF,Gary,Gary Clark,Clark,9.668571254185268,35,4000,ATL@DEN,DEN,ATL,GTD,Not injury related,,,,PF
56192-58350,SF,Stanley,Stanley Johnson,Johnson,9.297436053936298,39,4000,POR@TOR,TOR,POR,,,,,,SF
56192-23802,PG,Kris,Kris Dunn,Dunn,22.386273552389707,51,4000,ATL@DEN,ATL,DEN,O,Ankle,,,,PG
56192-37931,C,Aron,Aron Baynes,Baynes,14.883332752046131,42,3900,POR@TOR,TOR,POR,,,,,,C
56192-49336,SG,DeAndre',DeAndre' Bembry,Bembry,12.418749809265137,32,3900,POR@TOR,TOR,POR,O,Covid-19,,,,SG
56192-9581,C,Marc,Marc Gasol,Gasol,16.74054120038007,37,3900,ORL@LAL,LAL,ORL,,,,,,C
56192-145547,PG,Facundo,Facundo Campazzo,Campazzo,13.323076297075321,39,3800,ATL@DEN,DEN,ATL,,,,,,PG
56192-9739,C,JaVale,JaVale McGee,McGee,19.439393939393938,33,3800,ATL@DEN,DEN,ATL,GTD,Not injury related,,,,C
56192-23981,PG,Alex,Alex Caruso,Caruso,15.586110432942709,36,3800,ORL@LAL,LAL,ORL,,,,,,PG
56192-9799,SG,Wesley,Wesley Matthews,Matthews,9.994871481870993,39,3700,ORL@LAL,LAL,ORL,,,,,,SG
56192-80815,PF,Zach,Zach Collins,Collins,18.16363664106889,11,3600,POR@TOR,POR,TOR,O,Ankle,,,,PF
