Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Joel Embiid (16685665),Joel Embiid,16685665,C/UTIL,11000,NY@PHI 03/16/2021 08:00PM ET,PHI,54.33
PG,Damian Lillard (16685667),Damian Lillard,16685667,PG/G/UTIL,10800,NO@POR 03/16/2021 10:00PM ET,POR,50.77
PG/SF,LeBron James (16685670),LeBron James,16685670,PG/SF/F/G/UTIL,10500,MIN@LAL 03/16/2021 10:30PM ET,LAL,50.97
PG,Trae Young (16685675),Trae Young,16685675,PG/G/UTIL,10200,ATL@HOU 03/16/2021 08:00PM ET,ATL,47.22
PF/C,Julius Randle (16685678),Julius Randle,16685678,PF/C/F/UTIL,9900,NY@PHI 03/16/2021 08:00PM ET,NY,48.12
SF,Jimmy Butler (16685682),Jimmy Butler,16685682,SF/F/UTIL,9800,CLE@MIA 03/16/2021 08:00PM ET,MIA,47.98
C,Karl-Anthony Towns (16685685),Karl-Anthony Towns,16685685,C/UTIL,9500,MIN@LAL 03/16/2021 10:30PM ET,MIN,46.42
SF/PF,Jayson Tatum (16685691),Jayson Tatum,16685691,SF/PF/F/UTIL,9300,UTA@BOS 03/16/2021 07:30PM ET,BOS,44.36
PG/SF,Ben Simmons (16685698),Ben Simmons,16685698,PG/SF/F/G/UTIL,9000,NY@PHI 03/16/2021 08:00PM ET,PHI,40.87
SG,Zach LaVine (16685695),Zach LaVine,16685695,SG/G/UTIL,9000,OKC@CHI 03/16/2021 09:00PM ET,CHI,45.06
PG/SG,Donovan Mitchell (16685687),Donovan Mitchell,16685687,PG/SG/G/UTIL,8900,UTA@BOS 03/16/2021 07:30PM ET,UTA,41.38
C,Anthony Davis (16685703),Anthony Davis,16685703,C/UTIL,8900,MIN@LAL 03/16/2021 10:30PM ET,LAL,43.75
PG/SG,Shai Gilgeous-Alexander (16685705),Shai Gilgeous-Alexander,16685705,PG/SG/G/UTIL,8800,OKC@CHI 03/16/2021 09:00PM ET,OKC,41.66
PF/C,Zion Williamson (16685709),Zion Williamson,16685709,PF/C/F/UTIL,8700,NO@POR 03/16/2021 10:00PM ET,NO,41.53
C,Christian Wood (16685713),Christian Wood,16685713,C/UTIL,8600,ATL@HOU 03/16/2021 08:00PM ET,HOU,42.5
C,Bam Adebayo (16685718),Bam Adebayo,16685718,C/UTIL,8500,CLE@MIA 03/16/2021 08:00PM ET,MIA,42.57
PF,Tobias Harris (16685715),Tobias Harris,16685715,PF/F/UTIL,8500,NY@PHI 03/16/2021 08:00PM ET,PHI,38.38
PG/SG,Victor Oladipo (16685720),Victor Oladipo,16685720,PG/SG/G/UTIL,8300,ATL@HOU 03/16/2021 08:00PM ET,HOU,37.62
C,Rudy Gobert (16685724),Rudy Gobert,16685724,C/UTIL,8200,UTA@BOS 03/16/2021 07:30PM ET,UTA,40.11
SF/PF,Brandon Ingram (16685726),Brandon Ingram,16685726,SF/PF/F/UTIL,8100,NO@POR 03/16/2021 10:00PM ET,NO,40.20
PG,John Wall (16685730),John Wall,16685730,PG/G/UTIL,8000,ATL@HOU 03/16/2021 08:00PM ET,HOU,36.89
SF,Jaylen Brown (16685733),Jaylen Brown,16685733,SF/F/UTIL,7900,UTA@BOS 03/16/2021 07:30PM ET,BOS,40.12
