"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"54106-84669","PG","Luka","Luka Doncic","Doncic","53.95555623372396","18","11000","PHO@DAL","DAL","PHO","","","","",""
"54106-9524","PG","Stephen","Stephen Curry","Curry","43.663156609786185","19","9400","DET@GS","GS","DET","","","","",""
"54106-84673","C","Deandre","Deandre Ayton","Ayton","34.35294117647059","17","8100","PHO@DAL","PHO","DAL","","","","",""
"54106-23831","SF","Jerami","Jerami Grant","Grant","40.27368485300165","19","7800","DET@GS","DET","GS","","","","",""
"54106-58460","SG","Devin","Devin Booker","Booker","33.628570556640625","14","7600","PHO@DAL","PHO","DAL","O","Hamstring","","",""
"54106-9623","PG","Chris","Chris Paul","Paul","34.341175752527576","17","7200","PHO@DAL","PHO","DAL","","","","",""
"54106-63122","PF","Kristaps","Kristaps Porzingis","Porzingis","33.82222154405382","9","7000","PHO@DAL","DAL","PHO","O","Rest","","",""
"54106-49116","SG","Andrew","Andrew Wiggins","Wiggins","31.19999935752467","19","7000","DET@GS","GS","DET","","","","",""
"54106-40830","PG","Delon","Delon Wright","Wright","25.69999935752467","19","6100","DET@GS","DET","GS","","","","",""
"54106-84670","SF","Mikal","Mikal Bridges","Bridges","29.03529447667739","17","6000","PHO@DAL","PHO","DAL","","","","",""
"54106-15800","PF","Jae","Jae Crowder","Crowder","23","17","5800","PHO@DAL","PHO","DAL","","","","",""
"54106-9560","PF","Blake","Blake Griffin","Griffin","27.25714329310826","14","5800","DET@GS","DET","GS","","","","",""
"54106-58153","SF","Kelly","Kelly Oubre","Oubre","25.273684853001644","19","5600","DET@GS","GS","DET","","","","",""
"54106-15590","C","Mason","Mason Plumlee","Plumlee","26.900000321237666","19","5500","DET@GS","DET","GS","","","","",""
"54106-9475","SG","Derrick","Derrick Rose","Rose","25.92142813546317","14","5400","DET@GS","DET","GS","","","","",""
"54106-15846","SG","Tim","Tim Hardaway","Hardaway","25.466666327582466","18","5100","PHO@DAL","DAL","PHO","","","","",""
"54106-15860","PF","Draymond","Draymond Green","Green","21.919999186197916","15","4900","DET@GS","GS","DET","","","","",""
"54106-9956","SG","Wayne","Wayne Ellington","Ellington","18.91428484235491","14","4600","DET@GS","DET","GS","","","","",""
"54106-110316","SF","Cameron","Cameron Johnson","Johnson","20.711765064912683","17","4600","PHO@DAL","PHO","DAL","","","","",""
"54106-9966","PF","James","James Johnson","Johnson","19.11579011615954","19","4600","PHO@DAL","DAL","PHO","","","","",""
"54106-145347","C","James","James Wiseman","Wiseman","23.978947689658717","19","4400","DET@GS","GS","DET","","","","",""
"54106-15843","PG","Trey","Trey Burke","Burke","17.816667344835068","18","4300","PHO@DAL","DAL","PHO","","","","",""
"54106-80809","SF","Josh","Josh Jackson","Jackson","20.33529483570772","17","4200","DET@GS","DET","GS","","","","",""
"54106-67707","PF","Marquese","Marquese Chriss","Chriss","17.799999237060547","2","4200","DET@GS","GS","DET","O","Lower leg","","",""
"54106-55056","PF","Dario","Dario Saric","Saric","18.12857164655413","7","4100","PHO@DAL","PHO","DAL","O","Covid-19","","",""
"54106-16448","PF","Frank","Frank Kaminsky","Kaminsky","13.636363636363637","11","4100","PHO@DAL","PHO","DAL","","","","",""
"54106-84690","PG","Jalen","Jalen Brunson","Brunson","19.966666666666665","15","4100","PHO@DAL","DAL","PHO","","","","",""
"54106-81621","PF","Maxi","Maxi Kleber","Kleber","18.844445122612846","9","4100","PHO@DAL","DAL","PHO","O","Covid-19","","",""
"54106-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","15.173683568050986","19","4000","PHO@DAL","DAL","PHO","","","","",""
"54106-145307","PF","Isaiah","Isaiah Stewart","Stewart","15.505882711971507","17","3900","DET@GS","DET","GS","","","","",""
"54106-16233","SG","Josh","Josh Richardson","Richardson","19.889999389648438","10","3900","PHO@DAL","DAL","PHO","","","","",""
"54106-16376","SF","Dorian","Dorian Finney-Smith","Finney-Smith","20.18000030517578","10","3900","PHO@DAL","DAL","PHO","","","","",""
"54106-19726","SF","Abdel","Abdel Nader","Nader","14.516666412353516","6","3800","PHO@DAL","PHO","DAL","","","","",""
"54106-16196","C","Dwight","Dwight Powell","Powell","14.545454545454545","11","3800","PHO@DAL","DAL","PHO","","","","",""
"54106-84696","SG","Jevon","Jevon Carter","Carter","9.494117288028493","17","3800","PHO@DAL","PHO","DAL","","","","",""
"54106-48567","PG","Cameron","Cameron Payne","Payne","16.392308161808895","13","3700","PHO@DAL","PHO","DAL","O","Foot","","",""
"54106-17230","SG","Langston","Langston Galloway","Galloway","6.785714285714286","14","3700","PHO@DAL","PHO","DAL","","","","",""
"54106-145489","PG","Killian","Killian Hayes","Hayes","9.728571210588727","7","3700","DET@GS","DET","GS","O","Hip","","",""
"54106-80824","PG","Frank","Frank Jackson","Jackson","4.55999984741211","5","3600","DET@GS","DET","GS","","","","",""
"54106-110322","PG","Jordan","Jordan Poole","Poole","7.7999997820172995","14","3600","DET@GS","GS","DET","","","","",""
"54106-15744","SG","Rodney","Rodney McGruder","McGruder","1.3999999364217122","3","3500","DET@GS","DET","GS","","","","",""
"54106-117779","SF","Juan","Juan Toscano-Anderson","Toscano-Anderson","11.17142813546317","7","3500","DET@GS","GS","DET","","","","",""
"54106-16790","PG","Brad","Brad Wanamaker","Wanamaker","12.536841944644326","19","3500","DET@GS","GS","DET","","","","",""
"54106-117273","SF","Mychal","Mychal Mulder","Mulder","6.855555640326606","18","3500","DET@GS","GS","DET","","","","",""
"54106-110365","PF","Alen","Alen Smailagic","Smailagic","8.635714394705635","14","3500","DET@GS","GS","DET","O","Knee","","",""
"54106-145310","PG","Saben","Saben Lee","Lee","6.719999694824219","5","3500","DET@GS","DET","GS","","","","",""
"54106-145322","PF","Jalen","Jalen Smith","Smith","6.020000076293945","5","3500","PHO@DAL","PHO","DAL","","","","",""
"54106-48940","SG","Wes","Wes Iwundu","Iwundu","7.506666564941407","15","3500","PHO@DAL","DAL","PHO","","","","",""
"54106-145326","PG","Tyrell","Tyrell Terry","Terry","3.6545455239035864","11","3500","PHO@DAL","DAL","PHO","","","","",""
"54106-14509","SG","Klay","Klay Thompson","Thompson","0","0","3500","DET@GS","GS","DET","O","Achilles","","",""
"54106-110639","PF","Sekou","Sekou Doumbouya","Doumbouya","8.644444783528646","18","3500","DET@GS","DET","GS","","","","",""
"54106-110638","SG","Deividas","Deividas Sirvydis","Sirvydis","0","3","3500","DET@GS","DET","GS","","","","",""
"54106-145325","SG","Josh","Josh Green","Green","6.643750190734863","16","3500","PHO@DAL","DAL","PHO","","","","",""
"54106-145328","SF","Saddiq","Saddiq Bey","Bey","12.911764705882353","17","3500","DET@GS","DET","GS","","","","",""
"54106-145332","SF","Tyler","Tyler Bey","Bey","3.1500000953674316","4","3500","PHO@DAL","DAL","PHO","","","","",""
"54106-145345","PG","Nico","Nico Mannion","Mannion","6.766666412353516","6","3500","DET@GS","GS","DET","","","","",""
