slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1913,19,23,7,9,9,10,0,5,5,1,0,4,3,45.9
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2416,17,30,7,12,7,8,1,8,10,2,0,1,1,44.1
davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2326,14,22,3,5,6,8,4,12,6,1,5,4,1,37.1
whiteha01,Hassan Whiteside,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2024,13,14,0,0,4,6,3,10,2,2,5,0,1,36.2
hardeja01,James Harden,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2245,10,25,6,14,9,10,2,14,6,4,0,3,4,30.3
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1914,11,27,1,5,8,12,5,11,9,1,2,2,1,28.0
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2133,12,20,1,4,10,13,3,9,0,2,1,4,3,26.9
westbru01,Russell Westbrook,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2382,13,28,0,1,6,7,2,4,9,3,0,1,5,26.1
siakapa01,Pascal Siakam,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,2142,12,18,2,4,4,5,0,7,4,0,1,3,4,22.8
bartowi01,Will Barton,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2020,9,16,6,9,0,0,2,5,8,1,0,3,1,22.5
paulch01,Chris Paul,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,2062,7,16,2,6,4,4,1,5,10,3,0,2,1,21.4
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,2190,7,11,4,6,6,7,0,2,9,0,0,3,4,21.0
oubreke01,Kelly Oubre,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,2347,8,15,4,8,7,9,2,9,0,2,0,3,3,20.8
