slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,2169,12,29,1,9,11,12,2,9,2,3,2,1,3,27.8
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,2111,12,26,3,12,9,14,2,8,9,0,2,4,3,26.9
shamela01,Landry Shamet,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,2131,5,8,5,8,3,3,0,3,1,0,0,1,3,13.8
harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1676,5,13,0,0,2,2,7,2,1,2,0,1,2,11.3
marjabo01,Boban Marjanović,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,952,5,6,0,0,2,2,0,7,0,1,2,2,3,11.1
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,2221,3,8,2,6,0,0,5,1,4,1,1,0,3,10.7
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1128,2,8,0,0,5,6,3,6,1,1,0,0,1,9.0
beverpa01,Patrick Beverley,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,874,3,5,3,3,0,0,0,4,4,0,0,2,2,7.9
brunsja01,Jalen Brunson,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,854,2,3,0,1,2,2,0,3,3,2,0,1,2,7.9
willilo02,Lou Williams,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1932,5,19,3,11,3,4,1,4,4,1,1,3,1,7.3
hardati02,Tim Hardaway,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,1821,4,12,3,7,2,3,0,3,0,1,0,0,4,6.1
klebima01,Maxi Kleber,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,1900,4,7,0,3,0,0,1,4,1,0,2,1,4,6.1
greenja01,JaMychal Green,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1562,2,6,0,2,2,6,4,6,2,0,0,1,2,5.2
curryse01,Seth Curry,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,1160,3,6,2,3,0,0,0,0,0,0,0,0,0,5.0
mcgruro01,Rodney McGruder,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,1250,2,4,0,1,0,0,3,1,1,0,0,1,2,3.3
bareajo01,J.J. Barea,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,474,1,3,1,2,0,0,0,2,2,0,0,0,2,2.5
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,1624,4,17,1,8,1,1,4,5,1,1,1,2,5,2.4
robinje01,Jerome Robinson,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,908,0,3,0,2,0,0,0,1,3,2,0,0,1,1.9
wrighde01,Delon Wright,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,736,1,2,0,1,0,0,0,1,2,1,0,1,2,1.9
poweldw01,Dwight Powell,DALLAS MAVERICKS,HOME,LOS ANGELES CLIPPERS,LOSS,547,0,1,0,0,1,2,0,3,1,0,0,1,0,0.5
harklma01,Maurice Harkless,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,530,0,0,0,0,0,0,0,1,0,0,0,0,4,-1.3
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,AWAY,DALLAS MAVERICKS,WIN,240,0,2,0,2,0,0,0,0,0,0,0,0,0,-1.4
