Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,James Harden (15180374),James Harden,15180374,PG/SG/G/UTIL,11700,HOU@OKC 08/24/2020 04:00PM ET,HOU,59.73
PF,Giannis Antetokounmpo (15180378),Giannis Antetokounmpo,15180378,PF/F/UTIL,11100,MIL@ORL 08/24/2020 01:30PM ET,MIL,59.52
PG,Damian Lillard (15180381),Damian Lillard,15180381,PG/G/UTIL,10900,LAL@POR 08/24/2020 09:00PM ET,POR,50.88
PG/SF,LeBron James (15180384),LeBron James,15180384,PG/SF/F/G/UTIL,10800,LAL@POR 08/24/2020 09:00PM ET,LAL,54.72
PF/C,Anthony Davis (15180389),Anthony Davis,15180389,PF/C/F/UTIL,10500,LAL@POR 08/24/2020 09:00PM ET,LAL,50.5
PG,Russell Westbrook (15180393),Russell Westbrook,15180393,PG/G/UTIL,9900,HOU@OKC 08/24/2020 04:00PM ET,HOU,50.90
C,Nikola Vucevic (15180396),Nikola Vucevic,15180396,C/UTIL,9100,MIL@ORL 08/24/2020 01:30PM ET,ORL,43.12
PF/C,Jusuf Nurkic (15180398),Jusuf Nurkic,15180398,PF/C/F/UTIL,8600,LAL@POR 08/24/2020 09:00PM ET,POR,40.92
PF/C,Domantas Sabonis (15180402),Domantas Sabonis,15180402,PF/C/F/UTIL,8200,IND@MIA 08/24/2020 06:30PM ET,IND,44.20
SG/SF,Jimmy Butler (15180406),Jimmy Butler,15180406,SG/SF/F/G/UTIL,8100,IND@MIA 08/24/2020 06:30PM ET,MIA,41.75
PG,Chris Paul (15180411),Chris Paul,15180411,PG/G/UTIL,8000,HOU@OKC 08/24/2020 04:00PM ET,OKC,37.44
SF,Khris Middleton (15180414),Khris Middleton,15180414,SF/F/UTIL,7900,MIL@ORL 08/24/2020 01:30PM ET,MIL,36.82
SF/PF,T.J. Warren (15180417),T.J. Warren,15180417,SF/PF/F/UTIL,7800,IND@MIA 08/24/2020 06:30PM ET,IND,30.99
PG/SG,CJ McCollum (15180421),CJ McCollum,15180421,PG/SG/G/UTIL,7700,LAL@POR 08/24/2020 09:00PM ET,POR,37.40
C,Bam Adebayo (15180425),Bam Adebayo,15180425,C/UTIL,7600,IND@MIA 08/24/2020 06:30PM ET,MIA,40.66
PG,Malcolm Brogdon (15180427),Malcolm Brogdon,15180427,PG/G/UTIL,7500,IND@MIA 08/24/2020 06:30PM ET,IND,35.35
PG/SG,Shai Gilgeous-Alexander (15180430),Shai Gilgeous-Alexander,15180430,PG/SG/G/UTIL,7400,HOU@OKC 08/24/2020 04:00PM ET,OKC,34.97
C,Myles Turner (15180434),Myles Turner,15180434,C/UTIL,6800,IND@MIA 08/24/2020 06:30PM ET,IND,28.33
SF/PF,Aaron Gordon (15180436),Aaron Gordon,15180436,SF/PF/F/UTIL,6700,MIL@ORL 08/24/2020 01:30PM ET,ORL,32.73
PG,Goran Dragic (15180440),Goran Dragic,15180440,PG/G/UTIL,6500,IND@MIA 08/24/2020 06:30PM ET,MIA,29.83
SF/PF,Danilo Gallinari (15180443),Danilo Gallinari,15180443,SF/PF/F/UTIL,6400,HOU@OKC 08/24/2020 04:00PM ET,OKC,30.58
SG/SF,Victor Oladipo (15180447),Victor Oladipo,15180447,SG/SF/F/G/UTIL,6300,IND@MIA 08/24/2020 06:30PM ET,IND,25.18
PG/SG,Dennis Schroder (15180452),Dennis Schroder,15180452,PG/SG/G/UTIL,6200,HOU@OKC 08/24/2020 04:00PM ET,OKC,30.85
SF/PF,Robert Covington (15180456),Robert Covington,15180456,SF/PF/F/UTIL,6100,HOU@OKC 08/24/2020 04:00PM ET,HOU,28.70
