Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,James Harden (15199090),James Harden,15199090,PG/SG/G/UTIL,11800,OKC@HOU 08/26/2020 06:30PM ET,HOU,59.93
PF,Giannis Antetokounmpo (15199094),Giannis Antetokounmpo,15199094,PF/F/UTIL,11300,ORL@MIL 08/26/2020 04:00PM ET,MIL,59.60
PG/SF,LeBron James (15199097),LeBron James,15199097,PG/SF/F/G/UTIL,10800,POR@LAL 08/26/2020 09:00PM ET,LAL,54.75
PG,Damian Lillard (15199102),Damian Lillard,15199102,PG/G/UTIL,10700,POR@LAL 08/26/2020 09:00PM ET,POR,50.44
PF/C,Anthony Davis (15199105),Anthony Davis,15199105,PF/C/F/UTIL,10500,POR@LAL 08/26/2020 09:00PM ET,LAL,50.31
PG,Russell Westbrook (15199109),Russell Westbrook,15199109,PG/G/UTIL,9700,OKC@HOU 08/26/2020 06:30PM ET,HOU,50.90
C,Nikola Vucevic (15199112),Nikola Vucevic,15199112,C/UTIL,9200,ORL@MIL 08/26/2020 04:00PM ET,ORL,43.43
PF/C,Jusuf Nurkic (15199114),Jusuf Nurkic,15199114,PF/C/F/UTIL,8600,POR@LAL 08/26/2020 09:00PM ET,POR,41.14
PG,Chris Paul (15199118),Chris Paul,15199118,PG/G/UTIL,8100,OKC@HOU 08/26/2020 06:30PM ET,OKC,37.50
PG/SG,CJ McCollum (15199121),CJ McCollum,15199121,PG/SG/G/UTIL,8100,POR@LAL 08/26/2020 09:00PM ET,POR,37.35
SF,Khris Middleton (15199125),Khris Middleton,15199125,SF/F/UTIL,7800,ORL@MIL 08/26/2020 04:00PM ET,MIL,36.86
PG/SG,Shai Gilgeous-Alexander (15199128),Shai Gilgeous-Alexander,15199128,PG/SG/G/UTIL,7400,OKC@HOU 08/26/2020 06:30PM ET,OKC,35.09
SF/PF,Aaron Gordon (15199132),Aaron Gordon,15199132,SF/PF/F/UTIL,6700,ORL@MIL 08/26/2020 04:00PM ET,ORL,32.73
