Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (16361362),Nikola Jokic,16361362,C/UTIL,11000,CLE@DEN 02/10/2021 09:00PM ET,DEN,60.13
PG,Luka Doncic (16361364),Luka Doncic,16361364,PG/G/UTIL,10800,ATL@DAL 02/10/2021 07:30PM ET,DAL,56.40
PF/C,Giannis Antetokounmpo (16361367),Giannis Antetokounmpo,16361367,PF/C/F/UTIL,10600,MIL@PHO 02/10/2021 10:00PM ET,MIL,54.12
PG/SG,James Harden (16361371),James Harden,16361371,PG/SG/G/UTIL,10400,IND@BKN 02/10/2021 08:00PM ET,BKN,54.2
PG/SF,LeBron James (16361375),LeBron James,16361375,PG/SF/F/G/UTIL,10200,OKC@LAL 02/10/2021 10:00PM ET,LAL,51.11
PG,Trae Young (16361380),Trae Young,16361380,PG/G/UTIL,9900,ATL@DAL 02/10/2021 07:30PM ET,ATL,47.20
PF/C,Kevin Durant (16361383),Kevin Durant,16361383,PF/C/F/UTIL,9800,IND@BKN 02/10/2021 08:00PM ET,BKN,50.97
C,Karl-Anthony Towns (16361387),Karl-Anthony Towns,16361387,C/UTIL,9700,LAC@MIN 02/10/2021 08:00PM ET,MIN,51.5
PF/C,Anthony Davis (16361389),Anthony Davis,16361389,PF/C/F/UTIL,9500,OKC@LAL 02/10/2021 10:00PM ET,LAL,44.40
SF,Kawhi Leonard (16361393),Kawhi Leonard,16361393,SF/F/UTIL,9400,LAC@MIN 02/10/2021 08:00PM ET,LAC,45.92
SG,Bradley Beal (16361396),Bradley Beal,16361396,SG/G/UTIL,9300,TOR@WAS 02/10/2021 07:00PM ET,WAS,49.76
PG,Kyrie Irving (16361399),Kyrie Irving,16361399,PG/G/UTIL,9100,IND@BKN 02/10/2021 08:00PM ET,BKN,45.81
SG,Zach LaVine (16361402),Zach LaVine,16361402,SG/G/UTIL,9000,NO@CHI 02/10/2021 09:00PM ET,CHI,44.99
SG,Paul George (16361405),Paul George,16361405,SG/G/UTIL,8800,LAC@MIN 02/10/2021 08:00PM ET,LAC,43.88
PF/C,Domantas Sabonis (16361418),Domantas Sabonis,16361418,PF/C/F/UTIL,8600,IND@BKN 02/10/2021 08:00PM ET,IND,46.56
PF/C,Kristaps Porzingis (16361408),Kristaps Porzingis,16361408,PF/C/F/UTIL,8600,ATL@DAL 02/10/2021 07:30PM ET,DAL,38.09
C,Clint Capela (16361416),Clint Capela,16361416,C/UTIL,8600,ATL@DAL 02/10/2021 07:30PM ET,ATL,40.26
PG/SG,Fred VanVleet (16361412),Fred VanVleet,16361412,PG/SG/G/UTIL,8600,TOR@WAS 02/10/2021 07:00PM ET,TOR,41.73
PG,LaMelo Ball (16361422),LaMelo Ball,16361422,PG/G/UTIL,8500,CHA@MEM 02/10/2021 08:00PM ET,CHA,34.24
PG/SG,Shai Gilgeous-Alexander (16361428),Shai Gilgeous-Alexander,16361428,PG/SG/G/UTIL,8400,OKC@LAL 02/10/2021 10:00PM ET,OKC,41.98
PG,Russell Westbrook (16361425),Russell Westbrook,16361425,PG/G/UTIL,8400,TOR@WAS 02/10/2021 07:00PM ET,WAS,47.30
SF/PF,Brandon Ingram (16361436),Brandon Ingram,16361436,SF/PF/F/UTIL,8300,NO@CHI 02/10/2021 09:00PM ET,NO,41.18
C,Andre Drummond (16361440),Andre Drummond,16361440,C/UTIL,8300,CLE@DEN 02/10/2021 09:00PM ET,CLE,45.52
PF/C,Pascal Siakam (16361432),Pascal Siakam,16361432,PF/C/F/UTIL,8300,TOR@WAS 02/10/2021 07:00PM ET,TOR,40.48
PF/C,Zion Williamson (16361445),Zion Williamson,16361445,PF/C/F/UTIL,8100,NO@CHI 02/10/2021 09:00PM ET,NO,39.5
SG,Devin Booker (16361442),Devin Booker,16361442,SG/G/UTIL,8100,MIL@PHO 02/10/2021 10:00PM ET,PHO,36.32
SG/SF,Khris Middleton (16361449),Khris Middleton,16361449,SG/SF/F/G/UTIL,7900,MIL@PHO 02/10/2021 10:00PM ET,MIL,40.21
SF/PF,Gordon Hayward (16361454),Gordon Hayward,16361454,SF/PF/F/UTIL,7700,CHA@MEM 02/10/2021 08:00PM ET,CHA,38.97
PG,Jrue Holiday (16361458),Jrue Holiday,16361458,PG/G/UTIL,7700,MIL@PHO 02/10/2021 10:00PM ET,MIL,35.65
PF/C,John Collins (16361461),John Collins,16361461,PF/C/F/UTIL,7500,ATL@DAL 02/10/2021 07:30PM ET,ATL,33.58
PG,Malcolm Brogdon (16361470),Malcolm Brogdon,16361470,PG/G/UTIL,7400,IND@BKN 02/10/2021 08:00PM ET,IND,40.23
C,Jonas Valanciunas (16361465),Jonas Valanciunas,16361465,C/UTIL,7400,CHA@MEM 02/10/2021 08:00PM ET,MEM,35.96
PG,Chris Paul (16361467),Chris Paul,16361467,PG/G/UTIL,7400,MIL@PHO 02/10/2021 10:00PM ET,PHO,36.97
PG,Caris LeVert (16361476),Caris LeVert,16361476,PG/G/UTIL,7300,IND@BKN 02/10/2021 08:00PM ET,IND,36.17
PG,Ja Morant (16361473),Ja Morant,16361473,PG/G/UTIL,7300,CHA@MEM 02/10/2021 08:00PM ET,MEM,34.5
PG,Kyle Lowry (16361479),Kyle Lowry,16361479,PG/G/UTIL,7300,TOR@WAS 02/10/2021 07:00PM ET,TOR,36.88
C,Deandre Ayton (16361482),Deandre Ayton,16361482,C/UTIL,7100,MIL@PHO 02/10/2021 10:00PM ET,PHO,35.86
PG/SG,Collin Sexton (16361487),Collin Sexton,16361487,PG/SG/G/UTIL,7000,CLE@DEN 02/10/2021 09:00PM ET,CLE,34.69
PG,Jamal Murray (16361491),Jamal Murray,16361491,PG/G/UTIL,7000,CLE@DEN 02/10/2021 09:00PM ET,DEN,32.79
SG,Malik Beasley (16361484),Malik Beasley,16361484,SG/G/UTIL,7000,LAC@MIN 02/10/2021 08:00PM ET,MIN,33.5
PF/C,Kevin Love (16361494),Kevin Love,16361494,PF/C/F/UTIL,6900,CLE@DEN 02/10/2021 09:00PM ET,CLE,21.75
PG,D'Angelo Russell (16361503),D'Angelo Russell,16361503,PG/G/UTIL,6800,LAC@MIN 02/10/2021 08:00PM ET,MIN,33.48
SG/SF,Norman Powell (16361498),Norman Powell,16361498,SG/SF/F/G/UTIL,6800,TOR@WAS 02/10/2021 07:00PM ET,TOR,24.18
PF/C,Jaren Jackson Jr. (16361506),Jaren Jackson Jr.,16361506,PF/C/F/UTIL,6700,CHA@MEM 02/10/2021 08:00PM ET,MEM,0
PF/C,Thaddeus Young (16361510),Thaddeus Young,16361510,PF/C/F/UTIL,6600,NO@CHI 02/10/2021 09:00PM ET,CHI,27.42
PG,Lonzo Ball (16361518),Lonzo Ball,16361518,PG/G/UTIL,6600,NO@CHI 02/10/2021 09:00PM ET,NO,29.88
SF/PF,OG Anunoby (16361514),OG Anunoby,16361514,SF/PF/F/UTIL,6600,TOR@WAS 02/10/2021 07:00PM ET,TOR,29.93
PF/C,Lauri Markkanen (16361526),Lauri Markkanen,16361526,PF/C/F/UTIL,6500,NO@CHI 02/10/2021 09:00PM ET,CHI,30.70
