"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"49613-14513","SF","Kawhi","Kawhi Leonard","Leonard","47.47931118669181","58","10600","LAC@DEN","LAC","DEN","","","","",""
"49613-55062","C","Nikola","Nikola Jokic","Jokic","43.92027158994932","74","9900","LAC@DEN","DEN","LAC","","","","",""
"49613-80808","PF","Jayson","Jayson Tatum","Tatum","40.51790971898321","67","9400","TOR@BOS","BOS","TOR","","","","",""
"49613-9535","PG","Kyle","Kyle Lowry","Lowry","39.13389664989407","59","8900","TOR@BOS","TOR","BOS","","","","",""
"49613-66108","PG","Jamal","Jamal Murray","Murray","32.63050764698093","59","8500","LAC@DEN","DEN","LAC","","","","",""
"49613-14507","PG","Kemba","Kemba Walker","Walker","34.20175438596491","57","8300","TOR@BOS","BOS","TOR","","","","",""
"49613-12341","SG","Paul","Paul George","George","36.99791717529297","48","8200","LAC@DEN","LAC","DEN","","","","",""
"49613-60021","SF","Pascal","Pascal Siakam","Siakam","39.778688524590166","61","8000","TOR@BOS","TOR","BOS","","","","",""
"49613-24247","SG","Fred","Fred VanVleet","VanVleet","36.316666214554395","54","7900","TOR@BOS","TOR","BOS","","","","",""
"49613-67026","SF","Jaylen","Jaylen Brown","Brown","33.38245699698465","57","7800","TOR@BOS","BOS","TOR","","","","",""
"49613-68090","SF","OG","OG Anunoby","Anunoby","24.286957229393117","69","6000","TOR@BOS","TOR","BOS","","","","",""
"49613-9957","PF","Serge","Serge Ibaka","Ibaka","29.380000443892044","55","5800","TOR@BOS","TOR","BOS","GTD","Ankle","","",""
"49613-23670","SG","Marcus","Marcus Smart","Smart","29.491666666666667","60","5700","TOR@BOS","BOS","TOR","","","","",""
"49613-81529","PF","Daniel","Daniel Theis","Theis","24.426153094951925","65","5600","TOR@BOS","BOS","TOR","","","","",""
"49613-9662","PG","Lou","Lou Williams","Williams","30.103076171875","65","5500","LAC@DEN","LAC","DEN","","","","",""
"49613-84682","PF","Michael","Michael Porter","Porter","18.159999778053976","55","5400","LAC@DEN","DEN","LAC","","","","",""
"49613-24544","SG","Gary","Gary Harris","Harris","20.778570992606028","56","5300","LAC@DEN","DEN","LAC","","","","",""
"49613-14512","PF","Marcus","Marcus Morris","Morris","26.922579857610888","62","5100","LAC@DEN","LAC","DEN","","","","",""
"49613-23831","SF","Jerami","Jerami Grant","Grant","21.670422191351232","71","5000","LAC@DEN","DEN","LAC","","","","",""
"49613-23776","C","Montrezl","Montrezl Harrell","Harrell","33.23333255828373","63","5000","LAC@DEN","LAC","DEN","","","","",""
"49613-9729","PF","Paul","Paul Millsap","Millsap","23.903921089920342","51","4900","LAC@DEN","DEN","LAC","","","","",""
"49613-12474","PG","Patrick","Patrick Beverley","Beverley","22.915685317095587","51","4800","LAC@DEN","LAC","DEN","","","","",""
"49613-70827","C","Ivica","Ivica Zubac","Zubac","21.605555216471355","72","4700","LAC@DEN","LAC","DEN","","","","",""
"49613-40396","PG","Monte","Monte Morris","Morris","18.765753759096746","73","4600","LAC@DEN","DEN","LAC","","","","",""
"49613-9581","C","Marc","Marc Gasol","Gasol","23.602272727272727","44","4400","TOR@BOS","TOR","BOS","","","","",""
"49613-16293","SG","Norman","Norman Powell","Powell","26.16346153846154","52","4300","TOR@BOS","TOR","BOS","","","","",""
"49613-14523","PG","Reggie","Reggie Jackson","Jackson","21.690323368195564","31","4200","LAC@DEN","LAC","DEN","","","","",""
"49613-16790","PG","Brad","Brad Wanamaker","Wanamaker","15.173240124339788","71","4100","TOR@BOS","BOS","TOR","","","","",""
"49613-20277","SG","Torrey","Torrey Craig","Craig","13.177585996430496","58","4100","LAC@DEN","DEN","LAC","","","","",""
"49613-84708","C","Robert","Robert Williams","Williams","17.037931244948815","29","4000","TOR@BOS","BOS","TOR","","","","",""
"49613-84724","SG","Landry","Landry Shamet","Shamet","15.254716981132075","53","4000","LAC@DEN","LAC","DEN","","","","",""
"49613-15405","PF","JaMychal","JaMychal Green","Green","17.049205961681547","63","3900","LAC@DEN","LAC","DEN","","","","",""
"49613-68203","C","Chris","Chris Boucher","Boucher","16.183871361517138","62","3900","TOR@BOS","TOR","BOS","","","","",""
"49613-110313","C","Bol","Bol Bol","Bol","12.257143293108259","7","3800","LAC@DEN","DEN","LAC","","","","",""
"49613-58350","SF","Stanley","Stanley Johnson","Johnson","5.975999755859375","25","3800","TOR@BOS","TOR","BOS","","","","",""
"49613-14516","C","Enes","Enes Kanter","Kanter","20.74482674434267","58","3700","TOR@BOS","BOS","TOR","","","","",""
"49613-15590","C","Mason","Mason Plumlee","Plumlee","19.33442662973873","61","3700","LAC@DEN","DEN","LAC","","","","",""
"49613-66196","SG","P.J.","P.J. Dozier","Dozier","12.46551724137931","29","3600","LAC@DEN","DEN","LAC","","","","",""
"49613-42148","PF","Rondae","Rondae Hollis-Jefferson","Hollis-Jefferson","17.74333292643229","60","3600","TOR@BOS","TOR","BOS","","","","",""
"49613-48598","SF","Semi","Semi Ojeleye","Ojeleye","7.601449275362318","69","3600","TOR@BOS","BOS","TOR","","","","",""
"49613-110318","PF","Grant","Grant Williams","Williams","10.153622834578805","69","3600","TOR@BOS","BOS","TOR","","","","",""
"49613-15744","SG","Rodney","Rodney McGruder","McGruder","8.932143075125557","56","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-111492","PF","Amir","Amir Coffey","Coffey","6.177777608235677","18","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-9483","C","Joakim","Joakim Noah","Noah","8.740000152587891","5","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-101393","SG","Paul","Paul Watson","Watson","7.540000152587891","10","3500","TOR@BOS","TOR","BOS","","","","",""
"49613-110355","SF","Mfiondu","Mfiondu Kabengele","Kabengele","5.683333079020183","12","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-115994","PF","Tyler","Tyler Cook","Cook","3.638461479773888","13","3500","LAC@DEN","DEN","LAC","","","","",""
"49613-110881","C","Vincent","Vincent Poirier","Poirier","5.890909368341619","22","3500","TOR@BOS","BOS","TOR","GTD","Personal","","",""
"49613-58658","SG","Patrick","Patrick McCaw","McCaw","13.289189519108954","37","3500","TOR@BOS","TOR","BOS","GTD","Knee","","",""
"49613-117283","SF","Oshae","Oshae Brissett","Brissett","4.56315773411801","19","3500","TOR@BOS","TOR","BOS","GTD","Knee","","",""
"49613-117285","SF","Vlatko","Vlatko Cancar","Cancar","2.607142857142857","14","3500","LAC@DEN","DEN","LAC","","","","",""
"49613-42661","PF","Noah","Noah Vonleh","Vonleh","9.799999660915798","36","3500","LAC@DEN","DEN","LAC","","","","",""
"49613-12340","PF","Patrick","Patrick Patterson","Patterson","9.21525444418697","59","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-17333","SF","Will","Will Barton","Barton","31.24137931034483","58","3500","LAC@DEN","DEN","LAC","O","Knee","","",""
"49613-112709","SG","Javonte","Javonte Green","Green","8.054166793823242","48","3500","TOR@BOS","BOS","TOR","O","Knee","","",""
"49613-20805","SG","Troy","Troy Daniels","Daniels","6.763829657372008","47","3500","LAC@DEN","DEN","LAC","","","","",""
"49613-112710","C","Tacko","Tacko Fall","Fall","7.785714285714286","7","3500","TOR@BOS","BOS","TOR","","","","",""
"49613-12366","SF","Gordon","Gordon Hayward","Hayward","33.24230722280649","52","3500","TOR@BOS","BOS","TOR","O","Ankle","","",""
"49613-84688","SF","Keita","Keita Bates-Diop","Bates-Diop","13.577273282137783","44","3500","LAC@DEN","DEN","LAC","","","","",""
"49613-110307","PF","Dewan","Dewan Hernandez","Hernandez","5.883333206176758","6","3500","TOR@BOS","TOR","BOS","","","","",""
"49613-110315","SG","Terance","Terance Mann","Mann","6.695121951219512","41","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-110827","SG","Matt","Matt Thomas","Thomas","7.9317076148056405","41","3500","TOR@BOS","TOR","BOS","","","","",""
"49613-110319","PG","Tremont","Tremont Waters","Waters","9.0363637750799","11","3500","TOR@BOS","BOS","TOR","","","","",""
"49613-110321","SG","Romeo","Romeo Langford","Langford","5.771874904632568","32","3500","TOR@BOS","BOS","TOR","","","","",""
"49613-116340","SG","Terence","Terence Davis","Davis","15.040278116861979","72","3500","TOR@BOS","TOR","BOS","","","","",""
"49613-18811","PF","Malcolm","Malcolm Miller","Miller","3.1321427481515065","28","3500","TOR@BOS","TOR","BOS","","","","",""
"49613-41597","PF","Johnathan","Johnathan Motley","Motley","4.3076923076923075","13","3500","LAC@DEN","LAC","DEN","","","","",""
"49613-110332","PG","Carsen","Carsen Edwards","Edwards","6.659459294499578","37","3500","TOR@BOS","BOS","TOR","","","","",""
