,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,predicted_points,actual_points
0,Pascal Siakam,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,36.345666666666666,5.627479999999999,2.02646,2.518314,6.0892409999999995,4.01788,0.524,1.3158,1.63639,39.403,37.0695732,62.900000000000006
1,Nikola Jokić,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,36.32083333333333,6.666746000000001,1.32668,3.582555,8.945913,6.5624,1.20622,1.4187000000000003,2.6658,55.944,46.68374260000001,51.9
2,LeBron James,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,35.63983333333333,5.416640000000001,2.3388999999999998,3.0771010000000003,6.6211079999999995,8.32696,0.13704,1.16589,3.33674,50.894,41.9349006,51.1
3,Anthony Davis,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,36.213499999999996,7.302274000000001,1.32668,5.450373,7.544463,3.6304399999999997,0.97146,1.5489600000000001,1.7302899999999997,52.82899999999999,44.3649466,69.6
4,Gordon Hayward,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,38.41383333333333,4.8771580000000005,1.84456,2.8202249999999998,7.613856,4.76136,0.77818,1.07727,1.71118,42.50799999999999,38.2420582,48.0
5,Steven Adams,OKLAHOMA CITY THUNDER,2020-02-21,HOME,DENVER NUGGETS,29.724666666666668,5.436344,0.87086,1.5980529999999997,8.320152,3.17356,1.23054,1.3479299999999999,1.6466699999999999,30.851,35.9165834,60.4
6,Luka Dončić,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,31.399,4.657418,2.51652,5.624847000000001,6.6948360000000005,5.23604,0.22568000000000005,1.16619,2.23097,46.123,40.3217462,57.0
7,Dejounte Murray,SAN ANTONIO SPURS,2020-02-21,AWAY,UTAH JAZZ,28.031833333333335,4.976750000000001,1.14478,3.426869,6.297453,5.119,0.33664,1.27521,1.6618699999999995,36.489000000000004,35.2238326,48.4
8,Kristaps Porziņģis,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,31.122,3.2241180000000007,2.48442,5.482469000000001,6.928674,3.23268,0.85216,1.26336,1.46353,49.02700000000001,37.43042380000001,56.5
9,Daniel Theis,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,26.098666666666666,4.014916,1.0377800000000001,3.0351909999999998,7.582497,2.73512,1.01952,1.0917600000000003,1.1920200000000003,23.566000000000003,32.521859400000004,45.2
10,Nikola Vučević,ORLANDO MAGIC,2020-02-21,HOME,DALLAS MAVERICKS,35.60916666666667,4.7544,2.06284,1.5699680000000003,7.8451889999999995,5.19324,1.00782,1.32834,2.03903,47.897000000000006,39.44082480000001,57.9
11,Jayson Tatum,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,39.544666666666664,3.8047440000000012,2.72196,5.382383,6.778005,3.55344,0.82388,1.43127,1.8368,49.099999999999994,39.55016700000001,49.7
12,Maxi Kleber,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,24.0215,2.85602,1.42298,1.610875,5.343012,2.43988,0.9511799999999999,0.9435300000000001,1.1272100000000003,15.180999999999997,26.220209399999998,33.1
