Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (16420179),Nikola Jokic,16420179,C/UTIL,11000,DEN@WAS 02/17/2021 08:00PM ET,DEN,59.62
C,Joel Embiid (16420181),Joel Embiid,16420181,C/UTIL,10800,HOU@PHI 02/17/2021 07:30PM ET,PHI,52.22
PG,Stephen Curry (16420183),Stephen Curry,16420183,PG/G/UTIL,10500,MIA@GS 02/17/2021 10:00PM ET,GS,49.20
PG,Damian Lillard (16420186),Damian Lillard,16420186,PG/G/UTIL,10300,POR@NO 02/17/2021 09:00PM ET,POR,49.28
C,Nikola Vucevic (16420189),Nikola Vucevic,16420189,C/UTIL,10100,NY@ORL 02/17/2021 07:00PM ET,ORL,47.93
PG,Russell Westbrook (16420191),Russell Westbrook,16420191,PG/G/UTIL,10000,DEN@WAS 02/17/2021 08:00PM ET,WAS,47.44
SF,Kawhi Leonard (16420194),Kawhi Leonard,16420194,SF/F/UTIL,9900,UTA@LAC 02/17/2021 10:00PM ET,LAC,46.66
SG,Bradley Beal (16420197),Bradley Beal,16420197,SG/G/UTIL,9800,DEN@WAS 02/17/2021 08:00PM ET,WAS,49.87
PF/C,Domantas Sabonis (16420200),Domantas Sabonis,16420200,PF/C/F/UTIL,9700,IND@MIN 02/17/2021 08:00PM ET,IND,46.95
PG,Trae Young (16420204),Trae Young,16420204,PG/G/UTIL,9600,ATL@BOS 02/17/2021 07:30PM ET,ATL,46.51
PF/C,Julius Randle (16420207),Julius Randle,16420207,PF/C/F/UTIL,9500,NY@ORL 02/17/2021 07:00PM ET,NY,47.54
SG,Zach LaVine (16420211),Zach LaVine,16420211,SG/G/UTIL,9400,DET@CHI 02/17/2021 08:00PM ET,CHI,45.86
C,Karl-Anthony Towns (16420214),Karl-Anthony Towns,16420214,C/UTIL,9300,IND@MIN 02/17/2021 08:00PM ET,MIN,45.66
PG/SF,Ben Simmons (16420216),Ben Simmons,16420216,PG/SF/F/G/UTIL,9200,HOU@PHI 02/17/2021 07:30PM ET,PHI,41.97
SG,Paul George (16420221),Paul George,16420221,SG/G/UTIL,9100,UTA@LAC 02/17/2021 10:00PM ET,LAC,43.88
SF,Jimmy Butler (16420224),Jimmy Butler,16420224,SF/F/UTIL,8800,MIA@GS 02/17/2021 10:00PM ET,MIA,44.38
SF/PF,Jayson Tatum (16420227),Jayson Tatum,16420227,SF/PF/F/UTIL,8700,ATL@BOS 02/17/2021 07:30PM ET,BOS,44.94
C,Bam Adebayo (16420231),Bam Adebayo,16420231,C/UTIL,8600,MIA@GS 02/17/2021 10:00PM ET,MIA,42.81
PG/SG,Shai Gilgeous-Alexander (16420233),Shai Gilgeous-Alexander,16420233,PG/SG/G/UTIL,8500,OKC@MEM 02/17/2021 09:00PM ET,OKC,41.98
SF/PF,Brandon Ingram (16420237),Brandon Ingram,16420237,SF/PF/F/UTIL,8400,POR@NO 02/17/2021 09:00PM ET,NO,41.34
PG/SG,Donovan Mitchell (16420241),Donovan Mitchell,16420241,PG/SG/G/UTIL,8300,UTA@LAC 02/17/2021 10:00PM ET,UTA,39.66
PF/C,Zion Williamson (16420245),Zion Williamson,16420245,PF/C/F/UTIL,8200,POR@NO 02/17/2021 09:00PM ET,NO,40.41
C,Christian Wood (16420249),Christian Wood,16420249,C/UTIL,8100,HOU@PHI 02/17/2021 07:30PM ET,HOU,42.5
PG,CJ McCollum (16420251),CJ McCollum,16420251,PG/G/UTIL,8000,POR@NO 02/17/2021 09:00PM ET,POR,44.48
SG/SF,Jaylen Brown (16420254),Jaylen Brown,16420254,SG/SF/F/G/UTIL,7900,ATL@BOS 02/17/2021 07:30PM ET,BOS,41.97
PG,John Wall (16420259),John Wall,16420259,PG/G/UTIL,7800,HOU@PHI 02/17/2021 07:30PM ET,HOU,36.76
PG/SG,Malcolm Brogdon (16420262),Malcolm Brogdon,16420262,PG/SG/G/UTIL,7700,IND@MIN 02/17/2021 08:00PM ET,IND,40.33
