slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
hardeja01,James Harden,HOUSTON ROCKETS,HOME,NEW YORK KNICKS,WIN,2212,12,27,5,13,8,10,0,2,10,3,0,1,1,31.3
davisan02,Anthony Davis,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,LOSS,2331,12,22,0,2,6,8,4,11,2,0,2,1,1,26.1
porteot01,Otto Porter,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2212,9,15,1,1,5,5,3,7,2,3,1,0,2,25.6
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,AWAY,SACRAMENTO KINGS,WIN,2306,13,25,2,7,5,5,2,2,5,1,0,2,2,24.4
westbru01,Russell Westbrook,OKLAHOMA CITY THUNDER,AWAY,DALLAS MAVERICKS,LOSS,2373,9,19,4,8,6,9,1,11,9,1,0,4,2,23.6
paytoel01,Elfrid Payton,ORLANDO MAGIC,AWAY,PHILADELPHIA 76ERS,LOSS,1744,9,17,3,5,1,2,5,3,9,1,0,2,0,23.0
mccontj01,T.J. McConnell,PHILADELPHIA 76ERS,HOME,ORLANDO MAGIC,WIN,2207,7,12,1,1,0,0,1,6,13,3,1,1,2,22.9
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,UTAH JAZZ,LOSS,2337,10,18,0,1,7,9,3,10,5,0,0,3,3,22.0
hieldbu01,Buddy Hield,SACRAMENTO KINGS,HOME,LOS ANGELES CLIPPERS,LOSS,1558,10,18,7,9,0,0,2,3,2,0,1,1,0,21.8
redicjj01,J.J. Redick,PHILADELPHIA 76ERS,HOME,ORLANDO MAGIC,WIN,1990,10,18,8,12,1,1,2,3,1,0,0,1,2,21.6
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,WASHINGTON WIZARDS,WIN,2443,9,17,2,8,9,10,0,6,6,0,1,5,2,21.2
oquinky01,Kyle O'Quinn,NEW YORK KNICKS,AWAY,HOUSTON ROCKETS,LOSS,1571,7,9,0,0,6,8,2,13,4,1,2,3,5,21.2
horfoal01,Al Horford,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,1904,8,15,3,4,2,2,1,4,6,0,3,1,1,20.5
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,WIN,2173,9,19,4,8,2,2,0,4,2,2,2,0,0,20.3
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,MILWAUKEE BUCKS,WIN,1762,9,16,6,10,0,3,0,4,4,2,0,1,2,19.4
irvinky01,Kyrie Irving,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,2048,11,20,1,4,2,2,1,3,6,1,0,3,1,18.8
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,OKLAHOMA CITY THUNDER,WIN,1338,7,10,4,7,1,1,0,5,4,2,0,2,1,18.7
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2109,10,24,3,10,3,4,0,1,7,2,2,3,0,18.4
saricda01,Dario Šarić,PHILADELPHIA 76ERS,HOME,ORLANDO MAGIC,WIN,2026,8,13,1,4,4,4,3,4,4,0,0,2,2,18.4
anderky01,Kyle Anderson,SAN ANTONIO SPURS,AWAY,CHARLOTTE HORNETS,WIN,1878,6,8,0,0,2,2,1,4,3,5,0,2,0,17.8
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,WIN,2188,9,25,3,13,6,6,0,4,6,1,0,1,2,17.7
beaslmi01,Michael Beasley,NEW YORK KNICKS,AWAY,HOUSTON ROCKETS,LOSS,2163,14,23,0,1,2,5,3,5,2,0,1,6,1,17.6
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,PHILADELPHIA 76ERS,LOSS,2118,4,10,2,4,6,6,1,8,2,1,2,0,0,17.5
favorde01,Derrick Favors,UTAH JAZZ,HOME,MILWAUKEE BUCKS,WIN,1740,6,8,0,0,4,7,1,5,2,1,2,1,0,16.6
inglejo01,Joe Ingles,UTAH JAZZ,HOME,MILWAUKEE BUCKS,WIN,1994,5,9,5,8,0,0,0,1,9,1,0,1,2,16.5
brogdma01,Malcolm Brogdon,MILWAUKEE BUCKS,AWAY,UTAH JAZZ,LOSS,1607,7,9,4,5,1,1,0,4,2,0,1,2,1,16.4
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,CHARLOTTE HORNETS,WIN,2009,6,13,0,1,5,5,2,5,4,0,2,0,3,16.2
roziete01,Terry Rozier,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,1221,7,9,2,3,1,1,0,1,2,1,0,0,0,16.2
bledser01,Eric Bledsoe,MILWAUKEE BUCKS,AWAY,UTAH JAZZ,LOSS,1857,7,13,1,4,3,3,0,2,7,2,1,3,2,16.1
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,AWAY,GOLDEN STATE WARRIORS,LOSS,2392,8,20,3,8,5,6,1,5,6,0,1,3,2,16.1
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,2074,7,8,1,2,0,0,0,6,5,2,0,3,1,16.1
willilo02,Lou Williams,LOS ANGELES CLIPPERS,AWAY,SACRAMENTO KINGS,WIN,2171,6,14,4,7,2,2,0,3,8,4,1,6,1,15.4
