slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2184,15,23,2,3,5,5,4,6,11,2,0,2,1,38.8
jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,PHOENIX SUNS,LOSS,2258,16,24,3,8,3,5,0,5,6,2,1,3,1,31.8
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,WASHINGTON WIZARDS,WIN,1982,11,18,2,3,11,14,0,5,10,1,0,4,1,30.7
murraja01,Jamal Murray,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2279,10,17,1,5,3,3,1,2,6,2,0,1,2,21.8
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1979,10,15,0,3,7,10,0,8,3,1,2,3,4,21.6
georgpa01,Paul George,LOS ANGELES CLIPPERS,AWAY,BOSTON CELTICS,LOSS,2319,12,26,5,15,3,3,2,3,4,1,0,2,4,21.1
meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,WASHINGTON WIZARDS,WIN,1581,6,11,6,10,2,2,0,4,5,2,0,0,1,21.0
jacksre01,Reggie Jackson,LOS ANGELES CLIPPERS,AWAY,BOSTON CELTICS,LOSS,2212,10,14,5,6,0,0,0,3,7,0,0,3,3,20.8
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,1784,2,5,0,0,6,6,0,4,11,4,0,0,1,19.8
westbru01,Russell Westbrook,WASHINGTON WIZARDS,HOME,MEMPHIS GRIZZLIES,LOSS,2131,8,16,3,7,4,9,0,6,15,3,0,8,3,19.1
walkeke02,Kemba Walker,BOSTON CELTICS,HOME,LOS ANGELES CLIPPERS,WIN,2029,8,19,6,12,3,4,1,3,6,0,0,1,1,18.9
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,LOS ANGELES LAKERS,WIN,2132,6,10,3,6,4,4,3,4,5,0,0,2,1,18.8
quickim01,Immanuel Quickley,NEW YORK KNICKS,AWAY,SAN ANTONIO SPURS,LOSS,1752,8,21,6,13,4,4,2,2,4,1,0,2,0,18.3
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1746,6,12,3,6,5,8,1,3,6,1,0,1,1,18.2
lylestr01,Trey Lyles,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,1804,7,13,4,6,0,0,1,4,2,2,0,0,1,16.6
williro04,Robert Williams,BOSTON CELTICS,HOME,LOS ANGELES CLIPPERS,WIN,1301,4,5,0,0,5,8,2,6,4,0,3,1,1,16.6
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,WASHINGTON WIZARDS,WIN,2050,6,9,1,1,1,2,3,2,2,4,0,1,2,16.0
murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,NEW YORK KNICKS,WIN,1853,6,16,3,7,2,2,1,5,6,3,0,1,2,15.8
bookede01,Devin Booker,PHOENIX SUNS,AWAY,LOS ANGELES LAKERS,WIN,1421,7,12,1,3,2,2,0,3,6,3,0,3,2,15.7
brownja02,Jaylen Brown,BOSTON CELTICS,HOME,LOS ANGELES CLIPPERS,WIN,2034,8,14,2,3,0,0,2,3,2,1,0,1,2,14.3
saricda01,Dario Šarić,PHOENIX SUNS,AWAY,LOS ANGELES LAKERS,WIN,1580,7,17,2,5,5,6,1,4,3,1,0,2,1,14.1
bartowi01,Will Barton,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2068,6,11,2,6,0,0,0,8,5,1,1,2,1,13.9
thomptr01,Tristan Thompson,BOSTON CELTICS,HOME,LOS ANGELES CLIPPERS,WIN,1284,6,10,0,0,1,2,5,4,2,0,1,1,0,13.8
