Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Russell Westbrook (16815328),Russell Westbrook,16815328,PG/G/UTIL,11000,DET@WAS 03/27/2021 08:00PM ET,WAS,53.11
PF/C,Giannis Antetokounmpo (16815336),Giannis Antetokounmpo,16815336,PF/C/F/UTIL,10800,NY@MIL 03/27/2021 08:00PM ET,MIL,57.52
PG/SF,Luka Doncic (16815331),Luka Doncic,16815331,PG/SF/F/G/UTIL,10800,DAL@NO 03/27/2021 09:00PM ET,DAL,56.55
PF/C,Julius Randle (16815340),Julius Randle,16815340,PF/C/F/UTIL,10200,NY@MIL 03/27/2021 08:00PM ET,NY,48.13
C,Joel Embiid (16815344),Joel Embiid,16815344,C/UTIL,10100,PHI@LAC 03/27/2021 10:00PM ET,PHI,54.33
C,Karl-Anthony Towns (16815346),Karl-Anthony Towns,16815346,C/UTIL,9700,HOU@MIN 03/27/2021 08:00PM ET,MIN,48
C,Nikola Vucevic (16815348),Nikola Vucevic,16815348,C/UTIL,9500,CHI@SA 03/27/2021 08:30PM ET,CHI,49.58
SG,Bradley Beal (16815350),Bradley Beal,16815350,SG/G/UTIL,9200,DET@WAS 03/27/2021 08:00PM ET,WAS,47.86
PG/SG,Donovan Mitchell (16815356),Donovan Mitchell,16815356,PG/SG/G/UTIL,9000,MEM@UTA 03/27/2021 09:00PM ET,UTA,42.55
PG,De'Aaron Fox (16815353),De'Aaron Fox,16815353,PG/G/UTIL,9000,CLE@SAC 03/27/2021 10:00PM ET,SAC,42.99
SF,Kawhi Leonard (16815360),Kawhi Leonard,16815360,SF/F/UTIL,8800,PHI@LAC 03/27/2021 10:00PM ET,LAC,45.85
PG/SF,Ben Simmons (16815363),Ben Simmons,16815363,PG/SF/F/G/UTIL,8800,PHI@LAC 03/27/2021 10:00PM ET,PHI,40.90
PF/C,Zion Williamson (16815368),Zion Williamson,16815368,PF/C/F/UTIL,8700,DAL@NO 03/27/2021 09:00PM ET,NO,42.54
SG,Zach LaVine (16815372),Zach LaVine,16815372,SG/G/UTIL,8500,CHI@SA 03/27/2021 08:30PM ET,CHI,44.41
SF/PF,Tobias Harris (16815375),Tobias Harris,16815375,SF/PF/F/UTIL,8500,PHI@LAC 03/27/2021 10:00PM ET,PHI,39.42
C,Christian Wood (16815391),Christian Wood,16815391,C/UTIL,8500,HOU@MIN 03/27/2021 08:00PM ET,HOU,40.77
PF,Jayson Tatum (16815379),Jayson Tatum,16815379,PF/F/UTIL,8400,BOS@OKC 03/27/2021 09:00PM ET,BOS,44.08
PG,John Wall (16815398),John Wall,16815398,PG/G/UTIL,8400,HOU@MIN 03/27/2021 08:00PM ET,HOU,37.92
SG,Paul George (16815382),Paul George,16815382,SG/G/UTIL,8300,PHI@LAC 03/27/2021 10:00PM ET,LAC,41.54
SG/SF,Khris Middleton (16815393),Khris Middleton,16815393,SG/SF/F/G/UTIL,8200,NY@MIL 03/27/2021 08:00PM ET,MIL,38.85
PG,Shai Gilgeous-Alexander (16815385),Shai Gilgeous-Alexander,16815385,PG/G/UTIL,8200,BOS@OKC 03/27/2021 09:00PM ET,OKC,41
