Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Giannis Antetokounmpo (16204042),Giannis Antetokounmpo,16204042,PF/C/F/UTIL,10500,LAL@MIL 01/21/2021 07:30PM ET,MIL,52.73
PG,Stephen Curry (16204046),Stephen Curry,16204046,PG/G/UTIL,9600,NY@GS 01/21/2021 10:00PM ET,GS,47.84
PF/C,Anthony Davis (16204049),Anthony Davis,16204049,PF/C/F/UTIL,9400,LAL@MIL 01/21/2021 07:30PM ET,LAL,44.29
PG/SF,LeBron James (16204053),LeBron James,16204053,PG/SF/F/G/UTIL,9200,LAL@MIL 01/21/2021 07:30PM ET,LAL,47.33
PF/C,Julius Randle (16204058),Julius Randle,16204058,PF/C/F/UTIL,8800,NY@GS 01/21/2021 10:00PM ET,NY,47.75
SF/PF,Brandon Ingram (16204062),Brandon Ingram,16204062,SF/PF/F/UTIL,8500,NO@UTA 01/21/2021 10:00PM ET,NO,41.17
PG/SG,Donovan Mitchell (16204066),Donovan Mitchell,16204066,PG/SG/G/UTIL,7900,NO@UTA 01/21/2021 10:00PM ET,UTA,38.04
PF/C,Zion Williamson (16204070),Zion Williamson,16204070,PF/C/F/UTIL,7700,NO@UTA 01/21/2021 10:00PM ET,NO,38.29
SF,Khris Middleton (16204074),Khris Middleton,16204074,SF/F/UTIL,7600,LAL@MIL 01/21/2021 07:30PM ET,MIL,41.25
C,Rudy Gobert (16204077),Rudy Gobert,16204077,C/UTIL,7200,NO@UTA 01/21/2021 10:00PM ET,UTA,37.91
SG/SF,RJ Barrett (16204079),RJ Barrett,16204079,SG/SF/F/G/UTIL,6900,NY@GS 01/21/2021 10:00PM ET,NY,33.83
PG,Jrue Holiday (16204084),Jrue Holiday,16204084,PG/G/UTIL,6600,LAL@MIL 01/21/2021 07:30PM ET,MIL,34.05
PG,Mike Conley (16204087),Mike Conley,16204087,PG/G/UTIL,6500,NO@UTA 01/21/2021 10:00PM ET,UTA,33.89
PG/SG,Dennis Schroder (16204090),Dennis Schroder,16204090,PG/SG/G/UTIL,6300,LAL@MIL 01/21/2021 07:30PM ET,LAL,29.22
SG/SF,Andrew Wiggins (16204094),Andrew Wiggins,16204094,SG/SF/F/G/UTIL,6200,NY@GS 01/21/2021 10:00PM ET,GS,31.36
PG/SG,Jordan Clarkson (16204099),Jordan Clarkson,16204099,PG/SG/G/UTIL,6100,NO@UTA 01/21/2021 10:00PM ET,UTA,29.57
C,Mitchell Robinson (16204103),Mitchell Robinson,16204103,C/UTIL,6000,NY@GS 01/21/2021 10:00PM ET,NY,25.73
PG,Elfrid Payton (16204105),Elfrid Payton,16204105,PG/G/UTIL,5800,NY@GS 01/21/2021 10:00PM ET,NY,25.3
SF/PF,Kelly Oubre Jr. (16204110),Kelly Oubre Jr.,16204110,SF/PF/F/UTIL,5700,NY@GS 01/21/2021 10:00PM ET,GS,25.05
C,Steven Adams (16204108),Steven Adams,16204108,C/UTIL,5700,NO@UTA 01/21/2021 10:00PM ET,NO,28.44
PF/C,Draymond Green (16204114),Draymond Green,16204114,PF/C/F/UTIL,5500,NY@GS 01/21/2021 10:00PM ET,GS,23.18
PG,Lonzo Ball (16204118),Lonzo Ball,16204118,PG/G/UTIL,5500,NO@UTA 01/21/2021 10:00PM ET,NO,27
SG,Alec Burks (16204121),Alec Burks,16204121,SG/G/UTIL,5300,NY@GS 01/21/2021 10:00PM ET,NY,34.58
PG/SG,Eric Bledsoe (16204124),Eric Bledsoe,16204124,PG/SG/G/UTIL,5300,NO@UTA 01/21/2021 10:00PM ET,NO,24.29
C,Montrezl Harrell (16204128),Montrezl Harrell,16204128,C/UTIL,5200,LAL@MIL 01/21/2021 07:30PM ET,LAL,26.58
C,Brook Lopez (16204130),Brook Lopez,16204130,C/UTIL,5100,LAL@MIL 01/21/2021 07:30PM ET,MIL,23.04
SF/PF,Kyle Kuzma (16204136),Kyle Kuzma,16204136,SF/PF/F/UTIL,5000,LAL@MIL 01/21/2021 07:30PM ET,LAL,21.83
SF/PF,Bojan Bogdanovic (16204132),Bojan Bogdanovic,16204132,SF/PF/F/UTIL,5000,NO@UTA 01/21/2021 10:00PM ET,UTA,21.84
PG/SG,Donte DiVincenzo (16204144),Donte DiVincenzo,16204144,PG/SG/G/UTIL,4900,LAL@MIL 01/21/2021 07:30PM ET,MIL,22.5
PG/SG,Nickeil Alexander-Walker (16204140),Nickeil Alexander-Walker,16204140,PG/SG/G/UTIL,4900,NO@UTA 01/21/2021 10:00PM ET,NO,19.89
SF/PF,Royce O'Neale (16204148),Royce O'Neale,16204148,SF/PF/F/UTIL,4800,NO@UTA 01/21/2021 10:00PM ET,UTA,22.09
SF/PF,Eric Paschall (16204152),Eric Paschall,16204152,SF/PF/F/UTIL,4600,NY@GS 01/21/2021 10:00PM ET,GS,19.42
C,James Wiseman (16204159),James Wiseman,16204159,C/UTIL,4500,NY@GS 01/21/2021 10:00PM ET,GS,23.04
SF,Josh Hart (16204156),Josh Hart,16204156,SF/F/UTIL,4500,NO@UTA 01/21/2021 10:00PM ET,NO,22.25
SG/SF,Reggie Bullock (16204170),Reggie Bullock,16204170,SG/SF/F/G/UTIL,4300,NY@GS 01/21/2021 10:00PM ET,NY,18.29
PF/C,Bobby Portis (16204161),Bobby Portis,16204161,PF/C/F/UTIL,4300,LAL@MIL 01/21/2021 07:30PM ET,MIL,25.66
SG/SF,Joe Ingles (16204165),Joe Ingles,16204165,SG/SF/F/G/UTIL,4300,NO@UTA 01/21/2021 10:00PM ET,UTA,21.35
PG,Immanuel Quickley (16204175),Immanuel Quickley,16204175,PG/G/UTIL,4100,NY@GS 01/21/2021 10:00PM ET,NY,18.14
PG/SG,Austin Rivers (16204178),Austin Rivers,16204178,PG/SG/G/UTIL,3900,NY@GS 01/21/2021 10:00PM ET,NY,17.11
SG/SF,Kentavious Caldwell-Pope (16204182),Kentavious Caldwell-Pope,16204182,SG/SF/F/G/UTIL,3700,LAL@MIL 01/21/2021 07:30PM ET,LAL,18.20
C,Nerlens Noel (16204189),Nerlens Noel,16204189,C/UTIL,3600,NY@GS 01/21/2021 10:00PM ET,NY,13.29
C,Marc Gasol (16204187),Marc Gasol,16204187,C/UTIL,3600,LAL@MIL 01/21/2021 07:30PM ET,LAL,17.02
PG/SG,Damion Lee (16204199),Damion Lee,16204199,PG/SG/G/UTIL,3500,NY@GS 01/21/2021 10:00PM ET,GS,15.18
SF,Talen Horton-Tucker (16204191),Talen Horton-Tucker,16204191,SF/F/UTIL,3500,LAL@MIL 01/21/2021 07:30PM ET,LAL,15.15
SG/SF,JJ Redick (16204194),JJ Redick,16204194,SG/SF/F/G/UTIL,3500,NO@UTA 01/21/2021 10:00PM ET,NO,13.65
SF,Pat Connaughton (16204203),Pat Connaughton,16204203,SF/F/UTIL,3400,LAL@MIL 01/21/2021 07:30PM ET,MIL,16.41
C,Derrick Favors (16204206),Derrick Favors,16204206,C/UTIL,3400,NO@UTA 01/21/2021 10:00PM ET,UTA,17.29
SF,Kent Bazemore (16204212),Kent Bazemore,16204212,SF/F/UTIL,3300,NY@GS 01/21/2021 10:00PM ET,GS,13.42
PF/C,Markieff Morris (16204208),Markieff Morris,16204208,PF/C/F/UTIL,3300,LAL@MIL 01/21/2021 07:30PM ET,LAL,11.5
SF/PF,Kevin Knox II (16204215),Kevin Knox II,16204215,SF/PF/F/UTIL,3200,NY@GS 01/21/2021 10:00PM ET,NY,13.85
PF,Obi Toppin (16204223),Obi Toppin,16204223,PF/F/UTIL,3200,NY@GS 01/21/2021 10:00PM ET,NY,11.75
C,Kevon Looney (16204226),Kevon Looney,16204226,C/UTIL,3200,NY@GS 01/21/2021 10:00PM ET,GS,11.43
PG/SG,Alex Caruso (16204219),Alex Caruso,16204219,PG/SG/G/UTIL,3200,LAL@MIL 01/21/2021 07:30PM ET,LAL,15.08
PG,Brad Wanamaker (16204234),Brad Wanamaker,16204234,PG/G/UTIL,3100,NY@GS 01/21/2021 10:00PM ET,GS,13.30
PG/SG,Bryn Forbes (16204237),Bryn Forbes,16204237,PG/SG/G/UTIL,3100,LAL@MIL 01/21/2021 07:30PM ET,MIL,10.21
SF/PF,Georges Niang (16204228),Georges Niang,16204228,SF/PF/F/UTIL,3100,NO@UTA 01/21/2021 10:00PM ET,UTA,7.59
C,Jaxson Hayes (16204232),Jaxson Hayes,16204232,C/UTIL,3100,NO@UTA 01/21/2021 10:00PM ET,NO,10.64
C,Marquese Chriss (16204241),Marquese Chriss,16204241,C/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,17.88
SG,Klay Thompson (16204264),Klay Thompson,16204264,SG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,0
SG,Mychal Mulder (16204267),Mychal Mulder,16204267,SG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,6.42
PG/SG,Jordan Poole (16204270),Jordan Poole,16204270,PG/SG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,7.83
PF/C,Alen Smailagic (16204274),Alen Smailagic,16204274,PF/C/F/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,0
PG,Nico Mannion (16204278),Nico Mannion,16204278,PG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,5.5
PF,Juan Toscano-Anderson (16204291),Juan Toscano-Anderson,16204291,PF/F/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,GS,11.83
PF/C,Taj Gibson (16204331),Taj Gibson,16204331,PF/C/F/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,0
SG,Theo Pinson (16204335),Theo Pinson,16204335,SG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,0.21
PG,Dennis Smith Jr. (16204338),Dennis Smith Jr.,16204338,PG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,7.17
SG,Jared Harper (16204341),Jared Harper,16204341,SG/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,0.5
PG/SF,Frank Ntilikina (16204344),Frank Ntilikina,16204344,PG/SF/F/G/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,8.75
SF/PF,Ignas Brazdeikis (16204349),Ignas Brazdeikis,16204349,SF/PF/F/UTIL,3000,NY@GS 01/21/2021 10:00PM ET,NY,1.38
PG,D.J. Augustin (16204243),D.J. Augustin,16204243,PG/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,12.08
SG/SF,Torrey Craig (16204246),Torrey Craig,16204246,SG/SF/F/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,4.75
PF,Thanasis Antetokounmpo (16204251),Thanasis Antetokounmpo,16204251,PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,6.88
PF/C,D.J. Wilson (16204254),D.J. Wilson,16204254,PF/C/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,9.39
PF,Mamadi Diakite (16204258),Mamadi Diakite,16204258,PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,0
SG,Sam Merrill (16204261),Sam Merrill,16204261,SG/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,6.11
PG,Jaylen Adams (16204284),Jaylen Adams,16204284,PG/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,0
SF/PF,Jordan Nwora (16204287),Jordan Nwora,16204287,SF/PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,MIL,9.53
SF/PF,Jared Dudley (16204311),Jared Dudley,16204311,SF/PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,2.08
SG,Wesley Matthews (16204315),Wesley Matthews,16204315,SG/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,10.25
SF/PF,Alfonzo McKinnie (16204318),Alfonzo McKinnie,16204318,SF/PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,3.42
PG,Quinn Cook (16204322),Quinn Cook,16204322,PG/G/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,3.25
PF,Devontae Cacok (16204325),Devontae Cacok,16204325,PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,0
PF,Kostas Antetokounmpo (16204328),Kostas Antetokounmpo,16204328,PF/F/UTIL,3000,LAL@MIL 01/21/2021 07:30PM ET,LAL,8
PG,Shaquille Harrison (16204281),Shaquille Harrison,16204281,PG/G/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,3.61
PF,Jarrell Brantley (16204294),Jarrell Brantley,16204294,PF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,1.62
PF,Juwan Morgan (16204297),Juwan Morgan,16204297,PF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,1.25
SG,Trent Forrest (16204300),Trent Forrest,16204300,SG/G/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,2.75
C,Udoka Azubuike (16204303),Udoka Azubuike,16204303,C/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,3.11
SF,Elijah Hughes (16204305),Elijah Hughes,16204305,SF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,4.83
SG,Miye Oni (16204308),Miye Oni,16204308,SG/G/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,UTA,5.42
SG/SF,Sindarius Thornwell (16204353),Sindarius Thornwell,16204353,SG/SF/F/G/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,3.12
C,Guillermo Hernangomez (16204358),Guillermo Hernangomez,16204358,C/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,6.62
C,Will Magnay (16204360),Will Magnay,16204360,C/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,0
SF/PF,Wenyen Gabriel (16204362),Wenyen Gabriel,16204362,SF/PF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,0
SF/PF,Naji Marshall (16204366),Naji Marshall,16204366,SF/PF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,1.38
PG,Kira Lewis Jr. (16204370),Kira Lewis Jr.,16204370,PG/G/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,7.75
PF,Nicolo Melli (16204373),Nicolo Melli,16204373,PF/F/UTIL,3000,NO@UTA 01/21/2021 10:00PM ET,NO,7.75
