,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
8,Duncan Robinson,SG,LAL@MIA,MIA,40.95,$8189,$9000,-$811,20.64, , ,0.7678299176219829,0.0
20,Talen Horton-Tucker,SG,LAL@MIA,LAL,9.88,$1976,$6000,-$4024,12.07, , ,0.0,0.0
23,Derrick Jones,SF,LAL@MIA,MIA,16.61,$3321,$6000,-$2679,19.16, , ,0.0,0.0
25,Dion Waiters,SF,LAL@MIA,LAL,17.1,$3420,$6000,-$2580,18.38, , ,0.0,0.0
21,Gabe Vincent,PG,LAL@MIA,MIA,8.71,$1741,$6000,-$4259,5.67,GTD,Knee,0.0,0.0
26,Quinn Cook,PG,LAL@MIA,LAL,4.2,$840,$6000,-$5160,8.36, , ,0.0,0.0
14,Kyle Kuzma,PF,LAL@MIA,LAL,28.78,$5756,$8000,-$2244,21.32, , ,0.0,0.0
28,Kostas Antetokounmpo,PF,LAL@MIA,LAL,10.59,$2118,$6000,-$3882,2.52, , ,0.0,0.0
30,Meyers Leonard,C,LAL@MIA,MIA,26.15,$5230,$6000,-$770,14.74, , ,0.0,0.0
