Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF,Kawhi Leonard (15346595),Kawhi Leonard,15346595,CPT,17100,LAC@DEN 09/13/2020 01:00PM ET,LAC,49.62
C,Nikola Jokic (15346596),Nikola Jokic,15346596,CPT,16200,LAC@DEN 09/13/2020 01:00PM ET,DEN,46.89
PG/SG,Jamal Murray (15346597),Jamal Murray,15346597,CPT,15000,LAC@DEN 09/13/2020 01:00PM ET,DEN,35.60
SG,Paul George (15346598),Paul George,15346598,CPT,14400,LAC@DEN 09/13/2020 01:00PM ET,LAC,38.29
PG,Will Barton (15346599),Will Barton,15346599,CPT,13500,LAC@DEN 09/13/2020 01:00PM ET,DEN,31.88
PG/SG,Lou Williams (15346600),Lou Williams,15346600,CPT,12600,LAC@DEN 09/13/2020 01:00PM ET,LAC,30.72
SF,Kawhi Leonard (15346561),Kawhi Leonard,15346561,UTIL,11400,LAC@DEN 09/13/2020 01:00PM ET,LAC,49.62
SF/PF,Michael Porter Jr. (15346601),Michael Porter Jr.,15346601,CPT,11400,LAC@DEN 09/13/2020 01:00PM ET,DEN,19.70
C,Nikola Jokic (15346562),Nikola Jokic,15346562,UTIL,10800,LAC@DEN 09/13/2020 01:00PM ET,DEN,46.89
C,Ivica Zubac (15346602),Ivica Zubac,15346602,CPT,10500,LAC@DEN 09/13/2020 01:00PM ET,LAC,21.48
PG/SG,Jamal Murray (15346563),Jamal Murray,15346563,UTIL,10000,LAC@DEN 09/13/2020 01:00PM ET,DEN,35.60
SG,Paul George (15346564),Paul George,15346564,UTIL,9600,LAC@DEN 09/13/2020 01:00PM ET,LAC,38.29
SF/PF,Jerami Grant (15346603),Jerami Grant,15346603,CPT,9600,LAC@DEN 09/13/2020 01:00PM ET,DEN,21.20
PG,Will Barton (15346565),Will Barton,15346565,UTIL,9000,LAC@DEN 09/13/2020 01:00PM ET,DEN,31.88
SF/PF,Marcus Morris Sr. (15346604),Marcus Morris Sr.,15346604,CPT,8700,LAC@DEN 09/13/2020 01:00PM ET,LAC,27.42
PG/SG,Lou Williams (15346566),Lou Williams,15346566,UTIL,8400,LAC@DEN 09/13/2020 01:00PM ET,LAC,30.72
