,Name,Position,Game,Team,Projected Fanduel Points,Projected Fanduel Value,Fanduel Salary,Value above Fanduel Value,FPPG (Fanduel),Injury Indicator,Injury Details,Hot,Cold
18,Talen Horton-Tucker,SG,DEN@LAL,LAL,8.97,$1794,$6000,-$4206,12.07, , ,0.0,0.0
19,Troy Daniels,SG,DEN@LAL,DEN,10.24,$2047,$6000,-$3953,6.76, , ,0.0,0.0
23,Dion Waiters,SF,DEN@LAL,LAL,12.63,$2527,$6000,-$3473,18.38,GTD,Groin,0.0,0.0
12,Monte Morris,PG,DEN@LAL,DEN,16.36,$3271,$8000,-$4729,18.77, , ,0.0,0.0
15,Alex Caruso,PG,DEN@LAL,LAL,13.97,$2794,$7000,-$4206,13.96,GTD,Wrist,0.0,0.0
11,Kyle Kuzma,PF,DEN@LAL,LAL,21.86,$4371,$8000,-$3629,21.32, , ,0.0,0.0
22,Tyler Cook,PF,DEN@LAL,DEN,14.64,$2928,$6000,-$3072,3.64, , ,0.0,0.0
27,Bol Bol,C,DEN@LAL,DEN,13.04,$2607,$6000,-$3393,12.26, , ,0.0,0.0
