Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
55947-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,56.397562166539636,41,11400,IND@MIL,MIL,IND,GTD,Knee,,,,PF
55947-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,45.45454545454545,22,9700,OKC@MIN,MIN,OKC,,,,,,C
55947-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.02222357855903,36,9500,ATL@LAC,LAC,ATL,,,,,,SF
55947-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.87142799014137,42,9100,IND@MIL,IND,MIL,,,,,,PF
55947-80810,PG,De'Aaron,De'Aaron Fox,Fox,40.84390184355945,41,8900,SAC@CLE,SAC,CLE,,,,,,PG
55947-9714,SG,DeMar,DeMar DeRozan,DeRozan,39.131248474121094,32,8900,CHA@SA,SA,CHA,,,,,,SG
55947-80808,PF,Jayson,Jayson Tatum,Tatum,42.51841976768092,38,8800,BOS@MEM,BOS,MEM,,,,,,PF
55947-84671,PG,Trae,Trae Young,Young,43.51000061035156,40,8700,ATL@LAC,ATL,LAC,GTD,Quadriceps,,,,PG
55947-66113,SG,Donovan,Donovan Mitchell,Mitchell,39.45499877929687,40,8400,UTA@CHI,UTA,CHI,,,,,,SG
55947-40783,SG,Zach,Zach LaVine,LaVine,41.87380836123512,42,8400,UTA@CHI,CHI,UTA,,,,,,SG
55947-40203,C,Rudy,Rudy Gobert,Gobert,40.2547607421875,42,8300,UTA@CHI,UTA,CHI,GTD,Hip,,,,C
55947-12341,SG,Paul,Paul George,George,39.354543974905305,33,8200,ATL@LAC,LAC,ATL,,,,,,SG
55947-66236,PF,John,John Collins,Collins,33.31666782924107,42,8200,ATL@LAC,ATL,LAC,,,,,,PF
55947-24247,SG,Fred,Fred VanVleet,VanVleet,40.58919050886824,37,8100,TOR@HOU,TOR,HOU,,,,,,SG
55947-42202,PF,Christian,Christian Wood,Wood,41.720001220703125,20,8100,TOR@HOU,HOU,TOR,,,,,,PF
55947-145485,PG,LaMelo,LaMelo Ball,Ball,35.08536585365854,41,7900,CHA@SA,CHA,SA,O,Wrist,,,,PG
55947-60021,PF,Pascal,Pascal Siakam,Siakam,38.81515225497159,33,7900,TOR@HOU,TOR,HOU,,,,,,PF
55947-9535,PG,Kyle,Kyle Lowry,Lowry,36.45428641183036,35,7900,TOR@HOU,TOR,HOU,,,,,,PG
55947-12332,PG,John,John Wall,Wall,35.507407859519674,27,7800,TOR@HOU,HOU,TOR,,,,,,PG
55947-55059,C,Clint,Clint Capela,Capela,40.31944444444444,36,7800,ATL@LAC,ATL,LAC,,,,,,C
55947-15684,SG,Victor,Victor Oladipo,Oladipo,36.85172245420259,29,7800,TOR@HOU,HOU,TOR,,,,,,SG
55947-67026,SF,Jaylen,Jaylen Brown,Brown,39.48250122070313,40,7800,BOS@MEM,BOS,MEM,,,,,,SF
55947-67708,PG,Dejounte,Dejounte Murray,Murray,34.86842105263158,38,7700,CHA@SA,SA,CHA,,,,,,PG
55947-145321,SG,Anthony,Anthony Edwards,Edwards,27.63571312313988,42,7700,OKC@MIN,MIN,OKC,,,,,,SG
55947-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.03529268152573,34,7600,BOS@MEM,MEM,BOS,,,,,,C
55947-16293,SF,Norman,Norman Powell,Powell,27.94750061035156,40,7500,TOR@HOU,TOR,HOU,,,,,,SF
55947-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.29705810546875,34,7400,OKC@MIN,OKC,MIN,GTD,Shoulder,,,,SG
55947-110344,PG,Ja,Ja Morant,Morant,34.43225885206653,31,7400,BOS@MEM,MEM,BOS,,,,,,PG
55947-84667,SG,Collin,Collin Sexton,Sexton,34.640539220861484,37,7300,SAC@CLE,CLE,SAC,,,,,,SG
55947-68203,C,Chris,Chris Boucher,Boucher,29.892857142857142,42,7100,TOR@HOU,TOR,HOU,,,,,,C
55947-12366,SF,Gordon,Gordon Hayward,Hayward,36.099998680320944,37,7000,CHA@SA,CHA,SA,,,,,,SF
55947-110345,SF,Kevin,Kevin Porter,Porter,30.614286150251115,7,7000,TOR@HOU,HOU,TOR,,,,,,SF
55947-16261,SF,Khris,Khris Middleton,Middleton,36.78048780487805,41,7000,IND@MIL,MIL,IND,,,,,,SF
55947-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,38.04500122070313,40,6900,IND@MIL,IND,MIL,,,,,,PG
55947-9663,PG,Jrue,Jrue Holiday,Holiday,33.39354681199597,31,6800,IND@MIL,MIL,IND,,,,,,PG
55947-23447,C,Richaun,Richaun Holmes,Holmes,32.34736713610197,38,6700,SAC@CLE,SAC,CLE,,,,,,C
55947-80821,C,Jarrett,Jarrett Allen,Allen,32.18048840034299,41,6700,SAC@CLE,CLE,SAC,,,,,,C
55947-9666,PF,Thaddeus,Thaddeus Young,Young,30.3756763355152,37,6500,UTA@CHI,CHI,UTA,,,,,,PF
55947-23665,SG,Buddy,Buddy Hield,Hield,28.966666085379465,42,6400,SAC@CLE,SAC,CLE,,,,,,SG
