Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56217-9644,SG,James,James Harden,Harden,53.32750244140625,40,11300,MIN@BKN,BKN,MIN,,,,,,SG
56217-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.318603515625,43,11100,MIL@LAC,MIL,LAC,,,,,,PF
56217-9642,PG,Russell,Russell Westbrook,Westbrook,48.883782464104726,37,11000,IND@WAS,WAS,IND,,,,,,PG
56217-84669,PG,Luka,Luka Doncic,Doncic,51.9875,40,10800,DAL@OKC,DAL,OKC,,,,,,PG
56217-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,46.18076735276442,26,10000,MIN@BKN,MIN,BKN,,,,,,C
56217-42669,PF,Julius,Julius Randle,Randle,44.141304347826086,46,9900,MIA@NY,NY,MIA,GTD,Thigh,,,,PF
56217-80810,PG,De'Aaron,De'Aaron Fox,Fox,42.075556098090274,45,9800,SAC@SA,SAC,SA,,,,,,PG
56217-14498,PG,Kyrie,Kyrie Irving,Irving,45.640625,32,9600,MIN@BKN,BKN,MIN,,,,,,PG
56217-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.31794934395032,39,9600,MIL@LAC,LAC,MIL,,,,,,SF
56217-14528,SF,Jimmy,Jimmy Butler,Butler,46.319355626260084,31,9300,MIA@NY,MIA,NY,,,,,,SF
56217-14514,C,Nikola,Nikola Vucevic,Vucevic,46.35000212296195,46,9200,CHI@GS,CHI,GS,,,,,,C
56217-66113,SG,Donovan,Donovan Mitchell,Mitchell,40.27272727272727,44,9000,CLE@UTA,UTA,CLE,,,,,,SG
56217-110310,PF,Zion,Zion Williamson,Williamson,41.47272838245738,44,9000,NO@BOS,NO,BOS,,,,,,PF
56217-9524,PG,Stephen,Stephen Curry,Curry,45.897500610351564,40,9000,CHI@GS,GS,CHI,GTD,Lower body,,,,PG
56217-15595,SG,Bradley,Bradley Beal,Beal,45.63333275204613,42,8800,IND@WAS,WAS,IND,GTD,Hip,,,,SG
56217-9646,SF,Kevin,Kevin Durant,Durant,48.542104620682565,19,8800,MIN@BKN,BKN,MIN,O,Hamstring,,,,SF
56217-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.77999945746528,45,8800,IND@WAS,IND,WAS,,,,,,PF
56217-12341,SG,Paul,Paul George,George,39.42973038956926,37,8700,MIL@LAC,LAC,MIL,,,,,,SG
56217-60021,PF,Pascal,Pascal Siakam,Siakam,39.50810942778716,37,8700,TOR@DET,TOR,DET,,,,,,PF
56217-80808,PF,Jayson,Jayson Tatum,Tatum,42.75609756097561,41,8500,NO@BOS,BOS,NO,,,,,,PF
56217-80817,C,Bam,Bam Adebayo,Adebayo,41.94750061035156,40,8500,MIA@NY,MIA,NY,,,,,,C
56217-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.758334689670136,36,8400,SAC@SA,SA,SAC,,,,,,SG
56217-12332,PG,John,John Wall,Wall,36.5,31,8200,MEM@HOU,HOU,MEM,,,,,,PG
56217-40203,C,Rudy,Rudy Gobert,Gobert,40.57608695652174,46,8200,CLE@UTA,UTA,CLE,,,,,,C
56217-66048,SF,Brandon,Brandon Ingram,Ingram,38.41111111111111,45,8000,NO@BOS,NO,BOS,,,,,,SF
56217-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,37.910714285714285,28,7900,DAL@OKC,DAL,OKC,,,,,,PF
56217-23447,C,Richaun,Richaun Holmes,Holmes,33.29761904761905,42,7900,SAC@SA,SAC,SA,,,,,,C
56217-15684,SG,Victor,Victor Oladipo,Oladipo,36.85172245420259,29,7800,MIA@NY,MIA,NY,O,Illness,,,,SG
56217-9663,PG,Jrue,Jrue Holiday,Holiday,33.69705738740809,34,7800,MIL@LAC,MIL,LAC,,,,,,PG
56217-42202,C,Christian,Christian Wood,Wood,40.04347826086956,23,7700,MEM@HOU,HOU,MEM,GTD,Illness,,,,C
56217-110357,SF,RJ,RJ Barrett,Barrett,30.604348887567934,46,7700,MIA@NY,NY,MIA,,,,,,SF
56217-16261,SF,Khris,Khris Middleton,Middleton,37.01818292791193,44,7700,MIL@LAC,MIL,LAC,,,,,,SF
56217-67026,SF,Jaylen,Jaylen Brown,Brown,39.02727161754262,44,7700,NO@BOS,BOS,NO,,,,,,SF
56217-23798,SG,Caris,Caris LeVert,LeVert,33.095001220703125,20,7600,IND@WAS,IND,WAS,,,,,,SG
56217-145321,SG,Anthony,Anthony Edwards,Edwards,28.00217338230299,46,7600,MIN@BKN,MIN,BKN,,,,,,SG
56217-84667,SG,Collin,Collin Sexton,Sexton,34.748716696714745,39,7500,CLE@UTA,CLE,UTA,,,,,,SG
56217-40783,SG,Zach,Zach LaVine,LaVine,41.06222330729167,45,7500,CHI@GS,CHI,GS,GTD,Ankle,,,,SG
56217-24247,SG,Fred,Fred VanVleet,VanVleet,40.09024271150915,41,7400,TOR@DET,TOR,DET,,,,,,SG
56217-14503,C,Jonas,Jonas Valanciunas,Valanciunas,35.389474969161185,38,7300,MEM@HOU,MEM,HOU,,,,,,C
56217-67708,PG,Dejounte,Dejounte Murray,Murray,34.771429152715776,42,7200,SAC@SA,SA,SAC,,,,,,PG
56217-110344,PG,Ja,Ja Morant,Morant,34.825714983258926,35,7100,MEM@HOU,MEM,HOU,,,,,,PG
56217-84680,SG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,39.53428431919643,35,7000,DAL@OKC,OKC,DAL,O,Foot,,,,SG
56217-49116,SG,Andrew,Andrew Wiggins,Wiggins,30.67391304347826,46,7000,CHI@GS,GS,CHI,,,,,,SG
56217-23831,PF,Jerami,Jerami Grant,Grant,36.528570265997026,42,6900,TOR@DET,DET,TOR,GTD,Quadriceps,,,,PF
56217-58153,SF,Kelly,Kelly Oubre,Oubre,28.60000055486506,44,6900,CHI@GS,GS,CHI,,,,,,SF
56217-80821,C,Jarrett,Jarrett Allen,Allen,32.41363525390625,44,6900,CLE@UTA,CLE,UTA,O,Concussion,,,,C
56217-20992,SF,Larry,Larry Nance,Nance,28.879310344827587,29,6800,CLE@UTA,CLE,UTA,,,,,,SF
56217-14507,PG,Kemba,Kemba Walker,Walker,31.603703251591437,27,6800,NO@BOS,BOS,NO,,,,,,PG
56217-110345,SF,Kevin,Kevin Porter,Porter,30.512500762939453,8,6800,MEM@HOU,HOU,MEM,,,,,,SF
56217-14510,SG,Alec,Alec Burks,Burks,24.220588235294116,34,6700,MIA@NY,NY,MIA,,,,,,SG
56217-15590,C,Mason,Mason Plumlee,Plumlee,30.537208734556685,43,6700,TOR@DET,DET,TOR,,,,,,C
56217-80806,PG,Lonzo,Lonzo Ball,Ball,31.107894094366777,38,6600,NO@BOS,NO,BOS,GTD,Hip,,,,PG
56217-15860,PF,Draymond,Draymond Green,Green,30.05640900440705,39,6600,CHI@GS,GS,CHI,,,,,,PF
56217-68090,SF,OG,OG Anunoby,Anunoby,29.75714329310826,28,6600,TOR@DET,TOR,DET,,,,,,SF
56217-117286,C,Moses,Moses Brown,Brown,22.262500762939453,16,6500,DAL@OKC,OKC,DAL,,,,,,C
56217-84708,C,Robert,Robert Williams,Williams,25.058974045973557,39,6500,NO@BOS,BOS,NO,,,,,,C
56217-9535,PG,Kyle,Kyle Lowry,Lowry,35.95263029399671,38,6500,TOR@DET,TOR,DET,GTD,Foot,,,,PG
56217-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,37.657142275855655,42,6500,IND@WAS,IND,WAS,,,,,,PG
56217-110342,PG,Darius,Darius Garland,Garland,28.502702042863177,37,6300,CLE@UTA,CLE,UTA,,,,,,PG
56217-9666,PF,Thaddeus,Thaddeus Young,Young,30.147500610351564,40,6300,CHI@GS,CHI,GS,,,,,,PF
56217-23096,SF,Evan,Evan Fournier,Fournier,30.673076923076923,26,6200,NO@BOS,BOS,NO,GTD,Covid-19,,,,SF
56217-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.04500122070313,20,6200,MIN@BKN,MIN,BKN,O,Knee,,,,SG
56217-110322,PG,Jordan,Jordan Poole,Poole,16.24,25,6100,CHI@GS,GS,CHI,,,,,,PG
56217-14496,PG,Ricky,Ricky Rubio,Rubio,24.813637473366477,44,6000,MIN@BKN,MIN,BKN,,,,,,PG
56217-23716,SF,Kyle,Kyle Anderson,Anderson,28.5634140386814,41,5900,MEM@HOU,MEM,HOU,,,,,,SF
56217-70827,C,Ivica,Ivica Zubac,Zubac,21.95957394863697,47,5900,MIL@LAC,LAC,MIL,,,,,,C
56217-60233,SG,Dillon,Dillon Brooks,Brooks,26.347500610351563,40,5900,MEM@HOU,MEM,HOU,,,,,,SG
56217-58378,C,Jakob,Jakob Poeltl,Poeltl,24.676743618277616,43,5800,SAC@SA,SA,SAC,,,,,,C
56217-15946,PF,Harrison,Harrison Barnes,Barnes,30.295347701671513,43,5800,SAC@SA,SAC,SA,,,,,,PF
56217-23665,SF,Buddy,Buddy Hield,Hield,28.59130328634511,46,5800,SAC@SA,SAC,SA,,,,,,SF
56217-110356,SG,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,18.98378444362331,37,5800,NO@BOS,NO,BOS,,,,,,SG
56217-9575,PG,Mike,Mike Conley,Conley,30.397295977618242,37,5800,CLE@UTA,UTA,CLE,GTD,Hamstring,,,,PG
56217-101329,PG,Kendrick,Kendrick Nunn,Nunn,23.44210494192023,38,5800,MIA@NY,MIA,NY,O,Ankle,,,,PG
56217-49675,PG,Derrick,Derrick White,White,25.06842041015625,19,5700,SAC@SA,SA,SAC,,,,,,PG
56217-110312,SG,Tyler,Tyler Herro,Herro,28.011429268973213,35,5700,MIA@NY,MIA,NY,,,,,,SG
56217-58253,C,Myles,Myles Turner,Turner,34.01219512195122,41,5700,IND@WAS,IND,WAS,,,,,,C
56217-15846,SG,Tim,Tim Hardaway,Hardaway,24.618604083393894,43,5700,DAL@OKC,DAL,OKC,,,,,,SG
56217-66064,SF,Malik,Malik Beasley,Beasley,31.011765423943014,34,5600,MIN@BKN,MIN,BKN,,,,,,SF
56217-145576,PF,Jae'Sean,Jae'Sean Tate,Tate,23.728889973958335,45,5600,MEM@HOU,HOU,MEM,,,,,,PF
56217-23670,SG,Marcus,Marcus Smart,Smart,28.925925925925927,27,5500,NO@BOS,BOS,NO,,,,,,SG
56217-9475,PG,Derrick,Derrick Rose,Rose,25.56538508488582,26,5500,MIA@NY,NY,MIA,,,,,,PG
56217-110349,SF,Rui,Rui Hachimura,Hachimura,24.399999670080238,37,5500,IND@WAS,WAS,IND,,,,,,SF
56217-59318,SG,Joe,Joe Ingles,Ingles,24.09512254668445,41,5500,CLE@UTA,UTA,CLE,,,,,,SG
56217-145337,SG,Tyrese,Tyrese Haliburton,Haliburton,28.464999389648437,40,5500,SAC@SA,SAC,SA,,,,,,SG
56217-23169,C,Steven,Steven Adams,Adams,24.819048200334823,42,5400,NO@BOS,NO,BOS,,,,,,C
56217-110353,PF,Brandon,Brandon Clarke,Clarke,26.19210494192023,38,5400,MEM@HOU,MEM,HOU,,,,,,PF
56217-23825,C,Nerlens,Nerlens Noel,Noel,21.10749969482422,40,5400,MIA@NY,NY,MIA,,,,,,C
