Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Damian Lillard (16450533),Damian Lillard,16450533,PG/G/UTIL,10600,WAS@POR 02/20/2021 10:00PM ET,POR,50.38
PG/SF,LeBron James (16450536),LeBron James,16450536,PG/SF/F/G/UTIL,10200,MIA@LAL 02/20/2021 08:30PM ET,LAL,51.26
PG,Stephen Curry (16450541),Stephen Curry,16450541,PG/G/UTIL,10100,GS@CHA 02/20/2021 08:00PM ET,GS,49.75
PG,Russell Westbrook (16450544),Russell Westbrook,16450544,PG/G/UTIL,10000,WAS@POR 02/20/2021 10:00PM ET,WAS,47.72
SG,Bradley Beal (16450547),Bradley Beal,16450547,SG/G/UTIL,9900,WAS@POR 02/20/2021 10:00PM ET,WAS,49.69
PF/C,Anthony Davis (16450550),Anthony Davis,16450550,PF/C/F/UTIL,9400,MIA@LAL 02/20/2021 08:30PM ET,LAL,43.75
SG,Zach LaVine (16450554),Zach LaVine,16450554,SG/G/UTIL,9200,SAC@CHI 02/20/2021 09:00PM ET,CHI,46.34
SF,Jimmy Butler (16450557),Jimmy Butler,16450557,SF/F/UTIL,8900,MIA@LAL 02/20/2021 08:30PM ET,MIA,45.22
PG,LaMelo Ball (16450560),LaMelo Ball,16450560,PG/G/UTIL,8800,GS@CHA 02/20/2021 08:00PM ET,CHA,35.31
C,Bam Adebayo (16450563),Bam Adebayo,16450563,C/UTIL,8600,MIA@LAL 02/20/2021 08:30PM ET,MIA,43.04
PG,De'Aaron Fox (16450571),De'Aaron Fox,16450571,PG/G/UTIL,8000,SAC@CHI 02/20/2021 09:00PM ET,SAC,40.39
SG,Devin Booker (16450568),Devin Booker,16450568,SG/G/UTIL,8000,PHO@MEM 02/20/2021 09:00PM ET,PHO,37.05
PG,CJ McCollum (16450565),CJ McCollum,16450565,PG/G/UTIL,8000,WAS@POR 02/20/2021 10:00PM ET,POR,44.48
PG/SG,Terry Rozier (16450574),Terry Rozier,16450574,PG/SG/G/UTIL,7900,GS@CHA 02/20/2021 08:00PM ET,CHA,34.54
PG,Chris Paul (16450578),Chris Paul,16450578,PG/G/UTIL,7800,PHO@MEM 02/20/2021 09:00PM ET,PHO,38.98
PG,Ja Morant (16450581),Ja Morant,16450581,PG/G/UTIL,7700,PHO@MEM 02/20/2021 09:00PM ET,MEM,36.94
SF/PF,Gordon Hayward (16450584),Gordon Hayward,16450584,SF/PF/F/UTIL,7400,GS@CHA 02/20/2021 08:00PM ET,CHA,38.04
C,Jonas Valanciunas (16450588),Jonas Valanciunas,16450588,C/UTIL,7200,PHO@MEM 02/20/2021 09:00PM ET,MEM,36.25
C,Enes Kanter (16450590),Enes Kanter,16450590,C/UTIL,6900,WAS@POR 02/20/2021 10:00PM ET,POR,29.68
SF/PF,Kelly Oubre Jr. (16450592),Kelly Oubre Jr.,16450592,SF/PF/F/UTIL,6800,GS@CHA 02/20/2021 08:00PM ET,GS,28.4
C,Deandre Ayton (16450596),Deandre Ayton,16450596,C/UTIL,6800,PHO@MEM 02/20/2021 09:00PM ET,PHO,34.62
SF/PF,Kyle Kuzma (16450598),Kyle Kuzma,16450598,SF/PF/F/UTIL,6700,MIA@LAL 02/20/2021 08:30PM ET,LAL,22.74
PF/C,Draymond Green (16450602),Draymond Green,16450602,PF/C/F/UTIL,6600,GS@CHA 02/20/2021 08:00PM ET,GS,27.75
PF/C,Jaren Jackson Jr. (16450606),Jaren Jackson Jr.,16450606,PF/C/F/UTIL,6500,PHO@MEM 02/20/2021 09:00PM ET,MEM,0
SF/PF,Kyle Anderson (16450610),Kyle Anderson,16450610,SF/PF/F/UTIL,6500,PHO@MEM 02/20/2021 09:00PM ET,MEM,31.06
C,Cody Zeller (16450619),Cody Zeller,16450619,C/UTIL,6400,GS@CHA 02/20/2021 08:00PM ET,CHA,26.23
SG/SF,Buddy Hield (16450614),Buddy Hield,16450614,SG/SF/F/G/UTIL,6400,SAC@CHI 02/20/2021 09:00PM ET,SAC,29.5
PF/C,Lauri Markkanen (16450621),Lauri Markkanen,16450621,PF/C/F/UTIL,6300,SAC@CHI 02/20/2021 09:00PM ET,CHI,30.70
PG/SG,Tyler Herro (16450625),Tyler Herro,16450625,PG/SG/G/UTIL,6300,MIA@LAL 02/20/2021 08:30PM ET,MIA,32.81
SG/SF,Andrew Wiggins (16450629),Andrew Wiggins,16450629,SG/SF/F/G/UTIL,6200,GS@CHA 02/20/2021 08:00PM ET,GS,30.7
PF/C,Robert Covington (16450634),Robert Covington,16450634,PF/C/F/UTIL,6200,WAS@POR 02/20/2021 10:00PM ET,POR,23.48
SF/PF,Harrison Barnes (16450638),Harrison Barnes,16450638,SF/PF/F/UTIL,6100,SAC@CHI 02/20/2021 09:00PM ET,SAC,30.72
PG/SG,Coby White (16450642),Coby White,16450642,PG/SG/G/UTIL,6100,SAC@CHI 02/20/2021 09:00PM ET,CHI,30.27
PF/C,Thaddeus Young (16450646),Thaddeus Young,16450646,PF/C/F/UTIL,6000,SAC@CHI 02/20/2021 09:00PM ET,CHI,28.07
PG/SG,Gary Trent Jr. (16450650),Gary Trent Jr.,16450650,PG/SG/G/UTIL,6000,WAS@POR 02/20/2021 10:00PM ET,POR,23.12
SF,Mikal Bridges (16450654),Mikal Bridges,16450654,SF/F/UTIL,5900,PHO@MEM 02/20/2021 09:00PM ET,PHO,27.33
PF/C,Rui Hachimura (16450657),Rui Hachimura,16450657,PF/C/F/UTIL,5900,WAS@POR 02/20/2021 10:00PM ET,WAS,24.43
PG,Devonte' Graham (16450661),Devonte' Graham,16450661,PG/G/UTIL,5800,GS@CHA 02/20/2021 08:00PM ET,CHA,28.87
PG/SG,Tyrese Haliburton (16450664),Tyrese Haliburton,16450664,PG/SG/G/UTIL,5800,SAC@CHI 02/20/2021 09:00PM ET,SAC,28.38
PG/SG,Dennis Schroder (16450668),Dennis Schroder,16450668,PG/SG/G/UTIL,5800,MIA@LAL 02/20/2021 08:30PM ET,LAL,26.92
C,Jusuf Nurkic (16450672),Jusuf Nurkic,16450672,C/UTIL,5800,WAS@POR 02/20/2021 10:00PM ET,POR,26.88
C,Richaun Holmes (16450674),Richaun Holmes,16450674,C/UTIL,5700,SAC@CHI 02/20/2021 09:00PM ET,SAC,29.43
C,Montrezl Harrell (16450680),Montrezl Harrell,16450680,C/UTIL,5600,MIA@LAL 02/20/2021 08:30PM ET,LAL,24.81
SF/PF,Davis Bertans (16450676),Davis Bertans,16450676,SF/PF/F/UTIL,5600,WAS@POR 02/20/2021 10:00PM ET,WAS,20.22
PG/SG,Goran Dragic (16450686),Goran Dragic,16450686,PG/SG/G/UTIL,5500,MIA@LAL 02/20/2021 08:30PM ET,MIA,26.82
PF/C,Brandon Clarke (16450682),Brandon Clarke,16450682,PF/C/F/UTIL,5500,PHO@MEM 02/20/2021 09:00PM ET,MEM,26.38
PF/C,Marvin Bagley III (16450690),Marvin Bagley III,16450690,PF/C/F/UTIL,5400,SAC@CHI 02/20/2021 09:00PM ET,SAC,25.77
PF/C,PJ Washington (16450694),PJ Washington,16450694,PF/C/F/UTIL,5300,GS@CHA 02/20/2021 08:00PM ET,CHA,28.09
PG,Kendrick Nunn (16450698),Kendrick Nunn,16450698,PG/G/UTIL,5300,MIA@LAL 02/20/2021 08:30PM ET,MIA,23.68
SG/SF,Grayson Allen (16450703),Grayson Allen,16450703,SG/SF/F/G/UTIL,5200,PHO@MEM 02/20/2021 09:00PM ET,MEM,20.09
SG,Dillon Brooks (16450708),Dillon Brooks,16450708,SG/G/UTIL,5200,PHO@MEM 02/20/2021 09:00PM ET,MEM,27
PF,Jae Crowder (16450711),Jae Crowder,16450711,PF/F/UTIL,5200,PHO@MEM 02/20/2021 09:00PM ET,PHO,23.5
C,Thomas Bryant (16450701),Thomas Bryant,16450701,C/UTIL,5200,WAS@POR 02/20/2021 10:00PM ET,WAS,26.62
SF/PF,Miles Bridges (16450714),Miles Bridges,16450714,SF/PF/F/UTIL,5100,GS@CHA 02/20/2021 08:00PM ET,CHA,23.05
