,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average
430,Brandon Goodwin,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,9.272666666666668,2.4624940000000004,1.2046999999999999,1.067609,4.178064,2.991,0.36782000000000004,0.6636000000000001,0.36782000000000004,8.457
431,Trey Lyles,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,25.24116666666667,2.7269260000000006,1.24536,1.7195470000000002,6.258549,2.6729600000000002,0.76814,0.7679400000000001,0.76814,18.812
432,Christian Wood,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,33.0755,5.2524000000000015,1.4251200000000002,5.732636000000001,8.691459,3.1412400000000003,1.28886,1.1233199999999999,1.28886,42.357
433,Patty Mills,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,22.273666666666667,1.185772000000001,2.39454,2.389625,4.046808,2.44304,0.25604000000000005,0.89337,0.25604000000000005,16.633999999999997
434,Will Barton,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,28.355666666666664,3.855526000000001,1.5150000000000001,2.081881,5.304816,4.12644,0.4722,0.8642700000000002,0.4722,24.153
435,Jarrett Allen,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,21.10183333333333,3.5615479999999993,0.766,3.0270820000000005,7.51455,2.9676,1.05972,0.8297100000000001,1.05972,25.109999999999996
436,Oshae Brissett,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,0.0,2.3937,0.766,1.373,3.495,2.06,0.329,0.741,0.329,0.0
437,Seth Curry,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,32.966166666666666,2.5056499999999993,2.3068,1.933777,4.7563320000000004,3.30488,0.30366000000000004,0.7752000000000001,0.30366000000000004,29.245999999999995
438,Brandon Clarke,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,19.598166666666668,4.759040000000001,0.8837,1.8716180000000002,7.536288,2.697,1.14192,0.8853599999999998,1.14192,22.848999999999997
439,Wesley Iwundu,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,18.188166666666667,2.759336000000001,1.04634,1.674512,4.402413,2.84736,0.26744,0.9621000000000001,0.26744,12.984
440,Tony Snell,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,28.645333333333333,2.4393320000000003,1.46578,1.803228,4.362546,4.0579600000000005,0.37585999999999997,0.8860199999999999,0.37585999999999997,18.253
441,Marvin Williams,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,16.879166666666666,2.0512360000000003,1.4935999999999998,1.198436,5.267727,2.6622000000000003,0.37035999999999997,1.2141899999999999,0.37035999999999997,17.031
442,George Hill,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0.0,2.5001999999999995,0.766,1.0441,3.495,2.06,0.329,0.483,0.329,0.0
443,Thaddeus Young,CHICAGO BULLS,2020-01-04,HOME,BOSTON CELTICS,31.476666666666667,3.638642,1.7718,1.0375340000000002,6.2241089999999994,3.24432,0.82464,1.395,0.82464,32.832
444,DeAndre Jordan,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,24.745,4.582928,0.766,2.751053,8.846751,2.64196,0.90158,0.7924200000000001,0.90158,25.733
445,Sviatoslav Mykhailiuk,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,22.561333333333334,2.078702,1.94728,1.280384,4.096404,3.1825200000000002,0.35402,1.164,0.35402,15.786999999999999
446,Bismack Biyombo,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,21.4825,4.3736239999999995,0.766,3.4524730000000003,6.462650999999999,2.75408,1.22134,0.7836599999999998,1.22134,22.868
447,Taurean Waller-Prince,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,27.108166666666666,2.1979619999999995,2.04358,1.284221,5.093778,2.72708,0.41084,0.9009,0.41084,20.549
448,Malik Beasley,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0.0,2.6919000000000004,0.766,1.373,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
449,Nerlens Noel,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,16.371,4.204909999999999,0.766,2.222871,5.147982,2.2094,0.9129200000000001,0.9530699999999999,0.9129200000000001,17.941
450,Paul Millsap,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,22.14816666666667,3.288150000000001,1.33738,2.0647159999999998,5.658011999999999,2.9166000000000003,0.7884800000000001,0.8778300000000002,0.7884800000000001,19.021
451,Patrick McCaw,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,20.066,2.8193660000000005,1.13622,1.453705,5.415006,2.6984,0.55478,1.1172900000000001,0.55478,10.298
452,Kevin Love,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,29.639,2.30176,1.9858,3.10518,6.363636,3.71208,0.45856,0.8173799999999998,0.45856,27.977999999999998
453,Bojan Bogdanović,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,33.70583333333333,3.1000939999999995,1.9644,3.674433,5.104598999999999,2.92716,0.40212000000000003,0.7686000000000001,0.40212000000000003,19.707
454,Evan Fournier,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,32.418,2.8262340000000004,2.27684,2.609942,4.324911,3.82832,0.46637999999999996,1.3214400000000002,0.46637999999999996,31.458000000000002
455,Tony Bradley,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,11.313833333333333,3.2815719999999997,0.8302,2.08075,6.366459,2.31784,0.9099600000000001,0.5991000000000001,0.9099600000000001,12.991999999999999
456,Markelle Fultz,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,27.488833333333332,3.5377840000000003,1.408,2.496907,4.4557020000000005,4.83704,0.33726,2.22318,0.33726,32.146
457,John Henson,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,18.031833333333335,3.225614,0.87086,1.8802940000000001,5.8587419999999995,2.3934800000000003,0.9945200000000001,0.9055199999999999,0.9945200000000001,17.831
458,Chris Paul,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,30.559166666666666,5.651948,1.62628,3.3284,4.801578,5.587160000000001,0.19314000000000003,1.01748,0.19314000000000003,35.278999999999996
459,OG Anunoby,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,34.172000000000004,3.409586,1.5000200000000001,2.5434300000000003,6.354354,3.26728,0.9006,1.66647,0.9006,31.212
460,Chris Boucher,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,15.830166666666665,2.705344,1.20042,1.6821180000000002,5.9282639999999995,2.31872,1.14496,0.7918499999999999,1.14496,17.982
461,Grant Williams,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,16.4195,2.562722000000001,0.96716,1.556653,4.595982,2.4634,0.5194799999999999,0.9090899999999998,0.5194799999999999,8.001
462,Marco Belinelli,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,0.0,2.0742000000000003,0.766,1.373,3.495,2.06,0.329,0.612,0.329,0.0
463,Justin Jackson,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,12.320500000000001,3.2395639999999997,1.00996,1.7292210000000003,4.593606,2.40048,0.28828,0.53451,0.28828,10.178
464,Chimezie Metu,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,0.0,2.0742000000000003,0.766,1.373,3.495,2.06,0.329,0.612,0.329,0.0
465,Mike Muscala,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,0.0,2.9545999999999992,0.766,1.373,3.495,2.06,0.329,0.6377999999999998,0.329,0.0
466,Jordan Poole,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,0.0,2.3582,0.766,1.0441,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
467,Trevor Ariza,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,36.469500000000004,2.9614339999999997,1.5792,2.1232620000000004,5.269959,3.1546,0.3779,1.2656999999999998,0.3779,23.537
468,Langston Galloway,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,23.9635,1.9010700000000007,1.9900799999999998,1.6034190000000001,4.175367,2.90056,0.29746,0.8555099999999999,0.29746,15.826
469,Draymond Green,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,20.303,2.6686500000000004,1.17474,1.3486170000000002,4.781187,5.33048,0.31954000000000005,0.8676600000000002,0.31954000000000005,18.476
470,Wilson Chandler,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,23.496166666666667,1.8451879999999985,1.55566,1.032174,5.2441889999999995,2.21184,0.5912000000000001,0.72801,0.5912000000000001,12.371999999999998
471,Amir Coffey,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,0.0,2.3297999999999996,0.766,1.0441,3.495,2.06,0.329,0.7281000000000001,0.329,0.0
472,Alfonzo McKinnie,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,0.0,2.202,0.766,1.0441,3.495,2.06,0.329,0.5732999999999998,0.329,0.0
473,Ian Mahinmi,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,16.686333333333334,3.5997960000000004,0.8473200000000001,2.116914,5.455419000000001,2.47704,0.60592,1.06014,0.60592,14.702
474,Monte Morris,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,24.790666666666667,3.7542180000000016,1.3245399999999998,1.2420849999999999,4.171899,4.01836,0.38737999999999995,1.4100600000000003,0.38737999999999995,23.667
475,D.J. Augustin,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,29.953666666666667,3.787872,1.69262,4.7350330000000005,4.196256,6.257479999999999,0.23628000000000002,1.4706000000000001,0.23628000000000002,34.753
476,Jacob Evans,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,11.310833333333333,2.640016,1.09128,1.2965170000000001,4.061916,2.6795999999999998,0.55362,0.7422300000000002,0.55362,8.767999999999999
477,Johnathan Motley,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,3.9748333333333337,2.865144,0.766,1.640189,4.181259,2.36856,0.38892,0.7281000000000001,0.38892,5.151999999999999
478,Terence Davis,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,18.8925,2.3244680000000004,1.81246,1.66248,4.906695,2.64368,0.39815999999999996,0.87321,0.39815999999999996,14.539999999999997
479,Marcus Smart,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,36.151666666666664,2.942736000000002,2.51438,2.4639889999999998,5.299935,5.12804,0.6073600000000001,1.46166,0.6073600000000001,37.675
480,Dante Exum,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,16.3475,2.1354119999999996,1.1897199999999999,1.9311480000000003,4.800405,2.5069600000000003,0.71432,0.6648299999999998,0.71432,13.68
481,Jerome Robinson,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,18.8045,2.8061479999999994,1.3908800000000001,1.1045420000000001,4.804323,2.6506000000000003,0.6461600000000001,0.96201,0.6461600000000001,15.799
482,Rodions Kurucs,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,10.272833333333333,2.146984,1.15334,1.120948,4.387449,2.10464,0.38432,0.82632,0.38432,8.041999999999998
483,Jakob Poeltl,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,12.449666666666667,3.2928120000000005,0.766,2.468691,5.8013580000000005,2.77848,0.9448799999999999,1.00524,0.9448799999999999,17.464
484,Landry Shamet,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,27.297166666666666,1.2602859999999998,2.02218,2.3097710000000005,4.167660000000001,2.86864,0.3323,0.8976000000000001,0.3323,15.15
485,Brad Wanamaker,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,22.57766666666667,3.7492680000000016,0.99926,2.7337870000000004,4.753056,3.61876,0.41478,1.0413,0.41478,17.283
486,Jordan Clarkson,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,24.6375,4.349487999999999,1.7932,1.429976,6.393048,2.64284,0.67312,1.02285,0.67312,25.638999999999996
487,Mason Plumlee,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,16.002166666666668,3.8717700000000006,0.766,2.889333,5.637429,2.9650000000000003,0.42728,0.7524000000000002,0.42728,16.116999999999997
488,Melvin Frazier,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,0.0,2.1097,0.766,1.0441,3.495,2.06,0.329,0.7926000000000001,0.329,0.0
489,Abdel Nader,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,19.5425,3.553913999999999,1.2517800000000001,2.904507,4.501911,2.6564,0.49894,0.8039099999999998,0.49894,15.548
490,Khem Birch,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,13.975999999999999,2.8598860000000004,0.766,1.486879,5.162127,2.1206,0.55246,0.8332800000000001,0.55246,9.060999999999998
491,Damian Jones,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,0.0,2.1665,0.766,1.0441,3.495,2.06,0.329,0.6636000000000001,0.329,0.0
492,Doug McDermott,INDIANA PACERS,2020-01-04,AWAY,ATLANTA HAWKS,14.329333333333333,2.9210020000000014,1.48932,1.510906,4.2625020000000005,2.99632,0.31976,0.9087000000000002,0.31976,10.616
493,Harry Giles,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,27.255166666666664,6.255436000000001,0.766,2.640149,6.25452,3.2181599999999997,0.56416,0.8555099999999999,0.56416,29.009999999999998
494,Gary Harris,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,29.393833333333337,4.247636000000002,1.25606,1.8258630000000002,4.661859000000001,2.74304,0.49561999999999995,0.9015600000000001,0.49561999999999995,15.721999999999998
495,Michael Porter,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,14.246166666666666,3.8325320000000005,1.13408,1.446373,5.830773,2.37656,0.6641999999999999,0.6913800000000002,0.6641999999999999,16.253999999999998
496,T.J. McConnell,INDIANA PACERS,2020-01-04,AWAY,ATLANTA HAWKS,15.995166666666668,3.7308900000000005,0.766,1.262965,4.294533,3.86348,0.39854,0.9900600000000002,0.39854,9.669000000000002
497,Royce O'Neale,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,27.414166666666667,1.975693999999999,1.58562,3.447127,5.486328,3.1266800000000003,0.43610000000000004,1.1109900000000001,0.43610000000000004,24.959000000000003
498,JaMychal Green,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,20.667666666666666,2.173596,1.4401,1.044856,5.633319,2.4170000000000003,0.47848000000000007,0.9552300000000001,0.47848000000000007,16.617
499,Garrison Mathews,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,11.638333333333332,1.8808380000000007,1.31598,1.710693,3.6559440000000003,2.44304,0.30772,0.6906300000000001,0.30772,7.182
500,Willie Cauley-Stein,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,0.0,2.3582,0.766,1.0441,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
501,Pat Connaughton,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0.0,2.5001999999999995,0.766,1.0441,3.495,2.06,0.329,0.483,0.329,0.0
502,E'Twaun Moore,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,12.5235,2.9605820000000005,1.02494,1.435301,4.287003,2.5651200000000003,0.5407200000000001,0.83565,0.5407200000000001,10.874
503,Lonnie Walker,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,23.14016666666667,3.568474000000001,0.97786,1.655388,5.02896,2.9452800000000003,0.85742,0.8492999999999999,0.85742,17.69
504,Jaxson Hayes,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,7.472666666666667,3.1625039999999993,0.766,2.088456,3.853158,2.3744400000000003,0.5263,0.6492,0.5263,7.858999999999999
505,Jerami Grant,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,27.259333333333334,4.444218000000001,1.6776399999999998,3.8233929999999994,4.59876,2.7324,0.40249999999999997,0.9591900000000002,0.40249999999999997,26.25
506,Daniel Theis,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,26.354166666666668,4.7391000000000005,1.1918600000000001,3.1306890000000003,8.281521000000001,2.57172,0.88958,0.8446799999999999,0.88958,28.943
507,Dean Wade,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,0.0,2.202,0.766,1.0441,3.495,2.06,0.329,0.5732999999999998,0.329,0.0
508,Malik Monk,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,28.368,3.9175200000000006,2.01576,3.1443760000000007,4.946433,3.38144,0.48874,0.9802799999999998,0.48874,25.914
509,Gary Payton,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,2.5133333333333336,2.3415219999999994,0.92222,0.996729,3.495,2.12384,0.329,0.5991000000000001,0.329,2.25
510,Derrick Walton,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,6.129166666666666,2.1966659999999996,0.91366,1.250133,3.62433,2.68776,0.3119,0.8094600000000001,0.3119,3.2199999999999998
511,Juan Hernangómez,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0.0,2.6919000000000004,0.766,1.373,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
512,Jahlil Okafor,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,0.0,2.5214999999999996,0.766,1.373,3.495,2.06,0.329,0.5475,0.329,0.0
513,Rayjon Tucker,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,0.0,2.280099999999999,0.766,1.373,3.495,2.06,0.329,0.5991000000000001,0.329,0.0
514,Dwayne Bacon,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,13.267666666666665,3.1259159999999993,0.8387600000000001,1.578912,4.761213,2.68244,0.29994000000000004,0.8073899999999998,0.29994000000000004,6.369
515,Keldon Johnson,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,6.604,3.325152,0.8387600000000001,1.6420800000000002,4.398912,2.60264,0.41856000000000004,0.612,0.41856000000000004,6.926
516,Vlatko Čančar,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0.0,2.6919000000000004,0.766,1.373,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
517,Jordan McRae,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,8.345,2.4728759999999994,1.0014,1.686445,4.056939,2.50596,0.48314,0.7923300000000001,0.48314,8.886999999999999
518,Džanan Musa,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,4.688,2.5848499999999994,0.85588,0.977333,4.133718,2.20364,0.31834,0.7449600000000001,0.31834,5.928999999999999
519,Tristan Thompson,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,29.646166666666666,5.366558,1.07202,2.004152,8.15187,3.22304,1.0463200000000001,0.6546599999999998,1.0463200000000001,29.64
520,Marko Guduric,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,0.0,2.5214999999999996,0.766,1.373,3.495,2.06,0.329,0.7022999999999998,0.329,0.0
521,Isaiah Thomas,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,22.1615,2.9194180000000003,2.04358,1.7360760000000002,4.659531,3.40064,0.35028000000000004,0.5991000000000001,0.35028000000000004,18.938000000000002
522,Delon Wright,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,21.479666666666667,3.6092199999999997,1.06346,1.394252,4.564368,3.2044,0.44310000000000005,0.7074,0.44310000000000005,15.464000000000002
523,Jalen Brunson,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,14.658,3.3726639999999994,1.06774,1.398727,3.890247,3.64004,0.32286000000000004,0.5514600000000001,0.32286000000000004,10.741
524,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,14.297333333333334,2.3521539999999996,1.11696,1.289678,3.9262440000000005,3.6081200000000004,0.36422,0.6546599999999998,0.36422,9.787
525,Ante Žižić,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,0.0,2.202,0.766,1.0441,3.495,2.06,0.329,0.5732999999999998,0.329,0.0
526,Daniel Gafford,CHICAGO BULLS,2020-01-04,HOME,BOSTON CELTICS,17.8675,3.5196760000000005,0.766,2.315608,5.4434249999999995,2.1672800000000003,1.0171,0.72717,1.0171,14.579999999999998
527,Thon Maker,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,12.900333333333332,3.0170380000000003,1.08914,1.51314,5.021157,2.60552,0.6145400000000001,0.8758499999999999,0.6145400000000001,13.766
528,Coby White,CHICAGO BULLS,2020-01-04,HOME,BOSTON CELTICS,33.03483333333333,3.2305960000000002,2.67274,3.396649,5.279496,3.66296,0.46134000000000003,0.9373499999999999,0.46134000000000003,40.038000000000004
529,Justin James,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,0.8001666666666666,2.7379680000000004,0.80666,1.25349,3.495,2.16108,0.329,0.6893999999999999,0.329,1.915
530,Amile Jefferson,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,0.0,2.1097,0.766,1.0441,3.495,2.06,0.329,0.7926000000000001,0.329,0.0
531,Cody Martin,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,0.0,2.4646999999999997,0.766,1.373,3.495,2.06,0.329,0.7022999999999998,0.329,0.0
532,Malcolm Miller,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,0.0,2.3937,0.766,1.373,3.495,2.06,0.329,0.741,0.329,0.0
533,Juwan Morgan,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,0.0,2.280099999999999,0.766,1.373,3.495,2.06,0.329,0.5991000000000001,0.329,0.0
534,Josh Reaves,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,0.6648333333333334,2.7474679999999996,0.766,1.027688,3.495,2.06,0.329,0.4701000000000001,0.329,0.0
535,Rodney McGruder,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,4.1665,2.501702,0.90296,0.984793,3.5639760000000003,2.06,0.31988,0.7281000000000001,0.31988,2.628
536,Boban Marjanović,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,3.8896666666666664,3.1719739999999996,0.90082,1.1723000000000001,4.375920000000001,2.12764,0.50216,0.4701000000000001,0.50216,5.685
537,Semi Ojeleye,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,0.0,2.6422000000000008,0.766,1.373,3.495,2.06,0.329,0.7022999999999998,0.329,0.0
538,Theo Pinson,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,4.869666666666666,2.2248699999999992,0.9158,0.9974750000000001,3.9799350000000002,3.0069600000000003,0.32330000000000003,0.8059800000000001,0.32330000000000003,6.51
539,Edmond Sumner,INDIANA PACERS,2020-01-04,AWAY,ATLANTA HAWKS,0.0,2.6919000000000004,0.766,1.373,3.495,2.06,0.329,0.9087000000000002,0.329,0.0
540,D.J. Wilson,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0.0,2.5001999999999995,0.766,1.0441,3.495,2.06,0.329,0.483,0.329,0.0
541,Torrey Craig,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0.0,2.6919000000000004,0.766,1.373,3.495,2.06,0.329,0.6507000000000002,0.329,0.0
542,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,14.467,2.4549119999999993,1.1918600000000001,1.439404,4.522815,2.4058,0.4237,0.8853599999999998,0.4237,6.855
543,Thanasis Antetokounmpo,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0.0,2.5001999999999995,0.766,1.0441,3.495,2.06,0.329,0.483,0.329,0.0
544,Sterling Brown,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0.0,2.5001999999999995,0.766,1.0441,3.495,2.06,0.329,0.483,0.329,0.0
545,Josh Magette,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,9.092666666666666,2.1207200000000004,1.09984,0.94339,3.82551,2.64556,0.45914,0.9044700000000001,0.45914,6.625
546,Kenrich Williams,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,9.014833333333334,2.5683859999999994,0.9243600000000001,1.321153,4.003698,2.27812,0.26174000000000003,0.79836,0.26174000000000003,4.959
547,Yogi Ferrell,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,0.0,2.5995999999999997,0.766,1.0441,3.495,2.06,0.329,0.6893999999999999,0.329,0.0
548,Patrick Patterson,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,0.0,2.3297999999999996,0.766,1.0441,3.495,2.06,0.329,0.7281000000000001,0.329,0.0
549,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,24.5175,3.985086,1.01638,1.447492,5.521185000000001,3.5842,0.48376,1.22775,0.48376,23.325000000000003
550,Glenn Robinson,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,17.238333333333333,3.5468860000000006,1.0335,1.1369930000000001,5.264691,2.6398800000000002,0.57158,0.9625800000000002,0.57158,11.883
551,Deonte Burton,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,0.0,2.9545999999999992,0.766,1.373,3.495,2.06,0.329,0.6377999999999998,0.329,0.0
552,Stanley Johnson,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,4.8595,2.5181939999999994,0.8302,1.707352,3.980706,2.5319599999999998,0.34534,0.8427,0.34534,5.5729999999999995
553,Frank Jackson,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,0.0,2.5214999999999996,0.766,1.373,3.495,2.06,0.329,0.5475,0.329,0.0
554,Ky Bowman,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,26.016166666666667,4.121918000000001,1.2410800000000002,1.460781,5.029185,3.37136,0.67326,1.2303900000000003,0.67326,22.09
555,Allen Crabbe,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,13.157,1.6715120000000008,1.3309600000000001,0.9269780000000001,3.990018,2.2196000000000002,0.33734000000000003,0.6636000000000001,0.33734000000000003,3.644
556,Vince Carter,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,0.0,2.1665,0.766,1.0441,3.495,2.06,0.329,0.6636000000000001,0.329,0.0
