,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average
4561,Jalen Brunson,DALLAS MAVERICKS,2020-01-31,AWAY,HOUSTON ROCKETS,18.153000000000002,4.05961,1.05704,2.56531,4.177647,3.2038,0.28486,0.85947,0.28486,16.671
4562,JaVale McGee,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,18.963833333333334,4.166968000000001,0.86872,2.3857399999999997,7.017989999999999,2.33164,1.4694599999999998,0.66558,1.4694599999999998,25.054999999999996
4563,Ricky Rubio,PHOENIX SUNS,2020-01-31,HOME,OKLAHOMA CITY THUNDER,29.641000000000002,3.9289060000000005,1.2068400000000001,2.227212,5.215497,4.5686800000000005,0.41374,1.1496,0.41374,23.561
4564,Ryan Arcidiacono,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,11.3025,2.1873359999999993,1.0977000000000001,1.487397,3.788148,2.98244,0.41744,0.741,0.41744,7.359000000000001
4565,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-31,AWAY,NEW ORLEANS PELICANS,30.713666666666665,5.549214,1.69262,3.636144,4.698675,2.88748,0.64488,0.9504299999999999,0.64488,29.305000000000003
4566,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,28.770666666666667,2.721926,1.56636,1.5958109999999999,4.58052,2.94712,0.49058,0.8079599999999999,0.49058,17.4
4567,Wesley Matthews,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,24.2245,2.150132,1.38874,2.089311,4.361085,3.17188,0.30979999999999996,0.7957200000000001,0.30979999999999996,13.915000000000001
4568,Luguentz Dort,OKLAHOMA CITY THUNDER,2020-01-31,AWAY,PHOENIX SUNS,25.334999999999997,3.135933999999999,1.49574,1.874477,4.044078000000001,2.43448,0.47584,1.2069300000000003,0.47584,17.253999999999998
4569,Ryan Broekhoff,DALLAS MAVERICKS,2020-01-31,AWAY,HOUSTON ROCKETS,13.997833333333334,1.4334739999999995,1.69048,1.353985,5.511566999999999,2.9179600000000003,0.4859,0.8154,0.4859,14.360999999999999
4570,Tony Snell,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,27.364166666666666,1.3509399999999996,1.81246,1.149801,4.158894,2.81,0.55922,0.7551300000000001,0.55922,16.302
4571,Garrett Temple,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,24.703666666666667,1.9205080000000017,1.9280199999999998,1.3810760000000002,4.624626,3.2788800000000005,0.37363999999999997,0.8751899999999998,0.37363999999999997,17.337999999999997
4572,Nassir Little,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,14.522833333333333,2.998786000000001,1.01852,1.598436,4.6823939999999995,2.2888400000000004,0.80064,0.84345,0.80064,11.437
4573,Caris LeVert,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,23.303166666666666,4.448760000000001,1.48076,3.006953,4.510902,3.33148,0.34226,0.9362099999999998,0.34226,19.171
4574,Coby White,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,21.791333333333334,2.569630000000001,1.8038999999999998,2.112219,4.916103,2.58136,0.45164000000000004,0.8867700000000001,0.45164000000000004,14.244000000000002
4575,Jaxson Hayes,NEW ORLEANS PELICANS,2020-01-31,HOME,MEMPHIS GRIZZLIES,12.992833333333333,3.3899219999999994,0.766,3.356457,4.506246,2.3906,0.5476599999999999,0.7281000000000001,0.5476599999999999,11.083
4576,DeAndre Jordan,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,19.10183333333333,3.984082000000001,0.766,1.7661499999999997,7.240830000000001,2.8212,1.00516,0.7836599999999998,1.00516,22.189999999999998
4577,P.J. Tucker,HOUSTON ROCKETS,2020-01-31,HOME,DALLAS MAVERICKS,34.590333333333334,2.2159739999999992,1.47648,1.8768150000000001,7.1243609999999995,4.15364,0.71156,1.26165,0.71156,27.563000000000002
4578,Dwight Howard,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,21.26516666666667,4.014268,0.766,3.02957,8.701637999999999,2.2404800000000002,1.3050199999999998,0.98424,1.3050199999999998,24.823999999999998
4579,Christian Wood,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,22.57633333333333,3.5482180000000003,1.2368000000000001,5.311837000000001,5.500425,2.3261200000000004,0.46041999999999994,0.9856500000000001,0.46041999999999994,26.874999999999996
4580,E'Twaun Moore,NEW ORLEANS PELICANS,2020-01-31,HOME,MEMPHIS GRIZZLIES,12.922166666666667,2.344582,1.4037199999999999,1.148929,3.618582,2.51752,0.31266,0.8094600000000001,0.31266,8.476
4581,Gary Trent,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,30.559833333333334,1.8505040000000008,2.13346,1.7273880000000001,5.080563000000001,3.3829200000000004,0.62558,1.1180400000000001,0.62558,24.728999999999996
4582,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-01-31,AWAY,NEW ORLEANS PELICANS,21.089833333333335,4.377594,0.98,1.7919150000000001,4.62066,3.72364,0.38986,1.1233199999999999,0.38986,20.235
4583,Thabo Sefolosha,HOUSTON ROCKETS,2020-01-31,HOME,DALLAS MAVERICKS,12.229666666666667,2.498658,1.15548,1.34016,4.222122,2.23996,0.41518,0.8650199999999998,0.41518,9.741
4584,OG Anunoby,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,26.741666666666667,3.284846000000001,1.2261,1.8013640000000002,5.082378,2.95804,0.8469599999999999,0.8880000000000001,0.8469599999999999,18.709
4585,Terence Davis,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,13.591166666666668,2.1860720000000002,1.3437999999999999,1.808447,4.934616,2.7196800000000003,0.34158,0.8676600000000002,0.34158,13.537999999999998
4586,Cheick Diallo,PHOENIX SUNS,2020-01-31,HOME,OKLAHOMA CITY THUNDER,7.6803333333333335,2.6291720000000005,0.80666,1.4591500000000002,4.219392,2.1244400000000003,0.42721999999999993,0.6546599999999998,0.42721999999999993,5.520999999999999
4587,Delon Wright,DALLAS MAVERICKS,2020-01-31,AWAY,HOUSTON ROCKETS,22.775666666666666,3.3846999999999996,1.2368000000000001,1.563253,6.766218,3.5815200000000003,0.6528400000000001,0.83574,0.6528400000000001,19.724
4588,Robin Lopez,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,12.244833333333334,3.0735159999999997,0.92864,1.4768100000000002,4.193526,2.2382,0.66384,0.5991000000000001,0.66384,8.593
4589,Kyle Lowry,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,35.47116666666667,3.0796680000000016,2.07996,4.669776,5.445867,5.14132,0.31606,1.3049700000000002,0.31606,37.431
4590,Timothé Luwawu-Cabarrot,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,8.034666666666666,2.330604000000001,1.14906,1.6715240000000002,3.819762,2.28344,0.28606000000000004,0.7531499999999998,0.28606000000000004,7.256
4591,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,22.1275,2.8363080000000007,1.4251200000000002,2.0282850000000003,4.046454000000001,2.6664,0.6095200000000001,0.7926000000000001,0.6095200000000001,9.572
4592,Brook Lopez,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,28.374000000000002,2.724946000000001,1.8210199999999999,0.972375,4.718103,3.4051199999999997,1.4038,0.66351,1.4038,26.163999999999998
4593,Denzel Valentine,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,15.098666666666666,2.3117919999999996,1.61772,1.126074,4.092792,3.1186800000000003,0.24996000000000002,1.25967,0.24996000000000002,14.300999999999998
4594,Bruce Brown,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,24.78483333333333,3.0362739999999997,1.13194,1.442869,4.760988,4.0087600000000005,0.5053000000000001,0.8568300000000001,0.5053000000000001,19.019000000000002
4595,Sterling Brown,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,8.327,2.6692180000000008,1.11482,1.134254,5.160666000000001,2.53112,0.46096,0.6906300000000001,0.46096,9.768
4596,John Konchar,MEMPHIS GRIZZLIES,2020-01-31,AWAY,NEW ORLEANS PELICANS,5.888833333333333,2.6401779999999997,0.86016,1.339803,3.495,2.06,0.329,0.6893999999999999,0.329,0.88
4597,Cristiano Felício,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,22.790000000000003,3.4643880000000005,0.766,2.335149,7.457454,2.40152,0.83412,0.86982,0.83412,15.661999999999999
4598,Thanasis Antetokounmpo,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,2.5708333333333333,2.639792,0.766,1.012022,3.7227360000000003,2.06,0.37268,0.5991000000000001,0.37268,0.6880000000000001
4599,Willie Cauley-Stein,DALLAS MAVERICKS,2020-01-31,AWAY,HOUSTON ROCKETS,20.992833333333333,4.45463,0.766,1.759087,6.553863,3.01812,1.0162,0.9713400000000001,1.0162,20.598999999999997
4600,Ersan İlyasova,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,16.732666666666667,3.1023940000000003,1.0763,1.9267990000000004,5.38296,2.56008,0.2823,0.8804700000000001,0.2823,14.86
4601,Caleb Swanigan,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,10.728166666666668,3.1437740000000005,0.766,1.528305,5.302776,2.68092,0.55794,0.7926000000000001,0.55794,7.122999999999999
4602,Langston Galloway,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,28.065,2.11895,1.8381399999999999,1.148438,4.91697,2.44304,0.4546,0.9619200000000001,0.4546,16.779999999999998
4603,Rajon Rondo,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,20.346333333333334,3.4317480000000007,1.4935999999999998,1.150801,4.871115,5.02324,0.35919999999999996,0.7943999999999999,0.35919999999999996,20.385
4604,Danny Green,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,25.139,1.7778080000000003,2.03502,1.132398,4.921803,2.3518800000000004,0.63638,1.28256,0.63638,18.299
4605,Patrick McCaw,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,16.394666666666666,2.8102099999999997,0.79168,1.503933,3.8931210000000003,2.85516,0.51752,0.9964800000000003,0.51752,9.523000000000001
4606,Quinn Cook,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,9.123833333333332,3.372584,1.14906,1.2728970000000002,4.238964,2.20364,0.34131999999999996,0.78084,0.34131999999999996,10.257
4607,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-31,AWAY,NEW ORLEANS PELICANS,18.174,2.1859859999999998,1.29886,2.163933,4.463682,3.24104,0.29316,0.7809299999999999,0.29316,12.475999999999999
4608,Troy Daniels,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,11.6775,2.353314,1.3459400000000001,1.309326,4.070361,2.47172,0.55538,0.7062599999999999,0.55538,9.393
4609,Kyle Korver,MILWAUKEE BUCKS,2020-01-31,HOME,DENVER NUGGETS,17.719833333333334,1.534206000000001,1.67978,1.674887,4.628046,2.69428,0.4565,0.7041900000000001,0.4565,16.523
4610,Adam Mokoka,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,14.6395,2.46141,1.02922,1.473347,4.369305,2.41644,0.4194,0.80541,0.4194,6.685
4611,Darius Bazley,OKLAHOMA CITY THUNDER,2020-01-31,AWAY,PHOENIX SUNS,20.875333333333334,3.488689999999999,1.2046999999999999,2.017714,4.876029,2.55424,0.44268,0.9086100000000001,0.44268,16.081999999999997
4612,Jared Dudley,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,9.630666666666666,2.3370560000000005,1.07202,0.964278,4.116474,2.1244400000000003,0.42238,0.8282999999999999,0.42238,7.427
4613,Dario Šarić,PHOENIX SUNS,2020-01-31,HOME,OKLAHOMA CITY THUNDER,23.968666666666664,3.057132,1.35664,2.044554,5.731515,2.98244,0.6924,0.8207699999999998,0.6924,18.565
4614,Reggie Jackson,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,24.08,3.8788159999999996,1.8895,3.184765,4.650042,4.288600000000001,0.49262000000000006,1.0195500000000002,0.49262000000000006,31.181000000000004
4615,Wilson Chandler,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,21.370833333333334,2.1724740000000002,1.6091600000000001,1.4873830000000001,4.8614820000000005,2.516,0.34572,0.9023099999999998,0.34572,15.005999999999998
4616,Thon Maker,DETROIT PISTONS,2020-01-31,HOME,TORONTO RAPTORS,15.058,2.471958,1.11696,3.5096450000000003,6.2229209999999995,2.7666,0.7578,0.91107,0.7578,20.323
4617,Kris Dunn,CHICAGO BULLS,2020-01-31,AWAY,BROOKLYN NETS,27.500833333333333,3.673744,1.00782,2.2714920000000003,5.170959,4.67376,0.35578000000000004,1.46307,0.35578000000000004,28.872
4618,Matt Thomas,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,7.4271666666666665,2.112114,1.0977000000000001,1.299519,3.9549840000000005,2.5866800000000003,0.36042,0.6507000000000002,0.36042,4.797
4619,Paul Watson,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,9.2685,2.743532000000001,1.09984,1.232006,3.7824,2.94844,0.29100000000000004,0.8405400000000002,0.29100000000000004,5.385
4620,Rodions Kurucs,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,16.710166666666666,2.593770000000001,1.3908800000000001,1.097949,4.256754,2.68776,0.32052,0.9701099999999998,0.32052,12.322
4621,Jeremiah Martin,BROOKLYN NETS,2020-01-31,HOME,CHICAGO BULLS,5.816666666666666,3.3853420000000014,0.766,0.9653970000000001,3.6214560000000002,2.35792,0.31228,0.8921399999999998,0.31228,4.168000000000001
4622,Stanley Johnson,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,6.356166666666667,2.5506219999999997,0.87086,1.470361,3.7640640000000003,2.5683599999999998,0.38120000000000004,0.7015500000000001,0.38120000000000004,3.5669999999999997
4623,Abdel Nader,OKLAHOMA CITY THUNDER,2020-01-31,AWAY,PHOENIX SUNS,8.894333333333332,3.0946279999999993,0.96716,1.57742,3.995814,2.59732,0.36732,0.9255600000000002,0.36732,5.997
4624,Alex Caruso,LOS ANGELES LAKERS,2020-01-31,HOME,PORTLAND TRAIL BLAZERS,16.780333333333335,2.8856280000000005,1.22396,1.9609930000000002,3.980706,2.9455999999999998,0.45982,1.3368,0.45982,15.888000000000005
4625,Justin Jackson,DALLAS MAVERICKS,2020-01-31,AWAY,HOUSTON ROCKETS,20.882333333333335,2.6194119999999996,1.44224,1.619951,4.6003169999999995,3.04244,0.5046,0.612,0.5046,11.710999999999999
4626,Mikal Bridges,PHOENIX SUNS,2020-01-31,HOME,OKLAHOMA CITY THUNDER,31.3055,3.077254,1.31598,1.998672,5.292051,3.87272,0.74686,1.16994,0.74686,25.328000000000003
4627,Yuta Watanabe,MEMPHIS GRIZZLIES,2020-01-31,AWAY,NEW ORLEANS PELICANS,9.021166666666666,3.2160399999999996,0.88156,1.8325660000000001,3.9928920000000003,2.39516,0.33696000000000004,0.7402499999999999,0.33696000000000004,4.641
4628,Frank Jackson,NEW ORLEANS PELICANS,2020-01-31,HOME,MEMPHIS GRIZZLIES,9.0035,2.6250019999999994,0.94148,1.9984140000000004,4.044126,2.16848,0.50658,0.8908200000000001,0.50658,6.977999999999999
4629,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,18.555166666666665,2.599298000000001,1.09984,1.8774540000000002,4.802733,2.12384,0.38054000000000004,0.9383700000000001,0.38054000000000004,6.863999999999999
4630,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-01-31,AWAY,LOS ANGELES LAKERS,5.1185,2.5767320000000007,0.766,1.700264,3.750786,2.06,0.29518,0.9417600000000002,0.29518,3.1780000000000004
4631,Oshae Brissett,TORONTO RAPTORS,2020-01-31,AWAY,DETROIT PISTONS,7.7615,2.5020160000000002,1.01852,1.5866209999999998,4.239012000000001,2.1398,0.37206000000000006,0.7422300000000002,0.37206000000000006,4.880999999999999
4632,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,2020-01-31,HOME,MEMPHIS GRIZZLIES,5.354833333333334,2.5352059999999996,0.96074,1.268538,3.776652,2.6119600000000003,0.40624000000000005,0.7281000000000001,0.40624000000000005,4.991
4633,Hamidou Diallo,OKLAHOMA CITY THUNDER,2020-01-31,AWAY,PHOENIX SUNS,20.565166666666666,4.173647999999999,0.8623000000000001,1.48218,5.648283,2.19148,0.36160000000000003,0.9459000000000002,0.36160000000000003,13.519000000000002
4634,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-01,HOME,UTAH JAZZ,40.4775,3.4998020000000016,3.64002,6.761183000000001,6.249126,7.45448,0.13088,1.2333,0.13088,72.678
4635,Bradley Beal,WASHINGTON WIZARDS,2020-02-01,HOME,BROOKLYN NETS,35.818999999999996,4.980716000000001,2.66204,8.258351999999999,5.5326,5.792000000000001,0.61446,0.92745,0.61446,55.60999999999999
4636,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,2020-02-01,AWAY,LOS ANGELES CLIPPERS,34.684,5.912152000000001,2.20194,4.8727160000000005,7.633074,4.005,1.11784,1.0073999999999999,1.11784,49.42700000000001
4637,Dorian Finney-Smith,DALLAS MAVERICKS,2020-02-01,HOME,ATLANTA HAWKS,29.377333333333336,2.6032260000000003,1.4722,1.705724,7.455849000000001,2.6266000000000003,0.89208,1.0307400000000002,0.89208,19.787000000000003
4638,Anthony Davis,LOS ANGELES LAKERS,2020-02-01,AWAY,SACRAMENTO KINGS,33.169000000000004,6.173036,1.5257,5.234536000000001,7.391499,3.8443600000000004,1.36416,0.9678599999999999,1.36416,51.917
4639,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-02-01,HOME,MINNESOTA TIMBERWOLVES,35.10783333333333,6.560462,2.2854,5.9465,7.420464,5.372680000000001,0.7818799999999999,1.2905700000000002,0.7818799999999999,62.897000000000006
4640,Jalen Brunson,DALLAS MAVERICKS,2020-02-01,HOME,ATLANTA HAWKS,19.17866666666667,4.582842000000001,1.04206,1.9857420000000001,4.4137319999999995,3.27504,0.46386,1.0409100000000002,0.46386,16.586
4641,Jaylen Brown,BOSTON CELTICS,2020-02-01,HOME,PHILADELPHIA 76ERS,33.964166666666664,3.9406480000000013,2.06926,3.2337570000000007,5.949795,3.6906,0.67306,1.0467600000000001,0.67306,32.815
4642,DeMar DeRozan,SAN ANTONIO SPURS,2020-02-01,HOME,CHARLOTTE HORNETS,36.13533333333333,8.226780000000002,0.8387600000000001,8.507019999999999,5.894532,4.33164,0.21466000000000002,0.5616300000000001,0.21466000000000002,42.981
4643,Cody Zeller,CHARLOTTE HORNETS,2020-02-01,AWAY,SAN ANTONIO SPURS,24.0365,5.204082,0.97144,2.5481559999999996,7.133367,3.2534400000000003,1.10474,0.73386,1.10474,23.906
4644,Glenn Robinson,GOLDEN STATE WARRIORS,2020-02-01,AWAY,CLEVELAND CAVALIERS,30.846333333333334,3.335049999999999,1.8681,2.3206150000000005,5.206875,3.2402800000000003,0.68624,0.7598399999999998,0.68624,25.515000000000004
4645,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-01,HOME,UTAH JAZZ,33.91066666666667,6.012076,0.766,3.4160320000000004,9.67875,2.30716,2.6418,0.9926100000000001,2.6418,52.465
4646,Collin Sexton,CLEVELAND CAVALIERS,2020-02-01,HOME,GOLDEN STATE WARRIORS,34.30316666666667,6.025858000000001,1.66052,2.820332,5.3844840000000005,4.17472,0.75088,1.0860299999999998,0.75088,35.452
4647,Maxi Kleber,DALLAS MAVERICKS,2020-02-01,HOME,ATLANTA HAWKS,18.192,2.772004000000001,1.61772,1.22764,6.035660999999999,2.4076000000000004,1.4433799999999999,0.9731100000000001,1.4433799999999999,20.838
4648,Draymond Green,GOLDEN STATE WARRIORS,2020-02-01,AWAY,CLEVELAND CAVALIERS,30.371,3.4852159999999994,1.47862,2.644764,5.560779,6.419480000000001,0.6135599999999999,0.9767999999999999,0.6135599999999999,31.956999999999994
4649,Nikola Vučević,ORLANDO MAGIC,2020-02-01,HOME,MIAMI HEAT,31.747166666666665,4.721710000000002,1.98366,1.4918820000000002,8.071608000000001,4.36668,0.6833400000000001,1.11663,0.6833400000000001,38.309000000000005
4650,Jayson Tatum,BOSTON CELTICS,2020-02-01,HOME,PHILADELPHIA 76ERS,29.7245,4.678552000000001,2.1249000000000002,2.7839000000000005,6.025692,3.49244,0.6084,1.20948,0.6084,39.921
4651,Jarrett Allen,BROOKLYN NETS,2020-02-01,AWAY,WASHINGTON WIZARDS,30.940833333333334,4.971828,0.79168,3.2251819999999998,7.171452,3.0176000000000003,1.7271,0.8846100000000001,1.7271,31.355999999999995
4652,John Collins,ATLANTA HAWKS,2020-02-01,AWAY,DALLAS MAVERICKS,30.723666666666666,5.811662000000001,1.3759000000000001,2.6011349999999998,9.587826,2.35464,0.8265800000000001,0.8785799999999998,0.8265800000000001,41.568
4653,Ben Simmons,PHILADELPHIA 76ERS,2020-02-01,AWAY,BOSTON CELTICS,37.87316666666666,6.7352620000000005,0.766,7.408116000000001,7.215927,5.7048,0.6490199999999999,1.5984000000000003,0.6490199999999999,50.936
4654,Tyler Herro,MIAMI HEAT,2020-02-01,AWAY,ORLANDO MAGIC,30.438666666666666,3.118774,2.07996,1.995845,4.745334000000001,2.7295200000000004,0.6841600000000001,0.8770800000000001,0.6841600000000001,23.972
4655,Jakob Poeltl,SAN ANTONIO SPURS,2020-02-01,HOME,CHARLOTTE HORNETS,20.865166666666667,4.51199,0.766,2.2955929999999998,6.953928,3.04772,1.2907,0.5107800000000001,1.2907,25.738999999999997
4656,Aaron Gordon,ORLANDO MAGIC,2020-02-01,HOME,MIAMI HEAT,34.63966666666667,4.545434,1.50644,2.51171,6.8654280000000005,3.5729599999999997,0.61934,0.9267899999999999,0.61934,25.823999999999998
4657,Bojan Bogdanović,UTAH JAZZ,2020-02-01,AWAY,PORTLAND TRAIL BLAZERS,33.969500000000004,1.8051120000000012,2.9252599999999997,2.558986,5.021784,3.1942000000000004,0.26452000000000003,0.66558,0.26452000000000003,28.097
4658,Miles Bridges,CHARLOTTE HORNETS,2020-02-01,AWAY,SAN ANTONIO SPURS,28.009333333333334,3.7622540000000004,1.7760799999999999,2.0863620000000003,6.300855,2.58064,0.8906400000000001,0.68301,0.8906400000000001,22.72
4659,Marcus Morris,NEW YORK KNICKS,2020-02-01,AWAY,INDIANA PACERS,32.79216666666667,2.956316000000001,2.6599,2.853427000000001,5.908275,2.37976,0.5712600000000001,0.91107,0.5712600000000001,28.74
4660,D'Angelo Russell,GOLDEN STATE WARRIORS,2020-02-01,AWAY,CLEVELAND CAVALIERS,33.11,3.226948,3.25268,3.177961,5.260886999999999,5.0711200000000005,0.34456,1.1022299999999998,0.34456,41.506
4661,Jimmy Butler,MIAMI HEAT,2020-02-01,AWAY,ORLANDO MAGIC,32.991,5.50309,1.22824,6.9607410000000005,6.340851000000001,5.14724,0.6807400000000001,1.06353,0.6807400000000001,39.373
4662,Domantas Sabonis,INDIANA PACERS,2020-02-01,HOME,NEW YORK KNICKS,36.54833333333333,6.724628000000001,0.9586,4.679579,8.521734,5.4824,0.6352800000000001,0.8568300000000001,0.6352800000000001,42.362
4663,Paul George,LOS ANGELES CLIPPERS,2020-02-01,HOME,MINNESOTA TIMBERWOLVES,20.6,3.620794000000001,1.81888,3.8861619999999997,4.569876,3.8741200000000005,0.18688000000000002,0.7583400000000001,0.18688000000000002,25.523
4664,Buddy Hield,SACRAMENTO KINGS,2020-02-01,HOME,LOS ANGELES LAKERS,27.57,1.2497580000000008,3.07292,1.328745,5.964759,3.1729200000000004,0.51802,0.9756600000000001,0.51802,31.546999999999997
4665,Donovan Mitchell,UTAH JAZZ,2020-02-01,AWAY,PORTLAND TRAIL BLAZERS,33.61983333333333,4.247428000000001,2.4287799999999997,3.736243,4.942275,4.83704,0.276,1.0452599999999999,0.276,35.02
4666,Harry Giles,SACRAMENTO KINGS,2020-02-01,HOME,LOS ANGELES LAKERS,10.866333333333333,3.2811320000000004,0.766,1.09782,4.637679,2.7995200000000002,0.80494,0.9654900000000001,0.80494,13.362
4667,LeBron James,LOS ANGELES LAKERS,2020-02-01,AWAY,SACRAMENTO KINGS,35.15533333333334,5.3727680000000015,2.0414399999999997,4.251259,6.654744,6.885800000000001,0.53098,0.9509099999999999,0.53098,46.417
4668,Damion Lee,GOLDEN STATE WARRIORS,2020-02-01,AWAY,CLEVELAND CAVALIERS,29.494833333333336,3.937016,1.2346599999999999,2.042211,5.020692,3.2793200000000002,0.30155999999999994,0.8954399999999998,0.30155999999999994,16.471
4669,Joe Harris,BROOKLYN NETS,2020-02-01,AWAY,WASHINGTON WIZARDS,29.713666666666665,2.406294000000001,1.85954,1.075719,4.754052,3.32912,0.36714,0.9219000000000002,0.36714,17.705999999999996
4670,Kevin Huerter,ATLANTA HAWKS,2020-02-01,AWAY,DALLAS MAVERICKS,34.964166666666664,2.0706739999999995,2.0821,1.461176,5.07822,3.12608,0.3883,1.05486,0.3883,22.939999999999998
4671,Thomas Bryant,WASHINGTON WIZARDS,2020-02-01,HOME,BROOKLYN NETS,22.622166666666665,4.697452,0.98214,2.30194,6.7878300000000005,3.21772,0.83312,0.82236,0.83312,27.325
4672,Rajon Rondo,LOS ANGELES LAKERS,2020-02-01,AWAY,SACRAMENTO KINGS,17.300833333333333,3.0413999999999994,1.28816,1.5038170000000002,4.1354999999999995,4.81044,0.355,0.6492,0.355,13.855000000000002
4673,Mike Conley,UTAH JAZZ,2020-02-01,AWAY,PORTLAND TRAIL BLAZERS,20.83716666666667,3.2269500000000004,1.57706,2.931122,3.9979500000000003,3.0388800000000002,0.2625,0.6757499999999999,0.2625,13.579999999999998
4674,Kevin Love,CLEVELAND CAVALIERS,2020-02-01,HOME,GOLDEN STATE WARRIORS,29.638333333333332,2.018020000000001,2.6706000000000003,1.2201940000000002,5.669397,3.56556,0.17986000000000005,0.9233099999999999,0.17986000000000005,31.401
4675,Julius Randle,NEW YORK KNICKS,2020-02-01,AWAY,INDIANA PACERS,35.11783333333334,6.027794000000001,1.5299800000000001,4.838017000000001,8.408828999999999,3.8750800000000005,0.7881199999999999,0.8364900000000001,0.7881199999999999,37.717000000000006
4676,Brad Wanamaker,BOSTON CELTICS,2020-02-01,HOME,PHILADELPHIA 76ERS,14.300666666666666,3.09223,1.0527600000000001,1.0728309999999999,4.061178,2.8962800000000004,0.31774,0.7687800000000001,0.31774,8.798999999999998
4677,DeAndre Jordan,BROOKLYN NETS,2020-02-01,AWAY,WASHINGTON WIZARDS,18.237000000000002,3.94221,0.766,1.806332,7.095348,2.6190800000000003,0.8815,0.7151100000000001,0.8815,19.409
4678,Marcus Smart,BOSTON CELTICS,2020-02-01,HOME,PHILADELPHIA 76ERS,32.07483333333333,2.450500000000001,2.3817,1.1212170000000001,5.369955,5.023480000000001,0.7297399999999999,1.00269,0.7297399999999999,30.755000000000006
4679,De'Aaron Fox,SACRAMENTO KINGS,2020-02-01,HOME,LOS ANGELES LAKERS,31.578,7.031562000000002,1.3801800000000002,4.9241660000000005,4.695561,5.465920000000001,0.6442,1.7011200000000002,0.6442,46.858
