,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played
5198,Sekou Doumbouya,DETROIT PISTONS,2020-02-03,AWAY,MEMPHIS GRIZZLIES,2.6,1.88,3.73,6.63,0.72,2.89,1.57,1.27,0.53,2.39,0.12,0.38,1.56,0.36,1466.31
5199,B.J. Johnson,ORLANDO MAGIC,2020-02-03,AWAY,CHARLOTTE HORNETS,0.73,0.58,1.65,2.75,0.15,1.1,0.59,0.59,0.15,1.09,0.34,0.0,0.46,0.3,387.9
5200,Anthony Tolliver,SACRAMENTO KINGS,2020-02-03,HOME,MINNESOTA TIMBERWOLVES,0.49,0.0,0.0,1.87,0.49,1.87,0.59,0.3,0.38,1.04,0.31,0.24,0.38,0.72,578.0
5201,J.J. Barea,DALLAS MAVERICKS,2020-02-03,AWAY,INDIANA PACERS,3.54,2.65,5.08,7.08,0.89,2.0,1.37,1.37,0.99,1.79,5.0,0.0,1.68,0.12,965.63
5202,Tremont Waters,BOSTON CELTICS,2020-02-03,AWAY,ATLANTA HAWKS,1.39,1.39,2.07,4.54,0.0,2.48,1.48,1.48,0.0,1.49,1.82,0.0,0.33,1.0,624.25
5203,Thon Maker,DETROIT PISTONS,2020-02-03,AWAY,MEMPHIS GRIZZLIES,1.74,1.55,2.07,3.49,0.19,1.43,3.15,2.36,1.28,2.54,1.58,0.67,0.9,0.7,849.34
5204,Tyler Herro,MIAMI HEAT,2020-02-03,HOME,PHILADELPHIA 76ERS,5.75,2.43,5.86,13.36,3.32,7.5,2.32,1.86,0.24,3.58,0.91,0.81,0.62,0.36,1823.16
5205,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-02-03,HOME,DETROIT PISTONS,4.08,3.65,5.81,7.11,0.43,1.3,1.27,0.97,0.24,1.93,2.43,0.15,1.54,0.93,1204.51
5206,Semi Ojeleye,BOSTON CELTICS,2020-02-03,AWAY,ATLANTA HAWKS,2.15,1.5,1.62,3.64,0.66,2.02,2.45,2.45,0.88,2.65,0.77,0.0,0.34,1.12,1394.02
5207,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-02-03,HOME,NEW YORK KNICKS,0.75,0.75,1.48,2.08,0.0,0.59,0.0,0.0,0.0,0.64,2.92,0.0,1.36,0.0,661.54
5208,Gary Payton,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,1.14,0.83,2.27,4.09,0.3,1.82,0.3,0.0,1.7,1.79,1.47,0.15,0.48,0.89,934.69
5209,Dwayne Bacon,CHARLOTTE HORNETS,2020-02-03,HOME,ORLANDO MAGIC,2.01,1.61,3.67,5.45,0.4,1.78,0.83,0.4,0.3,1.81,2.22,0.0,1.09,0.36,1058.58
5210,Isaac Bonga,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,2.54,1.87,2.88,4.14,0.67,1.25,1.19,1.19,2.67,1.75,1.53,0.66,1.09,0.3,1356.32
5211,Reggie Jackson,DETROIT PISTONS,2020-02-03,AWAY,MEMPHIS GRIZZLIES,5.78,3.61,9.47,14.59,2.17,5.13,3.42,2.64,0.85,1.52,4.25,0.19,1.52,0.63,1741.86
5212,Raul Neto,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,1.91,0.91,2.51,5.35,1.0,2.84,1.28,0.83,1.04,1.07,1.62,0.15,1.23,0.58,970.24
5213,James Harden,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,8.09,3.95,9.12,20.08,4.13,10.96,8.94,8.46,1.38,7.57,6.24,1.43,3.87,1.58,2208.61
5214,LeBron James,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,8.41,6.51,12.21,17.97,1.9,5.76,4.99,3.16,0.78,7.84,9.31,0.39,4.56,1.55,2115.9
5215,Nikola Jokić,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,10.83,9.65,15.99,19.14,1.18,3.14,4.99,4.38,0.7,8.86,9.42,0.75,3.83,1.95,2216.05
5216,Giannis Antetokounmpo,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,11.36,10.43,17.53,21.77,0.93,4.24,11.17,6.17,4.01,12.09,7.97,1.12,5.32,0.81,1838.07
5217,Brandon Ingram,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,7.24,4.18,9.14,15.73,3.07,6.59,4.25,4.13,0.9,5.23,4.05,0.24,2.94,0.77,1906.59
5218,DeMar DeRozan,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,9.91,9.91,18.2,18.32,0.0,0.12,9.91,8.05,0.15,5.02,4.28,0.0,2.26,1.07,2083.12
5219,Danuel House,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,4.34,1.74,4.54,11.3,2.6,6.75,1.61,1.31,1.46,5.87,1.54,0.79,0.76,1.66,1945.12
5220,Khris Middleton,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,9.37,5.52,9.22,15.44,3.85,6.22,5.57,5.33,0.79,6.07,6.41,0.3,2.09,0.0,2057.83
5221,Kyle Kuzma,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,4.25,3.49,6.68,9.56,0.75,2.89,3.68,2.78,1.73,4.54,0.95,0.54,1.87,0.0,1485.52
5222,Jamal Murray,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,5.25,4.51,9.73,13.45,0.74,3.72,3.78,3.42,0.62,2.65,3.08,0.12,1.83,1.29,1743.51
5223,Miles Bridges,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,6.43,3.88,7.79,14.35,2.54,6.56,2.58,2.34,2.74,3.06,1.64,0.93,0.6,0.68,1916.45
5224,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,15.28,7.6,13.42,26.68,7.68,13.26,9.48,8.55,0.43,5.86,11.0,0.0,3.12,1.24,2327.15
5225,Devonte' Graham,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,4.14,1.72,3.08,11.76,2.43,8.69,1.28,0.82,0.3,1.96,7.16,0.0,3.1,1.47,2132.6
5226,Terry Rozier,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,6.3,4.19,7.99,15.07,2.11,7.08,3.47,3.17,0.7,4.97,2.64,0.19,2.06,0.31,2140.43
5227,Jerami Grant,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,5.43,2.7,5.75,12.08,2.73,6.33,2.2,2.05,1.57,2.62,1.45,2.83,1.09,1.27,2216.78
5228,Wesley Matthews,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,1.97,0.99,1.67,4.75,0.98,3.08,1.84,1.41,0.12,1.62,1.5,0.0,1.08,0.27,1348.68
5229,Will Barton,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,6.62,4.14,8.56,14.41,2.49,5.85,2.71,2.07,1.38,5.23,4.71,0.34,1.59,0.51,2010.51
5230,Bryn Forbes,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,2.59,0.97,2.53,7.84,1.63,5.31,0.59,0.59,0.0,1.08,2.39,0.0,0.12,0.12,1306.51
5231,P.J. Tucker,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,1.28,0.34,1.98,5.22,0.94,3.25,0.85,0.85,1.61,5.52,2.0,0.63,0.88,1.12,2178.57
5232,Dwight Howard,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,2.21,2.21,3.21,3.21,0.0,0.0,1.71,0.12,2.86,5.01,0.15,1.35,1.11,0.43,1121.65
5233,JaVale McGee,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,3.31,3.16,4.05,4.36,0.15,0.3,2.48,1.71,2.46,3.32,0.54,1.3,0.96,0.0,965.87
5234,Ben McLemore,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,5.15,1.63,2.28,9.41,3.53,7.13,2.92,1.78,0.0,0.78,0.5,0.24,0.36,0.59,1267.78
5235,Anthony Davis,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,8.76,7.09,11.74,15.18,1.67,3.44,8.44,7.62,1.52,7.09,4.51,2.07,2.93,1.49,1989.73
5236,Malik Monk,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,4.54,3.45,9.08,12.61,1.09,3.53,2.93,2.81,1.18,2.94,3.15,0.6,1.48,0.42,1627.97
5237,Josh Hart,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,3.82,2.02,4.24,8.45,1.79,4.21,1.67,1.37,1.92,6.86,0.88,0.89,0.9,1.04,1636.39
5238,Austin Rivers,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,4.72,2.51,5.78,11.15,2.21,5.37,1.71,0.88,0.19,3.03,1.71,0.3,0.3,1.18,1757.68
5239,Brook Lopez,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,4.92,4.01,6.41,11.57,0.91,5.15,0.72,0.59,0.79,2.12,1.88,3.72,0.73,0.36,1724.1
5240,Zion Williamson,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,8.08,8.08,13.47,13.74,0.0,0.27,5.88,3.49,4.01,4.51,1.51,0.42,1.86,0.57,1740.77
5241,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,7.32,5.15,10.79,16.95,2.18,6.16,1.81,0.81,0.24,3.31,3.36,0.68,1.62,0.68,2027.12
5242,Marco Belinelli,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,1.89,0.6,0.91,4.42,1.29,3.51,1.17,0.87,0.24,0.85,2.08,0.0,0.24,0.0,974.22
5243,Eric Bledsoe,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,6.44,5.08,8.06,11.7,1.37,3.64,4.55,3.26,1.13,3.63,5.76,0.45,2.21,0.97,1857.01
5244,Dejounte Murray,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,3.34,2.74,6.17,7.96,0.6,1.79,0.38,0.38,0.97,4.66,2.09,0.43,1.67,2.24,1567.02
5245,J.J. Redick,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,3.21,1.05,2.75,7.29,2.16,4.54,3.15,2.87,0.12,1.78,1.08,0.15,1.79,0.43,1219.82
5246,Nicolò Melli,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,2.16,0.96,1.41,3.83,1.2,2.41,0.0,0.0,0.5,3.22,0.82,0.3,0.68,0.3,735.13
5247,Gary Trent,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,3.57,1.38,3.34,8.13,2.19,4.79,0.38,0.38,0.5,1.14,1.39,0.15,0.24,0.38,1514.4
5248,Donte DiVincenzo,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,4.7,3.08,4.28,8.61,1.62,4.32,1.76,0.73,1.32,4.07,2.01,0.31,1.49,1.37,1386.49
5249,Rajon Rondo,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,3.04,2.34,3.68,6.93,0.69,3.24,0.24,0.0,0.19,1.62,6.22,0.0,1.46,0.84,1188.94
5250,Lonnie Walker,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,1.75,1.35,3.34,4.1,0.4,0.76,0.87,0.75,0.0,1.96,1.14,0.3,0.31,0.48,1072.71
5251,Danny Green,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,2.2,0.34,1.53,7.84,1.86,6.31,0.71,0.48,1.34,1.92,1.44,0.69,1.41,1.52,1372.17
5252,Willy Hernangómez,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,3.66,3.5,6.43,7.66,0.15,1.23,2.8,1.77,1.3,3.36,1.54,0.19,1.85,0.73,1091.0
5253,Caleb Swanigan,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,1.09,1.09,1.71,1.71,0.0,0.0,0.48,0.24,1.62,3.61,0.82,0.42,2.08,0.0,793.37
5254,Thabo Sefolosha,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,1.51,1.06,1.06,2.75,0.45,1.69,1.02,0.3,0.71,2.38,1.16,0.42,0.39,1.2,923.1
5255,Lonzo Ball,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,3.76,1.12,2.22,8.99,2.65,6.76,0.59,0.59,1.27,6.36,8.93,1.13,4.08,1.59,2100.39
5256,Derrick White,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,2.8,1.93,3.75,7.12,0.86,3.37,1.56,1.2,0.36,4.38,3.2,1.23,1.12,0.0,1470.9
5257,Cody Martin,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,3.5,2.62,3.89,5.99,0.88,2.1,0.77,0.24,2.16,2.93,2.59,0.12,0.79,1.24,1426.23
5258,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,0.71,0.52,1.9,3.74,0.19,1.84,1.4,1.1,0.59,2.21,0.0,0.3,0.96,0.34,1031.36
5259,Juan Hernangómez,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,1.69,1.22,2.67,4.64,0.48,1.97,1.03,1.03,1.82,2.06,0.81,0.0,0.45,0.15,812.56
5260,Monte Morris,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,5.45,3.76,6.36,10.79,1.69,4.43,1.32,1.16,1.17,2.96,4.48,0.12,0.96,0.57,2050.64
5261,Pat Connaughton,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,2.14,0.88,1.73,3.96,1.26,2.23,0.0,0.0,1.13,5.09,1.28,0.54,0.31,0.39,1099.14
5262,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,1.72,1.11,2.91,4.3,0.61,1.4,0.78,0.78,0.12,1.49,1.76,0.12,1.03,0.0,1058.18
5263,Kyle Korver,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,2.43,0.9,0.9,4.68,1.52,3.78,0.89,0.69,0.15,2.44,1.53,0.3,1.38,0.36,1080.76
5264,P.J. Washington,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,4.31,3.46,5.81,8.75,0.85,2.94,2.35,0.88,0.77,2.98,2.46,0.24,1.51,0.78,1620.28
5265,Malik Beasley,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,3.58,1.6,3.58,9.16,1.98,5.57,1.41,1.41,0.19,2.45,2.46,0.0,0.94,1.29,1428.52
5266,E'Twaun Moore,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,3.57,2.95,4.32,7.19,0.62,2.87,0.3,0.3,0.24,0.0,0.84,0.54,0.84,0.15,815.39
5267,Torrey Craig,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,3.36,2.2,3.3,6.44,1.16,3.14,0.8,0.31,1.48,3.05,0.67,0.95,0.24,0.31,1449.62
5268,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,3.54,1.4,2.3,6.49,2.14,4.19,2.42,1.73,0.78,1.23,1.61,0.0,0.91,0.43,1587.6
5269,Trevor Ariza,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,4.15,2.94,4.79,8.05,1.21,3.26,0.49,0.37,0.91,4.11,1.9,0.24,0.88,2.05,2017.93
5270,Avery Bradley,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,3.76,1.61,3.35,8.13,2.15,4.78,0.48,0.48,0.24,1.89,0.82,0.0,0.15,0.27,1244.59
5271,Jakob Poeltl,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,4.32,4.32,5.86,5.86,0.0,0.0,2.83,1.14,2.51,5.3,1.94,2.02,0.96,0.48,1196.79
5272,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,8.42,8.42,10.67,10.67,0.0,0.0,4.98,3.12,4.16,10.44,0.63,4.07,1.21,0.77,1994.03
5273,Nassir Little,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,2.92,1.99,2.11,3.83,0.93,1.71,0.38,0.38,0.38,0.57,0.24,0.43,0.19,0.0,817.25
5274,LaMarcus Aldridge,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,6.58,5.52,9.79,12.69,1.06,2.9,4.48,3.96,1.59,7.28,2.66,1.38,1.01,0.27,1994.52
5275,Eric Gordon,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,5.74,3.38,5.22,13.62,2.36,8.4,5.14,4.34,0.3,1.52,2.51,0.7,0.55,2.0,1980.98
5276,Vlatko Čančar,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,0.43,0.19,0.19,0.92,0.24,0.73,0.0,0.0,0.0,0.54,0.36,0.0,0.24,0.24,114.94
5277,Gary Harris,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,2.65,1.93,5.1,7.8,0.72,2.71,1.44,1.14,0.27,2.84,1.69,0.15,1.35,0.98,1566.67
5278,Dwayne Bacon,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,0.63,0.51,2.85,4.09,0.12,1.24,0.27,0.12,0.24,2.45,2.18,0.0,1.47,0.49,976.79
5279,Troy Daniels,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,0.7,0.43,1.4,3.25,0.27,1.85,0.67,0.43,0.9,0.0,0.58,0.19,0.54,0.15,525.04
5280,Jarred Vanderbilt,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,0.85,0.85,1.28,1.28,0.0,0.0,0.0,0.0,0.56,0.17,0.0,0.34,0.62,0.56,302.73
5281,Jaxson Hayes,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,1.5,1.5,2.75,2.75,0.0,0.0,1.97,1.11,0.45,1.82,0.58,0.19,0.46,0.0,592.3
5282,Alex Caruso,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,2.13,0.94,2.1,4.53,1.2,2.43,0.92,0.62,0.0,1.15,1.62,0.12,0.49,1.86,870.28
5283,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,0.22,0.22,0.76,1.03,0.0,0.27,0.22,0.22,0.27,0.35,0.27,0.27,0.69,0.51,379.67
5284,Isaiah Hartenstein,HOUSTON ROCKETS,2020-02-04,HOME,CHARLOTTE HORNETS,1.51,1.51,1.63,1.63,0.0,0.0,0.55,0.43,1.2,1.52,0.27,0.61,0.59,0.24,398.11
5285,Jrue Holiday,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,7.19,5.53,10.18,15.9,1.66,5.72,3.42,2.12,1.06,2.81,6.59,1.66,2.29,1.65,1938.38
5286,Robin Lopez,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,1.24,1.0,2.35,2.9,0.24,0.55,0.38,0.38,0.73,1.86,1.17,0.5,0.57,0.3,706.81
5287,PJ Dozier,DENVER NUGGETS,2020-02-04,HOME,PORTLAND TRAIL BLAZERS,1.86,1.31,3.24,5.25,0.55,2.01,1.59,1.11,0.89,1.73,2.09,0.43,1.19,0.55,809.89
5288,Derrick Favors,NEW ORLEANS PELICANS,2020-02-04,HOME,MILWAUKEE BUCKS,3.94,3.94,6.12,6.12,0.0,0.0,2.53,1.55,3.64,6.03,1.0,0.74,1.59,0.58,1420.86
5289,Jared Dudley,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,0.65,0.15,0.46,1.29,0.5,0.84,0.0,0.0,0.15,1.81,0.0,0.15,0.12,0.3,414.07
5290,Keldon Johnson,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,1.75,1.75,3.79,4.12,0.0,0.34,0.68,0.34,0.68,0.9,1.02,0.0,0.34,0.0,396.24
5291,Trey Lyles,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,3.17,1.79,2.65,6.26,1.38,3.61,1.09,0.54,1.29,3.37,0.15,0.45,0.24,0.24,1269.98
5292,Cody Zeller,CHARLOTTE HORNETS,2020-02-04,AWAY,HOUSTON ROCKETS,5.74,5.74,10.34,10.85,0.0,0.52,1.91,1.11,2.68,5.36,3.83,0.7,0.73,1.17,1592.43
5293,Sterling Brown,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,1.59,1.23,2.49,4.26,0.36,1.77,0.0,0.0,0.63,2.57,0.34,0.0,0.4,0.0,621.52
5294,Rudy Gay,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,2.41,2.02,3.34,5.87,0.39,2.52,0.93,0.93,0.15,3.65,2.06,0.0,1.25,0.12,939.81
5295,Ersan İlyasova,MILWAUKEE BUCKS,2020-02-04,AWAY,NEW ORLEANS PELICANS,1.98,0.83,3.46,5.46,1.15,2.0,0.93,0.78,0.79,2.78,0.5,0.0,0.76,0.53,868.5
5296,Patty Mills,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,5.15,0.92,1.44,11.59,4.23,10.16,1.41,1.41,0.4,1.2,2.34,0.0,0.81,1.7,1394.3
5297,Chimezie Metu,SAN ANTONIO SPURS,2020-02-04,AWAY,LOS ANGELES LAKERS,0.89,0.89,1.46,1.46,0.0,0.0,0.84,0.84,0.19,1.01,0.72,0.19,0.19,0.0,301.81
5298,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-02-04,AWAY,DENVER NUGGETS,4.83,3.85,10.85,14.27,0.98,3.42,2.05,2.05,2.48,6.4,2.87,0.27,1.84,0.63,2099.75
5299,Quinn Cook,LOS ANGELES LAKERS,2020-02-04,HOME,SAN ANTONIO SPURS,1.42,0.73,2.36,3.05,0.69,0.69,0.46,0.15,0.15,0.27,0.0,0.0,0.0,0.12,240.02
5300,Nikola Jokić,DENVER NUGGETS,2020-02-05,AWAY,UTAH JAZZ,11.06,9.22,14.8,18.61,1.84,3.81,4.5,4.11,1.56,8.79,9.14,1.49,3.67,1.96,2096.31
5301,Andre Drummond,DETROIT PISTONS,2020-02-05,HOME,PHOENIX SUNS,8.66,8.66,16.77,16.77,0.0,0.0,5.29,2.58,5.46,10.7,3.43,1.02,3.27,0.86,2030.86
5302,Trae Young,ATLANTA HAWKS,2020-02-05,AWAY,MINNESOTA TIMBERWOLVES,7.99,5.1,9.32,18.14,2.88,8.82,11.2,9.77,0.7,3.8,9.43,0.0,6.64,1.1,1988.65
5303,Kyle Lowry,TORONTO RAPTORS,2020-02-05,HOME,INDIANA PACERS,4.23,2.29,4.4,10.19,1.94,5.79,4.31,3.59,0.38,3.94,6.33,0.3,2.65,1.08,1966.04
5304,Kristaps Porziņģis,DALLAS MAVERICKS,2020-02-05,HOME,MEMPHIS GRIZZLIES,7.7,4.82,8.6,16.22,2.88,7.62,7.73,7.02,1.5,7.26,0.77,0.51,2.0,1.05,1817.46
5305,Jayson Tatum,BOSTON CELTICS,2020-02-05,HOME,ORLANDO MAGIC,8.56,5.1,10.97,18.07,3.46,7.1,5.08,4.3,0.7,4.91,3.2,0.58,0.83,1.15,1760.88
5306,Derrick Jones,MIAMI HEAT,2020-02-05,AWAY,LOS ANGELES CLIPPERS,2.88,1.55,3.1,5.46,1.32,2.35,1.9,1.71,1.9,2.34,1.35,0.84,0.0,0.91,1664.18
5307,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-02-05,HOME,CLEVELAND CAVALIERS,7.62,4.47,10.44,16.64,3.15,6.2,5.1,4.98,0.45,4.0,6.35,0.19,1.88,1.18,1938.08
5308,Deandre Ayton,PHOENIX SUNS,2020-02-05,AWAY,DETROIT PISTONS,10.31,10.31,20.43,20.43,0.0,0.0,1.97,1.42,5.82,6.91,2.55,1.8,2.02,0.91,2044.94
5309,Gordon Hayward,BOSTON CELTICS,2020-02-05,HOME,ORLANDO MAGIC,7.06,5.2,9.95,14.32,1.86,4.36,4.7,4.09,1.41,6.44,3.23,0.64,2.3,0.55,2097.87
5310,Kelly Oubre,PHOENIX SUNS,2020-02-05,AWAY,DETROIT PISTONS,7.13,4.54,11.91,17.72,2.59,5.82,5.68,4.28,1.61,6.37,1.29,0.0,2.08,0.77,2209.56
5311,Justin Holiday,INDIANA PACERS,2020-02-05,AWAY,TORONTO RAPTORS,2.81,1.15,1.5,5.27,1.65,3.77,1.6,0.83,0.92,2.19,1.51,0.24,0.43,1.33,1519.25
5312,Bam Adebayo,MIAMI HEAT,2020-02-05,AWAY,LOS ANGELES CLIPPERS,6.2,6.2,11.96,12.12,0.0,0.15,2.78,2.18,2.35,7.76,7.27,1.26,1.5,1.35,2127.97
5313,Pascal Siakam,TORONTO RAPTORS,2020-02-05,HOME,INDIANA PACERS,8.27,6.69,11.9,16.58,1.58,4.68,7.2,5.61,1.88,5.76,3.49,0.58,2.12,1.07,1914.31
5314,Paul George,LOS ANGELES CLIPPERS,2020-02-05,HOME,MIAMI HEAT,6.29,4.08,8.21,13.41,2.21,5.2,4.52,3.73,0.24,6.73,4.44,0.24,2.21,0.78,1490.4
5315,Serge Ibaka,TORONTO RAPTORS,2020-02-05,HOME,INDIANA PACERS,8.23,6.34,9.28,13.16,1.89,3.88,2.08,1.48,2.06,4.66,1.69,1.08,2.1,0.74,1634.06
5316,John Collins,ATLANTA HAWKS,2020-02-05,AWAY,MINNESOTA TIMBERWOLVES,9.64,8.81,12.24,14.28,0.83,2.04,2.54,2.06,3.67,8.83,1.14,0.87,1.8,0.3,2004.86
5317,Evan Fournier,ORLANDO MAGIC,2020-02-05,AWAY,BOSTON CELTICS,5.47,3.15,7.72,14.94,2.32,7.22,1.82,1.7,0.7,2.1,3.35,0.15,2.11,0.94,1916.64
5318,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-02-05,HOME,ATLANTA HAWKS,3.13,2.89,6.09,8.47,0.24,2.38,5.05,4.33,2.37,2.19,1.56,0.0,1.26,1.2,1548.4
5319,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2020-02-05,HOME,CLEVELAND CAVALIERS,5.18,3.89,11.38,15.74,1.29,4.37,4.57,3.62,1.2,6.66,4.65,1.63,2.17,0.51,2110.16
5320,Reggie Jackson,DETROIT PISTONS,2020-02-05,HOME,PHOENIX SUNS,4.53,2.59,9.57,15.17,1.94,5.59,2.05,1.63,1.18,2.51,4.0,0.15,1.42,0.31,1693.2
5321,Tyus Jones,MEMPHIS GRIZZLIES,2020-02-05,AWAY,DALLAS MAVERICKS,4.57,3.61,5.76,8.03,0.95,2.27,0.0,0.0,0.42,1.3,4.64,0.0,0.85,1.29,1209.18
