,Unnamed: 0,name,team,date,location,opponent,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,FanDuel_Points,FanDuel_Dollars
68,4882,DeMar DeRozan,SAN ANTONIO SPURS,2019-02-02,HOME,NEW ORLEANS PELICANS,8.102188000000002,0.8302,2.2636590000000005,6.324909,4.4052,0.42923999999999995,1.00806,0.42923999999999995,39.038985800000006,7807.797160000001
69,4883,Kenneth Faried,HOUSTON ROCKETS,2019-02-02,AWAY,UTAH JAZZ,6.234051999999999,0.88156,4.351963,9.271668,2.71524,1.47944,1.1248200000000002,1.47944,40.996948599999996,8199.38972
70,4884,Tony Snell,MILWAUKEE BUCKS,2019-02-02,AWAY,WASHINGTON WIZARDS,2.8449300000000006,1.29244,1.851594,4.56843,2.45748,0.44596,0.8744400000000002,0.44596,24.10235,4820.47
71,4885,Rudy Gobert,UTAH JAZZ,2019-02-02,HOME,HOUSTON ROCKETS,5.606324000000001,0.7659999999999999,5.554427000000001,8.768142000000001,3.05844,1.8639400000000002,0.8459099999999999,1.8639400000000002,40.440115399999996,8088.023079999999
72,4886,Blake Griffin,DETROIT PISTONS,2019-02-02,HOME,LOS ANGELES CLIPPERS,5.431838000000001,2.5122400000000003,4.9858470000000015,7.442105999999999,5.3796800000000005,0.5142800000000001,0.91926,0.5142800000000001,44.1726302,8834.52604
73,4887,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2019-02-02,AWAY,GOLDEN STATE WARRIORS,2.9162060000000007,1.7611,1.595712,4.830879,2.68776,0.36452,0.95043,0.36452,26.120448800000002,5224.089760000001
74,4888,Maxi Kleber,DALLAS MAVERICKS,2019-02-02,AWAY,CLEVELAND CAVALIERS,2.6614999999999984,1.2795999999999998,1.6167129999999998,5.528859,2.56952,0.74332,0.8717099999999998,0.74332,25.369193799999994,5073.838759999999
75,4889,David Nwaba,CLEVELAND CAVALIERS,2019-02-02,HOME,DALLAS MAVERICKS,2.4647,0.7659999999999999,1.0441,3.495,2.06,0.32899999999999996,0.7022999999999998,0.32899999999999996,18.320399999999996,3664.079999999999
76,4890,Mike Scott,LOS ANGELES CLIPPERS,2019-02-02,AWAY,DETROIT PISTONS,1.9991579999999995,1.52784,1.182397,4.29288,2.46964,0.2604000000000001,0.6913800000000002,0.2604000000000001,21.215089000000003,4243.0178000000005
77,4891,Will Barton,DENVER NUGGETS,2019-02-02,AWAY,MINNESOTA TIMBERWOLVES,3.861672000000001,1.58134,2.233453,5.2732980000000005,3.8265599999999997,0.6565799999999999,0.59901,0.6565799999999999,29.878804600000002,5975.760920000001
78,4892,Tim Frazier,NEW ORLEANS PELICANS,2019-02-02,AWAY,SAN ANTONIO SPURS,3.2867359999999994,0.9607399999999999,2.337886,4.8516720000000015,5.34008,0.29274,0.5643600000000001,0.29274,27.904264400000006,5580.852880000001
79,4893,Kenrich Williams,NEW ORLEANS PELICANS,2019-02-02,AWAY,SAN ANTONIO SPURS,2.985398,1.4486599999999998,1.564373,6.446724,2.6878400000000005,0.73954,0.483,0.73954,26.577057799999995,5315.411559999999
80,4894,Miles Bridges,CHARLOTTE HORNETS,2019-02-02,HOME,CHICAGO BULLS,3.3342240000000007,0.9564600000000001,1.268665,5.24337,2.6921600000000003,0.5384199999999999,0.8819699999999998,0.5384199999999999,24.859527000000003,4971.905400000001
81,4895,Montrezl Harrell,LOS ANGELES CLIPPERS,2019-02-02,AWAY,DETROIT PISTONS,6.295274000000001,0.84946,3.125596,6.898197,2.345,1.07816,0.9930900000000004,1.07816,35.1954504,7039.09008
82,4896,Brandon Ingram,LOS ANGELES LAKERS,2019-02-02,AWAY,GOLDEN STATE WARRIORS,6.750114,1.02494,4.002447,4.886705999999999,3.982800000000001,0.3799,0.92331,0.3799,35.9454722,7189.09444
83,4897,Jalen Brunson,DALLAS MAVERICKS,2019-02-02,AWAY,CLEVELAND CAVALIERS,5.00333,0.8944,1.639723,4.0295640000000015,3.8156,0.25832,0.6377999999999998,0.25832,27.318499799999998,5463.69996
84,4898,Bryn Forbes,SAN ANTONIO SPURS,2019-02-02,HOME,NEW ORLEANS PELICANS,2.8299780000000005,2.12276,0.7057939999999999,4.586028,2.9452,0.34884000000000004,0.7707599999999999,0.34884000000000004,25.6650236,5133.00472
85,4899,Boban Marjanovic,LOS ANGELES CLIPPERS,2019-02-02,AWAY,DETROIT PISTONS,3.02447,0.7981,2.3372610000000003,4.566198,2.28344,0.40874,0.6507000000000002,0.40874,22.454678599999998,4490.9357199999995
86,4900,Kelly Olynyk,MIAMI HEAT,2019-02-02,HOME,INDIANA PACERS,2.4338560000000005,1.36306,1.171684,5.517444,2.48236,0.37942,0.6636000000000001,0.37942,23.2226888,4644.53776
87,4901,Alec Burks,CLEVELAND CAVALIERS,2019-02-02,HOME,DALLAS MAVERICKS,3.3585400000000005,1.5642200000000002,2.3636140000000005,6.08208,4.50928,0.4216,0.8717999999999998,0.4216,31.294370000000004,6258.874000000001
88,4902,Kevin Huerter,ATLANTA HAWKS,2019-02-02,AWAY,PHOENIX SUNS,2.284578,2.23618,1.1704709999999998,4.6244010000000015,4.58608,0.4942,1.3086300000000002,0.4942,29.790858200000002,5958.1716400000005
89,4903,Shaquille Harrison,CHICAGO BULLS,2019-02-02,AWAY,CHARLOTTE HORNETS,2.8758779999999997,1.08486,1.657621,4.27851,2.61592,0.59726,0.6565500000000001,0.59726,22.886219,4577.2438
90,4904,Jrue Holiday,NEW ORLEANS PELICANS,2019-02-02,AWAY,SAN ANTONIO SPURS,5.414988,1.94728,4.2286280000000005,6.0596820000000005,5.7186,1.0601399999999999,0.8694599999999999,1.0601399999999999,41.4786224,8295.724479999999
91,4905,Pat Connaughton,MILWAUKEE BUCKS,2019-02-02,AWAY,WASHINGTON WIZARDS,2.7752560000000006,1.27104,1.21261,4.595115,2.8526800000000003,0.3342,0.6507000000000002,0.3342,22.989900000000002,4597.9800000000005
92,4906,Deandre Ayton,PHOENIX SUNS,2019-02-02,HOME,ATLANTA HAWKS,6.435786000000001,0.7659999999999999,2.7178620000000007,8.175728999999999,2.28064,1.36848,1.2782100000000003,1.36848,37.69085880000001,7538.171760000002
93,4907,Rajon Rondo,LOS ANGELES LAKERS,2019-02-02,AWAY,GOLDEN STATE WARRIORS,4.735526000000001,1.27318,1.394035,6.191919,7.352279999999999,0.27762,1.0284,0.27762,36.783789799999994,7356.757959999999
94,4908,Jarrett Allen,BROOKLYN NETS,2019-02-02,AWAY,ORLANDO MAGIC,3.787422,0.89654,2.3181190000000003,6.4185300000000005,3.22936,0.8732200000000001,0.9720000000000002,0.8732200000000001,29.791299,5958.2598
95,4909,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2019-02-02,HOME,DENVER NUGGETS,3.2467360000000003,0.99926,1.9159810000000004,5.794244999999999,3.06224,0.7332999999999998,0.7516500000000002,0.7332999999999998,26.675237000000003,5335.0474
96,4910,Ian Clark,NEW ORLEANS PELICANS,2019-02-02,AWAY,SAN ANTONIO SPURS,2.4888259999999995,1.48718,1.157779,3.785274,2.459,0.29062,0.483,0.29062,20.858039799999997,4171.607959999999
97,4911,Taurean Waller-Prince,ATLANTA HAWKS,2019-02-02,AWAY,PHOENIX SUNS,3.52314,1.4722,2.63631,4.905651,2.73024,0.59738,0.9899700000000002,0.59738,28.246001200000002,5649.20024
98,4912,Marvin Bagley,SACRAMENTO KINGS,2019-02-02,HOME,PHILADELPHIA 76ERS,5.819756,1.21754,2.978857,7.997123999999999,2.54648,1.16916,0.94506,1.16916,36.8607578,7372.15156
99,4913,Draymond Green,GOLDEN STATE WARRIORS,2019-02-02,HOME,LOS ANGELES LAKERS,2.453544000000001,1.37376,2.34595,7.081557000000001,6.420680000000001,0.8927200000000001,1.6740000000000002,0.8927200000000001,36.3106464,7262.129280000001
100,4914,Robin Lopez,CHICAGO BULLS,2019-02-02,AWAY,CHARLOTTE HORNETS,4.803182,0.8173600000000001,2.522288,5.151048,2.0354799999999997,1.20086,0.5718000000000001,1.20086,27.9323296,5586.46592
101,4915,Cedi Osman,CLEVELAND CAVALIERS,2019-02-02,HOME,DALLAS MAVERICKS,3.3339039999999995,2.34104,3.674916000000001,5.805678,4.163480000000002,0.5073399999999999,1.2786,0.5073399999999999,35.4283576,7085.67152
102,4916,Josh Richardson,MIAMI HEAT,2019-02-02,HOME,INDIANA PACERS,2.5962200000000006,2.32178,2.472048,4.9292370000000005,3.6125199999999995,0.5768800000000001,1.11786,0.5768800000000001,30.471032400000002,6094.206480000001
103,4917,Kelly Oubre,PHOENIX SUNS,2019-02-02,HOME,ATLANTA HAWKS,3.9537960000000014,2.0756799999999997,3.11613,5.621373,3.2307600000000005,1.09,1.1324400000000003,1.09,34.4198696,6883.973919999999
104,4918,Trevor Ariza,WASHINGTON WIZARDS,2019-02-02,HOME,MILWAUKEE BUCKS,1.7777760000000002,2.2875400000000004,2.9005190000000005,4.940268,3.5632,0.33021999999999996,1.07643,0.33021999999999996,28.481542599999997,5696.30852
105,4919,Aaron Gordon,ORLANDO MAGIC,2019-02-02,HOME,BROOKLYN NETS,3.985012000000001,1.9644,2.4742870000000003,7.443486,4.09152,0.8779199999999999,0.741,0.8779199999999999,35.3858142,7077.16284
106,4920,Harrison Barnes,DALLAS MAVERICKS,2019-02-02,AWAY,CLEVELAND CAVALIERS,5.3322379999999985,1.8895,4.197166,5.688117,3.45916,0.38645999999999997,0.7530599999999998,0.38645999999999997,35.576722399999994,7115.344479999999
107,4921,Taj Gibson,MINNESOTA TIMBERWOLVES,2019-02-02,HOME,DENVER NUGGETS,4.329064000000002,0.8708600000000001,2.138305,6.465171,2.5478400000000003,0.89604,1.05336,0.89604,29.941138200000005,5988.227640000001
108,4922,Shabazz Napier,BROOKLYN NETS,2019-02-02,AWAY,ORLANDO MAGIC,2.38016,2.36886,4.7234919999999985,4.117293,4.296200000000002,0.59812,0.9584400000000002,0.59812,32.047003600000004,6409.400720000001
109,4923,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2019-02-02,HOME,DENVER NUGGETS,6.7479260000000005,1.9151799999999999,3.614127,6.909549,3.8427600000000006,0.78938,1.11099,0.78938,41.8228478,8364.56956
110,4924,Jahlil Okafor,NEW ORLEANS PELICANS,2019-02-02,AWAY,SAN ANTONIO SPURS,7.335906,0.7659999999999999,2.6638010000000003,8.889492,2.18224,1.59838,0.6491100000000001,1.59838,38.7184534,7743.690680000001
111,4925,Domantas Sabonis,INDIANA PACERS,2019-02-02,AWAY,MIAMI HEAT,4.911948000000001,0.79168,2.96034,6.605676000000001,3.0226400000000004,0.74146,0.8861100000000001,0.74146,31.761297200000005,6352.259440000001
112,4926,Zaza Pachulia,DETROIT PISTONS,2019-02-02,HOME,LOS ANGELES CLIPPERS,3.73659,0.7659999999999999,2.022041,5.505738,2.65984,0.60192,0.7938299999999998,0.60192,25.9751966,5195.03932
113,4927,Ivica Zubac,LOS ANGELES LAKERS,2019-02-02,AWAY,GOLDEN STATE WARRIORS,5.4859040000000014,0.7659999999999999,3.878966,6.6033479999999996,2.6208,0.9183600000000001,0.6893999999999999,0.9183600000000001,32.9089116,6581.78232
