,name,team,date,location,opponent,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers
5613,Danilo Gallinari,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,2.5204560000000003,2.01576,3.192365,4.927632,3.21444,0.28716,0.9856500000000001,0.28716
5614,Danny Green,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,2.972886000000001,1.2795999999999998,1.189111,4.689909,3.3276000000000003,0.42236,1.1121000000000003,0.42236
5615,Jake Layman,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,3.8882200000000005,1.72044,1.03343,6.17424,3.11664,0.73592,0.6355500000000001,0.73592
5616,Mike Conley,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,3.983860000000001,2.4245,3.3095079999999997,5.451165,6.7688,0.43345999999999996,1.3801199999999998,0.43345999999999996
5617,Bruno Caboclo,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,1.85337,1.58134,2.6511020000000003,4.665825,2.44452,0.9203600000000001,0.8207699999999998,0.9203600000000001
5618,Josh Okogie,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,2.9703099999999996,1.3908800000000001,2.0890880000000003,4.32846,2.33132,0.21880000000000002,0.8194500000000001,0.21880000000000002
5619,Jakob Poeltl,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,3.57754,0.766,1.44015,5.678192999999999,3.34592,0.7389,0.8249099999999999,0.7389
5620,Bryn Forbes,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.7788520000000005,2.0521399999999996,1.9158910000000002,4.827042,2.67816,0.36406,0.84864,0.36406
5621,Isaiah Briscoe,ORLANDO MAGIC,2019-02-07,HOME,MINNESOTA TIMBERWOLVES,3.1880320000000006,0.88156,1.322378,4.29972,3.4751200000000004,0.22260000000000002,0.7176600000000001,0.22260000000000002
5622,Dennis Schroder,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,4.670202,1.56208,2.32918,4.547574,3.36444,0.32722,0.9891300000000001,0.32722
5623,Evan Fournier,ORLANDO MAGIC,2019-02-07,HOME,MINNESOTA TIMBERWOLVES,4.361210000000002,1.8381399999999999,1.9872459999999998,4.857564,4.17736,0.33332000000000006,1.01598,0.33332000000000006
5624,Taj Gibson,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,4.046825999999999,0.83234,1.315193,5.0022269999999995,2.2676000000000003,0.6246799999999999,1.01946,0.6246799999999999
5625,Norman Powell,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,3.4462720000000004,1.36734,2.380914,4.56729,2.5660000000000003,0.47346,1.1154900000000003,0.47346
5626,Nerlens Noel,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,3.6540719999999993,0.766,0.9038520000000001,5.572836000000001,2.3278,1.24938,0.8603100000000001,1.24938
5627,Serge Ibaka,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,5.650342000000001,1.21968,2.9005410000000005,8.818044,2.82952,1.08586,1.0883700000000003,1.08586
5628,Yuta Watanabe,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,2.6340380000000003,1.02494,1.628774,4.256754,2.326,0.32052,0.6241499999999998,0.32052
5629,Brandon Ingram,LOS ANGELES LAKERS,2019-02-07,AWAY,BOSTON CELTICS,6.612938000000001,0.97572,3.5906320000000003,4.887525,3.63592,0.39452,0.62886,0.39452
5630,D.J. Augustin,ORLANDO MAGIC,2019-02-07,HOME,MINNESOTA TIMBERWOLVES,3.0322260000000014,1.56422,4.093305,4.433946000000001,4.5072,0.39548,0.93801,0.39548
5631,Patty Mills,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.53571,2.1463,1.236373,4.660767,3.55492,0.40546000000000004,0.95034,0.40546000000000004
5632,John Collins,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,5.353562000000001,1.39302,4.861739000000001,9.467196,2.773,1.2734,0.8093700000000001,1.2734
5633,DeAndre' Bembry,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,3.2031259999999993,1.06988,1.333201,4.786164,2.88224,0.3137,0.8636100000000001,0.3137
5634,LaMarcus Aldridge,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,7.558714,0.94576,5.478117000000001,10.392864,3.34052,1.35138,0.84864,1.35138
5635,T.J. Leaf,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,3.0200880000000003,1.0549,1.053806,4.154655,2.33312,0.59318,0.7022999999999998,0.59318
5636,Domantas Sabonis,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,5.21105,0.91152,3.078693,6.7401930000000005,3.2778,0.5145,0.9362099999999998,0.5145
5637,Sindarius Thornwell,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,2.282602,0.85802,1.631505,3.802518,2.35468,0.41554,0.91107,0.41554
5638,Evan Turner,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,4.107456,0.8302,1.333325,4.197765,4.06032,0.2822,0.66606,0.2822
5639,Gordon Hayward,BOSTON CELTICS,2019-02-07,HOME,LOS ANGELES LAKERS,4.406174000000001,1.2154,1.266563,5.449574999999999,3.6856400000000002,0.8208,1.1180400000000001,0.8208
5640,Marco Belinelli,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.115552000000001,2.06284,1.5781800000000001,3.859998,3.06312,0.33161999999999997,0.75372,0.33161999999999997
5641,Khem Birch,ORLANDO MAGIC,2019-02-07,HOME,MINNESOTA TIMBERWOLVES,3.8993860000000007,0.766,1.7977319999999999,5.907327,2.6608000000000005,0.8828400000000001,0.7176600000000001,0.8828400000000001
5642,Dewayne Dedmon,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,2.5302919999999993,1.6519599999999999,1.5337669999999999,6.370683,2.38024,1.1020599999999998,0.90768,1.1020599999999998
5643,Patrick Patterson,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,2.327896,1.087,0.948612,4.537314,2.31596,0.42208,0.8094600000000001,0.42208
5644,Jerome Robinson,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,2.213566,1.15334,1.71805,4.116201,2.0504000000000002,0.39348000000000005,0.6636000000000001,0.39348000000000005
5645,Shai Gilgeous-Alexander,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,4.94716,1.06988,2.790248,5.3104830000000005,3.75144,0.72662,1.12464,0.72662
5646,Vince Carter,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,1.8602299999999996,1.27318,0.9288430000000001,3.7709040000000003,2.50688,0.29252,0.9314100000000001,0.29252
5647,OG Anunoby,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,2.8905960000000004,1.13622,1.6132320000000002,4.715373,2.46492,0.5,1.0714200000000003,0.5
5648,Marcus Smart,BOSTON CELTICS,2019-02-07,HOME,LOS ANGELES LAKERS,1.9762260000000005,2.01576,1.495099,4.661988,4.779520000000001,0.43654000000000004,1.37907,0.43654000000000004
5649,Omari Spellman,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,2.142289999999999,1.65838,0.7833730000000001,5.5427789999999995,2.5532399999999997,0.5415800000000001,0.7788600000000001,0.5415800000000001
5650,Lou Williams,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,6.467736000000001,1.63698,5.778902,4.413909,5.34984,0.39312,0.9009,0.39312
5651,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,3.539961999999999,0.97144,2.135339,6.022431,2.8638800000000004,0.7775400000000001,0.7652100000000001,0.7775400000000001
5652,Alex Len,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,3.652718,1.00354,1.9389870000000005,6.137295,2.5036,0.7263000000000002,0.7686900000000001,0.7263000000000002
5653,Abdel Nader,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,2.776872,1.2346599999999999,1.8570450000000003,4.497624,2.1876800000000003,0.30712,0.9281100000000001,0.30712
5654,Jevon Carter,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,2.711552,1.06346,1.571703,3.845628,2.41552,0.46496,0.7665299999999998,0.46496
5655,Meyers Leonard,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,2.1151859999999996,1.5941800000000002,1.6321150000000002,4.944330000000001,3.1878400000000005,0.3034,0.52368,0.3034
5656,Jaylen Adams,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,1.6920599999999988,1.40586,1.590706,4.274544000000001,2.80748,0.52868,0.7653000000000001,0.52868
5657,Tyson Chandler,LOS ANGELES LAKERS,2019-02-07,AWAY,BOSTON CELTICS,2.52295,0.766,2.277575,4.84854,2.15696,0.64872,0.62886,0.64872
5658,Wesley Iwundu,ORLANDO MAGIC,2019-02-07,HOME,MINNESOTA TIMBERWOLVES,3.5989120000000003,0.85802,1.9890910000000002,5.247111,2.26376,0.6300399999999999,0.6668100000000001,0.6300399999999999
5659,Johnathan Motley,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,3.2618420000000006,0.766,2.506614,4.810857,2.18444,0.55586,0.7653000000000001,0.55586
5660,Hamidou Diallo,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,3.19269,0.766,1.742274,4.416252,2.12764,0.55832,0.9891300000000001,0.55832
5661,Tyrone Wallace,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,2.5797979999999994,0.8302,1.459171,3.695088,2.2196000000000002,0.33944,0.6636000000000001,0.33944
5662,Dante Cunningham,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.6032599999999997,0.94362,1.669679,4.190652,2.46964,0.32926,0.6248999999999999,0.32926
5663,Tyreke Evans,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,3.6443639999999995,1.43154,1.3962480000000002,4.615089,3.9949600000000003,0.31988000000000005,0.9090899999999998,0.31988000000000005
5664,Terrance Ferguson,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,2.1210959999999996,1.86382,0.9232579999999999,4.051191,2.7047600000000003,0.36518,1.01625,0.36518
5665,Angel Delgado,LOS ANGELES CLIPPERS,2019-02-07,AWAY,INDIANA PACERS,2.987126000000001,0.766,1.839404,4.595307,2.06,0.45715999999999996,0.8127600000000001,0.45715999999999996
5666,Drew Eubanks,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.9541459999999997,0.766,2.0283990000000003,3.733542,2.12332,0.54762,0.6248999999999999,0.54762
5667,Kevin Huerter,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,1.6435060000000004,2.12276,1.06364,5.4238859999999995,4.60164,0.46516,1.11108,0.46516
5668,Luol Deng,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,3.0093259999999997,1.48932,1.9553,5.610567,2.33192,0.52922,0.9448800000000002,0.52922
5669,Davis Bertans,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,1.9294380000000002,2.02004,2.10252,4.811982,3.35456,0.53394,0.8723699999999999,0.53394
5670,Kent Bazemore,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,2.9816639999999994,1.36092,2.4063830000000004,4.816734,2.57024,0.47058000000000005,1.11786,0.47058000000000005
5671,Seth Curry,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,2.954034,1.62628,0.974113,4.608987,2.63256,0.60628,0.6525,0.60628
5672,Marcus Morris,BOSTON CELTICS,2019-02-07,HOME,LOS ANGELES LAKERS,3.0695140000000016,2.14202,1.3227720000000003,6.204843,3.00372,0.43304,1.00617,0.43304
5673,Patrick McCaw,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,2.6045220000000002,0.87514,1.647917,4.259403,2.60264,0.36014,1.0002300000000002,0.36014
5674,Justin Holiday,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,3.479610000000001,1.90234,2.0157390000000004,5.655170999999999,2.93988,0.40118,0.8411099999999998,0.40118
5675,Jordan Loyd,TORONTO RAPTORS,2019-02-07,AWAY,ATLANTA HAWKS,2.8758360000000005,1.02922,1.5294249999999998,3.644448,2.19832,0.30924,0.9087000000000002,0.30924
5676,Jeremy Lin,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,2.9771019999999995,1.28174,2.9652900000000004,4.465464,3.48576,0.32982,0.8297100000000001,0.32982
5677,Josh Hart,LOS ANGELES LAKERS,2019-02-07,AWAY,BOSTON CELTICS,2.3995180000000005,1.3117,1.430579,5.16354,2.8740400000000004,0.76162,0.6492,0.76162
5678,Keita Bates-Diop,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,2.404012,0.83662,1.848478,3.759408,2.06,0.29404,0.5991000000000001,0.29404
5679,Quincy Pondexter,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,2.7840160000000003,0.89226,1.299146,3.747912,2.7196800000000003,0.29556000000000004,0.6893099999999999,0.29556000000000004
5680,C.J. Williams,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,2.3654839999999995,0.86016,1.3357,4.07346,2.592,0.3878,0.5991000000000001,0.3878
5681,Chimezie Metu,SAN ANTONIO SPURS,2019-02-07,AWAY,PORTLAND TRAIL BLAZERS,3.133768,0.766,1.487148,4.2337620000000005,2.37388,0.32356,0.6248999999999999,0.32356
5682,Deonte Burton,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,2.4800780000000007,1.02494,1.136987,3.9132390000000004,2.26748,0.31982,0.7687800000000001,0.31982
5683,Donte Grantham,OKLAHOMA CITY THUNDER,2019-02-07,HOME,MEMPHIS GRIZZLIES,2.1798219999999997,0.89226,1.022093,3.495,2.06,0.329,0.7281000000000001,0.329
5684,Gary Trent,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,2.4124539999999994,0.9051,1.229244,3.495,2.16296,0.42228,0.483,0.42228
5685,Zach Collins,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,3.7271400000000003,0.9093800000000001,2.0405699999999998,6.739629,2.7383200000000003,0.97448,0.5338499999999999,0.97448
5686,Anfernee Simons,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,2.726463999999999,0.86016,0.9918800000000001,3.495,2.28876,0.329,0.483,0.329
5687,Justin Anderson,ATLANTA HAWKS,2019-02-07,HOME,TORONTO RAPTORS,1.9769179999999995,1.1126800000000001,2.015324,4.209951,2.12252,0.46886000000000005,0.82632,0.46886000000000005
5688,Julian Washburn,MEMPHIS GRIZZLIES,2019-02-07,AWAY,OKLAHOMA CITY THUNDER,2.5282540000000004,1.11696,1.531541,4.966005,2.50156,0.37739999999999996,0.7563599999999998,0.37739999999999996
5689,Edmond Sumner,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,2.9365059999999996,1.26462,1.565468,4.626551999999999,2.45148,0.59156,1.05147,0.59156
5690,Jerryd Bayless,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,3.4116219999999995,1.99864,1.73498,5.276172000000001,6.61156,0.42723999999999995,0.7686000000000001,0.42723999999999995
5691,Anthony Tolliver,MINNESOTA TIMBERWOLVES,2019-02-07,AWAY,ORLANDO MAGIC,1.8731019999999994,1.25606,1.505925,4.15602,2.1876800000000003,0.24160000000000004,0.7008000000000001,0.24160000000000004
5692,Maurice Harkless,PORTLAND TRAIL BLAZERS,2019-02-07,HOME,SAN ANTONIO SPURS,3.2749119999999996,1.10412,1.46985,5.055194999999999,2.4456800000000003,0.76206,0.9033599999999999,0.76206
5693,Kyle O'Quinn,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,2.7048879999999995,0.8302,1.006054,3.966336,2.20744,0.34724,0.7022999999999998,0.34724
5694,Aaron Holiday,INDIANA PACERS,2019-02-07,HOME,LOS ANGELES CLIPPERS,2.9286320000000003,1.4550800000000002,1.689438,3.9641520000000003,3.07376,0.39164,0.8039999999999998,0.39164
5695,Andre Drummond,DETROIT PISTONS,2019-02-08,HOME,NEW YORK KNICKS,6.687970000000001,0.87086,3.1804099999999997,10.857666,2.60428,2.1552800000000003,1.0263300000000002,2.1552800000000003
5696,Anthony Davis,NEW ORLEANS PELICANS,2019-02-08,HOME,MINNESOTA TIMBERWOLVES,9.078952000000003,1.36306,7.069414,9.649961999999999,4.166,1.40222,0.8905500000000002,1.40222
5697,J.J. Redick,PHILADELPHIA 76ERS,2019-02-08,HOME,DENVER NUGGETS,1.6805520000000005,2.6706000000000003,1.2010440000000004,4.603382999999999,3.38336,0.58902,0.76182,0.58902
5698,Giannis Antetokounmpo,MILWAUKEE BUCKS,2019-02-08,AWAY,DALLAS MAVERICKS,7.140466000000001,1.41656,6.762803,7.275624,5.07028,0.8368599999999999,1.4006399999999999,0.8368599999999999
5699,Jimmy Butler,PHILADELPHIA 76ERS,2019-02-08,HOME,DENVER NUGGETS,4.330152,1.76752,3.7472790000000007,5.338581,5.066800000000001,0.56538,1.43304,0.56538
5700,Lauri Markkanen,CHICAGO BULLS,2019-02-08,AWAY,BROOKLYN NETS,3.6637700000000004,2.27256,5.219738,7.9457640000000005,3.04524,0.22842,0.78168,0.22842
5701,Kelly Oubre,PHOENIX SUNS,2019-02-08,HOME,GOLDEN STATE WARRIORS,4.017642000000001,1.79748,3.190856,5.440263,2.93232,0.7694399999999999,1.33011,0.7694399999999999
5702,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,2019-02-08,AWAY,NEW ORLEANS PELICANS,5.803872,1.56208,4.3191429999999995,9.20841,4.50452,0.9477599999999997,0.81822,0.9477599999999997
5703,Nikola Jokic,DENVER NUGGETS,2019-02-08,AWAY,PHILADELPHIA 76ERS,6.029972000000001,1.30956,4.787903,8.841261,6.504880000000001,0.8011400000000002,1.2467700000000002,0.8011400000000002
5704,Dennis Smith,NEW YORK KNICKS,2019-02-08,AWAY,DETROIT PISTONS,4.595018000000001,1.96654,2.317643,5.740764,6.07292,0.5786800000000001,0.7829100000000002,0.5786800000000001
5705,Bobby Portis,WASHINGTON WIZARDS,2019-02-08,HOME,CLEVELAND CAVALIERS,6.286704,1.64554,1.814295,6.669948,2.5447200000000003,0.589,0.9056099999999998,0.589
5706,Zach LaVine,CHICAGO BULLS,2019-02-08,AWAY,BROOKLYN NETS,5.6316559999999996,1.85312,4.104537,6.1074,4.373680000000001,0.55966,0.95118,0.55966
5707,Jrue Holiday,NEW ORLEANS PELICANS,2019-02-08,HOME,MINNESOTA TIMBERWOLVES,3.6872120000000015,2.4330600000000002,3.6885960000000004,6.664007999999999,6.266640000000001,0.90352,0.7074900000000001,0.90352
5708,Bradley Beal,WASHINGTON WIZARDS,2019-02-08,HOME,CLEVELAND CAVALIERS,5.469772,2.36672,3.6172320000000004,6.171639,4.6673599999999995,0.6040800000000002,0.9903599999999999,0.6040800000000002
5709,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2019-02-08,AWAY,NEW ORLEANS PELICANS,7.091850000000001,1.69262,2.987844,7.17744,3.50068,1.25252,1.2318,1.25252
5710,Klay Thompson,GOLDEN STATE WARRIORS,2019-02-08,AWAY,PHOENIX SUNS,4.2456,2.05,1.7336150000000001,4.3975800000000005,3.93472,0.4291,1.2103200000000003,0.4291
5711,Blake Griffin,DETROIT PISTONS,2019-02-08,HOME,NEW YORK KNICKS,4.829742,2.1505799999999997,4.155743,6.763458,5.492,0.4598000000000001,0.71445,0.4598000000000001
5712,Hassan Whiteside,MIAMI HEAT,2019-02-08,AWAY,SACRAMENTO KINGS,6.290039999999999,0.766,3.8958800000000005,9.78117,2.1902,1.35606,1.09668,1.35606
5713,Collin Sexton,CLEVELAND CAVALIERS,2019-02-08,AWAY,WASHINGTON WIZARDS,5.693638000000002,1.78892,2.5690600000000003,5.090277,3.46448,0.43476000000000004,0.9320700000000002,0.43476000000000004
5714,Tim Frazier,NEW ORLEANS PELICANS,2019-02-08,HOME,MINNESOTA TIMBERWOLVES,3.4128240000000005,1.09556,2.465316,5.561805,5.02324,0.4954,0.8871600000000002,0.4954
5715,Jamal Murray,DENVER NUGGETS,2019-02-08,AWAY,PHILADELPHIA 76ERS,3.992348000000001,1.87238,2.1359769999999996,4.483397999999999,5.4648,0.40124000000000004,0.8298000000000001,0.40124000000000004
5716,Trey Burke,DALLAS MAVERICKS,2019-02-08,HOME,MILWAUKEE BUCKS,4.490866000000001,1.25392,1.4070700000000003,3.802518,3.3548,0.5215400000000001,0.85608,0.5215400000000001
5717,Jordan Clarkson,CLEVELAND CAVALIERS,2019-02-08,AWAY,WASHINGTON WIZARDS,3.910706000000001,2.02004,2.8756760000000003,5.332737,3.7204400000000004,0.43682,0.8337600000000002,0.43682
5718,Deandre Ayton,PHOENIX SUNS,2019-02-08,HOME,GOLDEN STATE WARRIORS,6.690518000000002,0.88156,1.5475790000000003,8.346933,2.9958,0.8876999999999999,0.9673799999999999,0.8876999999999999
5719,Kenrich Williams,NEW ORLEANS PELICANS,2019-02-08,HOME,MINNESOTA TIMBERWOLVES,2.748438000000002,1.9751,1.5567739999999999,6.899628,3.53812,0.83738,0.69732,0.83738
5720,Reggie Jackson,DETROIT PISTONS,2019-02-08,HOME,NEW YORK KNICKS,3.9519979999999997,2.17198,2.5512550000000003,4.541055,5.4382,0.3229,0.9720900000000001,0.3229
5721,Buddy Hield,SACRAMENTO KINGS,2019-02-08,HOME,MIAMI HEAT,2.0417000000000005,2.78402,2.3499499999999998,6.5272440000000005,3.8698400000000004,0.47131999999999996,0.9539099999999999,0.47131999999999996
5722,Josh Richardson,MIAMI HEAT,2019-02-08,AWAY,SACRAMENTO KINGS,3.768058,1.72686,3.880836,4.779645,3.33548,0.43657999999999997,1.01193,0.43657999999999997
5723,DeAndre Jordan,NEW YORK KNICKS,2019-02-08,AWAY,DETROIT PISTONS,4.168508,0.766,3.3696620000000004,7.567824,2.84796,0.49488,0.8744400000000002,0.49488
5724,Mikal Bridges,PHOENIX SUNS,2019-02-08,HOME,GOLDEN STATE WARRIORS,2.4673800000000004,1.8038999999999998,1.475577,5.411025,3.4984800000000003,0.5257000000000001,1.5741899999999998,0.5257000000000001
5725,Malcolm Brogdon,MILWAUKEE BUCKS,2019-02-08,AWAY,DALLAS MAVERICKS,4.3478200000000005,1.80176,2.031532,6.032499,3.9858400000000005,0.3901199999999999,1.0379099999999999,0.3901199999999999
5726,Jabari Parker,WASHINGTON WIZARDS,2019-02-08,HOME,CLEVELAND CAVALIERS,4.25219,1.17688,1.5978,4.936254,2.87088,0.55314,0.8513699999999998,0.55314
5727,David Nwaba,CLEVELAND CAVALIERS,2019-02-08,AWAY,WASHINGTON WIZARDS,4.862522,0.8858400000000001,2.214423,6.128544,2.88992,0.59572,0.7998600000000002,0.59572
5728,Jeff Green,WASHINGTON WIZARDS,2019-02-08,HOME,CLEVELAND CAVALIERS,3.0960039999999998,2.44376,3.547092000000001,5.289402,3.78008,0.89804,0.6784799999999999,0.89804
5729,Kevin Durant,GOLDEN STATE WARRIORS,2019-02-08,AWAY,PHOENIX SUNS,6.258749999999999,1.7161600000000001,3.1437609999999996,5.7934920000000005,6.02932,0.40972,1.1764200000000002,0.40972
5730,Stephen Curry,GOLDEN STATE WARRIORS,2019-02-08,AWAY,PHOENIX SUNS,2.537661999999999,2.8503600000000002,2.550905,5.205912,4.4454400000000005,0.42676,1.2137100000000003,0.42676
5731,Eric Bledsoe,MILWAUKEE BUCKS,2019-02-08,AWAY,DALLAS MAVERICKS,4.331892000000001,1.95156,1.5779419999999997,6.1067730000000005,5.7899199999999995,0.5619999999999999,1.70913,0.5619999999999999
5732,Larry Nance,CLEVELAND CAVALIERS,2019-02-08,AWAY,WASHINGTON WIZARDS,4.779954000000001,0.88798,2.091326,8.290224,3.00368,0.81982,0.8541000000000002,0.81982
5733,DeMarcus Cousins,GOLDEN STATE WARRIORS,2019-02-08,AWAY,PHOENIX SUNS,4.719151999999999,1.3459400000000001,6.053924000000001,6.126555,4.078399999999999,0.82752,1.2611700000000001,0.82752
5734,Brook Lopez,MILWAUKEE BUCKS,2019-02-08,AWAY,DALLAS MAVERICKS,2.38922,1.83172,1.9999390000000001,5.1396180000000005,2.6828000000000003,0.9231,1.0141799999999999,0.9231
5735,D'Angelo Russell,BROOKLYN NETS,2019-02-08,HOME,CHICAGO BULLS,5.556368000000002,2.40738,2.3318079999999997,4.970613,6.203799999999999,0.5271,0.9599399999999998,0.5271
5736,Otto Porter,CHICAGO BULLS,2019-02-08,AWAY,BROOKLYN NETS,3.6514359999999995,1.75896,2.346854,6.1128420000000006,3.2139200000000003,0.73112,1.419,0.73112
5737,Joe Harris,BROOKLYN NETS,2019-02-08,HOME,CHICAGO BULLS,3.291944000000001,1.93872,1.213971,4.354326,3.4074000000000004,0.34682,0.8548499999999999,0.34682
5738,Allen Crabbe,BROOKLYN NETS,2019-02-08,HOME,CHICAGO BULLS,2.182544000000002,1.97938,1.7053570000000002,4.758789,3.02244,0.36448,0.7667099999999998,0.36448
5739,Josh Jackson,PHOENIX SUNS,2019-02-08,HOME,GOLDEN STATE WARRIORS,6.080190000000001,1.5792,3.9953440000000002,5.8699650000000005,4.054480000000001,0.74786,1.4690999999999999,0.74786
5740,Tobias Harris,PHILADELPHIA 76ERS,2019-02-08,HOME,DENVER NUGGETS,5.525274000000001,1.7525400000000002,2.5055020000000003,5.891385,4.385840000000001,0.39390000000000003,0.6804600000000001,0.39390000000000003
5741,Trey Lyles,DENVER NUGGETS,2019-02-08,AWAY,PHILADELPHIA 76ERS,3.1356460000000004,1.7782200000000001,2.516078,5.260662,2.79476,0.48632,0.9111600000000001,0.48632
5742,Thomas Bryant,WASHINGTON WIZARDS,2019-02-08,HOME,CLEVELAND CAVALIERS,5.591594000000001,1.00996,1.027333,6.625007999999999,3.14424,0.92586,0.6377999999999998,0.92586
5743,Caris LeVert,BROOKLYN NETS,2019-02-08,HOME,CHICAGO BULLS,2.6422000000000008,0.766,1.0441,3.495,2.06,0.329,0.7022999999999998,0.329
5744,Mitchell Robinson,NEW YORK KNICKS,2019-02-08,AWAY,DETROIT PISTONS,4.045238,0.766,2.6801960000000005,7.650558,1.97664,1.7017399999999998,0.8913900000000001,1.7017399999999998
5745,Mason Plumlee,DENVER NUGGETS,2019-02-08,AWAY,PHILADELPHIA 76ERS,5.44692,0.84946,3.4452690000000006,7.045590000000001,3.45124,1.31508,0.9891300000000001,1.31508
5746,Isaiah Canaan,MINNESOTA TIMBERWOLVES,2019-02-08,AWAY,NEW ORLEANS PELICANS,2.224112,1.5150000000000001,1.52371,3.6358260000000002,4.080279999999999,0.42486,0.6893999999999999,0.42486
5747,Kris Dunn,CHICAGO BULLS,2019-02-08,AWAY,BROOKLYN NETS,4.871678000000001,1.33952,1.5415040000000002,5.138991,5.028600000000001,0.794,1.15458,0.794
