,name,team,date,location,opponent,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers
9223,Juan Hernangomez,DENVER NUGGETS,2019-03-08,AWAY,GOLDEN STATE WARRIORS,2.214912,0.97572,1.613476,3.83988,2.33132,0.28340000000000004,0.7538099999999999,0.28340000000000004
9224,J.J. Redick,PHILADELPHIA 76ERS,2019-03-08,AWAY,HOUSTON ROCKETS,2.3602999999999996,2.38384,3.3169570000000004,4.551267,2.99632,0.23546,0.69336,0.23546
9225,C.J. Miles,MEMPHIS GRIZZLIES,2019-03-08,HOME,UTAH JAZZ,2.0569180000000005,1.5792,1.662953,4.135902,2.6506000000000003,0.5961799999999999,1.02651,0.5961799999999999
9226,Larry Nance,CLEVELAND CAVALIERS,2019-03-08,AWAY,MIAMI HEAT,3.3509579999999994,1.3437999999999999,2.624249,6.999879,3.83156,0.62502,1.39461,0.62502
9227,Quinn Cook,GOLDEN STATE WARRIORS,2019-03-08,HOME,DENVER NUGGETS,2.790986,1.19614,0.866925,4.370349,2.40048,0.35162000000000004,0.66351,0.35162000000000004
9228,Donte Grantham,OKLAHOMA CITY THUNDER,2019-03-08,AWAY,LOS ANGELES CLIPPERS,2.3715219999999997,0.89226,1.3509929999999999,3.495,2.06,0.329,0.7022999999999998,0.329
9229,Wayne Ellington,DETROIT PISTONS,2019-03-08,AWAY,CHICAGO BULLS,1.4476960000000014,2.32392,2.0011840000000003,4.049682,2.93096,0.33621999999999996,1.1735099999999998,0.33621999999999996
9230,Garrett Temple,LOS ANGELES CLIPPERS,2019-03-08,HOME,OKLAHOMA CITY THUNDER,2.218412,0.98856,1.3430170000000001,4.107162,2.7774799999999997,0.4643,0.7190699999999999,0.4643
9231,Sindarius Thornwell,LOS ANGELES CLIPPERS,2019-03-08,HOME,OKLAHOMA CITY THUNDER,2.202,0.766,1.0441,3.5639760000000003,2.1723200000000005,0.42164,0.6241499999999998,0.42164
9232,Tyrone Wallace,LOS ANGELES CLIPPERS,2019-03-08,HOME,OKLAHOMA CITY THUNDER,3.0614280000000003,0.84304,1.296765,4.378152,2.88992,0.37826,0.6546599999999998,0.37826
9233,Miles Bridges,CHARLOTTE HORNETS,2019-03-08,HOME,WASHINGTON WIZARDS,3.1693820000000006,1.33952,1.5301570000000002,5.371881,2.2312800000000004,0.43038000000000004,0.9625800000000002,0.43038000000000004
9234,Iman Shumpert,HOUSTON ROCKETS,2019-03-08,HOME,PHILADELPHIA 76ERS,1.4643819999999996,1.68192,0.869909,4.127424,2.73328,0.38849999999999996,0.8738700000000001,0.38849999999999996
9235,Jordan Bell,GOLDEN STATE WARRIORS,2019-03-08,HOME,DENVER NUGGETS,3.661784000000001,0.7981,2.504357,5.9492970000000005,2.87148,0.86224,0.7347000000000001,0.86224
9236,Amir Johnson,PHILADELPHIA 76ERS,2019-03-08,AWAY,HOUSTON ROCKETS,3.265046,1.10412,2.29897,5.6128469999999995,2.83232,0.79646,0.79845,0.79646
9237,Tony Parker,CHARLOTTE HORNETS,2019-03-08,HOME,WASHINGTON WIZARDS,4.2396460000000005,1.04634,1.63535,3.690432,4.2716,0.38371999999999995,0.8947800000000001,0.38371999999999995
9238,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,6.100898000000003,2.14202,5.498622,9.243683999999998,3.66456,1.1801400000000002,0.8778300000000002,1.1801400000000002
9239,John Collins,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,5.4972460000000005,1.3652,4.874421000000001,8.229822,2.6322,0.6147400000000001,0.80541,0.6147400000000001
9240,Kyrie Irving,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,4.9395500000000006,1.70332,2.74164,5.602203,6.333000000000001,0.28924,1.03668,0.28924
9241,Bradley Beal,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,5.6633020000000025,2.24902,4.217815999999999,6.249879,5.679799999999999,0.8021400000000001,1.41939,0.8021400000000001
9242,LeBron James,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,4.962016,2.3795599999999997,5.913047000000001,5.934945000000001,6.96536,0.41844,0.86277,0.41844
9243,Giannis Antetokounmpo,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,6.936158,1.33738,6.380931,8.249732999999999,4.96304,0.7491000000000001,0.8396100000000002,0.7491000000000001
9244,De'Aaron Fox,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,6.236016000000001,1.16832,4.157994,4.6607520000000005,5.80632,0.27536000000000005,1.09074,0.27536000000000005
9245,CJ McCollum,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,4.368985999999999,2.45018,2.527388,4.723209,3.47628,0.57144,0.9967500000000002,0.57144
9246,Trevor Ariza,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,3.067348000000001,1.943,4.473315,6.103674,3.7684800000000003,0.7423000000000001,0.7176600000000001,0.7423000000000001
9247,Brook Lopez,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.4823179999999994,1.9943600000000001,0.985555,5.698698,2.0385999999999997,1.79708,0.71757,1.79708
9248,Trae Young,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,5.274000000000001,2.13346,5.159295,5.8480170000000005,6.1468,0.49656,0.9749099999999999,0.49656
9249,Jarrett Allen,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,4.566674000000001,0.8837,2.5690389999999996,6.123102,2.64592,0.7719400000000001,1.0307400000000002,0.7719400000000001
9250,Derrick Rose,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,6.589556000000002,0.9864200000000001,1.6220580000000004,4.5801989999999995,3.3112400000000006,0.41822000000000004,0.6507000000000002,0.41822000000000004
9251,Spencer Dinwiddie,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,4.405502000000002,1.96226,4.4010810000000005,4.410858,4.374759999999999,0.5448,1.3290600000000001,0.5448
9252,Damian Lillard,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,4.979328,2.7754600000000003,5.635275000000001,5.637300000000001,5.405760000000001,0.67716,1.1154000000000002,0.67716
9253,Moritz Wagner,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,2.350976,1.2903,1.063506,4.627515,2.4398,0.5924,0.74073,0.5924
9254,Nikola Mirotic,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.201384,2.05,1.6327440000000002,5.810366999999999,2.61184,0.68594,0.7684200000000001,0.68594
9255,Deandre Ayton,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,6.176776000000001,0.766,3.937658,7.762677,2.6408,0.9303599999999999,0.99102,0.9303599999999999
9256,Seth Curry,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,2.8094919999999988,1.40586,1.94284,4.1352269999999995,2.04784,0.44482,1.1594700000000002,0.44482
9257,DeAndre Jordan,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,5.134824,0.766,3.266568,9.136866,2.7719600000000004,1.1963199999999998,0.71361,1.1963199999999998
9258,Johnathan Williams,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,3.6323800000000004,0.766,2.285021,5.508435,2.16108,0.5578000000000001,0.67632,0.5578000000000001
9259,Rodions Kurucs,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,2.9778420000000008,1.61344,2.387754,5.682545999999999,2.53412,0.87616,1.0307400000000002,0.87616
9260,Frank Kaminsky,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.8076500000000006,1.63698,2.15922,6.210831000000001,2.3536400000000004,0.5223800000000001,0.612,0.5223800000000001
9261,Marcus Smart,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.4705980000000007,1.6648,2.8903360000000005,4.922028,4.28908,0.38014000000000003,1.7079000000000002,0.38014000000000003
9262,Tyler Johnson,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,3.128578000000001,1.6391200000000001,2.108489,4.96806,4.41988,0.5956,1.0418699999999999,0.5956
9263,Nemanja Bjelica,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,1.9407299999999994,1.65624,1.631513,5.140998,3.1289200000000004,0.82882,0.8568300000000001,0.82882
9264,Malcolm Brogdon,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,3.9296500000000005,1.72472,1.883045,5.719056,3.24844,0.6294799999999999,0.6531600000000001,0.6294799999999999
9265,Taj Gibson,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,4.946990000000001,0.80666,2.4157080000000004,5.866626,2.8590000000000004,0.55398,0.8337600000000002,0.55398
9266,Miles Bridges,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.679056,1.3331,1.5863800000000001,5.014317,2.19596,0.44034,0.79506,0.44034
9267,Dario Saric,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,2.999894000000001,1.5364,1.9733070000000001,6.240615,2.92288,0.4508000000000001,0.7320600000000002,0.4508000000000001
9268,Devin Booker,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,5.086862,2.20836,5.317476000000001,5.521056,5.115760000000001,0.4834799999999999,1.0249199999999998,0.4834799999999999
9269,Bobby Portis,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,4.930460000000002,1.65624,2.160597,8.280735,2.5781199999999997,0.712,0.6159600000000001,0.712
9270,Mikal Bridges,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,2.326148,1.38446,2.7603950000000004,4.849263,3.3586400000000003,0.5637000000000001,1.3910399999999998,0.5637000000000001
9271,Kemba Walker,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,3.8141000000000007,2.5678799999999997,4.111503000000001,4.883573999999999,5.919080000000001,0.54932,1.22559,0.54932
9272,Marcus Morris,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.417148000000001,2.12704,1.906192,5.270327999999999,2.8750000000000004,0.37924,0.85701,0.37924
9273,Nicolas Batum,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.047288000000001,2.13774,1.573458,6.413745,4.27596,0.80698,1.17135,0.80698
9274,Jabari Parker,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,5.029204000000002,1.31812,2.264043,7.143530999999999,3.48272,0.7363999999999999,0.78207,0.7363999999999999
9275,Kelly Oubre,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,4.686770000000001,1.76538,4.491849,6.572682,2.89824,0.9289599999999999,1.21815,0.9289599999999999
9276,Eric Bledsoe,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,4.610894,1.8895,2.122033,6.470037,5.13344,0.48661999999999994,0.70401,0.48661999999999994
9277,Enes Kanter,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,4.491423999999999,0.87942,2.444926,6.477438,2.4372000000000003,0.7935999999999999,1.0137,0.7935999999999999
9278,Gordon Hayward,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,3.8562500000000006,1.33524,2.2387970000000004,5.069967,4.27416,0.37806,1.18245,0.37806
9279,Dennis Smith,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,4.577720000000001,1.7183000000000002,1.7031290000000006,4.40169,5.032240000000001,0.75526,1.05939,0.75526
9280,Mitchell Robinson,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,4.613568,0.766,2.407873,8.74767,2.0992400000000004,2.3006399999999996,0.9237900000000001,2.3006399999999996
9281,Tomas Satoransky,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,4.093944000000001,1.35236,2.775573,7.207545,6.026079999999999,0.93106,0.6668100000000001,0.93106
9282,Donte DiVincenzo,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.3677599999999996,1.12338,0.9612940000000001,4.187328,2.56384,0.5962000000000001,0.4701000000000001,0.5962000000000001
9283,Maurice Harkless,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,4.440823999999999,1.23038,1.735696,6.050657999999999,3.03092,0.6505000000000001,1.4340600000000001,0.6505000000000001
9284,Al Horford,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,4.2377,1.20898,2.7280750000000005,6.103611,4.3992,0.56874,1.06719,0.56874
9285,Taurean Waller-Prince,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,2.798928000000001,1.77394,2.190782,5.130321,3.3973999999999998,0.43367999999999995,1.15797,0.43367999999999995
9286,Harrison Barnes,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,3.6058060000000003,1.8467,3.5366630000000003,6.242607,2.9973600000000005,0.25376000000000004,1.08057,0.25376000000000004
9287,Jusuf Nurkic,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,5.475042,0.88156,4.335769999999999,9.007086000000001,4.6425600000000005,1.06022,1.40016,1.06022
9288,Terry Rozier,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.667522,1.76966,2.1410660000000004,4.758195000000001,3.4467600000000003,0.36074,1.17906,0.36074
9289,Buddy Hield,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,4.53306,2.5871399999999998,4.173674,6.8962710000000005,3.77572,0.7754400000000001,1.27041,0.7754400000000001
9290,Keita Bates-Diop,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,3.06091,0.99498,2.0926649999999998,4.207896,2.02096,0.58562,0.7015500000000001,0.58562
9291,Jeremy Lamb,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.83331,1.9216,3.954197,5.577558,3.6994000000000002,0.68414,0.93405,0.68414
9292,D'Angelo Russell,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,4.603038000000001,2.10136,2.920941,4.212408,6.2362,0.27104000000000006,1.4782200000000003,0.27104000000000006
9293,Willie Cauley-Stein,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,5.738318,0.766,3.473493,6.353697,3.29452,0.6597,1.0263300000000002,0.6597
9294,DeMarre Carroll,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,2.4795540000000003,1.70974,3.3690439999999997,5.489940000000001,2.9282000000000004,0.3748,0.9087000000000002,0.3748
9295,Alex Caruso,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,2.741708,1.02066,1.283337,4.207896,2.66116,0.32698,0.5475,0.32698
9296,Alex Len,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,2.9681380000000006,1.72044,3.3141940000000005,6.667716,2.86704,0.82314,0.8935500000000001,0.82314
9297,Thomas Bryant,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,3.474932000000001,1.20256,2.737519,4.837302,2.39072,0.7313599999999999,0.7481700000000001,0.7313599999999999
9298,JaVale McGee,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,5.0764000000000005,0.766,1.3176640000000002,5.8084229999999994,1.98064,1.007,0.6492,1.007
9299,John Jenkins,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,3.108904,1.0335,1.4424930000000002,3.7134240000000003,2.1398,0.30012,0.5475,0.30012
9300,Anthony Tolliver,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,2.0270220000000005,1.76752,1.4729610000000004,4.673484,2.5388,0.26542,0.6507000000000002,0.26542
9301,Cody Zeller,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,4.966374000000001,0.7981,2.499413,6.315564,3.08408,0.67228,0.86286,0.67228
9302,Lance Thomas,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,3.3970020000000005,1.13408,1.289185,4.087461,2.54412,0.33368000000000003,0.5475,0.33368000000000003
9303,Jamal Crawford,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,3.158628,1.28174,1.7711490000000003,4.116474,3.44188,0.43510000000000004,1.00458,0.43510000000000004
9304,Aron Baynes,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.691516000000001,0.92222,1.907915,4.447032,2.74304,0.43485999999999997,0.84345,0.43485999999999997
9305,Ersan Ilyasova,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,3.5984359999999995,1.2860200000000002,1.9378699999999998,6.372432,2.30444,0.85224,0.6396000000000001,0.85224
9306,Jake Layman,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,2.950894,1.3224,1.144701,5.0300519999999995,2.45472,0.40486,0.9459000000000002,0.40486
9307,Vince Carter,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,1.6731680000000004,2.15914,1.298518,4.329969,3.2876,0.3792,0.93762,0.3792
9308,Khris Middleton,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,4.1419120000000005,2.18054,5.161775000000001,6.059328000000001,4.7466,0.4511400000000001,0.9989400000000002,0.4511400000000001
9309,Rajon Rondo,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,3.0984540000000003,2.0842400000000003,0.9885460000000001,6.317796,7.472520000000001,0.42118,1.1441400000000002,0.42118
9310,Josh Jackson,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,3.8179740000000013,1.46792,2.733423,4.495842000000001,2.95084,0.6775,0.8079599999999999,0.6775
9311,Bogdan Bogdanovic,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,3.6920460000000013,2.03288,1.6494340000000003,5.296787999999999,4.13112,0.48980000000000007,1.13481,0.48980000000000007
9312,Dragan Bender,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,2.143192,1.12552,1.446862,4.383066,2.43892,0.4151,0.7401599999999999,0.4151
9313,Troy Daniels,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,2.3496679999999994,1.4401,1.349883,4.059813,2.46912,0.5506,0.7164299999999999,0.5506
9314,Tyus Jones,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,3.7151460000000007,0.89868,1.448586,4.43613,4.42208,0.3214,0.7964700000000002,0.3214
9315,Emmanuel Mudiay,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,4.565047999999999,1.27532,1.775239,4.338864,3.83688,0.25432000000000005,0.84243,0.25432000000000005
9316,Malik Monk,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.160496000000001,1.27746,1.639345,3.966753,2.4653600000000004,0.41324000000000005,0.612,0.41324000000000005
9317,Luke Kornet,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,1.8794700000000004,1.70974,1.7925140000000002,4.342428,2.24304,0.8067599999999999,0.9373499999999999,0.8067599999999999
9318,Josh Hart,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,2.7587920000000006,1.35022,1.9348840000000003,4.807791,2.48572,0.552,0.61191,0.552
9319,Joe Harris,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,3.597838000000001,1.52356,1.541498,4.942467,3.04752,0.62368,1.0612500000000002,0.62368
9320,Jayson Tatum,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,5.2010380000000005,1.55138,3.1201300000000005,5.055726,2.91772,0.4184,1.5011100000000002,0.4184
9321,Devonte' Graham,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,1.6932900000000002,1.5877599999999998,1.974941,4.263369,3.35756,0.5728800000000001,0.72726,0.5728800000000001
9322,Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,3.2322219999999993,1.52142,2.1493730000000006,5.7691349999999995,2.9259999999999997,0.6116999999999999,1.0882800000000001,0.6116999999999999
9323,Jaylen Brown,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,3.9501760000000004,1.59846,2.0827549999999997,5.154228,2.33132,0.33714,0.8976900000000001,0.33714
9324,Jeff Green,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,3.306116000000001,1.50858,3.060807,4.5326580000000005,2.7047600000000003,0.34764,0.6261300000000001,0.34764
9325,DeAndre' Bembry,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,3.9174300000000004,1.36306,1.200911,5.32503,3.38732,0.70486,1.20543,0.70486
9326,Allen Crabbe,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,2.3251680000000015,1.70546,1.13055,4.268106,2.4398,0.35398,1.0137900000000002,0.35398
9327,Cameron Reynolds,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,2.5926680000000006,0.98,1.6804750000000004,3.912516,2.35792,0.40908,0.6507000000000002,0.40908
9328,Willy Hernangomez,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.793698000000001,0.80666,2.266885,5.028734999999999,2.4749600000000003,0.4183,0.612,0.4183
9329,Jeff Teague,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,4.719280000000001,1.11482,3.217083,4.815321,6.29636,0.50734,0.9252900000000002,0.50734
9330,Allonzo Trier,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,4.383402,1.4401,5.6803870000000005,5.145510000000001,2.991,0.2768,0.83226,0.2768
9331,Richaun Holmes,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,4.391122,0.766,2.09381,5.892507,2.3668400000000003,1.1852200000000002,0.97068,1.1852200000000002
9332,Ed Davis,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,3.498438,0.766,1.884415,6.345027,2.22492,0.24426000000000003,0.9493800000000002,0.24426000000000003
9333,Rodney Hood,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,3.108827999999999,1.61344,2.321336,3.9850890000000003,2.54944,0.31032,1.23405,0.31032
9334,Yogi Ferrell,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,3.5688559999999994,0.88156,1.6293959999999998,3.9664800000000002,2.9058800000000002,0.3589,0.8466600000000001,0.3589
9335,Marvin Williams,CHARLOTTE HORNETS,2019-03-09,AWAY,MILWAUKEE BUCKS,2.5891580000000003,1.9751,1.7824740000000003,6.841359,2.8522800000000004,1.222,0.92388,1.222
9336,Troy Brown,WASHINGTON WIZARDS,2019-03-09,AWAY,MINNESOTA TIMBERWOLVES,3.760612000000002,1.2068400000000001,1.511031,5.810478,3.7794000000000003,0.57224,0.6498600000000001,0.57224
9337,De'Anthony Melton,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,2.8420199999999998,1.0056800000000001,1.259608,4.630245,3.1884400000000004,0.47436,0.8113499999999999,0.47436
9338,Tony Snell,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.936146,1.34166,0.835593,4.364376,2.38984,0.39238,0.52095,0.39238
9339,Pat Connaughton,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.468914,1.36734,1.113615,5.875439999999999,3.5316,0.8369200000000001,0.4701000000000001,0.8369200000000001
9340,Reggie Bullock,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,2.34748,1.57492,1.537992,4.423302,2.3668,0.3589,0.62886,0.3589
9341,Jaylen Adams,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,1.8683880000000004,1.5899,0.853124,4.376643,3.2942400000000003,0.33233999999999997,1.02237,0.33233999999999997
9342,Josh Okogie,MINNESOTA TIMBERWOLVES,2019-03-09,HOME,WASHINGTON WIZARDS,2.860520000000001,1.21326,2.0179389999999997,4.845843,2.7062,0.56988,0.8507100000000002,0.56988
9343,Harry Giles,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,6.034166,0.766,2.7769420000000005,6.067404,3.03136,0.65932,0.72801,0.65932
9344,Damyean Dotson,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,3.4511380000000003,1.8038999999999998,1.8527049999999998,5.336607,3.7836800000000004,0.23616,0.75768,0.23616
9345,Meyers Leonard,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,3.0176659999999993,0.8837,1.169811,4.0124640000000005,2.1876800000000003,0.35282,0.8442000000000002,0.35282
9346,Guerschon Yabusele,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.8046180000000005,0.93078,1.9431040000000002,4.720719,2.12384,0.50822,0.7926000000000001,0.50822
9347,Corey Brewer,SACRAMENTO KINGS,2019-03-09,AWAY,NEW YORK KNICKS,2.868924,1.09128,2.100644,4.092021,2.77452,0.47384000000000004,0.8093700000000001,0.47384000000000004
9348,Semi Ojeleye,BOSTON CELTICS,2019-03-09,AWAY,LOS ANGELES LAKERS,2.3941359999999996,0.96716,1.696536,4.050099,2.36172,0.41918,0.8739600000000001,0.41918
9349,D.J. Wilson,MILWAUKEE BUCKS,2019-03-09,HOME,CHARLOTTE HORNETS,2.520553999999999,1.09342,0.9534610000000001,4.795572,2.0408,0.52406,0.4701000000000001,0.52406
9350,Henry Ellenson,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,2.8622359999999993,1.37162,1.4914870000000002,4.780368,2.5122,0.23284000000000002,0.76107,0.23284000000000002
9351,Anfernee Simons,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,2.782457999999999,0.8623000000000001,1.0146330000000001,3.495,2.1876800000000003,0.329,0.8442000000000002,0.329
9352,Isaac Bonga,LOS ANGELES LAKERS,2019-03-09,HOME,BOSTON CELTICS,2.357844,0.81308,1.9769,3.8790720000000003,2.592,0.34586000000000006,0.5475,0.34586000000000006
9353,Skal Labissiere,PORTLAND TRAIL BLAZERS,2019-03-09,HOME,PHOENIX SUNS,2.8420879999999986,0.7981,1.393745,3.9233700000000002,2.17868,0.52996,0.8442000000000002,0.52996
9354,Caris LeVert,BROOKLYN NETS,2019-03-09,AWAY,ATLANTA HAWKS,3.545954000000001,1.73114,3.1502120000000002,5.187303,3.7548800000000004,0.53894,1.0544700000000002,0.53894
9355,Tyler Zeller,ATLANTA HAWKS,2019-03-09,HOME,BROOKLYN NETS,2.434278,0.86016,1.010903,4.914321,2.35792,0.41497999999999996,0.741,0.41497999999999996
9356,Kevin Knox,NEW YORK KNICKS,2019-03-09,HOME,SACRAMENTO KINGS,4.503034,1.03992,3.2823600000000006,5.490869999999999,2.3526000000000002,0.5386000000000001,0.87294,0.5386000000000001
9357,Ray Spalding,PHOENIX SUNS,2019-03-09,AWAY,PORTLAND TRAIL BLAZERS,2.4505,0.766,1.373,3.495,2.06,0.329,0.6248999999999999,0.329
