,index,slug,name_x,team_x,location_x,opponent_x,outcome,seconds_played,made_field_goals_x,attempted_field_goals_x,made_three_point_field_goals_x,attempted_three_point_field_goals_x,made_free_throws_x,attempted_free_throws_x,offensive_rebounds_x,defensive_rebounds_x,assists_x,steals_x,blocks_x,turnovers_x,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %,attempted_two_point_field_goals_x,made_two_point_field_goals_x,total_rebounds,at_home,indexr,name_y,team_y,date,location_y,opponent_y,made_field_goals_y,made_two_point_field_goals_y,attempted_two_point_field_goals_y,attempted_field_goals_y,made_three_point_field_goals_y,attempted_three_point_field_goals_y,attempted_free_throws_y,made_free_throws_y,offensive_rebounds_y,defensive_rebounds_y,assists_y,blocks_y,turnovers_y,steals_y
5115,5115,brownbr01,Bruce Brown,DETROIT PISTONS,AWAY,MEMPHIS GRIZZLIES,LOSS,2301,4,12,0,2,4,4,2,5,4,1,0,3,4,7.3,2020-02-03,109.2,97.4,12.3,108.8,96.6,12.9,10,4,7,False,5115,Bruce Brown,DETROIT PISTONS,2020-02-03,AWAY,MEMPHIS GRIZZLIES,4.2,2.94,4.98,7.04,1.26,2.05,1.38,1.38,1.11,4.13,5.0,0.39,1.21,0.19
5116,5116,zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,1382,3,5,0,0,3,4,2,6,0,0,0,1,3,7.3,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,5,3,8,True,5116,Ivica Zubac,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,2.32,2.32,5.41,5.41,0.0,0.0,1.79,1.43,4.35,5.05,1.75,1.18,1.11,0.24
5117,5117,iwundwe01,Wesley Iwundu,ORLANDO MAGIC,AWAY,CHARLOTTE HORNETS,WIN,1334,3,8,1,4,2,2,0,2,2,1,0,0,1,7.2,2020-02-03,108.1,98.1,11.9,112.5,98.7,10.9,4,2,2,False,5117,Wesley Iwundu,ORLANDO MAGIC,2020-02-03,AWAY,CHARLOTTE HORNETS,1.6,0.31,1.04,3.77,1.28,2.73,1.6,1.18,0.73,0.97,1.01,0.0,0.0,0.36
5118,5118,hachiru01,Rui Hachimura,WASHINGTON WIZARDS,HOME,GOLDEN STATE WARRIORS,LOSS,1552,5,8,0,0,1,2,0,8,0,0,0,2,1,7.0,2020-02-03,113.9,101.4,12.3,109.5,100.9,12.6,8,5,8,True,5118,Rui Hachimura,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119,5119,moranja01,Ja Morant,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,WIN,1621,5,9,0,1,2,2,0,4,7,0,0,6,2,7.0,2020-02-03,108.8,96.6,12.9,109.2,97.4,12.3,8,5,4,True,5119,Ja Morant,MEMPHIS GRIZZLIES,2020-02-03,HOME,DETROIT PISTONS,6.84,6.54,11.67,12.84,0.3,1.17,5.42,3.18,0.27,2.88,7.29,0.24,2.23,1.39
5120,5120,osmande01,Cedi Osman,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,LOSS,2284,6,10,3,6,0,0,0,4,2,0,0,4,5,7.0,2020-02-03,117.6,96.6,12.2,113.7,99.6,12.4,4,3,4,True,5120,Cedi Osman,CLEVELAND CAVALIERS,2020-02-03,HOME,NEW YORK KNICKS,3.98,2.32,4.41,8.49,1.66,4.07,0.37,0.24,0.65,2.18,3.95,0.19,1.18,1.23
5121,5121,bullore01,Reggie Bullock,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,WIN,1483,3,6,1,4,0,0,1,3,1,1,0,0,1,6.9,2020-02-03,113.7,99.6,12.4,117.6,96.6,12.2,2,2,4,False,5121,Reggie Bullock,NEW YORK KNICKS,2020-02-03,AWAY,CLEVELAND CAVALIERS,3.02,1.87,4.31,7.75,1.16,3.44,1.26,1.02,0.19,2.75,1.49,0.0,0.79,0.15
5122,5122,dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,AWAY,SACRAMENTO KINGS,LOSS,631,2,4,1,1,2,2,2,4,0,1,1,2,1,6.9,2020-02-03,112.9,100.2,11.4,111.5,103.1,11.5,3,1,6,False,5122,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2020-02-03,AWAY,SACRAMENTO KINGS,1.35,0.69,0.96,3.54,0.66,2.58,0.0,0.0,0.27,2.04,0.66,0.9,0.45,0.24
5123,5123,harklma01,Maurice Harkless,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,1288,3,4,1,1,0,0,1,3,1,1,0,1,2,6.9,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,3,2,4,True,5123,Maurice Harkless,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,1.89,1.36,2.84,4.28,0.53,1.44,0.24,0.24,0.55,3.01,0.96,0.43,1.21,0.5
5124,5124,portibo01,Bobby Portis,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,WIN,1697,5,8,2,5,0,0,0,1,0,1,0,2,2,6.9,2020-02-03,113.7,99.6,12.4,117.6,96.6,12.2,3,3,1,False,5124,Bobby Portis,NEW YORK KNICKS,2020-02-03,AWAY,CLEVELAND CAVALIERS,2.52,2.1,4.17,6.2,0.42,2.03,0.27,0.12,0.81,2.8,1.24,0.3,1.29,0.5
5125,5125,dedmode01,Dewayne Dedmon,SACRAMENTO KINGS,HOME,MINNESOTA TIMBERWOLVES,WIN,2096,2,8,0,3,0,0,4,8,3,2,5,4,4,6.4,2020-02-03,111.5,103.1,11.5,112.9,100.2,11.4,5,2,12,True,5125,Dewayne Dedmon,SACRAMENTO KINGS,2020-02-03,HOME,MINNESOTA TIMBERWOLVES,2.98,2.56,4.35,6.54,0.42,2.19,0.59,0.59,1.37,6.31,0.54,1.77,0.88,1.19
5126,5126,evansja02,Jacob Evans,GOLDEN STATE WARRIORS,AWAY,WASHINGTON WIZARDS,WIN,1542,1,8,1,3,4,4,1,1,3,1,3,0,4,6.4,2020-02-03,109.5,100.9,12.6,113.9,101.4,12.3,5,0,2,False,5126,Jacob Evans,GOLDEN STATE WARRIORS,2020-02-03,AWAY,WASHINGTON WIZARDS,1.86,1.39,2.09,2.87,0.48,0.78,0.48,0.48,0.0,0.66,0.53,0.39,0.3,0.88
5127,5127,okoboel01,Elie Okobo,PHOENIX SUNS,AWAY,BROOKLYN NETS,LOSS,1656,2,2,1,1,0,0,0,4,5,0,0,2,2,6.3,2020-02-03,115.1,100.5,13.8,109.7,100.8,13.0,1,1,4,False,5127,Elie Okobo,PHOENIX SUNS,2020-02-03,AWAY,BROOKLYN NETS,0.54,0.42,1.5,2.59,0.12,1.09,0.73,0.73,0.48,1.46,1.95,0.12,1.1,0.61
5128,5128,willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,1385,3,12,0,1,6,7,0,1,4,0,0,1,1,6.1,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,11,3,1,True,5128,Lou Williams,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,5.81,4.89,12.01,17.24,0.92,5.23,5.42,5.23,0.15,2.45,5.32,0.0,3.07,0.54
5129,5129,holidaa01,Aaron Holiday,INDIANA PACERS,HOME,DALLAS MAVERICKS,LOSS,1463,3,9,1,3,0,0,1,1,4,1,0,0,2,5.9,2020-02-03,106.5,98.1,12.4,110.7,99.0,12.7,6,2,2,True,5129,Aaron Holiday,INDIANA PACERS,2020-02-03,HOME,DALLAS MAVERICKS,4.37,2.03,5.29,9.27,2.34,3.98,0.0,0.0,0.24,1.04,3.51,0.36,0.59,0.43
5130,5130,miltosh01,Shake Milton,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1797,5,11,1,5,0,0,0,0,4,0,0,2,1,5.7,2020-02-03,110.0,101.6,12.9,107.6,98.2,13.1,6,4,0,False,5130,Shake Milton,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,4.33,2.14,3.46,8.36,2.2,4.9,3.87,3.09,0.27,4.15,2.51,0.0,0.89,1.47
5131,5131,browntr01,Troy Brown,WASHINGTON WIZARDS,HOME,GOLDEN STATE WARRIORS,LOSS,1358,3,8,0,3,0,0,0,3,3,1,1,0,2,5.5,2020-02-03,113.9,101.4,12.3,109.5,100.9,12.6,5,3,3,True,5131,Troy Brown,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,4.76,3.57,7.22,10.32,1.2,3.1,2.04,1.43,1.05,4.04,2.46,0.0,0.43,0.48
5132,5132,chandwi01,Wilson Chandler,BROOKLYN NETS,HOME,PHOENIX SUNS,WIN,1090,2,6,2,6,0,0,1,4,2,0,1,0,3,5.4,2020-02-03,109.7,100.8,13.0,115.1,100.5,13.8,0,0,5,True,5132,Wilson Chandler,BROOKLYN NETS,2020-02-03,HOME,PHOENIX SUNS,1.25,0.79,1.27,3.43,0.46,2.16,1.17,0.98,0.48,3.48,0.31,0.36,1.14,0.36
5133,5133,diallch01,Cheick Diallo,PHOENIX SUNS,AWAY,BROOKLYN NETS,LOSS,823,3,5,0,0,0,0,1,1,1,1,2,2,1,5.4,2020-02-03,115.1,100.5,13.8,109.7,100.8,13.0,5,3,2,False,5133,Cheick Diallo,PHOENIX SUNS,2020-02-03,AWAY,BROOKLYN NETS,1.85,1.85,3.31,3.43,0.0,0.12,1.56,1.14,0.77,2.73,0.54,0.15,0.43,0.15
5134,5134,looneke01,Kevon Looney,GOLDEN STATE WARRIORS,AWAY,WASHINGTON WIZARDS,WIN,572,1,2,0,0,0,0,1,3,3,1,0,0,1,5.3,2020-02-03,109.5,100.9,12.6,113.9,101.4,12.3,2,1,4,False,5134,Kevon Looney,GOLDEN STATE WARRIORS,2020-02-03,AWAY,WASHINGTON WIZARDS,1.57,1.57,3.98,5.36,0.0,1.38,0.24,0.24,1.02,2.54,1.5,0.54,1.14,1.1
5135,5135,greenja01,JaMychal Green,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,1037,3,9,3,7,0,2,1,6,0,0,0,0,1,5.2,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,2,0,7,True,5135,JaMychal Green,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,1.81,0.76,1.98,4.43,1.05,2.45,0.15,0.15,1.27,5.09,0.68,0.72,0.73,0.84
5136,5136,crowdja01,Jae Crowder,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,WIN,1486,2,5,0,3,0,0,0,5,3,0,0,0,0,4.9,2020-02-03,108.8,96.6,12.9,109.2,97.4,12.3,2,2,5,True,5136,Jae Crowder,MEMPHIS GRIZZLIES,2020-02-03,HOME,DETROIT PISTONS,2.42,1.31,2.9,7.27,1.1,4.37,4.05,3.51,1.08,5.05,1.62,0.0,0.96,1.18
5137,5137,exumda01,Dante Exum,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,LOSS,944,2,4,0,0,0,2,1,2,2,1,0,0,0,4.9,2020-02-03,117.6,96.6,12.2,113.7,99.6,12.4,4,2,3,True,5137,Dante Exum,CLEVELAND CAVALIERS,2020-02-03,HOME,NEW YORK KNICKS,1.77,1.77,3.18,4.61,0.0,1.43,1.76,1.76,0.69,1.36,1.21,0.15,0.46,0.3
5138,5138,thomais02,Isaiah Thomas,WASHINGTON WIZARDS,HOME,GOLDEN STATE WARRIORS,LOSS,1471,3,10,1,4,2,2,0,1,4,0,0,1,1,4.9,2020-02-03,113.9,101.4,12.3,109.5,100.9,12.6,6,2,1,True,5138,Isaiah Thomas,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,4.93,2.15,5.84,12.68,2.79,6.83,1.54,1.35,0.71,2.7,2.15,0.12,0.96,0.0
5139,5139,wagnemo01,Moritz Wagner,WASHINGTON WIZARDS,HOME,GOLDEN STATE WARRIORS,LOSS,736,4,5,0,0,0,0,0,2,0,0,0,1,2,4.9,2020-02-03,113.9,101.4,12.3,109.5,100.9,12.6,5,4,2,True,5139,Moritz Wagner,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5140,5140,horfoal01,Al Horford,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1334,2,5,2,3,0,0,1,3,1,0,0,1,0,4.6,2020-02-03,110.0,101.6,12.9,107.6,98.2,13.1,2,0,4,False,5140,Al Horford,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,4.84,3.41,5.66,11.11,1.43,5.44,0.86,0.86,1.44,7.25,4.59,0.24,1.28,0.73
5141,5141,kurucro01,Rodions Kurucs,BROOKLYN NETS,HOME,PHOENIX SUNS,WIN,191,2,3,1,1,0,0,0,0,1,0,0,0,0,4.4,2020-02-03,109.7,100.8,13.0,115.1,100.5,13.8,2,1,0,True,5141,Rodions Kurucs,BROOKLYN NETS,2020-02-03,HOME,PHOENIX SUNS,2.16,0.9,1.38,3.72,1.25,2.34,0.3,0.3,0.24,1.03,1.24,0.0,1.51,0.63
5142,5142,anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,WIN,904,1,1,0,0,0,0,0,2,0,1,2,0,1,4.3,2020-02-03,108.8,96.6,12.9,109.2,97.4,12.3,1,1,2,True,5142,Kyle Anderson,MEMPHIS GRIZZLIES,2020-02-03,HOME,DETROIT PISTONS,3.07,2.78,4.53,5.28,0.3,0.75,1.79,0.6,0.57,5.12,2.49,1.21,1.76,0.87
5143,5143,bazemke01,Kent Bazemore,SACRAMENTO KINGS,HOME,MINNESOTA TIMBERWOLVES,WIN,1437,1,5,0,1,2,2,1,5,1,1,1,1,1,4.1,2020-02-03,111.5,103.1,11.5,112.9,100.2,11.4,4,1,6,True,5143,Kent Bazemore,SACRAMENTO KINGS,2020-02-03,HOME,MINNESOTA TIMBERWOLVES,2.53,1.75,3.96,6.62,0.78,2.66,3.03,2.45,0.96,2.22,0.93,0.12,1.13,1.0
5144,5144,rubiori01,Ricky Rubio,PHOENIX SUNS,AWAY,BROOKLYN NETS,LOSS,1123,2,7,0,0,4,4,1,2,2,0,0,1,4,4.0,2020-02-03,115.1,100.5,13.8,109.7,100.8,13.0,7,2,3,False,5144,Ricky Rubio,PHOENIX SUNS,2020-02-03,AWAY,BROOKLYN NETS,2.39,1.75,5.72,7.97,0.64,2.25,2.82,1.87,0.58,2.94,4.99,0.0,2.03,1.76
5145,5145,wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,AWAY,SACRAMENTO KINGS,LOSS,2129,3,11,0,3,4,6,2,4,5,1,1,5,4,3.9,2020-02-03,112.9,100.2,11.4,111.5,103.1,11.5,8,3,6,False,5145,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2020-02-03,AWAY,SACRAMENTO KINGS,8.7,5.03,9.02,16.91,3.67,7.89,5.02,2.86,0.12,5.45,4.54,0.24,2.56,0.46
5146,5146,klebima01,Maxi Kleber,DALLAS MAVERICKS,AWAY,INDIANA PACERS,WIN,2106,2,8,1,6,0,0,3,5,2,0,0,1,1,3.8,2020-02-03,110.7,99.0,12.7,106.5,98.1,12.4,2,1,8,False,5146,Maxi Kleber,DALLAS MAVERICKS,2020-02-03,AWAY,INDIANA PACERS,3.57,1.68,2.69,7.47,1.89,4.78,1.07,1.07,2.01,2.98,0.92,2.54,0.3,0.45
5147,5147,forbebr01,Bryn Forbes,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,LOSS,1405,2,8,2,7,2,2,0,1,2,0,0,0,3,3.7,2020-02-03,111.2,98.3,11.0,111.5,101.7,12.7,1,0,1,False,5147,Bryn Forbes,SAN ANTONIO SPURS,2020-02-03,AWAY,LOS ANGELES CLIPPERS,2.86,1.45,3.04,7.68,1.41,4.64,0.0,0.0,0.12,1.1,2.49,0.0,0.4,0.27
5148,5148,willima02,Marvin Williams,CHARLOTTE HORNETS,HOME,ORLANDO MAGIC,LOSS,1052,1,2,0,1,0,0,0,2,2,0,1,0,0,3.7,2020-02-03,112.5,98.7,10.9,108.1,98.1,11.9,1,1,2,True,5148,Marvin Williams,CHARLOTTE HORNETS,2020-02-03,HOME,ORLANDO MAGIC,1.78,1.18,2.87,5.09,0.61,2.22,1.09,0.61,0.34,2.39,1.12,1.18,0.64,0.15
5149,5149,goodwbr01,Brandon Goodwin,ATLANTA HAWKS,HOME,BOSTON CELTICS,LOSS,1016,1,1,0,0,0,0,0,5,1,1,0,1,1,3.5,2020-02-03,113.9,103.9,14.3,107.8,99.6,11.5,1,1,5,True,5149,Brandon Goodwin,ATLANTA HAWKS,2020-02-03,HOME,BOSTON CELTICS,3.07,2.22,5.89,8.32,0.85,2.43,1.39,1.39,0.62,2.79,2.59,0.0,1.0,0.34
5150,5150,olynyke01,Kelly Olynyk,MIAMI HEAT,HOME,PHILADELPHIA 76ERS,WIN,1429,3,6,1,4,0,0,0,4,0,0,1,2,1,3.5,2020-02-03,107.6,98.2,13.1,110.0,101.6,12.9,2,2,4,True,5150,Kelly Olynyk,MIAMI HEAT,2020-02-03,HOME,PHILADELPHIA 76ERS,3.28,2.42,3.74,6.59,0.86,2.84,3.21,2.91,0.43,4.47,1.6,0.89,0.0,0.46
5151,5151,robinmi01,Mitchell Robinson,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,WIN,882,2,2,0,0,0,0,0,2,1,1,0,1,3,3.5,2020-02-03,113.7,99.6,12.4,117.6,96.6,12.2,2,2,2,False,5151,Mitchell Robinson,NEW YORK KNICKS,2020-02-03,AWAY,CLEVELAND CAVALIERS,3.21,3.21,3.68,3.68,0.0,0.0,1.19,0.48,2.71,4.54,1.35,2.33,0.15,0.9
5152,5152,jonesda03,Damian Jones,ATLANTA HAWKS,HOME,BOSTON CELTICS,LOSS,1028,1,1,0,0,2,2,0,2,1,0,0,1,2,3.2,2020-02-03,113.9,103.9,14.3,107.8,99.6,11.5,1,1,2,True,5152,Damian Jones,ATLANTA HAWKS,2020-02-03,HOME,BOSTON CELTICS,2.78,2.78,4.31,4.43,0.0,0.12,3.24,2.42,2.19,4.92,0.73,0.77,0.24,0.99
5153,5153,thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,916,1,1,1,1,0,0,0,1,1,0,1,0,3,3.2,2020-02-03,110.0,101.6,12.9,107.6,98.2,13.1,0,0,1,False,5153,Matisse Thybulle,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,2.43,0.97,1.09,5.29,1.46,4.2,0.71,0.24,0.39,0.86,0.72,0.15,0.55,1.48
5154,5154,brunsja01,Jalen Brunson,DALLAS MAVERICKS,AWAY,INDIANA PACERS,WIN,1830,3,8,0,1,3,4,0,4,3,0,0,4,1,3.1,2020-02-03,110.7,99.0,12.7,106.5,98.1,12.4,7,3,4,False,5154,Jalen Brunson,DALLAS MAVERICKS,2020-02-03,AWAY,INDIANA PACERS,5.97,5.22,9.91,11.64,0.75,1.73,1.68,1.49,0.54,2.15,4.14,0.24,1.41,0.31
5155,5155,jacksju01,Justin Jackson,DALLAS MAVERICKS,AWAY,INDIANA PACERS,WIN,795,3,6,0,1,0,0,0,0,0,0,0,0,0,3.0,2020-02-03,110.7,99.0,12.7,106.5,98.1,12.4,5,3,0,False,5155,Justin Jackson,DALLAS MAVERICKS,2020-02-03,AWAY,INDIANA PACERS,2.12,1.55,3.23,5.4,0.57,2.17,0.68,0.68,0.3,3.13,0.94,0.15,0.54,0.0
5156,5156,gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,LOS ANGELES CLIPPERS,LOSS,900,2,5,0,2,0,0,0,3,2,0,0,0,2,2.8,2020-02-03,111.2,98.3,11.0,111.5,101.7,12.7,3,2,3,False,5156,Rudy Gay,SAN ANTONIO SPURS,2020-02-03,AWAY,LOS ANGELES CLIPPERS,2.51,2.03,3.55,6.08,0.49,2.53,1.41,1.41,0.31,3.69,1.83,0.0,1.68,0.15
5157,5157,clarkga01,Gary Clark,ORLANDO MAGIC,AWAY,CHARLOTTE HORNETS,WIN,621,1,2,1,2,0,0,0,0,0,0,1,0,0,2.7,2020-02-03,108.1,98.1,11.9,112.5,98.7,10.9,0,0,0,False,5157,Gary Clark,ORLANDO MAGIC,2020-02-03,AWAY,CHARLOTTE HORNETS,0.69,0.34,0.46,2.11,0.34,1.65,0.0,0.0,1.4,1.99,0.0,0.19,0.34,0.0
5158,5158,grahatr01,Treveon Graham,ATLANTA HAWKS,HOME,BOSTON CELTICS,LOSS,1063,1,4,1,2,3,4,1,2,0,0,0,1,2,2.7,2020-02-03,113.9,103.9,14.3,107.8,99.6,11.5,2,0,3,True,5158,Treveon Graham,ATLANTA HAWKS,2020-02-03,HOME,BOSTON CELTICS,0.3,0.0,0.24,1.31,0.3,1.08,0.59,0.59,0.3,1.37,0.0,0.0,0.0,0.59
5159,5159,cartevi01,Vince Carter,ATLANTA HAWKS,HOME,BOSTON CELTICS,LOSS,1110,2,7,0,4,0,0,1,1,0,0,3,0,1,2.6,2020-02-03,113.9,103.9,14.3,107.8,99.6,11.5,3,2,2,True,5159,Vince Carter,ATLANTA HAWKS,2020-02-03,HOME,BOSTON CELTICS,3.33,2.32,3.7,8.28,1.01,4.58,1.55,1.55,0.42,4.15,0.69,0.93,0.43,0.77
5160,5160,josepco01,Cory Joseph,SACRAMENTO KINGS,HOME,MINNESOTA TIMBERWOLVES,WIN,909,1,2,0,0,1,1,0,0,2,0,0,0,2,2.6,2020-02-03,111.5,103.1,11.5,112.9,100.2,11.4,2,1,0,True,5160,Cory Joseph,SACRAMENTO KINGS,2020-02-03,HOME,MINNESOTA TIMBERWOLVES,3.01,0.73,2.72,7.58,2.28,4.86,0.48,0.48,1.28,2.2,4.82,0.36,1.44,0.43
5161,5161,shamela01,Landry Shamet,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,1704,1,3,0,2,0,0,0,1,2,1,0,0,1,2.6,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,1,1,1,True,5161,Landry Shamet,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,4.93,1.23,2.48,10.33,3.7,7.85,1.95,1.53,0.19,1.7,2.79,0.12,0.62,0.54
5162,5162,mahinia01,Ian Mahinmi,WASHINGTON WIZARDS,HOME,GOLDEN STATE WARRIORS,LOSS,552,1,1,0,0,0,0,1,4,0,1,0,1,3,2.4,2020-02-03,113.9,101.4,12.3,109.5,100.9,12.6,1,1,5,True,5162,Ian Mahinmi,WASHINGTON WIZARDS,2020-02-03,HOME,GOLDEN STATE WARRIORS,2.68,2.68,5.02,5.99,0.0,0.98,1.4,1.28,1.67,4.66,1.19,1.18,1.31,0.3
5163,5163,carteje01,Jevon Carter,PHOENIX SUNS,AWAY,BROOKLYN NETS,LOSS,1426,1,4,1,4,0,0,2,0,1,0,0,0,1,2.3,2020-02-03,115.1,100.5,13.8,109.7,100.8,13.0,0,0,2,False,5163,Jevon Carter,PHOENIX SUNS,2020-02-03,AWAY,BROOKLYN NETS,2.67,1.04,2.41,5.13,1.63,2.72,0.48,0.48,0.24,2.05,1.76,0.39,0.34,1.35
5164,5164,clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,WIN,1360,2,7,0,1,0,0,1,4,0,1,1,1,1,2.1,2020-02-03,108.8,96.6,12.9,109.2,97.4,12.3,6,2,5,True,5164,Brandon Clarke,MEMPHIS GRIZZLIES,2020-02-03,HOME,DETROIT PISTONS,5.52,5.4,8.54,8.93,0.12,0.4,2.03,2.03,1.5,4.67,1.17,0.88,0.91,1.43
5165,5165,mcgruro01,Rodney McGruder,LOS ANGELES CLIPPERS,HOME,SAN ANTONIO SPURS,WIN,768,1,2,0,1,0,0,0,5,0,0,0,0,1,2.1,2020-02-03,111.5,101.7,12.7,111.2,98.3,11.0,1,1,5,True,5165,Rodney McGruder,LOS ANGELES CLIPPERS,2020-02-03,HOME,SAN ANTONIO SPURS,0.72,0.48,1.85,2.51,0.24,0.66,1.27,0.76,0.12,2.75,0.36,0.19,0.96,0.72
5166,5166,musadz01,Džanan Musa,BROOKLYN NETS,HOME,PHOENIX SUNS,WIN,191,1,1,0,0,0,0,1,0,0,1,0,1,1,2.0,2020-02-03,109.7,100.8,13.0,115.1,100.5,13.8,1,1,1,True,5166,Džanan Musa,BROOKLYN NETS,2020-02-03,HOME,PHOENIX SUNS,0.27,0.15,1.05,2.06,0.12,1.01,0.94,0.49,0.61,0.5,0.58,0.0,0.34,0.27
5167,5167,belljo01,Jordan Bell,MINNESOTA TIMBERWOLVES,AWAY,SACRAMENTO KINGS,LOSS,550,1,1,0,0,0,0,0,1,0,0,1,0,2,1.9,2020-02-03,112.9,100.2,11.4,111.5,103.1,11.5,1,1,1,False,5167,Jordan Bell,MINNESOTA TIMBERWOLVES,2020-02-03,AWAY,SACRAMENTO KINGS,0.88,0.73,0.88,1.33,0.15,0.45,0.76,0.19,0.54,1.31,0.19,0.0,0.15,0.0
5168,5168,broekry01,Ryan Broekhoff,DALLAS MAVERICKS,AWAY,INDIANA PACERS,WIN,1165,1,7,1,7,0,0,0,5,1,2,0,0,2,1.9,2020-02-03,110.7,99.0,12.7,106.5,98.1,12.4,0,0,5,False,5168,Ryan Broekhoff,DALLAS MAVERICKS,2020-02-03,AWAY,INDIANA PACERS,2.33,0.26,0.59,5.46,2.07,4.87,0.82,0.82,0.41,3.95,0.41,0.74,1.0,0.0
5169,5169,ennisja01,James Ennis,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1008,2,5,0,3,0,0,0,1,1,1,0,1,1,1.9,2020-02-03,110.0,101.6,12.9,107.6,98.2,13.1,2,2,1,False,5169,James Ennis,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,0.58,0.58,1.08,1.35,0.0,0.27,0.0,0.0,0.12,0.95,0.36,0.3,0.15,0.24
5170,5170,harrito02,Tobias Harris,PHILADELPHIA 76ERS,AWAY,MIAMI HEAT,LOSS,1513,3,12,0,6,0,0,1,4,2,0,0,0,1,1.7,2020-02-03,110.0,101.6,12.9,107.6,98.2,13.1,6,3,5,False,5170,Tobias Harris,PHILADELPHIA 76ERS,2020-02-03,AWAY,MIAMI HEAT,6.14,4.7,9.73,14.28,1.43,4.55,4.73,4.03,0.15,7.06,2.65,0.4,2.27,0.42
5171,5171,edwarca01,Carsen Edwards,BOSTON CELTICS,AWAY,ATLANTA HAWKS,WIN,402,1,1,0,0,0,0,0,0,0,0,1,0,2,1.6,2020-02-03,107.8,99.6,11.5,113.9,103.9,14.3,1,1,0,False,5171,Carsen Edwards,BOSTON CELTICS,2020-02-03,AWAY,ATLANTA HAWKS,0.85,0.53,1.11,2.43,0.31,1.32,0.0,0.0,0.0,0.19,0.65,0.0,0.38,0.34
5172,5172,culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,SACRAMENTO KINGS,LOSS,1054,1,5,1,1,0,0,0,1,1,2,0,1,1,1.5,2020-02-03,112.9,100.2,11.4,111.5,103.1,11.5,4,0,1,False,5172,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-02-03,AWAY,SACRAMENTO KINGS,2.03,1.33,2.93,6.28,0.7,3.34,1.22,0.3,0.42,2.29,1.35,0.46,0.97,0.87
