,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played,Opponent Defensive Rating,Opponent Turnover %
6309,Luka Dončić,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,9.35,6.68,12.57,21.28,2.66,8.71,7.91,4.98,1.17,7.06,6.47,0.18,3.26,0.86,1920.39,110.16,14.13
6310,Kristaps Porziņģis,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,6.86,3.85,7.47,15.47,3.0,8.0,7.91,6.93,1.28,7.01,1.23,1.07,1.63,1.34,1760.41,110.32,14.21
6311,Tristan Thompson,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,2.85,2.63,6.12,6.71,0.22,0.59,1.56,1.23,3.63,5.68,1.87,0.37,1.73,0.26,1494.52,109.72,14.68
6312,Brandon Clarke,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,4.61,4.03,7.65,8.61,0.58,0.96,2.19,1.42,1.81,3.88,1.03,0.53,1.17,0.73,1375.64,111.18,14.07
6313,LeBron James,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,7.87,5.24,10.76,17.56,2.63,6.79,4.84,3.3,0.73,7.46,10.43,0.12,5.66,1.28,2021.33,111.23,14.09
6314,Larry Nance,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,5.07,3.88,6.19,10.0,1.19,3.81,0.6,0.51,1.85,5.76,2.98,0.35,1.2,0.41,1653.99,109.63,14.37
6315,Anthony Davis,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,9.35,8.83,13.75,15.6,0.51,1.85,7.88,6.43,1.9,7.46,3.83,1.53,2.45,1.8,1995.56,111.23,14.09
6316,Christian Wood,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,5.74,4.09,7.73,11.5,1.65,3.77,3.75,2.75,2.73,5.44,1.55,0.67,1.87,0.76,1683.98,110.64,14.55
6317,Markelle Fultz,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,4.61,3.68,6.92,9.75,0.93,2.83,2.05,1.74,0.11,2.66,6.15,0.04,2.28,1.76,1826.98,109.19,14.55
6318,Jamal Murray,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,9.39,6.63,10.67,17.23,2.76,6.56,3.83,3.17,0.33,2.56,4.57,0.39,2.63,0.86,1944.67,111.71,13.97
6319,Trae Young,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,9.01,5.15,10.71,21.28,3.85,10.57,13.05,11.96,0.3,2.67,10.61,0.0,5.39,0.99,2197.64,109.48,13.67
6320,Elfrid Payton,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,5.51,5.26,11.33,12.68,0.25,1.34,2.04,1.14,1.66,4.76,9.32,0.66,2.48,2.4,1984.63,111.59,15.04
6321,Donovan Mitchell,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,8.03,5.37,10.81,18.35,2.66,7.53,3.38,2.82,0.23,4.52,4.3,0.0,4.6,0.68,2088.61,110.87,13.29
6322,D'Angelo Russell,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,7.89,3.89,8.2,17.63,4.0,9.42,3.53,3.08,0.66,2.69,5.71,0.18,3.38,1.28,1933.58,108.43,14.46
6323,Serge Ibaka,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,8.18,6.27,9.6,13.83,1.91,4.23,1.99,1.32,1.7,5.24,2.13,0.72,1.96,0.49,1879.0,109.72,14.47
6324,Devin Booker,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,6.47,4.46,9.72,15.73,2.01,6.01,7.8,7.17,0.29,4.43,5.98,0.21,3.47,0.36,2072.4,108.26,14.36
6325,Nikola Jokić,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,9.84,9.1,14.32,17.09,0.74,2.77,5.5,4.8,3.14,8.08,9.57,1.37,4.04,1.42,2172.36,110.66,14.01
6326,Devonte' Graham,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,5.76,3.1,5.16,14.48,2.66,9.31,1.92,1.35,0.92,2.94,8.8,0.22,2.05,1.19,2125.3,110.64,13.73
6327,Bradley Beal,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,11.68,8.93,16.62,24.78,2.74,8.16,8.59,7.13,0.98,3.28,5.87,0.59,2.89,1.22,2154.09,110.0,14.69
6328,John Collins,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,10.45,9.36,13.23,16.33,1.09,3.11,4.51,3.75,3.58,7.92,1.71,0.93,1.47,0.27,2261.78,109.19,13.63
6329,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,2.52,1.68,3.1,5.61,0.84,2.52,1.55,1.55,0.21,1.23,1.97,0.1,0.69,0.0,981.84,109.95,14.3
6330,Seth Curry,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,5.82,2.45,4.59,10.6,3.37,6.0,1.77,1.61,0.37,3.43,2.47,0.18,0.8,0.77,1669.1,111.42,14.56
6331,Tim Hardaway,DALLAS MAVERICKS,2020-02-12,HOME,SACRAMENTO KINGS,6.62,3.5,7.05,13.87,3.12,6.82,3.26,2.89,0.56,2.71,3.5,0.0,1.23,0.73,1934.27,111.01,14.51
6332,Tony Snell,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,2.8,1.39,2.92,7.58,1.41,4.66,0.38,0.38,0.0,1.49,3.72,0.11,0.84,0.55,1977.46,110.69,14.43
6333,Nikola Vučević,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,8.6,6.71,10.42,15.92,1.89,5.5,2.28,1.3,2.36,7.53,5.27,1.36,1.87,0.33,2020.75,109.19,14.55
6334,Jordan Clarkson,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,8.03,5.09,8.19,14.72,2.93,6.54,1.83,1.55,0.53,2.77,2.83,0.27,1.16,0.34,1586.35,110.87,13.29
6335,Rudy Gobert,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,5.64,5.64,7.52,7.52,0.0,0.0,6.76,3.95,3.7,10.64,0.9,1.53,2.02,0.42,2147.07,110.87,13.29
6336,Malik Monk,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,5.75,4.06,7.91,11.82,1.69,3.9,2.99,2.5,0.66,2.88,1.87,0.41,2.1,0.83,1642.84,110.78,13.69
6337,Malik Beasley,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,4.88,1.92,4.82,12.38,2.96,7.56,2.22,1.56,0.47,3.89,2.54,0.04,1.65,1.01,1585.71,108.22,14.31
6338,Bismack Biyombo,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,1.05,1.05,3.53,3.53,0.0,0.0,2.23,1.57,1.67,2.96,0.55,0.89,1.49,0.17,1000.69,107.95,13.68
6339,Joe Harris,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,5.46,2.93,5.25,10.95,2.53,5.7,0.59,0.37,1.48,4.39,2.05,0.03,0.84,0.46,1799.11,109.73,14.27
6340,Marquese Chriss,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,6.01,5.64,8.24,9.82,0.37,1.58,3.35,2.62,2.07,4.92,0.87,1.78,0.7,0.99,1560.15,109.32,14.64
6341,Donte DiVincenzo,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,3.43,2.08,4.32,7.86,1.36,3.54,1.31,0.99,1.33,3.62,1.58,0.24,1.46,1.34,1434.05,110.21,14.23
6342,Malcolm Brogdon,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,5.28,4.11,8.68,13.0,1.17,4.33,1.89,1.56,0.99,4.66,5.84,0.24,2.05,0.18,1903.12,108.68,14.6
6343,Spencer Dinwiddie,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,5.42,3.78,8.49,14.06,1.64,5.57,7.4,5.92,1.06,3.59,7.7,0.34,1.92,0.45,1918.05,109.73,14.27
6344,Ja Morant,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,6.88,6.2,10.29,12.82,0.68,2.54,5.53,4.03,0.49,3.9,6.95,0.3,3.11,0.65,1804.67,111.25,14.14
6345,Kevin Porter,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,5.58,3.94,7.1,11.02,1.63,3.91,2.81,1.57,0.68,2.19,2.21,0.1,2.23,0.93,1560.24,109.59,14.4
6346,Isaac Bonga,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,1.66,1.28,2.51,3.72,0.38,1.21,1.76,1.65,1.0,1.9,1.02,0.57,0.57,0.47,1177.7,110.0,14.69
6347,Buddy Hield,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,7.65,2.65,5.01,14.67,5.0,9.65,0.97,0.83,1.62,3.91,2.88,0.13,1.9,0.92,1796.21,108.04,14.08
6348,Bam Adebayo,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,6.95,6.95,12.25,12.3,0.0,0.05,3.82,2.27,2.93,7.32,6.25,1.24,2.29,1.1,2042.04,110.46,13.86
6349,Caris LeVert,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,6.19,4.0,10.06,14.26,2.19,4.2,4.51,3.79,0.67,1.85,4.2,0.3,2.86,1.21,1686.59,109.73,14.27
6350,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,11.15,6.59,12.55,23.0,4.55,10.45,6.8,6.03,0.74,3.92,8.33,0.47,3.36,0.72,2165.43,109.82,14.45
6351,Jarrett Allen,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,3.82,3.82,6.09,6.24,0.0,0.14,2.4,1.23,2.98,5.8,1.47,1.66,0.77,0.35,1396.06,109.73,14.27
6352,Bojan Bogdanović,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,6.27,2.87,6.03,14.04,3.4,8.01,4.2,3.52,0.44,3.09,2.5,0.04,1.37,0.52,1985.73,110.87,13.29
6353,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,5.95,5.82,9.37,10.42,0.12,1.05,2.43,1.65,2.81,9.88,0.99,2.16,0.74,0.55,1729.09,111.25,14.14
6354,Collin Sexton,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,8.08,5.88,12.47,17.14,2.2,4.67,3.38,3.15,1.2,1.46,3.86,0.2,2.03,1.1,2012.34,109.63,14.37
6355,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,6.74,6.74,10.13,10.13,0.0,0.0,3.74,2.32,3.76,11.43,1.07,3.07,1.7,0.56,1906.02,110.03,14.29
6356,Jimmy Butler,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,7.27,6.95,12.08,13.41,0.32,1.34,7.55,6.58,1.09,5.45,5.02,0.49,1.46,1.93,1875.01,109.22,13.87
6357,Evan Fournier,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,6.1,2.99,6.57,14.01,3.11,7.45,2.57,2.38,0.4,2.6,2.05,0.27,2.28,1.27,1967.94,109.19,14.55
6358,Julius Randle,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,8.96,8.74,15.77,18.29,0.22,2.52,6.11,4.52,2.25,9.43,3.26,0.85,3.88,1.09,2224.01,111.3,14.84
6359,Markieff Morris,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,3.77,2.45,4.87,9.41,1.32,4.54,2.8,2.15,0.58,3.07,1.83,0.35,1.68,0.4,1419.35,110.19,14.91
6360,Thon Maker,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,3.09,2.58,4.1,6.11,0.51,2.01,2.52,1.46,2.46,3.51,1.49,1.15,1.62,0.54,1279.35,110.83,14.54
6361,Dāvis Bertāns,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,4.77,1.55,2.72,10.67,3.22,7.95,1.81,1.47,0.38,4.2,2.09,0.63,0.99,0.65,1763.26,110.0,14.69
6362,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,7.36,4.16,10.12,17.81,3.19,7.69,1.97,1.14,0.27,2.8,3.25,0.37,1.97,0.31,2067.42,109.82,14.45
6363,Myles Turner,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,3.29,2.02,3.51,7.25,1.27,3.74,2.6,2.34,0.57,5.7,1.84,1.73,2.06,0.82,1667.39,108.92,14.56
6364,Sterling Brown,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,1.82,0.85,2.25,4.86,0.97,2.61,0.11,0.11,0.6,3.11,0.91,0.26,0.45,0.53,729.56,110.72,14.56
6365,Jalen McDaniels,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,2.17,1.37,3.13,5.32,0.8,2.19,1.67,1.2,0.96,4.71,0.63,0.48,1.06,0.95,1268.5,108.84,14.32
6366,Miles Bridges,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,6.85,4.88,8.4,14.84,1.96,6.44,2.95,2.25,2.49,4.32,0.67,0.57,1.16,0.81,2016.6,110.64,13.73
6367,Troy Brown,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,3.05,2.39,5.19,7.61,0.66,2.42,1.14,0.92,0.68,3.69,3.01,0.11,0.74,1.91,1479.64,110.0,14.69
6368,Monte Morris,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,5.21,3.74,6.37,9.72,1.47,3.35,1.39,1.17,0.54,1.2,4.18,0.18,0.87,0.87,1765.53,110.66,14.01
6369,Jae Crowder,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,3.78,1.5,2.75,8.47,2.29,5.72,3.21,2.79,0.85,6.48,1.74,0.18,0.61,1.69,1698.52,112.34,14.59
6370,Paul Millsap,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,4.27,2.84,5.55,8.8,1.43,3.25,3.53,2.37,1.98,5.1,2.31,0.3,0.62,1.03,1277.76,112.46,13.74
6371,Duncan Robinson,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,5.08,0.27,0.58,11.45,4.81,10.87,1.38,1.17,0.11,3.43,2.92,0.14,1.18,0.37,2122.02,110.46,13.86
6372,Cheick Diallo,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,3.36,3.36,4.76,4.79,0.0,0.03,1.3,1.19,0.54,3.53,0.9,0.88,1.57,0.13,1148.43,108.1,14.39
6373,Andre Drummond,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,9.1,8.65,16.39,17.1,0.45,0.72,5.77,2.85,6.22,10.21,3.34,0.92,3.49,1.7,2021.25,109.26,14.66
6374,Kyle Lowry,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,6.78,4.06,6.94,13.31,2.72,6.37,4.7,4.07,0.98,3.9,8.54,0.6,3.66,1.26,2065.73,110.46,14.36
6375,Pascal Siakam,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,9.24,7.09,13.69,19.15,2.15,5.46,4.8,3.61,0.92,5.85,3.58,0.76,1.96,1.12,2073.08,110.19,14.51
6376,Kent Bazemore,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,2.87,2.06,5.21,8.19,0.81,2.98,2.58,1.63,0.58,3.33,1.27,0.52,0.92,0.92,1185.81,108.04,14.08
6377,Alex Caruso,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,1.35,0.69,1.51,3.36,0.66,1.85,0.63,0.51,0.18,0.71,1.1,0.07,0.29,1.01,737.19,111.23,14.09
6378,Cory Joseph,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,2.47,1.63,2.8,5.39,0.85,2.59,0.99,0.52,0.8,2.0,2.43,0.34,0.85,0.61,1408.58,108.04,14.08
6379,Mitchell Robinson,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,3.82,3.82,4.54,4.54,0.0,0.0,1.4,0.55,3.43,3.33,0.56,2.1,0.55,1.39,1413.06,111.3,14.84
6380,Trevor Ariza,PORTLAND TRAIL BLAZERS,2020-02-12,AWAY,MEMPHIS GRIZZLIES,3.42,2.33,3.6,6.07,1.09,2.48,1.43,1.4,0.56,3.3,1.89,0.46,0.63,1.81,1773.21,109.82,14.45
6381,Juan Hernangómez,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,3.03,1.86,3.88,6.32,1.17,2.44,1.99,1.59,1.47,3.04,1.07,0.29,0.87,0.41,1227.42,108.33,14.27
6382,Mikal Bridges,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,4.27,2.48,4.57,8.34,1.78,3.77,1.6,1.49,1.12,3.6,2.61,0.99,1.35,1.72,2001.0,108.26,14.36
6383,Fred VanVleet,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,6.27,3.65,6.98,13.91,2.62,6.93,2.36,2.26,0.4,2.75,7.23,0.04,2.54,1.83,2167.24,110.19,14.51
6384,Naz Reid,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,2.45,1.04,3.28,5.66,1.41,2.38,0.87,0.84,0.73,2.13,0.45,0.58,0.71,0.07,548.24,107.97,14.34
6385,Brook Lopez,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,5.83,4.17,6.5,10.96,1.66,4.45,1.95,1.11,0.5,2.96,1.84,2.63,1.16,0.34,1711.04,110.16,14.21
6386,Jevon Carter,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,2.45,1.17,2.44,5.23,1.28,2.79,0.83,0.69,0.85,1.71,1.04,0.28,0.74,0.7,1051.69,108.26,14.36
6387,Dwight Howard,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,3.9,3.9,4.6,4.6,0.0,0.0,3.27,1.25,3.1,5.72,0.16,0.42,0.67,0.28,1037.76,111.23,14.09
6388,Cam Reddish,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,3.92,2.01,4.32,9.05,1.91,4.73,1.5,1.29,0.56,2.52,1.21,0.58,1.27,0.66,1437.6,108.85,13.48
6389,Harry Giles,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,3.55,3.55,5.32,5.32,0.0,0.0,0.78,0.57,1.06,4.9,1.09,0.27,1.04,0.49,961.56,108.04,14.08
6390,Victor Oladipo,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,4.31,3.02,5.79,10.37,1.29,4.58,2.75,2.02,0.7,2.81,2.45,0.06,2.76,0.54,1554.81,109.04,13.94
6391,DeAndre Jordan,BROOKLYN NETS,2020-02-12,HOME,TORONTO RAPTORS,4.26,4.26,5.81,5.81,0.0,0.0,1.8,1.3,2.57,9.21,1.32,1.41,1.9,0.14,1405.33,109.64,14.26
6392,Tony Bradley,UTAH JAZZ,2020-02-12,HOME,MIAMI HEAT,2.06,2.06,2.86,2.86,0.0,0.0,0.14,0.05,2.62,2.13,0.37,0.04,0.6,0.11,596.27,110.7,13.31
6393,De'Aaron Fox,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,6.98,5.79,12.67,15.9,1.19,3.22,7.81,5.03,0.32,3.94,7.15,0.7,3.04,1.03,1941.93,108.04,14.08
6394,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,3.77,3.29,4.8,7.53,0.48,2.73,5.23,4.63,1.09,2.17,1.19,0.14,1.49,1.31,1566.56,108.54,14.46
6395,Dewayne Dedmon,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,3.38,2.59,5.07,8.18,0.79,3.1,1.03,0.96,1.27,7.35,0.86,2.77,1.7,0.75,1646.22,109.93,14.1
6396,Wesley Iwundu,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,1.41,0.66,1.85,3.85,0.75,2.0,1.76,1.43,0.36,2.53,1.54,0.0,0.22,0.65,1130.46,109.19,14.55
6397,Damion Lee,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,4.53,2.02,4.32,9.91,2.51,5.59,2.22,2.12,0.5,2.64,2.17,0.04,1.21,0.93,1714.95,109.32,14.64
6398,Ian Mahinmi,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,2.89,2.89,5.04,5.77,0.0,0.73,2.26,1.38,1.9,3.6,0.81,0.92,0.81,0.24,1165.68,110.0,14.69
6399,Eric Paschall,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,3.92,3.4,7.97,9.89,0.51,1.92,2.87,2.0,1.08,3.03,1.36,0.32,1.61,0.89,1451.09,109.32,14.64
6400,Ricky Rubio,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,2.34,1.59,4.5,6.89,0.75,2.39,4.34,3.88,0.64,2.48,6.49,0.0,2.37,1.12,1650.73,108.8,14.3
6401,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,2.69,2.55,6.43,8.88,0.13,2.46,1.89,1.49,0.47,2.22,2.46,0.19,1.16,1.79,1267.39,111.36,14.29
6402,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-02-12,AWAY,DENVER NUGGETS,2.89,1.97,2.76,5.6,0.92,2.84,1.64,1.43,0.58,0.55,1.38,0.14,0.76,0.58,1289.78,111.23,14.09
6403,Jerami Grant,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,4.74,2.75,5.39,9.92,1.99,4.53,1.67,1.62,1.1,3.12,1.47,1.74,0.72,1.12,1980.16,110.83,13.91
6404,Willy Hernangómez,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,2.69,2.57,5.22,6.3,0.12,1.08,2.44,1.73,1.74,3.28,1.32,0.12,1.58,0.35,979.4,110.78,13.83
6405,Eric Bledsoe,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,7.24,6.0,10.76,14.51,1.24,3.75,4.18,3.28,0.61,5.36,6.82,0.32,3.0,1.1,1906.98,110.16,14.21
6406,Jeremy Lamb,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,5.08,3.58,6.39,9.51,1.5,3.12,2.02,1.47,0.32,3.22,1.77,0.18,0.72,0.89,1697.45,109.02,14.52
6407,Kyle Anderson,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,3.58,3.48,5.36,5.94,0.09,0.58,1.35,0.98,1.05,4.39,2.67,0.6,1.04,0.81,1473.82,111.25,14.14
6408,Domantas Sabonis,INDIANA PACERS,2020-02-12,HOME,MILWAUKEE BUCKS,8.31,8.01,11.72,13.22,0.29,1.5,4.34,3.25,1.41,9.58,7.32,0.44,2.83,0.52,2215.53,109.02,14.52
6409,Khris Middleton,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,8.73,5.36,10.0,17.02,3.37,7.02,3.91,3.58,0.69,8.26,6.31,0.09,2.14,1.02,2014.9,110.16,14.21
6410,Marvin Williams,MILWAUKEE BUCKS,2020-02-12,AWAY,INDIANA PACERS,1.5,1.02,2.19,4.15,0.49,1.96,0.94,0.6,0.21,2.14,1.21,1.02,0.43,0.26,1102.86,110.65,13.34
6411,Ish Smith,WASHINGTON WIZARDS,2020-02-12,AWAY,NEW YORK KNICKS,3.85,2.88,6.39,8.58,0.97,2.19,0.7,0.59,0.67,3.44,6.05,0.68,1.03,0.91,1639.16,110.0,14.69
6412,Harrison Barnes,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,5.5,3.5,6.53,10.37,2.0,3.84,2.39,2.15,1.03,3.68,3.03,0.12,1.32,0.26,2021.72,108.04,14.08
6413,Gorgui Dieng,MEMPHIS GRIZZLIES,2020-02-12,HOME,PORTLAND TRAIL BLAZERS,1.8,1.07,1.75,3.74,0.73,1.99,0.73,0.51,1.14,2.52,0.65,0.7,1.18,0.33,631.88,110.2,14.53
6414,Darius Garland,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,4.53,2.78,7.2,12.47,1.75,5.27,0.71,0.58,0.51,1.05,5.07,0.14,2.55,0.56,1997.57,109.57,14.34
6415,De'Andre Hunter,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,4.68,2.7,6.01,10.4,1.98,4.39,1.9,1.36,0.55,4.25,1.71,0.45,1.14,1.55,2129.37,109.12,13.78
6416,Elie Okobo,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,0.75,0.37,1.35,2.37,0.38,1.02,0.18,0.18,0.26,1.84,2.27,0.03,1.43,0.76,1085.31,108.3,14.34
6417,Cameron Johnson,PHOENIX SUNS,2020-02-12,HOME,GOLDEN STATE WARRIORS,2.07,0.79,2.21,6.03,1.28,3.82,1.1,0.75,0.56,1.44,1.9,0.47,0.51,1.09,1133.29,109.69,14.43
6418,Reggie Jackson,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,5.95,3.33,9.1,15.92,2.62,6.82,2.58,2.07,0.83,1.98,5.16,0.05,1.79,0.45,1799.61,110.69,14.55
6419,Jeremy Pargo,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,3.9,2.67,5.08,7.72,1.23,2.64,0.26,0.0,0.26,0.67,2.52,0.0,1.41,0.26,918.2,109.09,14.86
6420,Nemanja Bjelica,SACRAMENTO KINGS,2020-02-12,AWAY,DALLAS MAVERICKS,4.9,2.29,4.86,9.9,2.61,5.04,1.02,0.72,1.96,3.93,3.82,0.79,1.44,0.86,1922.34,108.04,14.08
6421,Khem Birch,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,0.89,0.89,2.03,2.03,0.0,0.0,1.62,1.34,1.49,2.41,0.47,0.18,0.43,0.21,982.0,109.11,14.29
6422,Andre Iguodala,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,1.98,1.3,2.16,4.0,0.68,1.84,0.42,0.1,0.86,2.39,1.58,0.86,1.25,0.34,1136.55,112.35,14.7
6423,Goran Dragić,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,5.92,3.46,6.98,13.69,2.46,6.71,4.81,3.79,0.56,2.46,5.56,0.0,2.56,0.89,1774.0,110.65,13.85
6424,Gary Harris,DENVER NUGGETS,2020-02-12,HOME,LOS ANGELES LAKERS,2.41,1.71,5.21,8.26,0.7,3.06,1.72,1.46,0.08,3.79,2.33,0.08,1.02,0.87,1760.57,111.39,14.08
6425,Jordan Poole,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,3.46,2.5,4.64,8.79,0.96,4.15,2.39,2.33,0.21,2.58,2.28,0.11,1.03,0.64,1347.25,109.32,14.64
