,Unnamed: 0,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %
109,20,harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1663,9,17,0,1,5,9,2,2,0,0,3,1,1,15.8,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
110,21,grahade01,Devonte' Graham,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,2483,3,8,3,7,7,7,0,2,11,1,0,4,3,15.7,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
111,22,markkla01,Lauri Markkanen,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,1923,6,16,4,10,2,2,4,4,2,1,0,0,0,15.6,2020-01-02,113.2,99.0,12.7,105.7,100.3,13.4
112,23,paulch01,Chris Paul,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,1936,8,14,0,2,0,0,0,8,5,2,0,1,2,15.5,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
113,24,willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1819,7,16,3,6,5,5,0,5,5,1,0,4,1,15.2,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
114,25,goberru01,Rudy Gobert,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2117,8,11,0,0,1,2,2,10,0,0,3,2,4,15.0,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
115,26,harklma01,Maurice Harkless,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1505,6,7,0,0,0,2,2,7,2,1,2,1,0,15.0,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
116,27,loveke01,Kevin Love,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,1874,6,13,2,8,4,4,0,8,4,0,1,1,3,15.0,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
117,28,schrode01,Dennis Schröder,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,1967,6,14,3,5,4,4,0,1,3,1,0,0,0,15.0,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
118,29,walkelo01,Lonnie Walker,SAN ANTONIO SPURS,HOME,OKLAHOMA CITY THUNDER,LOSS,1272,6,10,2,3,2,2,2,5,1,0,0,0,0,15.0,2020-01-02,111.2,98.3,11.0,107.0,102.8,11.7
119,30,garlada01,Darius Garland,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,2047,5,12,3,9,1,2,1,4,8,1,0,1,0,14.7,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
120,31,moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,SACRAMENTO KINGS,LOSS,1957,8,13,2,3,5,6,0,1,7,0,0,7,1,14.5,2020-01-02,108.8,96.6,12.9,111.5,103.1,11.5
121,32,holmeri01,Richaun Holmes,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,2056,7,10,0,0,4,7,3,4,0,0,2,1,5,14.3,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
122,33,meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,SACRAMENTO KINGS,LOSS,1290,5,7,0,2,6,6,1,4,1,1,0,2,1,14.3,2020-01-02,108.8,96.6,12.9,111.5,103.1,11.5
123,34,adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,1794,5,8,0,0,4,6,4,5,3,0,1,1,4,14.1,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
124,35,turnemy01,Myles Turner,INDIANA PACERS,HOME,DENVER NUGGETS,LOSS,2100,7,13,1,5,6,8,0,5,1,0,1,1,5,13.8,2020-01-02,106.5,98.1,12.4,108.9,97.7,11.9
125,36,bacondw01,Dwayne Bacon,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,1707,5,9,2,3,3,4,1,2,2,1,0,0,1,13.6,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
126,37,brownbr01,Bruce Brown,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1822,6,12,0,2,3,3,0,2,6,1,0,0,3,13.6,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
127,38,jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,1451,7,15,0,3,8,8,3,4,0,0,0,2,5,13.6,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
128,39,musadz01,Džanan Musa,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1030,6,7,2,3,0,0,0,0,3,0,0,0,0,13.6,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
129,40,jordade01,DeAndre Jordan,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1323,3,3,0,0,4,4,2,8,2,0,0,0,2,13.5,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
130,41,adebaba01,Bam Adebayo,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,2127,7,8,0,0,1,2,2,12,2,0,1,4,4,13.3,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
131,42,bartowi01,Will Barton,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,1950,4,12,1,5,5,6,4,6,5,1,0,1,4,13.3,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
132,43,osmande01,Cedi Osman,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,1587,7,8,3,4,0,0,0,1,2,1,0,2,4,13.3,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
133,44,greenja01,JaMychal Green,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1552,4,6,2,3,2,2,5,6,3,0,0,2,5,12.8,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
134,45,barneha02,Harrison Barnes,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,2148,6,10,2,4,3,4,0,1,3,0,1,2,1,12.7,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
135,46,lavinza01,Zach LaVine,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,2312,9,26,3,11,5,6,1,3,5,1,1,4,3,12.6,2020-01-02,113.2,99.0,12.7,105.7,100.3,13.4
136,47,plumlma01,Mason Plumlee,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,1429,4,6,0,0,0,1,2,5,4,2,2,1,2,12.3,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
137,48,dinwisp01,Spencer Dinwiddie,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1402,7,14,1,4,4,4,1,1,5,1,0,4,4,11.9,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
138,49,chandwi01,Wilson Chandler,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1450,4,4,1,1,2,2,0,3,1,0,1,0,1,11.7,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
139,50,holliro01,Rondae Hollis-Jefferson,TORONTO RAPTORS,AWAY,MIAMI HEAT,LOSS,1761,4,8,0,0,5,6,3,4,1,1,1,2,2,11.5,2020-01-02,107.1,100.2,12.4,107.6,98.2,13.1
140,51,inglejo01,Joe Ingles,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2058,3,9,2,5,0,0,0,5,10,0,1,0,2,11.3,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
141,52,woodch01,Christian Wood,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1470,4,7,1,3,5,6,0,6,1,0,0,1,2,11.0,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
142,53,anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,MIAMI HEAT,LOSS,2208,5,12,2,5,0,0,1,11,3,2,0,2,2,10.9,2020-01-02,107.1,100.2,12.4,107.6,98.2,13.1
143,54,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,AWAY,SACRAMENTO KINGS,LOSS,1906,7,14,3,4,1,1,2,5,2,1,0,3,6,10.9,2020-01-02,108.8,96.6,12.9,111.5,103.1,11.5
144,55,herroty01,Tyler Herro,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,2000,5,10,3,6,0,0,1,3,3,1,0,2,0,10.7,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
145,56,bogdabo02,Bojan Bogdanović,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2027,5,13,0,5,9,9,2,4,1,1,0,5,2,10.4,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
146,57,lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,MIAMI HEAT,LOSS,2408,4,16,2,12,5,6,1,3,8,0,1,1,4,10.3,2020-01-02,107.1,100.2,12.4,107.6,98.2,13.1
147,58,mitchdo01,Donovan Mitchell,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2276,6,14,2,5,3,3,1,3,7,0,0,5,2,10.3,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
148,59,mccontj01,T.J. McConnell,INDIANA PACERS,HOME,DENVER NUGGETS,LOSS,1573,4,7,0,0,0,0,1,4,7,1,0,2,1,10.1,2020-01-02,106.5,98.1,12.4,108.9,97.7,11.9
149,60,robingl02,Glenn Robinson,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1887,7,14,1,3,1,2,1,5,1,0,0,1,1,10.1,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
150,61,harriga01,Gary Harris,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,2212,4,6,2,3,2,2,2,1,5,1,0,4,4,10.0,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
151,62,snellto01,Tony Snell,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1488,6,10,2,4,0,0,0,1,1,0,0,0,1,10.0,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
152,63,ibakase01,Serge Ibaka,TORONTO RAPTORS,AWAY,MIAMI HEAT,LOSS,2094,9,21,0,4,1,2,3,7,0,0,2,2,3,9.9,2020-01-02,107.1,100.2,12.4,107.6,98.2,13.1
153,64,finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,BROOKLYN NETS,WIN,1699,3,8,2,6,0,0,4,5,0,2,1,0,2,9.8,2020-01-02,110.7,99.0,12.7,109.7,100.8,13.0
154,65,zelleco01,Cody Zeller,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,1186,3,4,0,1,5,6,3,4,2,0,0,3,3,9.5,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
155,66,gayru01,Rudy Gay,SAN ANTONIO SPURS,HOME,OKLAHOMA CITY THUNDER,LOSS,1237,3,6,2,3,1,2,1,2,3,0,1,0,1,9.3,2020-01-02,111.2,98.3,11.0,107.0,102.8,11.7
156,67,makerth01,Thon Maker,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,874,4,7,1,3,1,4,2,1,1,2,0,0,2,9.1,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
157,68,sextoco01,Collin Sexton,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,2189,8,17,4,7,1,2,0,1,2,1,0,4,4,9.0,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
158,69,butleji01,Jimmy Butler,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,2036,2,10,0,0,4,7,3,9,7,2,0,3,1,8.9,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
159,70,rosede01,Derrick Rose,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1620,5,15,0,2,4,4,0,2,6,0,0,1,1,8.9,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
160,71,zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1108,4,5,0,0,0,0,0,5,1,0,4,1,3,8.9,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
161,72,noelne01,Nerlens Noel,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,1086,2,4,0,0,2,2,3,3,1,0,2,0,1,8.7,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
162,73,reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1229,5,11,3,6,0,3,2,4,1,0,1,1,1,8.7,2020-01-02,112.9,100.2,11.4,109.5,100.9,12.6
163,74,satorto01,Tomáš Satoranský,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,2044,3,7,0,3,2,2,0,0,4,2,0,0,1,8.7,2020-01-02,113.2,99.0,12.7,105.7,100.3,13.4
164,75,washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,2115,6,14,1,3,1,2,1,5,5,0,0,2,3,8.7,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
165,76,georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,946,5,10,2,5,0,0,0,3,3,0,0,1,1,8.6,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
166,77,niangge01,Georges Niang,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,1039,4,7,3,5,0,0,0,1,0,1,0,0,1,8.6,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
167,78,hensojo01,John Henson,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,889,5,6,0,1,0,0,1,5,1,0,0,1,3,8.5,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
168,79,bogdabo01,Bogdan Bogdanović,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,1352,7,15,2,7,0,0,1,1,2,0,0,2,1,8.3,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
169,80,josepco01,Cory Joseph,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,1106,2,6,1,3,2,2,1,2,4,2,0,1,1,8.3,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
170,81,spellom01,Omari Spellman,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1300,3,4,1,2,3,3,1,4,1,0,0,2,2,8.2,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
171,82,chrisma01,Marquese Chriss,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1340,3,6,0,0,0,2,2,5,5,0,1,0,3,8.1,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
172,83,gallola01,Langston Galloway,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1316,4,10,1,6,2,3,1,1,1,2,0,1,0,7.9,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
173,84,martike03,Kelan Martin,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1752,4,12,1,5,3,3,0,8,1,0,0,0,1,7.9,2020-01-02,112.9,100.2,11.4,109.5,100.9,12.6
174,85,okogijo01,Josh Okogie,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1269,3,6,1,3,0,0,2,3,3,1,1,1,3,7.9,2020-01-02,112.9,100.2,11.4,109.5,100.9,12.6
175,86,marjabo01,Boban Marjanović,DALLAS MAVERICKS,HOME,BROOKLYN NETS,WIN,773,5,7,0,0,0,0,2,5,0,0,0,1,3,7.8,2020-01-02,110.7,99.0,12.7,109.7,100.8,13.0
176,87,bareajo01,J.J. Barea,DALLAS MAVERICKS,HOME,BROOKLYN NETS,WIN,1242,4,11,1,6,1,1,1,3,6,0,0,2,0,7.7,2020-01-02,110.7,99.0,12.7,109.7,100.8,13.0
177,88,willima02,Marvin Williams,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,839,2,3,2,3,0,0,0,2,1,2,0,0,1,7.6,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
178,89,bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,721,4,6,1,2,0,2,1,2,0,1,0,0,1,7.5,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
179,90,bradlto01,Tony Bradley,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,763,3,5,0,0,0,2,2,5,1,0,2,0,1,7.5,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
180,91,evansja02,Jacob Evans,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1369,3,6,0,0,3,4,0,4,1,0,0,0,0,7.5,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
181,92,allenja01,Jarrett Allen,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1471,3,4,0,0,3,3,1,5,0,0,0,1,3,7.4,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
182,93,doumbse01,Sekou Doumbouya,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1626,4,11,0,4,2,3,4,7,0,1,0,0,5,7.4,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
183,94,biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,WIN,1415,4,7,0,0,0,0,2,4,0,0,0,0,0,7.3,2020-01-02,112.5,98.7,10.9,117.6,96.6,12.2
184,95,mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1723,4,11,2,7,4,6,1,1,2,0,0,1,3,7.3,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
185,96,clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,SACRAMENTO KINGS,LOSS,1175,3,5,0,0,2,2,0,6,1,1,0,1,3,7.0,2020-01-02,108.8,96.6,12.9,111.5,103.1,11.5
186,97,grantje01,Jerami Grant,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,1232,3,6,0,2,2,2,1,2,1,0,0,0,0,7.0,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
187,98,harrijo01,Joe Harris,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1850,5,17,1,6,0,0,3,1,5,0,0,0,0,7.0,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
188,99,dragigo01,Goran Dragić,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,1347,5,13,3,7,0,0,1,1,1,0,1,1,1,6.9,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
189,100,exumda01,Dante Exum,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,727,2,5,1,2,2,2,0,5,2,0,0,0,1,6.8,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
190,101,mcgruro01,Rodney McGruder,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,859,2,2,0,0,0,0,1,0,2,1,1,0,1,6.8,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
191,102,morrimo01,Monte Morris,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,839,3,5,1,1,0,0,0,0,3,0,0,0,0,6.8,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
192,103,whitede01,Derrick White,SAN ANTONIO SPURS,HOME,OKLAHOMA CITY THUNDER,LOSS,1569,2,6,1,3,0,0,2,5,5,1,2,2,4,6.8,2020-01-02,111.2,98.3,11.0,107.0,102.8,11.7
193,104,mudiaem01,Emmanuel Mudiay,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,1034,3,5,0,0,1,2,0,1,2,2,0,1,1,6.6,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
194,105,nunnke01,Kendrick Nunn,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,2288,3,14,1,9,0,0,1,3,9,1,0,0,2,6.5,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
195,106,gallida01,Danilo Gallinari,OKLAHOMA CITY THUNDER,AWAY,SAN ANTONIO SPURS,WIN,1797,5,15,3,10,0,0,0,5,2,0,0,1,0,6.4,2020-01-02,107.0,102.8,11.7,111.2,98.3,11.0
196,107,kurucro01,Rodions Kurucs,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1058,3,10,1,6,1,2,1,2,3,2,0,0,2,6.4,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
197,108,luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1575,2,6,2,3,1,2,2,2,4,0,0,0,4,6.4,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
198,109,murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,OKLAHOMA CITY THUNDER,LOSS,1442,4,8,1,1,0,0,1,1,4,0,0,2,1,6.4,2020-01-02,111.2,98.3,11.0,107.0,102.8,11.7
199,110,brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,SACRAMENTO KINGS,LOSS,1665,6,16,3,10,0,0,0,0,3,1,0,1,5,6.3,2020-01-02,108.8,96.6,12.9,111.5,103.1,11.5
200,111,poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,OKLAHOMA CITY THUNDER,LOSS,917,2,4,0,0,0,1,2,2,3,0,2,0,2,6.3,2020-01-02,111.2,98.3,11.0,107.0,102.8,11.7
201,112,bjeline01,Nemanja Bjelica,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,1665,3,6,2,4,0,0,0,5,2,0,2,2,3,6.1,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
202,113,millspa01,Paul Millsap,DENVER NUGGETS,AWAY,INDIANA PACERS,WIN,1648,2,7,0,3,2,2,3,4,1,2,0,1,2,6.1,2020-01-02,108.9,97.7,11.9,106.5,98.1,12.4
203,114,drumman01,Andre Drummond,DETROIT PISTONS,AWAY,LOS ANGELES CLIPPERS,LOSS,1612,3,10,0,2,4,6,2,10,0,3,1,4,4,5.9,2020-01-02,109.2,97.4,12.3,111.5,101.7,12.7
204,115,shamela01,Landry Shamet,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,1680,3,8,2,7,0,0,0,4,5,1,0,2,4,5.7,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
205,116,dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1651,3,6,0,1,0,0,2,3,2,0,1,1,2,5.6,2020-01-02,112.9,100.2,11.4,109.5,100.9,12.6
206,117,arizatr01,Trevor Ariza,SACRAMENTO KINGS,HOME,MEMPHIS GRIZZLIES,WIN,1527,1,4,1,3,2,2,0,8,1,1,0,0,3,5.5,2020-01-02,111.5,103.1,11.5,108.8,96.6,12.9
207,118,jacksju01,Justin Jackson,DALLAS MAVERICKS,HOME,BROOKLYN NETS,WIN,1537,3,6,1,2,1,1,0,2,0,0,1,0,2,5.5,2020-01-02,110.7,99.0,12.7,109.7,100.8,13.0
208,119,nancela02,Larry Nance,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,1144,1,2,0,0,0,0,1,1,2,2,0,0,0,5.4,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
209,120,smailal01,Alen Smailagić,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,953,1,4,0,2,5,6,1,2,1,1,0,1,2,5.4,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
210,121,clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,1370,3,8,3,7,3,4,0,3,0,0,0,2,2,5.3,2020-01-02,105.7,100.3,13.4,113.2,99.0,12.7
211,122,holidaa01,Aaron Holiday,INDIANA PACERS,HOME,DENVER NUGGETS,LOSS,1307,3,7,0,1,0,0,0,0,10,0,0,2,5,5.3,2020-01-02,106.5,98.1,12.4,108.9,97.7,11.9
212,123,pascher01,Eric Paschall,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1576,6,14,0,3,1,2,1,6,0,0,0,2,1,5.3,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
213,124,youngth01,Thaddeus Young,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,957,2,5,1,2,0,0,0,4,0,1,1,0,0,5.2,2020-01-02,113.2,99.0,12.7,105.7,100.3,13.4
214,125,wrighde01,Delon Wright,DALLAS MAVERICKS,HOME,BROOKLYN NETS,WIN,1110,2,6,1,2,0,0,1,2,5,0,0,1,1,5.0,2020-01-02,110.7,99.0,12.7,109.7,100.8,13.0
215,126,bouchch01,Chris Boucher,TORONTO RAPTORS,AWAY,MIAMI HEAT,LOSS,786,1,1,0,0,0,0,2,6,0,0,2,1,1,4.9,2020-01-02,107.1,100.2,12.4,107.6,98.2,13.1
216,127,leoname01,Meyers Leonard,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,1268,3,7,1,3,1,1,0,2,0,0,0,0,0,4.9,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
217,128,robinje01,Jerome Robinson,LOS ANGELES CLIPPERS,HOME,DETROIT PISTONS,WIN,992,1,2,1,2,2,2,0,2,3,0,0,1,2,4.9,2020-01-02,111.5,101.7,12.7,109.2,97.4,12.3
218,129,dunnkr01,Kris Dunn,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,1843,2,7,1,2,0,0,1,7,4,0,1,1,4,4.6,2020-01-02,113.2,99.0,12.7,105.7,100.3,13.4
219,130,robindu01,Duncan Robinson,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,1128,2,4,2,3,0,0,0,4,1,0,0,1,1,4.5,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
220,131,pinsoth01,Theo Pinson,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1477,5,13,1,5,0,0,1,3,3,1,0,3,3,4.4,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
221,132,greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1344,1,4,0,3,0,0,0,3,6,1,0,1,1,4.3,2020-01-02,109.5,100.9,12.6,112.9,100.2,11.4
222,133,porteke02,Kevin Porter,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,LOSS,1447,4,8,0,2,1,2,0,3,1,0,1,1,4,4.3,2020-01-02,117.6,96.6,12.2,112.5,98.7,10.9
223,134,princta02,Taurean Waller-Prince,BROOKLYN NETS,AWAY,DALLAS MAVERICKS,LOSS,1677,4,13,3,9,0,0,1,5,2,1,0,3,2,4.3,2020-01-02,109.7,100.8,13.0,110.7,99.0,12.7
224,135,bateske01,Keita Bates-Diop,MINNESOTA TIMBERWOLVES,HOME,GOLDEN STATE WARRIORS,WIN,1229,3,9,1,2,2,3,0,4,0,0,1,0,3,4.2,2020-01-02,112.9,100.2,11.4,109.5,100.9,12.6
225,136,jonesde02,Derrick Jones,MIAMI HEAT,HOME,TORONTO RAPTORS,WIN,1694,4,13,2,9,0,0,1,5,0,2,1,2,3,4.2,2020-01-02,107.6,98.2,13.1,107.1,100.2,12.4
