date,team,site,o:team,line,total
20191027,Trailblazers,away,Mavericks,1.5,222
20191027,Thunder,home,Warriors,0,223
20191027,Warriors,away,Thunder,0,223
20191027,Timberwolves,home,Heat,-6.5,224.5
20191027,Heat,away,Timberwolves,6.5,224.5
20191028,Bucks,home,Cavaliers,-15.5,224
20191028,Cavaliers,away,Bucks,15.5,224
20191028,Clippers,home,Hornets,-15.5,225.5
20191028,Hornets,away,Clippers,15.5,225.5
20191028,Hawks,home,Seventysixers,4.5,221
20191028,Seventysixers,away,Hawks,-4.5,221
20191028,Kings,home,Nuggets,6,217.5
20191028,Nuggets,away,Kings,-6,217.5
20191028,Knicks,home,Bulls,1,222
20191028,Bulls,away,Knicks,-1,222
20191028,Pelicans,home,Warriors,-3.5,237
20191028,Warriors,away,Pelicans,3.5,237
20191028,Pistons,home,Pacers,1,212.5
20191028,Pacers,away,Pistons,-1,212.5
20191028,Raptors,home,Magic,-5,209
20191028,Magic,away,Raptors,5,209
20191028,Rockets,home,Thunder,-10,227.5
20191028,Thunder,away,Rockets,10,227.5
20191028,Spurs,home,Trailblazers,-4.5,222.5
20191028,Trailblazers,away,Spurs,4.5,222.5
20191028,Suns,home,Jazz,4.5,213.5
20191028,Jazz,away,Suns,-4.5,213.5
20191029,Heat,home,Hawks,-8,223.5
20191029,Hawks,away,Heat,8,223.5
20191029,Lakers,home,Grizzlies,-12,217.5
20191029,Grizzlies,away,Lakers,12,217.5
20191029,Nuggets,home,Mavericks,-5.5,215
20191029,Mavericks,away,Nuggets,5.5,215
20191030,Cavaliers,home,Bulls,1,217
20191030,Bulls,away,Cavaliers,-1,217
20191030,Celtics,home,Bucks,2.5,222.5
20191030,Bucks,away,Celtics,-2.5,222.5
20191030,Jazz,home,Clippers,-6,215
20191030,Clippers,away,Jazz,6,215
20191030,Kings,home,Hornets,-7,223.5
20191030,Hornets,away,Kings,7,223.5
20191030,Magic,home,Knicks,-9.5,207.5
20191030,Knicks,away,Magic,9.5,207.5
20191030,Nets,home,Pacers,-3,220.5
20191030,Pacers,away,Nets,3,220.5
20191030,Raptors,home,Pistons,-9,212
20191030,Pistons,away,Raptors,9,212
20191030,Seventysixers,home,Timberwolves,-7,222.5
20191030,Timberwolves,away,Seventysixers,7,222.5
20191030,Thunder,home,Trailblazers,2,221.5
20191030,Trailblazers,away,Thunder,-2,221.5
20191030,Warriors,home,Suns,-5,230.5
20191030,Suns,away,Warriors,5,230.5
20191030,Wizards,home,Rockets,8,234
20191030,Rockets,away,Wizards,-8,234
20191031,Clippers,home,Spurs,-5,226
20191031,Spurs,away,Clippers,5,226
20191031,Hawks,home,Heat,6.5,215
20191031,Heat,away,Hawks,-6.5,215
20191031,Pelicans,home,Nuggets,4,225.5
20191031,Nuggets,away,Pelicans,-4,225.5
20191101,Bulls,home,Pistons,-3.5,217
20191101,Pistons,away,Bulls,3.5,217
20191101,Celtics,home,Knicks,-10.5,212.5
20191101,Knicks,away,Celtics,10.5,212.5
20191101,Kings,home,Jazz,5,213
20191101,Jazz,away,Kings,-5,213
20191101,Magic,home,Bucks,4.5,215
20191101,Bucks,away,Magic,-4.5,215
20191101,Mavericks,home,Lakers,2,216.5
20191101,Lakers,away,Mavericks,-2,216.5
20191101,Nets,home,Rockets,3.5,240.5
20191101,Rockets,away,Nets,-3.5,240.5
20191101,Pacers,home,Cavaliers,-7.5,211
20191101,Cavaliers,away,Pacers,7.5,211
20191101,Warriors,home,Spurs,7,223
20191101,Spurs,away,Warriors,-7,223
20191102,Bucks,home,Raptors,-5.5,224
20191102,Raptors,away,Bucks,5.5,224
20191102,Grizzlies,home,Suns,3,221.5
20191102,Suns,away,Grizzlies,-3,221.5
20191102,Magic,home,Nuggets,4,200
20191102,Nuggets,away,Magic,-4,200
20191102,Pistons,home,Nets,1.5,223
20191102,Nets,away,Pistons,-1.5,223
20191102,Thunder,home,Pelicans,-3,227
20191102,Pelicans,away,Thunder,3,227
20191102,Trailblazers,home,Seventysixers,-1.5,223.5
20191102,Seventysixers,away,Trailblazers,1.5,223.5
20191102,Warriors,home,Hornets,3.5,223
20191102,Hornets,away,Warriors,-3.5,223
20191102,Wizards,home,Timberwolves,-2.5,228.5
20191102,Timberwolves,away,Wizards,2.5,228.5
20191103,Cavaliers,home,Mavericks,5.5,218
20191103,Mavericks,away,Cavaliers,-5.5,218
20191103,Clippers,home,Jazz,-4.5,211.5
20191103,Jazz,away,Clippers,4.5,211.5
20191103,Heat,home,Rockets,3,233.5
20191103,Rockets,away,Heat,-3,233.5
20191103,Knicks,home,Kings,1.5,214.5
20191103,Kings,away,Knicks,-1.5,214.5
20191103,Pacers,home,Bulls,-3.5,214.5
20191103,Bulls,away,Pacers,3.5,214.5
20191103,Spurs,home,Lakers,1.5,217.5
20191103,Lakers,away,Spurs,-1.5,217.5
20191104,Grizzlies,home,Rockets,6.5,229.5
20191104,Rockets,away,Grizzlies,-6.5,229.5
20191104,Nets,home,Pelicans,-4,239
20191104,Pelicans,away,Nets,4,239
20191104,Suns,home,Seventysixers,0,223.5
20191104,Seventysixers,away,Suns,0,223.5
20191104,Timberwolves,home,Bucks,7.5,229.5
20191104,Bucks,away,Timberwolves,-7.5,229.5
20191104,Warriors,home,Trailblazers,10.5,222
20191104,Trailblazers,away,Warriors,-10.5,222
20191104,Wizards,home,Pistons,-3.5,224.5
20191104,Pistons,away,Wizards,3.5,224.5
20191105,Bulls,home,Lakers,7,217
20191105,Lakers,away,Bulls,-7,217
20191105,Cavaliers,home,Celtics,6,215.5
20191105,Celtics,away,Cavaliers,-6,215.5
20191105,Hawks,home,Spurs,4,220
20191105,Spurs,away,Hawks,-4,220
20191105,Hornets,home,Pacers,2,212.5
20191105,Pacers,away,Hornets,-2,212.5
20191105,Nuggets,home,Heat,-5,210
20191105,Heat,away,Nuggets,5,210
20191105,Thunder,home,Magic,-3.5,201
20191105,Magic,away,Thunder,3.5,201
20191106,Clippers,home,Bucks,5.5,228
20191106,Bucks,away,Clippers,-5.5,228
20191106,Grizzlies,home,Timberwolves,4.5,226
20191106,Timberwolves,away,Grizzlies,-4.5,226
20191106,Hawks,home,Bulls,-1,219
20191106,Bulls,away,Hawks,1,219
20191106,Jazz,home,Seventysixers,-2.5,210
20191106,Seventysixers,away,Jazz,2.5,210
20191106,Mavericks,home,Magic,-7.5,209
20191106,Magic,away,Mavericks,7.5,209
20191106,Pacers,home,Wizards,-4,224.5
20191106,Wizards,away,Pacers,4,224.5
20191106,Pistons,home,Knicks,-4.5,210
20191106,Knicks,away,Pistons,4.5,210
20191106,Raptors,home,Kings,-7.5,219
20191106,Kings,away,Raptors,7.5,219
20191106,Rockets,home,Warriors,-15.5,233.5
20191106,Warriors,away,Rockets,15.5,233.5
20191107,Clippers,home,Trailblazers,-5.5,231
20191107,Trailblazers,away,Clippers,5.5,231
20191107,Hornets,home,Celtics,7,215
20191107,Celtics,away,Hornets,-7,215
20191107,Spurs,home,Thunder,-5,215
20191107,Thunder,away,Spurs,5,215
20191107,Suns,home,Heat,-1,219
20191107,Heat,away,Suns,1,219
20191108,Hawks,home,Kings,2.5,225
20191108,Kings,away,Hawks,-2.5,225
20191108,Jazz,home,Bucks,2,217.5
20191108,Bucks,away,Jazz,-2,217.5
20191108,Lakers,home,Heat,-8.5,216
20191108,Heat,away,Lakers,8.5,216
20191108,Magic,home,Grizzlies,-7.5,208.5
20191108,Grizzlies,away,Magic,7.5,208.5
20191108,Mavericks,home,Knicks,-11,215.5
20191108,Knicks,away,Mavericks,11,215.5
20191108,Nuggets,home,Seventysixers,-5,210.5
20191108,Seventysixers,away,Nuggets,5,210.5
20191108,Pacers,home,Pistons,-6.5,210
20191108,Pistons,away,Pacers,6.5,210
20191108,Pelicans,home,Raptors,3,232.5
20191108,Raptors,away,Pelicans,-3,232.5
20191108,Timberwolves,home,Warriors,-11,230
20191108,Warriors,away,Timberwolves,11,230
20191108,Trailblazers,home,Nets,-3.5,234.5
20191108,Nets,away,Trailblazers,3.5,234.5
20191108,Wizards,home,Cavaliers,-4.5,229
20191108,Cavaliers,away,Wizards,4.5,229
20191109,Bulls,home,Rockets,6.5,234
20191109,Rockets,away,Bulls,-6.5,234
20191109,Grizzlies,home,Mavericks,5,221.5
20191109,Mavericks,away,Grizzlies,-5,221.5
20191109,Hornets,home,Pelicans,1.5,230
20191109,Pelicans,away,Hornets,-1.5,230
20191109,Spurs,home,Celtics,-1.5,218.5
20191109,Celtics,away,Spurs,1.5,218.5
20191109,Thunder,home,Warriors,-11.5,216.5
20191109,Warriors,away,Thunder,11.5,216.5
20191110,Knicks,home,Cavaliers,-2,210.5
20191110,Cavaliers,away,Knicks,2,210.5
20191110,Lakers,home,Raptors,-9.5,215
20191110,Raptors,away,Lakers,9.5,215
20191110,Magic,home,Pacers,-3.5,203.5
20191110,Pacers,away,Magic,3.5,203.5
20191110,Seventysixers,home,Hornets,-13.5,216
20191110,Hornets,away,Seventysixers,13.5,216
20191110,Suns,home,Nets,-3,233.5
20191110,Nets,away,Suns,3,233.5
20191110,Thunder,home,Bucks,7,222.5
20191110,Bucks,away,Thunder,-7,222.5
20191110,Timberwolves,home,Nuggets,1,217
20191110,Nuggets,away,Timberwolves,-1,217
20191110,Trailblazers,home,Hawks,-9,227.5
20191110,Hawks,away,Trailblazers,9,227.5
20191111,Celtics,home,Mavericks,-3.5,220
20191111,Mavericks,away,Celtics,3.5,220
20191111,Clippers,home,Raptors,-10.5,222
20191111,Raptors,away,Clippers,10.5,222
20191111,Pelicans,home,Rockets,6,242.5
20191111,Rockets,away,Pelicans,-6,242.5
20191111,Pistons,home,Timberwolves,-2.5,223
20191111,Timberwolves,away,Pistons,2.5,223
20191111,Spurs,home,Grizzlies,-10.5,223.5
20191111,Grizzlies,away,Spurs,10.5,223.5
20191111,Warriors,home,Jazz,8,213
20191111,Jazz,away,Warriors,-8,213
20191112,Bulls,home,Knicks,-6.5,213
20191112,Knicks,away,Bulls,6.5,213
20191112,Heat,home,Pistons,-8.5,216.5
20191112,Pistons,away,Heat,8.5,216.5
20191112,Jazz,home,Nets,-6.5,220
20191112,Nets,away,Jazz,6.5,220
20191112,Kings,home,Trailblazers,0,222.5
20191112,Trailblazers,away,Kings,0,222.5
20191112,Nuggets,home,Hawks,-10,214
20191112,Hawks,away,Nuggets,10,214
20191112,Pacers,home,Thunder,-3,210
20191112,Thunder,away,Pacers,3,210
20191112,Seventysixers,home,Cavaliers,-10.5,216
20191112,Cavaliers,away,Seventysixers,10.5,216
20191112,Suns,home,Lakers,3.5,221
20191112,Lakers,away,Suns,-3.5,221
20191113,Celtics,home,Wizards,-8,230
20191113,Wizards,away,Celtics,8,230
20191113,Hornets,home,Grizzlies,-1.5,221.5
20191113,Grizzlies,away,Hornets,1.5,221.5
20191113,Lakers,home,Warriors,-10,218.5
20191113,Warriors,away,Lakers,10,218.5
20191113,Magic,home,Seventysixers,-2.5,207.5
20191113,Seventysixers,away,Magic,2.5,207.5
20191113,Rockets,home,Clippers,-3,231.5
20191113,Clippers,away,Rockets,3,231.5
20191113,Timberwolves,home,Spurs,-2,229
20191113,Spurs,away,Timberwolves,2,229
20191113,Trailblazers,home,Raptors,-2.5,218
20191113,Raptors,away,Trailblazers,2.5,218
20191114,Bucks,home,Bulls,-11.5,230
20191114,Bulls,away,Bucks,11.5,230
20191114,Cavaliers,home,Heat,4.5,215.5
20191114,Heat,away,Cavaliers,-4.5,215.5
20191114,Knicks,home,Mavericks,7.5,214.5
20191114,Mavericks,away,Knicks,-7.5,214.5
20191114,Nuggets,home,Nets,-8,222
20191114,Nets,away,Nuggets,8,222
20191114,Pelicans,home,Clippers,3.5,235
20191114,Clippers,away,Pelicans,-3.5,235
20191114,Suns,home,Hawks,-8,228
20191114,Hawks,away,Suns,8,228
20191115,Grizzlies,home,Jazz,7,214.5
20191115,Jazz,away,Grizzlies,-7,214.5
20191115,Hornets,home,Pistons,3,219
20191115,Pistons,away,Hornets,-3,219
20191115,Lakers,home,Kings,-10.5,214.5
20191115,Kings,away,Lakers,10.5,214.5
20191115,Magic,home,Spurs,-3,212
20191115,Spurs,away,Magic,3,212
20191115,Rockets,home,Pacers,-6,225
20191115,Pacers,away,Rockets,6,225
20191115,Thunder,home,Seventysixers,3.5,214
20191115,Seventysixers,away,Thunder,-3.5,214
20191115,Timberwolves,home,Wizards,-5.5,241
20191115,Wizards,away,Timberwolves,5.5,241
20191115,Warriors,home,Celtics,7.5,222.5
20191115,Celtics,away,Warriors,-7.5,222.5
20191116,Bulls,home,Nets,-1.5,228
20191116,Nets,away,Bulls,1.5,228
20191116,Clippers,home,Hawks,-12,227.5
20191116,Hawks,away,Clippers,12,227.5
20191116,Heat,home,Pelicans,-7,227.5
20191116,Pelicans,away,Heat,7,227.5
20191116,Knicks,home,Hornets,-3.5,212
20191116,Hornets,away,Knicks,3.5,212
20191116,Mavericks,home,Raptors,-4.5,218
20191116,Raptors,away,Mavericks,4.5,218
20191116,Pacers,home,Bucks,7.5,223
20191116,Bucks,away,Pacers,-7.5,223
20191116,Spurs,home,Trailblazers,-1,227
20191116,Trailblazers,away,Spurs,1,227
20191116,Timberwolves,home,Rockets,-1.5,231.5
20191116,Rockets,away,Timberwolves,1.5,231.5
20191117,Cavaliers,home,Seventysixers,7,214
20191117,Seventysixers,away,Cavaliers,-7,214
20191117,Grizzlies,home,Nuggets,6.5,215
20191117,Nuggets,away,Grizzlies,-6.5,215
20191117,Kings,home,Celtics,2.5,214.5
20191117,Celtics,away,Kings,-2.5,214.5
20191117,Lakers,home,Hawks,-14.5,221.5
20191117,Hawks,away,Lakers,14.5,221.5
20191117,Magic,home,Wizards,-6,225
20191117,Wizards,away,Magic,6,225
20191117,Pelicans,home,Warriors,-4.5,226.5
20191117,Warriors,away,Pelicans,4.5,226.5
20191118,Bulls,home,Bucks,8.5,229
20191118,Bucks,away,Bulls,-8.5,229
20191118,Clippers,home,Thunder,-9.5,221
20191118,Thunder,away,Clippers,9.5,221
20191118,Jazz,home,Timberwolves,-9,218
20191118,Timberwolves,away,Jazz,9,218
20191118,Knicks,home,Cavaliers,-5.5,211
20191118,Cavaliers,away,Knicks,5.5,211
20191118,Mavericks,home,Spurs,-5,226
20191118,Spurs,away,Mavericks,5,226
20191118,Nets,home,Pacers,-2,214
20191118,Pacers,away,Nets,2,214
20191118,Raptors,home,Hornets,-9,215.5
20191118,Hornets,away,Raptors,9,215.5
20191118,Rockets,home,Trailblazers,-7.5,231.5
20191118,Trailblazers,away,Rockets,7.5,231.5
20191118,Suns,home,Celtics,-2.5,226.5
20191118,Celtics,away,Suns,2.5,226.5
20191119,Grizzlies,home,Warriors,-6,221
20191119,Warriors,away,Grizzlies,6,221
20191119,Kings,home,Suns,-3,220.5
20191119,Suns,away,Kings,3,220.5
20191119,Lakers,home,Thunder,-11,210.5
20191119,Thunder,away,Lakers,11,210.5
20191119,Pelicans,home,Trailblazers,-3,230.5
20191119,Trailblazers,away,Pelicans,3,230.5
20191120,Bulls,home,Pistons,-1,219
20191120,Pistons,away,Bulls,1,219
20191120,Clippers,home,Celtics,-6,216.5
20191120,Celtics,away,Clippers,6,216.5
20191120,Hawks,home,Bucks,11,232.5
20191120,Bucks,away,Hawks,-11,232.5
20191120,Heat,home,Cavaliers,-10.5,214
20191120,Cavaliers,away,Heat,10.5,214
20191120,Mavericks,home,Warriors,-14,221
20191120,Warriors,away,Mavericks,14,221
20191120,Nets,home,Hornets,-4.5,219.5
20191120,Hornets,away,Nets,4.5,219.5
20191120,Nuggets,home,Rockets,-2,221.5
20191120,Rockets,away,Nuggets,2,221.5
20191120,Raptors,home,Magic,-4,207
20191120,Magic,away,Raptors,4,207
20191120,Seventysixers,home,Knicks,-12.5,212.5
20191120,Knicks,away,Seventysixers,12.5,212.5
20191120,Timberwolves,home,Jazz,3,220.5
20191120,Jazz,away,Timberwolves,-3,220.5
20191120,Wizards,home,Spurs,2,239
20191120,Spurs,away,Wizards,-2,239
20191121,Bucks,home,Trailblazers,-13,229
20191121,Trailblazers,away,Bucks,13,229
20191121,Suns,home,Pelicans,-3,233.5
20191121,Pelicans,away,Suns,3,233.5
20191122,Bulls,home,Heat,5,217.5
20191122,Heat,away,Bulls,-5,217.5
20191122,Clippers,home,Rockets,-4.5,228
20191122,Rockets,away,Clippers,4.5,228
20191122,Jazz,home,Warriors,-15.5,211
20191122,Warriors,away,Jazz,15.5,211
20191122,Mavericks,home,Cavaliers,-10,221.5
20191122,Cavaliers,away,Mavericks,10,221.5
20191122,Nets,home,Kings,-2,213.5
20191122,Kings,away,Nets,2,213.5
20191122,Nuggets,home,Celtics,-4.5,206.5
20191122,Celtics,away,Nuggets,4.5,206.5
20191122,Pistons,home,Hawks,-6.5,225
20191122,Hawks,away,Pistons,6.5,225
20191122,Seventysixers,home,Spurs,-7.5,221.5
20191122,Spurs,away,Seventysixers,7.5,221.5
20191122,Thunder,home,Lakers,4,212.5
20191122,Lakers,away,Thunder,-4,212.5
20191122,Wizards,home,Hornets,-6,235
20191122,Hornets,away,Wizards,6,235
20191123,Bucks,home,Pistons,-12.5,228.5
20191123,Pistons,away,Bucks,12.5,228.5
20191123,Cavaliers,home,Trailblazers,4.5,223.5
20191123,Trailblazers,away,Cavaliers,-4.5,223.5
20191123,Grizzlies,home,Lakers,7,221.5
20191123,Lakers,away,Grizzlies,-7,221.5
20191123,Hawks,home,Raptors,7.5,223.5
20191123,Raptors,away,Hawks,-7.5,223.5
20191123,Hornets,home,Bulls,1,218.5
20191123,Bulls,away,Hornets,-1,218.5
20191123,Jazz,home,Pelicans,-7.5,223
20191123,Pelicans,away,Jazz,7.5,223
20191123,Knicks,home,Spurs,2.5,217
20191123,Spurs,away,Knicks,-2.5,217
20191123,Pacers,home,Magic,-6.5,202
20191123,Magic,away,Pacers,6.5,202
20191123,Seventysixers,home,Heat,-4,212.5
20191123,Heat,away,Seventysixers,4,212.5
20191123,Timberwolves,home,Suns,-5,230.5
20191123,Suns,away,Timberwolves,5,230.5
20191124,Clippers,home,Pelicans,-13,233.5
20191124,Pelicans,away,Clippers,13,233.5
20191124,Knicks,home,Nets,2.5,214.5
20191124,Nets,away,Knicks,-2.5,214.5
20191124,Nuggets,home,Suns,-11,214.5
20191124,Suns,away,Nuggets,11,214.5
20191124,Rockets,home,Mavericks,-5.5,232
20191124,Mavericks,away,Rockets,5.5,232
20191124,Wizards,home,Kings,-2.5,233
20191124,Kings,away,Wizards,2.5,233
20191125,Bucks,home,Jazz,-7.5,226.5
20191125,Jazz,away,Bucks,7.5,226.5
20191125,Bulls,home,Trailblazers,1,225.5
20191125,Trailblazers,away,Bulls,-1,225.5
20191125,Cavaliers,home,Nets,0,217.5
20191125,Nets,away,Cavaliers,0,217.5
20191125,Celtics,home,Kings,-6,205.5
20191125,Kings,away,Celtics,6,205.5
20191125,Hawks,home,Timberwolves,4.5,236
20191125,Timberwolves,away,Hawks,-4.5,236
20191125,Heat,home,Hornets,-11,215
20191125,Hornets,away,Heat,11,215
20191125,Pacers,home,Grizzlies,-10,217.5
20191125,Grizzlies,away,Pacers,10,217.5
20191125,Pistons,home,Magic,-4.5,206.5
20191125,Magic,away,Pistons,4.5,206.5
20191125,Raptors,home,Seventysixers,1,212
20191125,Seventysixers,away,Raptors,-1,212
20191125,Spurs,home,Lakers,5,223
20191125,Lakers,away,Spurs,-5,223
20191125,Warriors,home,Thunder,6,212.5
20191125,Thunder,away,Warriors,-6,212.5
20191126,Mavericks,home,Clippers,2.5,227
20191126,Clippers,away,Mavericks,-2.5,227
20191126,Nuggets,home,Wizards,-10.5,227.5
20191126,Wizards,away,Nuggets,10.5,227.5
20191127,Bucks,home,Hawks,-14.5,239.5
20191127,Hawks,away,Bucks,14.5,239.5
20191127,Cavaliers,home,Magic,1,209.5
20191127,Magic,away,Cavaliers,-1,209.5
20191127,Celtics,home,Nets,-8.5,214
20191127,Nets,away,Celtics,8.5,214
20191127,Grizzlies,home,Clippers,6.5,226.5
20191127,Clippers,away,Grizzlies,-6.5,226.5
20191127,Hornets,home,Pistons,3.5,214
20191127,Pistons,away,Hornets,-3.5,214
20191127,Pacers,home,Jazz,-2,209.5
20191127,Jazz,away,Pacers,2,209.5
20191127,Pelicans,home,Lakers,6,232
20191127,Lakers,away,Pelicans,-6,232
20191127,Raptors,home,Knicks,-10.5,211.5
20191127,Knicks,away,Raptors,10.5,211.5
20191127,Rockets,home,Heat,-8,226
20191127,Heat,away,Rockets,8,226
20191127,Seventysixers,home,Kings,-9.5,209.5
20191127,Kings,away,Seventysixers,9.5,209.5
20191127,Spurs,home,Timberwolves,-2,228.5
20191127,Timberwolves,away,Spurs,2,228.5
20191127,Suns,home,Wizards,-7,241.5
20191127,Wizards,away,Suns,7,241.5
20191127,Trailblazers,home,Thunder,-2.5,219.5
20191127,Thunder,away,Trailblazers,2.5,219.5
20191127,Warriors,home,Bulls,2,215
20191127,Bulls,away,Warriors,-2,215
20191129,Cavaliers,home,Bucks,11.5,229
20191129,Bucks,away,Cavaliers,-11.5,229
20191129,Grizzlies,home,Jazz,7,223
20191129,Jazz,away,Grizzlies,-7,223
20191129,Heat,home,Warriors,-11.5,209.5
20191129,Warriors,away,Heat,11.5,209.5
20191129,Knicks,home,Seventysixers,7,209
20191129,Seventysixers,away,Knicks,-7,209
20191129,Lakers,home,Wizards,-11.5,235
20191129,Wizards,away,Lakers,11.5,235
20191129,Magic,home,Raptors,3.5,208.5
20191129,Raptors,away,Magic,-3.5,208.5
20191129,Nets,home,Celtics,3.5,217
20191129,Celtics,away,Nets,-3.5,217
20191129,Pacers,home,Hawks,-10.5,224.5
20191129,Hawks,away,Pacers,10.5,224.5
20191129,Pistons,home,Hornets,-7.5,213
20191129,Hornets,away,Pistons,7.5,213
20191129,Spurs,home,Clippers,5.5,225.5
20191129,Clippers,away,Spurs,-5.5,225.5
20191129,Suns,home,Mavericks,2,232
20191129,Mavericks,away,Suns,-2,232
20191129,Thunder,home,Pelicans,-4.5,229.5
20191129,Pelicans,away,Thunder,4.5,229.5
20191129,Trailblazers,home,Bulls,-7.5,226
20191129,Bulls,away,Trailblazers,7.5,226
20191130,Bucks,home,Hornets,-14.5,228
20191130,Hornets,away,Bucks,14.5,228
20191130,Kings,home,Nuggets,4,205
20191130,Nuggets,away,Kings,-4,205
20191130,Rockets,home,Hawks,-14,238
20191130,Hawks,away,Rockets,14,238
20191130,Seventysixers,home,Pacers,-4.5,207.5
20191130,Pacers,away,Seventysixers,4.5,207.5
20191201,Clippers,home,Wizards,-12.5,238
20191201,Wizards,away,Clippers,12.5,238
20191201,Knicks,home,Celtics,8,209.5
20191201,Celtics,away,Knicks,-8,209.5
20191201,Lakers,home,Mavericks,-6,222.5
20191201,Mavericks,away,Lakers,6,222.5
20191201,Magic,home,Warriors,-8,205
20191201,Warriors,away,Magic,8,205
20191201,Nets,home,Heat,3.5,215.5
20191201,Heat,away,Nets,-3.5,215.5
20191201,Pelicans,home,Thunder,-2.5,226.5
20191201,Thunder,away,Pelicans,2.5,226.5
20191201,Pistons,home,Spurs,-4,217.5
20191201,Spurs,away,Pistons,4,217.5
20191201,Raptors,home,Jazz,-2.5,210
20191201,Jazz,away,Raptors,2.5,210
20191201,Timberwolves,home,Grizzlies,-9.5,229.5
20191201,Grizzlies,away,Timberwolves,9.5,229.5
20191202,Bucks,home,Knicks,-17,220.5
20191202,Knicks,away,Bucks,17,220.5
20191202,Grizzlies,home,Pacers,10,218
20191202,Pacers,away,Grizzlies,-10,218
20191202,Hawks,home,Warriors,-6.5,222.5
20191202,Warriors,away,Hawks,6.5,222.5
20191202,Hornets,home,Suns,4.5,222.5
20191202,Suns,away,Hornets,-4.5,222.5
20191202,Kings,home,Bulls,-5,212
20191202,Bulls,away,Kings,5,212
20191202,Seventysixers,home,Jazz,-5.5,208
20191202,Jazz,away,Seventysixers,5.5,208
20191203,Cavaliers,home,Pistons,3.5,216.5
20191203,Pistons,away,Cavaliers,-3.5,216.5
20191203,Clippers,home,Trailblazers,-9,229
20191203,Trailblazers,away,Clippers,9,229
20191203,Nuggets,home,Lakers,-2,208
20191203,Lakers,away,Nuggets,2,208
20191203,Pelicans,home,Mavericks,4.5,233
20191203,Mavericks,away,Pelicans,-4.5,233
20191203,Raptors,home,Heat,-5,212
20191203,Heat,away,Raptors,5,212
