,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
2012-13,Washington Wizards,82,29,53,3971.0,99.3,101.6,-2.3,61.0,1.43,16.9,27.9,70.6,49.1,16.1,47.5,51.2,93.23,48.1,7699
2012-13,Orlando Magic,82,20,62,3956.0,100.9,108.4,-7.4,60.5,1.57,17.6,29.3,70.7,49.8,15.6,48.5,51.4,92.81,45.9,7646
2012-13,Charlotte Bobcats,82,21,61,3961.0,100.4,110.3,-9.9,56.2,1.38,15.3,30.5,67.9,48.6,15.1,46.0,50.7,92.49,43.8,7632
2012-13,Boston Celtics,81,41,40,3968.0,102.2,102.6,-0.5,61.4,1.56,17.9,24.6,69.0,47.7,15.4,50.3,54.2,92.46,50.7,7652
2012-13,Portland Trail Blazers,82,33,49,3971.0,104.5,107.9,-3.4,59.3,1.48,17.0,29.4,70.2,49.5,15.7,49.8,53.6,92.46,46.8,7649
2012-13,Utah Jazz,82,43,39,3976.0,105.4,105.6,-0.2,61.0,1.54,17.4,32.9,69.7,51.0,15.9,49.2,53.3,92.05,50.4,7629
2012-13,Philadelphia 76ers,82,34,48,3951.0,101.0,104.7,-3.7,61.0,1.74,17.7,29.1,69.5,48.9,14.1,48.1,50.9,91.88,47.4,7566
2012-13,Los Angeles Clippers,82,56,26,3946.0,109.8,102.8,6.9,62.0,1.64,18.4,32.3,69.7,51.2,15.9,52.6,55.7,91.83,54.8,7552
2012-13,Detroit Pistons,82,29,53,3961.0,102.7,107.2,-4.5,58.5,1.4,16.6,32.4,69.5,50.6,16.4,48.7,52.1,91.68,46.7,7571
2012-13,Miami Heat,82,66,16,3976.0,111.4,103.2,8.2,60.0,1.65,18.4,26.4,67.8,48.5,15.1,55.2,58.8,91.26,56.4,7572
2012-13,Toronto Raptors,82,34,48,3996.0,105.0,106.4,-1.4,59.2,1.57,16.9,29.6,68.8,49.0,14.8,48.8,53.2,91.26,48.4,7591
2012-13,Indiana Pacers,81,49,32,3918.0,103.4,99.0,4.4,57.8,1.34,16.0,33.6,70.1,52.2,16.5,47.9,52.1,90.9,53.7,7420
2012-13,New York Knicks,82,54,28,3946.0,109.8,105.4,4.5,52.7,1.6,15.6,29.1,70.8,49.4,13.2,51.5,55.0,90.68,51.2,7462
2012-13,Chicago Bulls,82,45,37,3966.0,102.4,101.9,0.5,64.5,1.61,17.8,33.2,69.9,51.4,15.7,47.0,51.2,90.35,51.4,7460
2012-13,Brooklyn Nets,82,49,33,3971.0,106.9,104.8,2.0,56.7,1.38,16.1,34.3,70.1,52.0,16.2,49.8,53.6,89.88,50.9,7433
2012-13,Memphis Grizzlies,82,56,26,3961.0,103.6,99.1,4.5,57.9,1.5,16.5,34.4,70.2,52.0,15.5,47.2,51.4,89.56,53.1,7394
2012-13,New Orleans Hornets,82,27,55,3956.0,104.5,108.9,-4.4,58.2,1.44,16.7,33.2,70.5,51.4,16.2,48.9,52.8,89.5,46.4,7379
2013-14,Philadelphia 76ers,82,19,63,3971.0,99.0,109.0,-10.0,57.6,1.29,16.0,29.0,68.4,47.9,16.8,47.5,51.0,99.74,42.6,8236
2013-14,Los Angeles Lakers,82,27,55,3941.0,103.2,109.3,-6.0,63.9,1.62,18.1,23.5,67.6,45.9,15.2,50.5,54.2,99.72,46.0,8177
2013-14,Denver Nuggets,82,36,46,3951.0,105.1,107.3,-2.2,58.4,1.41,16.4,31.0,70.3,50.5,16.0,49.7,53.6,98.95,48.1,8146
2013-14,Minnesota Timberwolves,82,40,42,3971.0,107.7,105.2,2.6,61.6,1.72,17.3,31.7,71.5,50.8,14.0,48.6,53.5,98.33,51.9,8139
2013-14,Golden State Warriors,82,51,31,3966.0,106.3,101.4,4.9,59.1,1.53,17.4,28.4,72.4,50.8,15.5,51.7,55.0,97.37,52.8,8045
2013-14,Houston Rockets,82,54,28,3966.0,109.8,105.2,4.6,56.3,1.33,16.1,30.6,70.0,51.3,16.5,53.1,57.1,97.27,53.4,8040
2013-14,Phoenix Suns,82,48,34,3951.0,108.2,105.6,2.6,49.3,1.24,14.7,29.8,69.9,50.0,15.8,51.9,55.8,96.83,50.9,7973
2013-14,Los Angeles Clippers,82,57,25,3951.0,111.3,104.0,7.3,62.8,1.77,18.3,28.8,69.0,49.6,14.3,52.6,56.7,96.66,54.8,7954
2013-14,Oklahoma City Thunder,82,59,23,3961.0,109.4,103.0,6.4,56.2,1.43,16.6,29.4,72.2,51.8,15.8,52.0,56.6,96.33,54.3,7954
2013-14,Portland Trail Blazers,82,54,28,3971.0,110.4,106.2,4.2,59.4,1.69,17.2,32.0,71.3,51.7,14.2,50.4,54.8,95.9,52.4,7930
2013-14,San Antonio Spurs,82,62,20,3951.0,109.5,101.4,8.1,62.1,1.75,19.0,26.1,72.5,50.3,15.0,53.7,57.1,95.87,55.5,7887
2013-14,Detroit Pistons,82,29,53,3956.0,105.2,109.0,-3.7,53.9,1.44,15.6,34.7,69.3,51.1,15.2,48.2,51.4,95.57,46.4,7874
2013-14,Atlanta Hawks,82,38,44,3966.0,104.9,105.7,-0.7,66.7,1.63,18.8,25.6,71.1,48.5,15.9,51.5,55.4,95.41,50.2,7892
2013-14,Sacramento Kings,82,28,54,3966.0,105.1,107.8,-2.7,51.1,1.24,14.6,31.6,72.5,51.8,15.9,48.4,53.2,95.04,47.3,7840
2013-14,Dallas Mavericks,82,49,33,3966.0,109.5,107.2,2.3,59.6,1.74,18.0,27.6,69.4,48.7,14.1,52.6,56.4,94.94,52.1,7852
2013-14,Boston Celtics,82,25,57,3946.0,101.9,106.5,-4.6,57.6,1.37,16.2,31.4,70.8,50.5,16.3,47.7,51.7,94.28,46.1,7745
2013-14,Orlando Magic,82,23,59,3991.0,101.0,106.6,-5.7,57.1,1.41,16.4,26.7,71.4,49.0,15.6,48.7,52.5,94.27,46.6,7837
2013-14,Washington Wizards,82,44,38,4011.0,104.9,103.6,1.3,60.1,1.59,17.6,28.6,71.9,49.8,15.3,50.6,53.8,94.18,50.4,7872
2013-14,Cleveland Cavaliers,82,33,49,3986.0,103.5,107.0,-3.6,57.2,1.49,16.2,31.4,71.1,50.8,14.9,47.9,51.8,93.69,46.9,7784
2013-14,New Orleans Pelicans,82,34,48,3971.0,106.2,109.1,-3.0,56.3,1.55,16.5,30.5,69.4,49.7,14.7,49.5,53.7,93.07,48.3,7703
2013-14,Milwaukee Bucks,82,15,67,3976.0,101.9,110.2,-8.3,59.6,1.42,16.5,31.0,67.8,49.0,16.1,47.9,51.9,92.96,44.9,7685
2013-14,Charlotte Bobcats,82,43,39,3981.0,103.0,103.3,-0.4,59.7,1.76,16.9,26.9,73.0,50.0,13.1,48.1,52.2,92.93,50.8,7712
2013-14,Indiana Pacers,82,56,26,3956.0,103.6,98.9,4.7,56.0,1.33,15.9,29.6,72.1,51.7,16.2,49.0,53.5,92.89,54.5,7656
2013-14,Toronto Raptors,82,48,34,3991.0,107.9,104.6,3.3,58.1,1.5,16.4,31.2,70.1,50.5,15.1,49.8,54.5,92.48,51.2,7696
2013-14,Brooklyn Nets,82,44,38,3976.0,105.4,106.7,-1.3,58.5,1.44,16.7,26.0,68.6,47.5,15.5,51.4,55.5,92.42,49.2,7663
2013-14,Utah Jazz,82,25,57,3956.0,102.4,110.1,-7.6,56.4,1.39,16.1,29.7,70.8,49.7,15.8,48.4,52.3,92.32,45.1,7605
2013-14,Miami Heat,82,54,28,3976.0,110.0,105.0,5.1,58.8,1.52,18.1,24.4,68.6,47.6,15.9,55.4,59.0,91.9,53.9,7615
2013-14,New York Knicks,82,37,45,3971.0,107.0,108.1,-1.1,54.2,1.54,16.0,29.1,70.5,49.2,14.1,50.5,54.1,91.24,49.0,7556
2013-14,Chicago Bulls,82,48,34,3986.0,101.7,99.9,1.9,65.4,1.52,17.6,32.1,71.3,51.8,16.2,47.1,51.8,90.84,52.8,7549
2013-14,Memphis Grizzlies,82,50,32,3961.0,105.5,103.8,1.7,57.4,1.59,17.1,32.6,71.8,52.1,15.0,49.4,52.9,90.58,51.8,7476
2014-15,Golden State Warriors,82,67,15,3946.0,110.4,100.4,9.9,65.9,1.9,19.7,27.3,70.3,49.8,14.5,54.0,57.1,99.28,56.9,8170
2014-15,Houston Rockets,82,56,26,3961.0,106.0,102.6,3.4,60.0,1.33,16.5,30.5,68.6,49.6,17.0,51.2,54.8,97.36,50.9,8037
2014-15,Phoenix Suns,82,39,43,3976.0,104.2,105.3,-1.1,52.2,1.34,15.4,28.1,69.8,48.9,15.4,50.1,53.7,97.2,49.1,8058
2014-15,Denver Nuggets,82,30,52,3976.0,103.9,107.1,-3.3,57.7,1.53,16.2,30.3,70.0,49.4,14.6,47.9,51.8,96.87,46.5,8011
2014-15,Boston Celtics,82,40,42,3976.0,103.8,103.5,0.3,62.9,1.77,18.0,28.9,71.0,49.5,14.2,48.9,52.3,96.71,49.8,8007
2014-15,Oklahoma City Thunder,82,45,37,3966.0,106.7,104.6,2.1,52.8,1.4,15.3,31.8,73.0,52.4,15.1,49.2,53.2,96.61,50.5,7988
2014-15,Philadelphia 76ers,82,18,64,3961.0,94.9,103.9,-9.0,60.9,1.16,15.5,29.3,68.6,48.0,18.3,45.9,49.4,96.45,42.6,7950
2014-15,Dallas Mavericks,82,50,32,3976.0,108.2,104.9,3.2,56.7,1.74,17.0,26.9,68.1,47.7,13.3,51.5,55.0,96.4,52.1,7976
2014-15,Sacramento Kings,82,29,53,3971.0,104.5,108.2,-3.7,55.4,1.25,15.5,31.3,71.5,51.9,16.8,49.0,54.2,96.16,48.5,7952
2014-15,Minnesota Timberwolves,82,16,66,3961.0,101.8,110.9,-9.1,59.3,1.44,16.3,31.1,68.2,48.9,15.6,46.8,51.7,95.45,45.3,7873
2014-15,Los Angeles Clippers,82,56,26,3946.0,111.6,104.7,6.9,62.9,2.01,18.7,27.2,71.6,49.7,12.9,53.3,56.5,95.4,54.0,7844
2014-15,Portland Trail Blazers,82,51,31,3971.0,107.1,102.8,4.3,56.7,1.61,16.8,28.2,72.8,51.0,14.2,50.8,54.4,95.06,52.2,7868
2014-15,Los Angeles Lakers,82,21,61,3986.0,102.3,109.4,-7.1,56.2,1.58,15.9,29.0,72.0,49.7,13.8,47.3,51.3,95.03,45.0,7892
2014-15,Milwaukee Bucks,82,41,41,3986.0,102.0,101.4,0.6,62.7,1.41,17.8,29.0,68.6,49.1,17.5,49.9,53.6,94.82,51.1,7867
2014-15,Atlanta Hawks,82,60,22,3946.0,108.2,102.3,5.9,67.6,1.81,19.5,26.4,69.7,48.7,15.0,52.7,56.3,94.66,54.0,7775
2014-15,Orlando Magic,82,25,57,3951.0,101.0,106.8,-5.9,55.0,1.39,16.2,26.9,71.6,49.1,15.7,49.4,52.4,94.51,45.5,7773
2014-15,San Antonio Spurs,82,55,27,3991.0,107.6,101.4,6.3,62.3,1.75,18.4,27.2,73.0,50.7,14.6,51.7,55.5,94.45,54.5,7860
2014-15,Washington Wizards,82,46,36,3991.0,103.0,102.4,0.6,62.7,1.6,18.1,28.8,72.6,51.4,15.7,49.9,53.4,94.29,52.5,7844
2014-15,Chicago Bulls,82,50,32,3976.0,106.3,103.3,3.0,59.3,1.56,16.6,31.2,70.9,51.6,14.7,48.9,53.6,93.8,52.9,7775
2014-15,Brooklyn Nets,82,38,44,3986.0,103.4,106.3,-3.0,55.9,1.51,16.3,27.8,70.1,49.1,14.6,49.1,52.9,93.69,48.0,7777
2014-15,Detroit Pistons,82,32,50,3966.0,104.3,105.4,-1.1,58.2,1.61,16.4,31.6,71.2,50.5,14.2,48.2,51.5,93.68,47.8,7741
2014-15,Indiana Pacers,82,38,44,3971.0,102.9,102.7,0.2,58.6,1.53,16.6,28.6,73.5,51.1,14.8,48.4,52.3,93.67,50.5,7753
2014-15,Toronto Raptors,82,49,33,3971.0,110.2,107.1,3.1,54.7,1.61,16.1,30.1,68.9,49.4,13.7,50.8,55.3,93.46,50.6,7736
2014-15,Charlotte Hornets,82,33,49,3981.0,99.6,103.0,-3.4,56.8,1.69,15.8,27.0,74.6,50.2,12.6,45.6,49.8,93.45,48.2,7753
2014-15,Cleveland Cavaliers,82,53,29,3956.0,110.1,105.3,4.8,58.7,1.55,17.1,31.1,71.1,51.3,15.2,52.0,55.7,93.23,51.4,7682
2014-15,Memphis Grizzlies,82,55,27,3981.0,104.8,101.2,3.5,57.4,1.62,16.9,28.8,71.6,50.3,14.2,48.9,53.1,92.82,53.0,7696
2014-15,New Orleans Pelicans,82,45,37,3956.0,107.1,106.3,0.8,58.1,1.66,17.1,30.9,71.2,51.1,14.3,50.1,53.7,92.29,50.8,7608
2014-15,New York Knicks,82,17,65,3971.0,98.9,109.0,-10.1,60.6,1.45,16.7,28.9,69.1,48.4,15.8,47.0,50.8,92.06,44.1,7618
2014-15,Miami Heat,82,37,45,3946.0,103.2,106.1,-3.0,56.4,1.34,16.1,28.4,68.7,48.9,16.1,50.0,54.0,91.49,49.2,7526
2014-15,Utah Jazz,82,38,44,3941.0,104.2,104.1,0.1,56.3,1.3,15.8,33.2,71.5,52.4,16.8,49.4,53.1,91.1,50.7,7486
2015-16,Sacramento Kings,82,33,49,3961.0,105.3,107.6,-2.3,61.2,1.52,17.6,28.1,71.7,50.0,16.0,51.0,54.6,100.66,49.4,8302
2015-16,Golden State Warriors,82,73,9,3976.0,113.5,102.8,10.6,68.0,1.91,20.4,26.7,72.0,50.7,15.0,56.3,59.3,100.24,56.7,8303
2015-16,Boston Celtics,82,48,34,3956.0,105.8,102.5,3.3,61.6,1.76,17.4,29.0,70.7,49.5,13.8,48.8,53.1,99.43,52.0,8191
2015-16,Phoenix Suns,82,23,59,3941.0,101.5,107.9,-6.5,55.8,1.21,15.4,29.7,73.3,50.8,17.3,48.7,52.6,99.39,45.0,8152
2015-16,Washington Wizards,82,41,41,3951.0,104.5,105.1,-0.5,61.9,1.69,18.1,25.0,73.7,49.0,14.5,51.1,54.4,99.16,49.7,8163
2015-16,Philadelphia 76ers,82,10,72,3961.0,98.4,108.6,-10.2,59.4,1.31,16.3,25.0,69.3,46.6,16.5,48.7,51.9,98.44,42.8,8119
2015-16,Houston Rockets,82,41,41,3966.0,107.3,107.3,0.0,58.9,1.39,16.4,29.7,69.2,49.2,16.1,51.6,55.3,98.42,49.0,8139
2015-16,New Orleans Pelicans,82,30,52,3956.0,104.8,108.4,-3.7,57.7,1.65,16.8,25.2,74.8,49.3,13.7,49.8,53.7,97.64,47.2,8041
2015-16,Atlanta Hawks,82,48,34,3966.0,104.6,100.8,3.9,66.3,1.71,19.0,23.4,69.8,47.4,15.2,51.6,55.2,97.63,52.8,8059
2015-16,Oklahoma City Thunder,82,55,27,3966.0,112.1,104.8,7.4,55.8,1.44,16.7,34.7,72.0,54.1,16.2,52.4,56.5,97.54,54.6,8061
2015-16,Indiana Pacers,82,45,37,3976.0,103.8,102.2,1.6,55.4,1.43,16.1,27.1,71.4,49.4,15.1,49.7,53.6,97.35,51.8,8068
2015-16,Portland Trail Blazers,82,44,38,3961.0,107.6,106.8,0.8,55.2,1.46,16.0,29.4,72.8,51.0,15.0,51.1,54.8,97.06,49.3,8012
2015-16,LA Clippers,82,53,29,3966.0,107.2,102.7,4.5,59.6,1.76,17.4,23.4,69.7,47.2,13.3,52.4,55.6,96.81,53.3,7995
2015-16,Orlando Magic,82,35,47,3981.0,104.4,106.0,-1.6,59.6,1.67,17.6,27.1,72.6,49.5,14.4,50.0,53.3,96.68,48.8,8018
2015-16,Chicago Bulls,82,42,40,3981.0,104.1,105.5,-1.4,59.1,1.64,17.0,29.0,71.4,50.6,14.2,48.7,52.6,96.6,49.4,8008
2015-16,Los Angeles Lakers,82,17,65,3946.0,100.7,110.3,-9.7,51.3,1.31,14.1,27.1,71.2,48.4,14.2,46.0,50.9,96.55,42.4,7930
2015-16,Denver Nuggets,82,33,49,3966.0,104.9,108.2,-3.3,60.1,1.55,16.9,30.4,73.2,51.3,15.1,48.9,53.1,96.34,47.9,7963
2015-16,Charlotte Hornets,82,48,34,3971.0,106.4,103.7,2.7,58.6,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.5,96.24,51.1,7966
2015-16,Minnesota Timberwolves,82,29,53,3976.0,105.4,109.0,-3.5,61.9,1.56,17.6,27.9,70.2,49.4,15.5,49.8,54.9,96.2,49.7,7965
2015-16,Brooklyn Nets,82,21,61,3951.0,102.4,109.7,-7.4,58.3,1.51,17.0,27.9,71.6,49.4,15.3,49.2,52.7,96.12,46.0,7903
2015-16,Detroit Pistons,82,44,38,3976.0,105.3,104.9,0.3,51.2,1.44,14.8,31.3,75.3,52.1,14.0,49.1,52.2,95.75,48.6,7942
2015-16,Dallas Mavericks,82,42,40,4001.0,105.5,105.9,-0.4,59.2,1.73,17.0,24.1,72.3,48.4,13.2,50.2,54.4,95.34,50.3,7950
2015-16,Milwaukee Bucks,82,33,49,3966.0,103.4,107.8,-4.5,60.3,1.52,17.6,28.6,68.9,49.0,15.9,49.9,53.7,95.05,48.3,7858
2015-16,San Antonio Spurs,82,67,15,3941.0,109.3,98.2,11.1,61.1,1.88,18.8,26.6,74.6,51.6,13.8,52.6,56.4,94.54,57.8,7767
2015-16,Miami Heat,82,48,34,3966.0,105.5,103.7,1.7,54.3,1.48,16.3,28.0,72.9,51.2,14.8,50.8,54.5,94.14,52.5,7779
2015-16,New York Knicks,82,32,50,3961.0,103.9,106.7,-2.8,55.7,1.53,16.0,28.0,71.8,50.2,14.2,48.3,52.7,94.12,48.7,7763
2015-16,Memphis Grizzlies,82,42,40,3966.0,104.7,107.1,-2.4,56.2,1.56,16.0,29.8,70.9,49.5,14.0,47.7,52.4,93.95,48.3,7763
2015-16,Cleveland Cavaliers,82,57,25,3971.0,110.2,103.9,6.3,58.7,1.67,17.4,29.4,74.2,51.9,14.3,52.4,55.8,93.82,52.8,7764
2015-16,Toronto Raptors,82,56,26,3956.0,109.3,104.8,4.4,51.1,1.43,14.9,30.0,73.6,52.0,13.9,50.4,55.2,93.35,52.5,7707
2015-16,Utah Jazz,82,40,42,3991.0,105.0,103.2,1.8,52.6,1.27,15.1,30.3,73.1,51.7,16.1,50.1,54.0,91.66,50.8,7625
2016-17,Brooklyn Nets,82,20,62,3951.0,103.6,110.1,-6.5,56.6,1.29,15.9,24.1,71.6,48.3,16.2,50.7,55.1,101.75,46.0,8371
2016-17,Phoenix Suns,82,24,58,3966.0,106.1,111.3,-5.2,49.1,1.27,14.4,29.9,71.8,50.3,15.2,49.3,53.8,100.85,46.2,8320
2016-17,Houston Rockets,82,55,27,3956.0,114.1,108.4,5.7,62.6,1.67,18.1,28.1,71.7,49.9,15.0,54.5,58.3,100.55,51.6,8289
2016-17,Golden State Warriors,82,67,15,3956.0,114.8,103.4,11.4,70.5,2.06,21.2,27.2,70.9,50.4,14.6,56.3,59.7,100.37,57.9,8279
2016-17,Los Angeles Lakers,82,26,56,3941.0,105.3,112.0,-6.7,53.2,1.38,15.6,28.4,71.7,49.4,15.3,50.1,53.7,99.26,44.6,8143
2016-17,Denver Nuggets,82,40,42,3951.0,112.2,111.7,0.4,61.5,1.69,18.2,31.4,75.3,53.2,15.0,53.0,56.8,99.18,50.3,8167
2016-17,Philadelphia 76ers,82,28,54,3966.0,102.7,108.2,-5.5,63.1,1.43,17.4,27.3,70.9,49.0,16.7,50.1,53.9,99.07,47.0,8179
2016-17,New Orleans Pelicans,82,34,48,3981.0,104.7,106.8,-2.1,58.2,1.77,17.1,22.8,72.8,48.0,12.9,50.4,53.9,98.56,49.3,8173
2016-17,Oklahoma City Thunder,82,47,35,3961.0,107.9,107.1,0.8,53.2,1.4,15.5,32.3,74.2,52.8,15.2,50.0,54.0,98.18,49.9,8099
2016-17,Washington Wizards,82,49,33,3971.0,110.4,108.8,1.7,57.7,1.68,17.6,28.6,71.6,50.1,14.3,52.8,56.4,97.94,51.1,8109
2016-17,Atlanta Hawks,82,43,39,3976.0,104.5,105.2,-0.7,62.1,1.5,17.4,28.2,71.7,50.2,16.0,50.4,54.1,97.76,50.6,8091
2016-17,Portland Trail Blazers,82,41,41,3986.0,109.4,110.0,-0.6,53.4,1.54,16.0,26.9,72.0,49.6,13.9,52.0,55.9,97.38,49.3,8088
2016-17,Boston Celtics,82,53,29,3951.0,110.6,108.0,2.6,65.3,1.9,18.8,25.9,70.5,48.5,13.6,52.5,56.7,97.21,51.4,8005
2016-17,Orlando Magic,82,29,53,3961.0,103.7,110.3,-6.5,58.0,1.67,16.8,26.7,72.6,49.1,13.7,48.9,52.4,96.9,46.0,7989
2016-17,LA Clippers,82,51,31,3951.0,111.8,107.5,4.4,57.0,1.74,17.2,25.6,73.3,50.1,13.3,53.7,57.4,96.77,52.7,7968
2016-17,Cleveland Cavaliers,82,51,31,3976.0,112.8,109.7,3.1,56.7,1.66,17.1,26.4,72.2,49.9,14.0,54.7,58.0,96.74,51.0,8019
2016-17,New York Knicks,82,31,51,3971.0,107.1,110.7,-3.6,55.1,1.57,16.3,30.5,69.8,50.0,14.3,49.6,53.4,96.63,48.2,7990
2016-17,Indiana Pacers,82,42,40,3971.0,107.9,108.1,-0.2,57.2,1.63,17.2,25.5,71.3,48.8,14.1,51.6,55.8,96.59,50.5,7989
2016-17,Chicago Bulls,82,41,41,3956.0,106.5,106.2,0.3,58.4,1.66,16.8,31.1,73.3,51.9,14.0,48.7,53.0,96.02,50.4,7919
2016-17,Charlotte Hornets,82,36,46,3966.0,108.4,108.4,0.0,61.1,2.01,17.6,24.7,74.9,49.6,11.9,50.1,54.7,95.92,50.5,7934
2016-17,Detroit Pistons,82,37,45,3961.0,105.3,106.7,-1.4,53.0,1.78,16.1,28.6,77.5,51.9,12.3,49.2,52.1,95.52,48.2,7890
2016-17,Miami Heat,82,41,41,3956.0,107.4,106.4,1.0,54.4,1.58,16.3,28.4,71.8,49.9,14.0,51.2,54.1,95.51,50.0,7875
2016-17,Minnesota Timberwolves,82,31,51,3961.0,110.0,110.9,-0.9,60.0,1.69,17.7,30.9,71.0,50.7,14.6,51.1,55.5,95.48,50.1,7870
2016-17,Sacramento Kings,82,32,50,3976.0,106.6,110.8,-4.2,59.4,1.54,17.3,25.8,72.3,49.2,15.2,51.6,55.6,95.42,47.8,7911
2016-17,Toronto Raptors,82,51,31,3956.0,111.4,107.1,4.3,47.2,1.46,14.5,29.1,71.7,50.5,13.2,51.7,56.1,95.41,51.6,7867
2016-17,Milwaukee Bucks,82,42,40,3956.0,108.5,108.7,-0.2,62.4,1.73,18.5,26.0,70.6,48.7,14.6,52.7,56.5,94.99,50.4,7828
2016-17,San Antonio Spurs,82,61,21,3961.0,110.3,102.9,7.4,60.6,1.77,18.1,28.2,73.0,51.1,14.1,52.4,56.4,94.86,55.1,7832
2016-17,Dallas Mavericks,82,33,49,3956.0,104.7,107.7,-3.0,57.4,1.75,16.8,21.6,73.3,46.5,12.7,50.5,54.1,93.11,47.9,7668
2016-17,Memphis Grizzlies,82,43,39,3981.0,107.0,106.5,0.5,58.4,1.65,16.5,29.5,73.1,50.7,13.7,49.1,53.5,92.84,50.1,7702
2016-17,Utah Jazz,82,51,31,3951.0,109.0,104.7,4.3,54.4,1.48,16.2,27.0,74.3,51.4,14.8,52.6,56.3,92.09,53.4,7579
2017-18,New Orleans Pelicans,82,48,34,3991.0,108.5,107.4,1.1,62.7,1.79,19.0,24.0,72.6,49.4,14.5,54.1,57.3,101.48,52.5,8443
2017-18,Phoenix Suns,82,21,61,3941.0,102.8,111.7,-9.0,55.3,1.35,15.6,27.1,72.4,49.3,15.5,49.5,53.2,101.14,44.2,8293
2017-18,Los Angeles Lakers,82,35,47,3981.0,106.0,107.3,-1.3,58.4,1.51,17.0,27.9,72.9,50.5,15.5,51.7,54.8,100.9,49.1,8361
2017-18,Philadelphia 76ers,82,52,30,3956.0,108.5,103.9,4.6,66.3,1.64,19.1,28.6,73.6,52.0,16.3,53.5,56.8,100.75,54.2,8299
2017-18,Golden State Warriors,82,58,24,3946.0,112.8,106.8,5.9,68.5,1.9,20.9,24.3,71.2,49.7,15.3,56.9,60.3,100.35,55.4,8251
2017-18,Brooklyn Nets,82,28,54,3971.0,106.1,109.7,-3.6,61.9,1.56,17.3,25.1,73.1,48.9,15.1,51.4,55.1,99.66,47.4,8238
2017-18,LA Clippers,82,42,40,3941.0,109.4,109.2,0.2,55.5,1.52,16.5,28.4,71.8,50.4,14.7,52.7,56.4,99.54,49.7,8167
2017-18,Atlanta Hawks,82,24,58,3941.0,104.4,110.1,-5.7,62.2,1.53,17.6,26.3,71.9,48.9,15.7,51.2,54.7,98.76,46.8,8114
2017-18,Cleveland Cavaliers,82,50,32,3946.0,112.0,111.1,1.0,57.9,1.7,17.5,24.3,73.0,49.2,13.9,54.7,58.4,98.72,50.2,8114
2017-18,Charlotte Hornets,82,36,46,3956.0,109.0,109.0,-0.1,55.4,1.7,16.1,27.1,76.3,51.2,12.8,50.8,54.9,98.66,50.0,8143
2017-18,Chicago Bulls,82,27,55,3971.0,103.4,110.5,-7.0,60.7,1.68,17.3,25.6,76.7,50.0,14.1,49.7,52.9,98.65,45.3,8160
2017-18,Orlando Magic,82,25,57,3946.0,104.7,109.4,-4.7,60.4,1.61,17.5,24.8,71.4,48.0,14.7,51.2,54.5,98.58,47.2,8096
2017-18,Houston Rockets,82,65,17,3951.0,114.1,105.7,8.4,55.7,1.56,16.4,25.4,75.0,50.3,14.1,55.1,59.0,98.02,53.1,8078
2017-18,Toronto Raptors,82,59,23,3966.0,113.0,105.3,7.7,59.0,1.82,17.9,27.4,72.5,50.2,13.5,53.9,57.5,98.02,53.8,8104
2017-18,Denver Nuggets,82,46,36,3976.0,111.4,110.0,1.4,61.7,1.68,18.2,30.0,73.6,51.7,15.1,53.6,57.0,97.69,51.1,8095
2017-18,Washington Wizards,82,43,39,3971.0,108.1,107.7,0.4,63.1,1.73,18.4,27.4,73.2,50.4,14.8,52.5,56.0,97.67,50.9,8087
2017-18,New York Knicks,82,29,53,3966.0,106.3,109.7,-3.4,57.3,1.58,17.2,28.9,72.7,50.9,15.0,51.0,54.4,97.64,48.1,8059
2017-18,Oklahoma City Thunder,82,48,34,3966.0,110.1,106.4,3.7,53.5,1.53,15.8,32.0,72.5,51.5,14.3,51.4,54.6,97.34,50.8,8036
2017-18,Portland Trail Blazers,82,49,33,3951.0,108.4,105.7,2.7,49.6,1.44,15.0,27.9,74.6,51.3,13.9,51.1,54.9,97.11,51.0,7992
2017-18,Milwaukee Bucks,82,44,38,3966.0,109.0,109.1,-0.2,58.5,1.68,17.7,24.4,70.9,48.0,14.2,53.1,57.1,97.03,50.2,8013
2017-18,Indiana Pacers,82,48,34,3951.0,108.5,107.3,1.3,54.4,1.67,16.8,27.1,72.1,49.6,13.6,52.5,55.7,96.84,50.9,7977
2017-18,Boston Celtics,82,55,27,3961.0,106.8,103.2,3.6,58.6,1.6,17.0,26.3,73.9,50.4,14.4,51.8,55.2,96.75,51.9,7987
2017-18,Detroit Pistons,82,39,43,3961.0,106.6,106.7,-0.1,58.2,1.7,17.1,26.9,74.0,49.9,13.8,51.2,54.3,96.75,48.9,7981
2017-18,Minnesota Timberwolves,82,47,35,3961.0,112.5,110.2,2.3,55.3,1.82,17.0,28.9,72.0,50.3,12.8,52.3,56.6,96.75,51.8,7985
2017-18,Utah Jazz,82,48,34,3951.0,107.4,103.0,4.4,58.6,1.53,17.1,25.6,75.6,50.9,15.2,52.7,56.4,96.58,53.2,7951
2017-18,Dallas Mavericks,82,24,58,3961.0,105.4,108.4,-2.9,59.4,1.85,17.3,22.4,74.9,47.8,12.7,51.3,54.4,96.53,47.5,7959
