iter	RMSE
562	91.78344708
563	91.42354579
564	91.09969843
565	90.75307539
566	90.32570337
567	90.17487963
568	89.75510243
569	89.40418912
570	89.01547593
571	88.91641253
572	88.61246213
573	88.27341614
574	87.90549358
575	87.70340603
576	87.23357312
577	86.8895484
578	86.52768248
579	86.0362566
580	85.76696972
581	85.42189334
582	85.19962841
583	84.87581021
584	84.54623796
585	84.26883249
586	84.04438924
587	83.76343519
588	83.4811012
589	83.22637432
590	82.9661777
591	82.70691431
592	82.48596118
593	82.30976716
594	82.15078236
595	81.94795741
596	81.59840062
597	81.26055695
598	81.09870913
599	80.85130926
600	80.47970401
601	80.3902235
602	80.28877016
603	80.05798045
604	79.71477912
605	79.2666768
606	78.9433084
607	78.72117086
608	78.66029184
609	78.42290029
610	77.9724841
611	77.6564588
612	77.22732109
613	77.01709024
614	76.79253471
615	76.53229543
616	76.2680353
617	76.10954589
618	75.84277624
619	75.55857972
620	75.27504888
621	75.06381447
622	74.84458719
623	74.58171895
624	74.28726864
625	73.95664522
626	73.67892489
627	73.39753922
628	73.28452545
629	73.07088597
630	72.81991422
631	72.59857466
632	72.27107156
633	71.94028851
634	71.53778898
635	71.2894635
636	70.95548405
637	70.72937693
638	70.63123647
639	70.38150913
640	70.21028446
641	70.00338572
642	69.75711709
643	69.62492598
644	69.48432452
645	69.2800049
646	69.0051554
647	68.96947483
648	68.77109983
649	68.71718676
650	68.47044057
651	68.32094761
652	67.98000596
653	67.83484655
654	67.5285943
655	67.2974564
656	67.04733027
657	66.84868567
658	66.51798471
659	66.2303433
660	66.0090002
661	65.83914109
662	65.58357677
663	65.34081831
664	65.06800864
665	64.83437941
666	64.56434869
667	64.28307146
668	64.10220209
669	63.91024174
670	63.65963595
671	63.52664197
672	63.36055463
673	63.01579144
674	62.83816301
675	62.78519343
676	62.4974999
677	62.29242684
678	62.17947366
679	61.96444895
680	61.64720411
681	61.51883943
682	61.1523078
683	60.92954824
684	60.79998082
685	60.61316248
686	60.40235204
687	60.05224373
688	59.87434
689	59.7066417
690	59.51584263
691	59.30267754
692	59.17174075
693	58.94663477
694	58.80093039
695	58.53992723
696	58.35039232
697	58.1495067
698	57.93716737
699	57.6249522
700	57.5070404
701	57.31169846
702	57.08894637
703	56.88192957
704	56.72507749
705	56.46454319
706	56.22315063
707	56.17902854
708	55.93323787
709	55.77392917
710	55.5488478
711	55.28883116
712	55.15431495
713	55.02500161
714	54.87811703
715	54.70878554
716	54.56507965
717	54.31590537
718	54.19528828
719	53.97006441
720	53.7087522
721	53.46354223
722	53.26307466
723	53.12162158
724	52.87518648
725	52.57401273
726	52.2436356
727	52.0318567
728	51.93000887
729	51.87247775
730	51.68067557
731	51.51510092
732	51.32872311
733	51.2098022
734	51.00646478
735	50.84666327
736	50.62078114
737	50.45055405
738	50.29921584
739	50.19139911
740	49.90786511
741	49.74460585
742	49.7086273
743	49.56922459
744	49.39982312
745	49.10212581
746	48.97710859
747	48.8770641
748	48.84987116
749	48.71744664
750	48.60416955
751	48.46031724
752	48.25998089
753	48.02912597
754	47.87418512
755	47.70942733
756	47.55838853
757	47.46049612
758	47.30431574
759	47.131193
760	46.97688492
761	46.85133879
762	46.80166676
763	46.68804357
764	46.59105027
765	46.49596603
766	46.27890664
767	46.1664428
768	46.09882727
769	45.87314417
770	45.80773529
771	45.61432582
772	45.57152549
773	45.35772112
774	45.23325318
775	45.1123799
776	44.91051378
777	44.74899787
778	44.7358675
779	44.56834042
780	44.34978386
781	44.16362062
782	44.06562443
783	43.92252546
784	43.79005015
785	43.67028982
786	43.47683132
787	43.28500215
788	43.12290862
789	42.97676602
790	42.8162164
791	42.65323681
792	42.60620803
793	42.44336355
794	42.30893894
795	42.14092418
796	41.95140991
797	41.74308867
798	41.71502622
799	41.51399052
800	41.42603238
801	41.29228407
802	41.17117074
803	41.03725468
804	41.0233298
805	40.97831177
806	40.92542461
807	40.7912865
808	40.62256949
809	40.49539709
810	40.35884604
811	40.33609334
812	40.2888023
813	40.1384319
814	39.99955237
815	39.92319385
816	39.7986767
817	39.66831131
818	39.56145299
819	39.4479125
820	39.27995353
821	39.1752139
822	39.06596992
823	38.88416119
824	38.74589561
825	38.66821303
826	38.55386651
827	38.43715396
828	38.34194505
829	38.22609779
830	38.18254461
831	37.98448024
832	37.83781037
833	37.68538641
834	37.60925116
835	37.47928962
836	37.32854858
837	37.17070762
838	37.15005734
839	36.9569814
840	36.93196572
841	36.8214713
842	36.79703721
843	36.71518117
844	36.59150959
845	36.55591772
846	36.46458885
847	36.31637588
848	36.277347
849	36.14725373
850	36.0043116
851	35.87360883
852	35.71609067
853	35.60533476
854	35.43111421
855	35.30357061
856	35.22454727
857	35.08991863
858	34.98298496
859	34.88976758
860	34.83383443
861	34.75209806
862	34.62255986
863	34.49924797
864	34.46091642
865	34.29340762
866	34.19016433
867	34.06314089
868	33.98302072
869	33.88315335
870	33.73756575
871	33.5923574
872	33.44519026
873	33.35271264
874	33.23148187
875	33.15884826
876	33.03982902
877	32.88930895
878	32.75765069
879	32.67209736
880	32.55871837
881	32.44273959
882	32.28112477
883	32.20544526
884	32.12054405
885	32.01975908
886	31.92170776
887	31.81345892
888	31.69736568
889	31.65312045
890	31.56019263
891	31.48082189
892	31.38482013
893	31.27453192
894	31.23346378
895	31.13363023
896	31.04151381
897	30.90606067
898	30.83721913
899	30.74796628
900	30.66082819
901	30.58644102
902	30.54310427
903	30.42567078
904	30.37235164
905	30.34525641
906	30.30184894
907	30.27898932
908	30.16077387
909	30.04774323
910	29.91771677
911	29.85264522
912	29.72169098
913	29.63898046
914	29.52685494
915	29.4354965
916	29.33572482
917	29.27317967
918	29.21977314
919	29.08068365
920	28.98494509
921	28.84063946
922	28.7369088
923	28.70649301
924	28.59788244
925	28.4999234
926	28.43533905
927	28.37443341
928	28.24721482
929	28.14716947
930	28.06596062
931	27.93717012
932	27.76980253
933	27.72291699
934	27.63855324
935	27.61379348
936	27.50314565
937	27.38252114
938	27.27388232
939	27.2055084
940	27.14577054
941	27.05100663
942	26.99401211
943	26.94557226
944	26.83798213
945	26.73239
946	26.63007904
947	26.51179215
948	26.39859172
949	26.3399351
950	26.30830535
951	26.21227362
952	26.18484666
953	26.08884671
954	26.04747775
955	25.93477039
956	25.85757358
957	25.78527665
958	25.68331589
959	25.59349574
960	25.53830416
961	25.49220508
962	25.42708367
963	25.41265929
964	25.34984023
965	25.31007851
966	25.24681711
967	25.1504974
968	25.10643466
969	25.06722907
970	24.94897097
971	24.85122428
972	24.76461886
973	24.63865958
974	24.58551019
975	24.49771232
976	24.41688761
977	24.36597806
978	24.25418953
979	24.17874212
980	24.08889006
981	24.0311484
982	23.96254794
983	23.90430892
984	23.80837858
985	23.69152071
986	23.59317543
987	23.53028696
988	23.49463699
989	23.45031886
990	23.35921978
991	23.33570287
992	23.26559996
993	23.23053795
994	23.14024313
995	23.05063882
996	23.02267512
997	22.9718241
998	22.9475212
999	22.87570846
