"Date","Opponent","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"2019-10-23","SAS",109,111,34,64,0.53125,10,30,0.3333333333333333,0.3333333333333333,13,30,38,27,3,0.4411764705882353,0.4838709677419355,0.9,0.3191489361702128,0.5445074468085107,0.5212765957446809,0.5495049504950495,6,5,0.078125,0,0
"2019-10-25","BKN",108,109,21,56,0.375,17,25,0.68,0.68,16,6,36,42,9,0.14285714285714285,0.16666666666666666,0.8235294117647058,0.30864197530864196,0.46679938271604937,0.5740740740740741,0.5806451612903226,6,2,0.03571428571428571,0,0
"2019-10-26","BOS",100,95,24,55,0.43636363636363634,7,27,0.25925925925925924,0.25925925925925924,26,20,28,15,6,0.4166666666666667,0.625,0.7142857142857143,0.32926829268292684,0.5233030487804878,0.42073170731707316,0.4793814432989691,16,9,0.16363636363636364,0,0
"2019-10-28","CHI",94,105,29,62,0.46774193548387094,9,29,0.3103448275862069,0.32142857142857145,20,22,36,24,3,0.3793103448275862,0.44,0.8888888888888888,0.31868131868131866,0.5163994444444444,0.46703296703296704,0.5,8,5,0.08064516129032258,0,0
"2019-10-30","ORL",89,83,24,51,0.47058823529411764,7,31,0.22580645161290322,0.22580645161290322,14,26,22,18,3,0.5416666666666666,0.5652173913043478,0.8571428571428571,0.3780487804878049,0.4830814814814815,0.42073170731707316,0.45555555555555555,2,6,0.11764705882352941,0,0
"2019-11-01","BOS",97,102,23,55,0.41818181818181815,14,38,0.3684210526315789,0.3684210526315789,14,18,28,39,3,0.391304347826087,0.5,0.9285714285714286,0.40860215053763443,0.5012129032258065,0.4731182795698925,0.5,10,4,0.07272727272727272,0,0
"2019-11-03","SAC",95,92,24,49,0.4897959183673469,8,31,0.25806451612903225,0.25806451612903225,20,22,26,21,3,0.4583333333333333,0.5238095238095238,0.875,0.3875,0.539854375,0.45,0.48936170212765956,6,5,0.10204081632653061,0,0
"2019-11-06","DET",97,102,28,55,0.509090909090909,11,25,0.44,0.44,13,28,28,30,3,0.5,0.5384615384615384,0.9090909090909091,0.3125,0.476709375,0.55625,0.5730337078651685,4,0,0,1,0.04
"2019-11-08","DAL",101,106,23,61,0.3770491803278688,14,28,0.5,0.5,18,14,32,36,6,0.30434782608695654,0.3684210526315789,0.8571428571428571,0.3146067415730337,0.5001331460674158,0.4943820224719101,0.5145631067961165,8,6,0.09836065573770492,0,0
"2019-11-10","CLE",97,87,22,55,0.4,9,31,0.2903225806451613,0.3103448275862069,16,22,22,24,3,0.5,0.5238095238095238,0.8888888888888888,0.36046511627906974,0.533297619047619,0.4127906976744186,0.44387755102040816,2,2,0.03636363636363636,0,0
"2019-11-12","CHI",102,102,26,56,0.4642857142857143,10,32,0.3125,0.3125,20,34,18,30,0,0.6538461538461539,0.7391304347826086,1,0.36363636363636365,0.5230488636363636,0.4659090909090909,0.5,6,2,0.03571428571428571,0,0
"2019-11-14","DAL",94,106,29,64,0.453125,13,30,0.43333333333333335,0.43333333333333335,9,20,38,30,9,0.3448275862068966,0.43478260869565216,0.7692307692307693,0.3191489361702128,0.507636170212766,0.5159574468085106,0.53,12,7,0.109375,0,0
"2019-11-16","CHA",89,102,33,66,0.5,6,20,0.3,0.3,18,32,34,18,0,0.48484848484848486,0.5333333333333333,1,0.23255813953488372,0.5054709302325582,0.4883720930232558,0.53125,6,2,0.030303030303030304,1,0.05
"2019-11-18","CLE",96,123,36,75,0.48,8,23,0.34782608695652173,0.34782608695652173,27,20,52,21,3,0.2777777777777778,0.3225806451612903,0.875,0.23469387755102042,0.5415372448979592,0.4897959183673469,0.5442477876106194,10,1,0.013333333333333334,0,0
"2019-11-20","PHI",95,104,27,59,0.4576271186440678,13,25,0.52,0.52,11,20,34,21,18,0.37037037037037035,0.38461538461538464,0.5384615384615384,0.2976190476190476,0.4844880952380953,0.5535714285714286,0.5714285714285714,2,5,0.0847457627118644,0,0
"2019-11-23","SAS",99,104,25,53,0.4716981132075472,15,40,0.375,0.375,9,30,20,45,0,0.6,0.6818181818181818,1,0.43010752688172044,0.5378758064516129,0.510752688172043,0.5202020202020202,6,2,0.03773584905660377,1,0.025
"2019-11-24","BKN",94,101,19,45,0.4222222222222222,18,35,0.5142857142857142,0.5142857142857142,9,14,24,45,9,0.3684210526315789,0.4666666666666667,0.8333333333333334,0.4375,0.51573125,0.575,0.5804597701149425,8,1,0.022222222222222223,0,0
"2019-11-27","TOR",96,98,21,47,0.44680851063829785,12,41,0.2926829268292683,0.2926829268292683,20,16,26,33,3,0.38095238095238093,0.5,0.9166666666666666,0.4659090909090909,0.5305051136363637,0.4431818181818182,0.5,10,4,0.0851063829787234,0,0
"2019-11-29","PHI",94,95,26,58,0.4482758620689655,8,20,0.4,0.4,19,16,36,18,6,0.3076923076923077,0.32,0.75,0.2564102564102564,0.5202320512820513,0.48717948717948717,0.5054347826086957,2,10,0.1724137931034483,0,0
"2019-12-01","BOS",98,104,27,50,0.54,8,26,0.3076923076923077,0.3076923076923077,26,16,38,21,3,0.2962962962962963,0.3333333333333333,0.875,0.34210526315789475,0.5376927631578947,0.5131578947368421,0.5591397849462365,6,7,0.14,0,0
