slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
brunsja01,Jalen Brunson,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,2191,12,16,3,6,7,7,0,5,4,1,0,1,1,31.5
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,2128,12,21,6,11,5,6,2,2,4,2,0,0,4,29.9
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,2306,11,19,0,0,11,11,0,4,6,4,0,3,4,28.9
jamesle01,LeBron James,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,2004,15,23,2,4,4,5,1,9,4,2,0,5,2,27.9
murraja01,Jamal Murray,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1893,10,16,4,6,6,6,1,2,1,3,0,1,0,26.8
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,DENVER NUGGETS,LOSS,1920,14,25,2,6,4,4,3,7,3,0,3,4,3,25.3
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,2260,10,16,0,0,6,8,3,7,8,1,0,2,4,25.2
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,1884,7,11,4,8,6,6,1,5,1,2,0,1,2,22.2
harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1548,8,15,1,1,5,8,8,3,3,0,3,2,3,21.0
whitede01,Derrick White,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,1968,10,16,3,5,0,0,1,2,7,3,0,2,5,21.0
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,2033,8,14,3,6,1,1,0,3,12,2,0,3,2,20.9
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,2291,11,19,0,1,6,6,3,4,3,1,1,4,4,20.6
collida01,Darren Collison,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,1835,5,11,0,1,6,6,1,4,9,3,0,0,3,20.3
millspa01,Paul Millsap,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1966,8,12,4,5,3,4,1,4,2,1,1,2,3,19.2
davisan02,Anthony Davis,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,1289,9,16,1,4,2,4,6,6,2,0,2,2,2,18.6
morrimo01,Monte Morris,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1614,6,8,4,5,0,0,1,4,6,1,0,1,1,18.5
mudiaem01,Emmanuel Mudiay,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,1947,7,14,3,4,4,4,0,4,4,0,2,1,0,18.4
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,NEW ORLEANS PELICANS,WIN,1799,9,18,2,6,3,3,0,5,7,0,0,2,1,18.0
rondora01,Rajon Rondo,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,1853,6,9,2,4,0,0,1,3,10,2,0,2,2,17.9
lopezro01,Robin Lopez,CHICAGO BULLS,HOME,LOS ANGELES LAKERS,LOSS,2096,9,14,0,0,2,2,3,4,3,0,0,1,1,17.8
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,AWAY,PHILADELPHIA 76ERS,LOSS,2124,11,20,4,7,0,0,1,1,1,0,0,0,1,17.7
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,NEW ORLEANS PELICANS,WIN,1563,7,13,0,4,10,10,2,7,5,0,0,6,4,17.1
bogdabo02,Bojan Bogdanovic,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,2177,9,16,3,8,3,3,0,4,2,0,0,1,3,16.8
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,2023,9,17,2,5,1,3,0,5,4,1,0,0,2,16.4
paytoel01,Elfrid Payton,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,2067,6,15,2,7,0,0,1,14,11,1,1,3,2,16.4
arcidry01,Ryan Arcidiacono,CHICAGO BULLS,HOME,LOS ANGELES LAKERS,LOSS,1893,5,8,2,3,2,2,0,4,6,2,0,1,2,16.0
jokicni01,Nikola Jokic,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1584,9,14,0,0,0,0,4,4,7,0,1,4,4,15.8
nurkiju01,Jusuf Nurkic,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,1522,6,14,0,0,8,9,7,5,2,0,0,3,3,15.8
dunnkr01,Kris Dunn,CHICAGO BULLS,HOME,LOS ANGELES LAKERS,LOSS,1977,8,16,2,3,0,0,2,5,9,2,0,4,4,15.6
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,2062,6,16,1,3,4,4,3,16,5,1,4,6,2,15.6
jonesty01,Tyus Jones,MINNESOTA TIMBERWOLVES,AWAY,DENVER NUGGETS,LOSS,1597,7,10,2,3,0,0,1,1,3,2,0,1,1,15.5
jordade01,DeAndre Jordan,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,2107,5,6,0,0,2,2,5,11,5,0,0,5,0,15.1
brogdma01,Malcolm Brogdon,MILWAUKEE BUCKS,AWAY,NEW ORLEANS PELICANS,WIN,1218,7,10,2,4,2,2,0,1,2,2,0,2,2,14.7
poweldw01,Dwight Powell,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,2353,6,15,1,6,7,7,3,4,1,0,0,0,4,14.3
randlju01,Julius Randle,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,2142,10,19,1,6,2,4,3,3,4,1,0,4,4,14.1
porteot01,Otto Porter,CHICAGO BULLS,HOME,LOS ANGELES LAKERS,LOSS,1954,5,14,4,8,5,5,0,9,2,0,0,2,1,12.9
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,1208,5,11,0,1,4,5,5,4,3,1,1,2,4,12.8
osmande01,Cedi Osman,CLEVELAND CAVALIERS,AWAY,PHILADELPHIA 76ERS,LOSS,2139,7,19,4,9,0,0,1,7,4,2,0,2,1,12.7
lopezbr01,Brook Lopez,MILWAUKEE BUCKS,AWAY,NEW ORLEANS PELICANS,WIN,1806,5,10,1,5,2,2,0,8,2,0,2,0,3,12.0
willicj01,C.J. Williams,MINNESOTA TIMBERWOLVES,AWAY,DENVER NUGGETS,LOSS,1081,5,8,1,3,0,0,0,1,4,2,0,0,2,11.7
knoxke01,Kevin Knox,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,1489,5,9,4,5,2,2,0,4,1,0,0,0,5,11.6
redicjj01,J.J. Redick,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,2090,6,15,4,7,1,1,0,3,3,0,1,1,0,11.6
mcgeeja01,JaVale McGee,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,1958,4,8,0,0,2,2,2,9,0,1,3,1,2,11.4
youngth01,Thaddeus Young,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,1984,4,9,2,4,0,0,2,4,4,3,0,1,4,11.1
reynoca01,Cameron Reynolds,MINNESOTA TIMBERWOLVES,AWAY,DENVER NUGGETS,LOSS,1522,4,7,4,7,0,0,0,1,2,2,0,1,1,11.0
turnemy01,Myles Turner,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,2226,5,15,2,6,3,8,1,8,4,2,2,2,2,11.0
diallch01,Cheick Diallo,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,868,5,7,0,0,1,1,0,6,1,0,1,0,1,10.9
ennisja01,James Ennis,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,1330,6,7,0,1,0,0,4,3,2,0,1,3,4,10.7
marjabo01,Boban Marjanovic,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,818,4,5,0,0,3,4,2,3,2,0,1,2,1,10.7
milleda01,Darius Miller,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,1735,3,6,3,5,4,4,0,2,2,0,0,1,1,10.6
