slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jamesle01,LeBron James,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2583,8,20,3,10,9,11,2,9,16,3,1,2,3,32.2
bradlav01,Avery Bradley,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,2274,15,21,3,5,0,0,0,6,6,1,0,2,1,28.9
vucevni01,Nikola Vucevic,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1612,10,18,1,3,4,5,3,14,3,2,0,0,1,26.0
horfoal01,Al Horford,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,2111,9,16,3,5,2,2,4,4,5,4,0,1,5,23.9
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,2228,11,19,1,6,5,7,0,2,7,0,0,0,1,23.4
haywago01,Gordon Hayward,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,1703,8,11,6,7,4,4,1,3,3,1,0,2,3,23.0
valanjo01,Jonas Valanciunas,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1279,9,11,0,1,5,8,2,8,2,0,0,1,3,20.7
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,2170,8,19,5,14,3,3,0,5,4,4,2,2,3,20.4
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1645,7,12,6,8,2,2,1,0,3,1,0,0,0,20.2
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,2001,6,10,2,4,6,6,1,3,4,2,0,2,1,19.4
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,2107,8,15,0,0,6,10,4,7,2,0,3,1,5,18.5
butleji01,Jimmy Butler,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2166,7,12,1,2,7,10,3,6,1,0,0,1,1,18.4
gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,2075,4,11,2,3,5,6,2,10,8,0,1,1,1,17.8
iguodan01,Andre Iguodala,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,1688,5,6,3,3,0,0,1,4,3,3,0,0,1,17.4
youngtr01,Trae Young,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,2282,6,19,3,9,7,9,0,6,14,1,1,6,2,16.8
tatumja01,Jayson Tatum,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,2090,7,15,1,1,5,5,0,10,1,2,2,1,5,16.4
fournev01,Evan Fournier,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,2082,7,16,3,4,5,5,2,4,4,0,0,2,2,16.2
thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,1931,9,14,3,5,1,2,0,4,1,0,2,1,4,16.1
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2246,9,22,2,8,3,4,3,11,3,0,2,2,5,15.7
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1456,7,15,1,4,1,1,0,3,6,2,1,0,1,15.7
morrima03,Marcus Morris,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,2009,7,13,1,2,2,2,1,7,2,0,0,0,0,14.9
collijo01,John Collins,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,2035,8,15,2,2,4,5,0,8,3,0,0,2,5,14.8
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,2128,4,5,0,0,5,6,3,13,3,0,0,3,3,14.6
bertada01,Davis Bertans,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1672,5,7,4,4,3,3,0,3,0,0,1,0,3,14.5
isaacjo01,Jonathan Isaac,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1735,7,18,2,9,4,4,2,5,1,0,3,1,1,14.5
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2099,7,9,0,0,2,7,1,4,5,2,0,3,1,14.5
bullore01,Reggie Bullock,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2126,6,11,3,6,0,0,0,5,1,2,1,1,2,12.8
mooreet01,E'Twaun Moore,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1585,8,13,3,5,0,0,0,3,1,0,1,2,2,12.6
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,1689,5,6,3,4,0,0,0,4,0,0,0,0,0,12.0
princta02,Taurean Waller-Prince,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,1715,6,14,4,9,1,1,0,6,1,0,1,0,2,12.0
cartevi01,Vince Carter,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,1465,3,4,2,3,3,3,0,5,3,0,1,1,2,11.9
randlju01,Julius Randle,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1304,6,11,3,5,0,0,0,4,4,0,2,3,2,11.3
favorde01,Derrick Favors,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,1488,6,12,0,0,1,2,1,6,2,0,4,1,3,11.1
greendr01,Draymond Green,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,2014,3,7,0,4,0,0,0,7,6,2,2,1,0,11.0
noahjo01,Joakim Noah,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1088,4,6,0,0,0,0,1,3,4,2,0,0,3,10.6
briscis01,Isaiah Briscoe,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1681,1,4,1,3,0,0,0,6,8,2,1,0,1,10.3
rubiori01,Ricky Rubio,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,1894,7,17,1,5,1,1,0,4,6,1,0,2,3,10.1
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,1506,5,11,3,7,0,1,1,1,0,1,2,0,1,9.9
ingrabr01,Brandon Ingram,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2053,7,14,0,1,5,6,1,5,1,0,1,4,4,9.6
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2116,8,20,3,9,0,0,2,3,1,1,0,1,4,9.6
dedmode01,Dewayne Dedmon,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,1462,4,8,0,2,4,4,4,1,1,1,1,2,5,9.5
redicjj01,J.J. Redick,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,2077,4,11,4,8,4,4,1,2,2,0,1,3,3,9.1
fraziti01,Tim Frazier,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1848,4,8,0,1,2,2,0,4,7,0,0,2,3,8.9
mccontj01,T.J. McConnell,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,781,4,6,1,1,0,0,0,0,3,1,0,1,0,8.5
birchkh01,Khem Birch,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1027,3,5,0,0,0,0,2,3,2,0,1,0,0,8.1
mitchdo01,Donovan Mitchell,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,2171,10,29,3,8,2,3,2,5,2,0,0,3,4,8.0
okafoja01,Jahlil Okafor,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1744,4,9,0,0,0,0,5,2,1,2,0,2,1,7.7
rondora01,Rajon Rondo,LOS ANGELES LAKERS,AWAY,ATLANTA HAWKS,LOSS,2014,5,10,2,4,1,3,3,4,4,1,1,6,4,7.4
netora01,Raul Neto,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,556,3,4,0,1,4,6,0,0,2,0,0,1,2,7.2
forbebr01,Bryn Forbes,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1728,3,10,0,1,3,3,0,2,3,3,0,1,2,7.1
iwundwe01,Wesley Iwundu,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1036,3,6,2,3,0,0,1,2,1,2,2,2,4,6.8
inglejo01,Joe Ingles,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,1665,2,2,1,1,0,0,0,5,4,0,0,2,0,6.7
belinma01,Marco Belinelli,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1692,4,10,1,5,2,2,0,2,2,0,0,1,0,6.6
couside01,DeMarcus Cousins,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,1699,4,17,1,6,3,5,1,9,5,2,0,2,3,6.6
simmojo02,Jonathon Simmons,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,LOSS,870,2,2,1,1,2,2,0,1,1,1,0,1,2,6.6
milescj01,C.J. Miles,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1381,3,8,2,5,2,2,0,4,2,0,0,1,2,6.4
roziete01,Terry Rozier,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,1861,2,9,1,3,0,0,1,3,5,1,1,0,1,5.9
theisda01,Daniel Theis,BOSTON CELTICS,AWAY,PHILADELPHIA 76ERS,WIN,769,2,2,1,1,1,2,0,1,2,0,0,0,2,5.9
lenal01,Alex Len,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,743,4,5,3,4,0,0,0,2,1,0,0,3,4,5.8
mckinal01,Alfonzo McKinnie,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,320,2,2,0,0,1,2,2,0,0,0,0,0,0,5.4
korveky01,Kyle Korver,UTAH JAZZ,AWAY,GOLDEN STATE WARRIORS,LOSS,1121,1,3,0,2,3,3,0,4,3,1,0,2,1,5.2
bembrde01,DeAndre' Bembry,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,1384,3,6,0,1,0,0,1,5,1,2,0,3,0,4.9
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,2463,5,19,0,0,2,3,1,5,5,1,0,1,3,4.8
milleda01,Darius Miller,NEW ORLEANS PELICANS,HOME,ORLANDO MAGIC,LOSS,1288,3,11,3,9,0,0,0,2,2,0,1,0,1,4.8
holidju01,Justin Holiday,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,2124,5,11,1,3,0,0,1,3,2,0,0,3,2,4.5
spellom01,Omari Spellman,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,824,2,6,1,4,1,2,1,2,0,1,0,0,1,4.1
augusdj01,D.J. Augustin,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,1199,1,3,0,1,0,0,0,5,6,0,0,2,0,4.0
