slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
georgpa01,Paul George,OKLAHOMA CITY THUNDER,AWAY,HOUSTON ROCKETS,WIN,2476,12,22,6,14,15,18,2,9,3,1,0,2,5,36.4
lambje01,Jeremy Lamb,CHARLOTTE HORNETS,AWAY,ATLANTA HAWKS,WIN,2184,8,14,4,7,4,4,2,4,7,3,2,1,1,27.9
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,WIN,2047,13,21,1,3,4,4,0,2,4,4,0,2,2,26.1
walkeke02,Kemba Walker,CHARLOTTE HORNETS,AWAY,ATLANTA HAWKS,WIN,2217,13,27,9,17,2,2,1,0,7,1,0,3,2,26.1
goberru01,Rudy Gobert,UTAH JAZZ,HOME,SAN ANTONIO SPURS,WIN,1846,8,10,0,0,5,6,5,8,4,0,2,3,1,23.5
hardeja01,James Harden,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2232,11,28,6,16,14,15,0,2,1,1,0,5,2,22.9
lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,NEW YORK KNICKS,WIN,2035,6,10,5,7,5,6,3,1,5,2,2,2,4,22.7
willima02,Marvin Williams,CHARLOTTE HORNETS,AWAY,ATLANTA HAWKS,WIN,2091,12,16,3,7,0,0,0,3,0,1,1,0,3,22.0
lavinza01,Zach LaVine,CHICAGO BULLS,HOME,WASHINGTON WIZARDS,LOSS,2134,11,17,0,3,4,5,1,3,6,1,0,3,1,21.5
paulch01,Chris Paul,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2095,5,12,2,5,6,7,1,9,9,2,0,2,4,19.3
arizatr01,Trevor Ariza,WASHINGTON WIZARDS,AWAY,CHICAGO BULLS,WIN,1825,8,12,3,7,0,0,1,3,4,1,0,0,1,18.8
davisan02,Anthony Davis,NEW ORLEANS PELICANS,AWAY,MEMPHIS GRIZZLIES,LOSS,2038,4,8,0,1,6,9,2,14,6,2,2,2,4,18.4
youngtr01,Trae Young,ATLANTA HAWKS,HOME,CHARLOTTE HORNETS,LOSS,1692,8,15,4,6,0,0,0,1,11,2,0,4,1,18.3
