"Date","Opponent","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"2019-10-23","BKN",116,127,33,65,0.5076923076923077,13,43,0.3023255813953488,0.3023255813953488,22,24,42,33,6,0.36363636363636365,0.42857142857142855,0.8461538461538461,0.39814814814814814,0.5190231481481481,0.4861111111111111,0.5210084033613446,10,9,0.13846153846153847,0,0
"2019-10-25","CHA",105,121,31,53,0.5849056603773585,12,38,0.3157894736842105,0.3157894736842105,23,42,20,27,9,0.6774193548387096,0.8076923076923077,0.75,0.4175824175824176,0.5166967032967033,0.5384615384615384,0.5817307692307693,10,5,0.09433962264150944,0,0
"2019-10-27","MIA",103,116,26,46,0.5652173913043478,13,45,0.28888888888888886,0.28888888888888886,25,28,24,30,9,0.5384615384615384,0.6086956521739131,0.7692307692307693,0.4945054945054945,0.5438054945054945,0.5,0.5528846153846154,6,9,0.1956521739130435,0,0
"2019-10-30","PHI",110,95,22,46,0.4782608695652174,10,35,0.2857142857142857,0.29411764705882354,21,16,28,12,18,0.36363636363636365,0.4,0.4,0.43209876543209874,0.516066875,0.4567901234567901,0.5053191489361702,4,6,0.13043478260869565,0,0
"2019-11-02","WAS",115,131,34,55,0.6181818181818182,17,39,0.4358974358974359,0.4358974358974359,12,40,28,39,12,0.5882352941176471,0.6060606060606061,0.7647058823529411,0.4148936170212766,0.4895755319148936,0.6329787234042553,0.6435643564356436,2,4,0.07272727272727272,0,0
"2019-11-04","MIL",110,106,24,60,0.4,13,43,0.3023255813953488,0.3023255813953488,19,24,24,24,15,0.5,0.5,0.6153846153846154,0.4174757281553398,0.5292553398058253,0.4223300970873786,0.4690265486725664,0,6,0.1,0,0
"2019-11-06","MEM",105,121,27,51,0.5294117647058824,16,45,0.35555555555555557,0.36363636363636365,19,30,24,42,6,0.5555555555555556,0.6,0.875,0.46875,0.5046657894736842,0.53125,0.5601851851851852,4,3,0.058823529411764705,0,0
"2019-11-08","GSW",118,125,39,75,0.52,9,36,0.25,0.25,20,28,50,18,9,0.358974358974359,0.4666666666666667,0.6666666666666666,0.32432432432432434,0.5483963963963964,0.47297297297297297,0.508130081300813,18,9,0.12,0,0
"2019-11-10","DEN",106,98,28,52,0.5384615384615384,6,45,0.13333333333333333,0.13333333333333333,24,36,20,12,6,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.4639175257731959,0.5362412371134021,0.38144329896907214,0.4336283185840708,2,4,0.07692307692307693,0,0
"2019-11-11","DET",100,120,30,55,0.5454545454545454,15,34,0.4411764705882353,0.4411764705882353,15,28,32,33,12,0.4666666666666667,0.4827586206896552,0.7333333333333333,0.38202247191011235,0.5284601123595506,0.5898876404494382,0.625,2,3,0.05454545454545454,2,0.058823529411764705
"2019-11-13","SAS",102,129,34,57,0.5964912280701754,11,34,0.3235294117647059,0.3235294117647059,28,32,36,27,6,0.47058823529411764,0.5,0.8181818181818182,0.37362637362637363,0.5489467032967033,0.554945054945055,0.5981308411214953,4,4,0.07017543859649122,0,0
"2019-11-15","WAS",109,116,31,52,0.5961538461538461,11,37,0.2972972972972973,0.2972972972972973,21,34,28,27,6,0.5483870967741935,0.5862068965517241,0.8181818181818182,0.4157303370786517,0.5638280898876404,0.5337078651685393,0.5693069306930693,4,5,0.09615384615384616,0,0
"2019-11-16","HOU",98,105,26,46,0.5652173913043478,12,38,0.3157894736842105,0.32432432432432434,17,24,28,33,3,0.46153846153846156,0.5,0.9166666666666666,0.4523809523809524,0.5586632530120482,0.5238095238095238,0.5526315789473685,4,3,0.06521739130434782,0,0
"2019-11-18","UTA",107,112,27,51,0.5294117647058824,14,38,0.3684210526315789,0.3684210526315789,16,22,32,33,9,0.4074074074074074,0.4583333333333333,0.7857142857142857,0.42696629213483145,0.48728932584269663,0.5393258426966292,0.5833333333333334,6,5,0.09803921568627451,0,0
"2019-11-20","UTA",97,95,21,44,0.4772727272727273,14,45,0.3111111111111111,0.3111111111111111,11,6,36,30,12,0.14285714285714285,0.15789473684210525,0.7142857142857143,0.5056179775280899,0.5337629213483146,0.47191011235955055,0.4846938775510204,4,5,0.11363636363636363,1,0.022222222222222223
"2019-11-23","PHX",100,98,26,49,0.5306122448979592,12,42,0.2857142857142857,0.2857142857142857,10,28,24,36,0,0.5384615384615384,0.56,1,0.46153846153846156,0.5484642857142857,0.4835164835164835,0.49489795918367346,2,2,0.04081632653061224,1,0.023809523809523808
"2019-11-25","ATL",105,125,26,55,0.4727272727272727,15,35,0.42857142857142855,0.42857142857142855,28,28,24,39,6,0.5384615384615384,0.7,0.8666666666666667,0.3888888888888889,0.5204733333333333,0.5388888888888889,0.589622641509434,12,4,0.07272727272727272,0,0
"2019-11-27","SAS",100,113,19,45,0.4222222222222222,18,40,0.45,0.45,21,24,14,48,6,0.631578947368421,0.7058823529411765,0.8888888888888888,0.47058823529411764,0.5649447058823529,0.5411764705882353,0.5824742268041238,4,8,0.17777777777777778,0,0
"2019-12-01","MEM",105,107,22,49,0.4489795918367347,11,36,0.3055555555555556,0.3055555555555556,30,24,20,30,3,0.5454545454545454,0.5714285714285714,0.9090909090909091,0.4235294117647059,0.5442658823529412,0.45294117647058824,0.5297029702970297,2,3,0.061224489795918366,0,0
